REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
75;17;17003;pr;a;a;v;4;E;65.0;237000.0;3646.15;;;0.0;0.0;2.0;1
75;17;17003;pr;a;m;pi;5;D;100.0;230000.0;2300.0;;;0.0;0.0;0.0;1
75;17;17003;pr;a;m;v;1;0;91.0;80550.0;856.07;;;0.0;0.0;0.0;2
75;17;17003;pr;a;m;v;11;D;480.0;2340000.0;4875.0;;;0.0;3.0;2.0;1
75;17;17003;pr;a;m;v;12;C;400.0;592800.0;1482.0;;;0.0;7.0;0.0;1
75;17;17003;pr;a;m;v;2;D;42.0;65000.0;1547.62;9.83;0.076;0.0;0.0;1.0;1
75;17;17003;pr;a;m;v;3;0;65.0;288750.0;4442.31;;;0.0;0.0;1.0;3
75;17;17003;pr;a;m;v;3;B;73.0;190000.0;2602.74;;;0.0;0.0;1.0;1
75;17;17003;pr;a;m;v;3;D;69.0;168500.0;2484.01;;;0.0;0.5;0.0;2
75;17;17003;pr;a;m;v;3;F;90.0;250560.0;2784.0;;;0.0;1.0;0.0;1
75;17;17003;pr;a;m;v;3;NS;120.0;165000.0;1375.0;;;0.0;0.0;0.0;1
75;17;17003;pr;a;m;v;4;0;85.5;302950.0;3622.96;10.86;0.037;0.0;0.0;1.0;6
75;17;17003;pr;a;m;v;4;A;102.0;348600.0;3414.0;10.86;0.038;0.0;0.0;2.0;2
75;17;17003;pr;a;m;v;4;B;89.0;264000.0;2966.29;10.86;0.047;0.0;0.2;0.6;5
75;17;17003;pr;a;m;v;4;C;89.0;254400.0;3065.06;10.86;0.048;0.0;0.71;0.29;7
75;17;17003;pr;a;m;v;4;D;109.0;281850.0;2546.76;10.86;0.051;0.0;0.33;0.5;6
75;17;17003;pr;a;m;v;4;E;78.0;206700.0;2863.64;10.86;0.051;0.0;0.14;0.43;7
75;17;17003;pr;a;m;v;4;F;81.0;243800.0;3009.88;10.86;0.043;0.0;1.0;0.0;1
75;17;17003;pr;a;m;v;5;0;102.0;295400.0;2614.16;;;0.0;0.33;0.33;3
75;17;17003;pr;a;m;v;5;A;109.5;363100.0;3458.28;;;0.0;1.0;0.5;6
75;17;17003;pr;a;m;v;5;C;196.5;422000.0;2369.02;;;0.0;1.0;0.5;2
75;17;17003;pr;a;m;v;5;D;110.0;297150.0;2680.84;;;0.0;0.33;0.5;6
