REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
27;25;25001;pr;a;m;v;6;D;137.0;260000.0;1897.81;;;0.0;2.0;0.0;1
27;25;25002;pr;a;m;v;2;VI;110.0;35000.0;318.18;;;0.0;0.0;0.0;1
27;25;25002;pr;a;m;v;3;C;97.0;65000.0;670.1;;;0.0;0.0;1.0;1
27;25;25002;pr;a;m;v;5;D;131.0;95000.0;725.19;;;0.0;1.0;1.0;1
27;25;25002;pr;a;m;v;5;F;126.0;190000.0;1507.94;;;0.0;0.0;0.0;1
27;25;25004;pr;a;a;v;2;D;51.0;39500.0;774.51;;;0.0;0.0;1.0;1
27;25;25004;pr;a;a;v;2;E;49.0;45000.0;918.37;;;0.0;0.0;0.0;1
27;25;25004;pr;a;a;v;3;0;61.0;90000.0;1475.41;8.58;0.07;0.0;0.0;0.0;1
27;25;25004;pr;a;a;v;3;C;59.0;88000.0;1491.53;8.58;0.069;0.0;1.0;0.0;1
27;25;25004;pr;a;a;v;3;E;70.0;74900.0;1144.58;8.58;0.088;0.0;0.33;0.67;3
27;25;25004;pr;a;a;v;4;F;143.0;165240.0;1155.52;;;0.0;0.0;1.0;1
27;25;25004;pr;a;a;v;5;0;97.0;122500.0;1264.46;6.7;0.064;0.0;0.0;0.5;2
27;25;25004;pr;a;a;v;5;D;110.0;160000.0;1454.55;6.7;0.055;0.0;0.0;1.0;1
27;25;25004;pr;a;l;v;1;0;151.0;90000.0;596.03;;;0.0;0.0;0.0;1
27;25;25004;pr;a;m;v;2;NS;160.0;99900.0;624.38;;;0.0;0.0;0.0;1
27;25;25004;pr;a;m;v;5;0;155.0;199990.0;1290.26;;;0.0;0.0;1.0;1
27;25;25004;pr;a;m;v;5;B;149.0;390000.0;2623.24;;;0.0;2.0;1.0;2
27;25;25004;pr;a;m;v;6;0;128.0;311000.0;2485.22;;;0.0;1.0;1.0;2
27;25;25004;pr;a;m;v;6;B;138.0;259000.0;1876.81;;;0.0;1.0;1.0;1
27;25;25004;pr;a;m;v;6;D;100.0;254000.0;2540.0;;;0.0;1.0;0.0;1
27;25;25004;pr;a;m;v;6;E;161.0;206950.0;1272.3;;;0.0;0.0;1.0;2
27;25;25004;pr;a;m;v;7;C;140.0;254400.0;1817.14;;;0.0;1.0;1.0;1
27;25;25004;pr;a;m;v;7;E;120.0;254400.0;2120.0;;;0.0;0.0;2.0;1
27;25;25004;pr;cm;m;v;7;0;139.0;368747.0;2652.86;;;0.0;0.0;0.0;1
27;25;25004;pr;m;m;v;4;NS;400.0;95000.0;237.5;;;0.0;0.0;0.0;1
27;25;25004;pr;m;m;v;4;VI;400.0;95000.0;237.5;;;0.0;1.0;0.0;1
27;25;25004;pr;m;m;v;6;D;90.0;136000.0;1511.11;;;0.0;1.0;0.0;1
27;25;25004;pr;m;m;vp;6;E;205.0;420000.0;2048.78;;;0.0;0.0;1.0;1
27;25;25006;pr;a;m;v;6;E;215.0;228000.0;1060.46;;;0.0;0.0;2.0;2
27;25;25008;pr;a;m;v;4;E;117.0;161250.0;1378.21;;;0.0;1.0;0.0;1
27;25;25011;pr;a;m;v;5;VI;80.0;95400.0;1192.5;7.78;0.078;0.0;1.0;0.0;1
27;25;25011;pr;a;m;v;7;NS;120.0;75000.0;625.0;;;0.0;0.0;1.0;1
27;25;25011;pr;network;m;v;5;D;120.0;230050.0;1917.08;7.78;0.049;0.0;0.0;0.0;1
27;25;25012;pr;a;m;v;11;A;290.0;649000.0;2237.93;;;0.0;3.0;1.0;1
27;25;25013;pr;a;a;v;3;D;80.0;86900.0;1100.0;;;0.0;0.0;1.0;3
