type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;m;l;0;77;900.0;5;530;;;0;0;1;1;F;369;42.9573;1.90129;0;;;2.0;;0;C;;2.0;0.0;;;;;;;Bois;Convecteur;Individuel;a;n;m;2020-08;09043;0000;090430000;Z;09;76.0
pr;a;l;1;82;;4;485;;;0;0;0;1;F;342;43.04502;1.62731;0;2.0;;0.0;;0;C;;;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;09324;0000;093240000;Z;09;76.0
pr;a;l;2;38;;2;399;;;0;0;0;0;C;115;42.97439;1.15731;0;2.0;;;;0;A;;;;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;09261;0102;092610102;H;09;76.0
pr;a;l;0;38;;2;300;;;0;0;0;0;C;115;42.9743;1.15687;Oui;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;09261;0102;092610102;H;09;76.0
pr;m;l;0;68;;4;450;;;0;0;1;0;D;192;43.01173;1.11418;0;1.0;;;False;0;B;;1.0;;;;;;;;Électrique;;;a;n;m;2020-08;09289;0000;092890000;Z;09;76.0
pr;a;l;1;49;;3;429;;;0;0;1;0;B;83;42.96565;1.60712;0;3.0;;1.0;True;0;C;;1.0;;;;;False;;;Gaz;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;0;45;;3;450;;;0;0;1;0;C;125;42.96597;1.60636;0;3.0;;;False;0;D;2012.0;1.0;;;;;False;;;;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;0;42;;2;600;;;0;0;0;1;E;250;43.13455;1.61552;0;1.0;;2.0;False;0;C;2006.0;1.0;1.0;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;09225;0107;092250107;H;09;76.0
pr;m;l;0;90;120.0;4;605;;;0;0;0;1;E;275;42.92909;1.8374;0;;;1.0;;0;G;;1.0;1.0;;;;;;;Fioul;;Individuel, Central;a;n;m;2020-08;09160;0102;091600102;H;09;76.0
pr;a;l;0;51;;3;398;;;0;1;0;1;E;238;42.93031;1.83668;0;;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;09160;0102;091600102;H;09;76.0
pr;m;l;0;66;75.0;3;591;;;0;0;0;0;D;219;43.13392;1.61602;0;;;2.0;False;0;C;2006.0;;;;False;;;;;;;;a;n;m;2020-08;09225;0107;092250107;H;09;76.0
pr;a;l;3;30;;2;425;;;0;0;1;0;VI;;42.96578;1.60852;0;3.0;;;False;0;VI;2020.0;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;2;23;;1;380;;;0;0;1;0;VI;;42.96578;1.60852;0;3.0;;;False;0;VI;2020.0;;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;1;23;;1;380;;;0;1;1;0;VI;;42.96578;1.60852;0;3.0;;;False;0;VI;2020.0;;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;1;92;;3;650;;;0;0;1;0;0;;42.9652;1.60864;0;3.0;;;False;0;;;1.0;;;;;False;;;Gaz;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;1;50;;3;451;;;0;0;1;0;D;198;42.91384;1.6662;0;3.0;;;True;0;E;2000.0;1.0;;;;;False;;;Gaz;;;a;n;a;2020-08;09272;0000;092720000;Z;09;76.0
pr;a;l;1;20;;1;380;;;0;0;1;0;VI;;42.96578;1.60852;0;3.0;;;False;0;VI;2020.0;;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;0;59;;2;300;;;0;0;0;0;E;231;42.96435;1.6047;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;2;20;;1;380;;;0;0;1;0;VI;;42.96578;1.60852;0;3.0;;;False;0;VI;2020.0;;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;a;l;2;37;;2;400;;;0;1;1;0;F;427;42.9646;1.60652;0;2.0;;;False;0;D;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0101;091220101;H;09;76.0
pr;m;l;0;84;;4;600;;;0;0;0;0;C;118;43.12949;1.61264;Oui;;;;;0;C;;;;;;;;;;;;;a;;m;2020-08;09225;0107;092250107;H;09;76.0
pr;m;l;0;66;;3;500;;;0;0;0;0;D;184;43.13436;1.61416;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-08;09225;0107;092250107;H;09;76.0
pr;a;l;0;43;;2;400;;;0;0;0;0;E;250;43.13436;1.61416;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-08;09225;0107;092250107;H;09;76.0
pr;m;l;0;78;25.0;4;595;;;0;0;0;1;D;166;43.13238;1.62099;0;1.0;;2.0;False;0;B;;;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;09225;0107;092250107;H;09;76.0
pr;m;l;0;81;;4;600;;;0;0;0;0;C;113;43.12949;1.61264;Oui;;;;;0;D;;;;;;;;;;;;;a;;m;2020-08;09225;0107;092250107;H;09;76.0
pr;a;l;0;45;;2;360;;;0;0;1;0;NS;;43.11611;1.611;0;;;;;0;NS;;1.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;09225;0101;092250101;H;09;76.0
pr;a;l;2;92;;4;605;;;0;1;1;0;D;195;43.11582;1.60826;0;4.0;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-08;09225;0101;092250101;H;09;76.0
pr;m;l;0;81;30.0;4;604;;;0;0;0;0;D;157;43.25113;1.67557;0;;;1.0;False;0;B;;;;;;;;;;Électrique;;;a;n;m;2020-08;09185;0000;091850000;Z;09;76.0
pr;a;l;0;44;;2;300;;;0;0;0;0;E;277;43.24964;1.68069;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-08;09185;0000;091850000;Z;09;76.0
pr;a;l;0;105;;5;742;;;0;0;1;1;C;135.0;43.24921;1.67861;0;;;1.0;;0;D;;;;;False;;False;;;Gaz;;;a;n;a;2020-08;09185;0000;091850000;Z;09;76.0
pr;a;l;0;44;;2;369;;;0;0;0;0;E;277.0;43.25113;1.67557;0;;;2.0;False;0;C;;;;;;;False;;;Électrique;;;a;n;a;2020-08;09185;0000;091850000;Z;09;76.0
pr;a;l;2;45;;2;310;;;0;0;0;1;D;185;43.117;1.61117;0;;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;09225;0101;092250101;H;09;76.0
pr;a;l;0;33;;2;400;;;0;0;0;0;0;;43.11269;1.60925;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;09225;0101;092250101;H;09;76.0
pr;m;l;0;86;;4;647;;;0;0;2;1;E;239;43.10242;1.66044;0;0.0;;0.0;False;0;C;1901.0;;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;09312;0000;093120000;Z;09;76.0
pr;a;l;2;52;;3;310;;;0;0;0;1;E;232.0;43.08829;1.87293;0;2.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;09194;0000;091940000;Z;09;76.0
pr;a;l;1;68;;2;460;;;0;0;1;0;0;;43.08899;1.87583;0;2.0;;0.0;;0;;;;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;09194;0000;091940000;Z;09;76.0
pr;a;l;0;55;;3;520;;;0;0;0;0;D;163.0;43.08294;1.87017;0;;;2.0;False;0;B;;;;;;;False;;;Électrique;;;a;n;a;2020-08;09194;0000;091940000;Z;09;76.0
pr;m;l;0;173;60.0;7;816;;;0;0;0;2;D;171;43.08891;1.87555;0;;;0.0;;0;B;1900.0;2.0;0.0;;;;;;;Bois;;Individuel;a;n;m;2020-08;09194;0000;091940000;Z;09;76.0
pr;a;l;1;55;;3;520;;;0;0;0;1;D;177;43.08342;1.86946;0;0.0;;2.0;;0;B;2007.0;1.0;1.0;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;09194;0000;091940000;Z;09;76.0
pr;a;l;0;33;;1;370;;;0;0;1;0;0;;43.0884;1.87783;0;2.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;09194;0000;091940000;Z;09;76.0
pr;a;l;2;60;;2;385;;;0;0;0;0;0;;43.11748;1.61137;0;2.0;;0.0;;0;;;0.0;0.0;;False;;False;;;;;;a;n;a;2020-08;09225;0101;092250101;H;09;76.0
pr;a;l;0;25;;1;330;;;0;0;0;1;0;;43.11328;1.60942;0;0.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Électrique;;;a;n;a;2020-08;09225;0101;092250101;H;09;76.0
pr;a;l;0;54;;3;482;;;0;1;1;1;0;;42.95526;1.60379;0;;;0.0;;0;;1901.0;;0.0;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0102;091220102;H;09;76.0
pr;a;l;2;38;;2;385;;;0;1;1;1;0;;42.95526;1.60379;0;;;0.0;;0;;1901.0;;0.0;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0102;091220102;H;09;76.0
pr;a;l;3;39;;1;315;;;0;0;1;0;D;230;42.96366;1.6069;0;3.0;;;False;0;E;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0102;091220102;H;09;76.0
pr;a;l;1;67;;3;550;;;0;0;0;1;D;188;42.96013;1.60349;0;1.0;;2.0;;0;B;2003.0;;0.0;;False;;False;;;Électrique;Radiateur;;a;n;a;2020-08;09122;0102;091220102;H;09;76.0
pr;a;l;2;41;;1;400;;;0;0;1;0;D;181.0;42.96366;1.6069;0;3.0;;;False;0;E;;1.0;;;;;False;;;Gaz;;;a;n;a;2020-08;09122;0102;091220102;H;09;76.0
pr;a;l;1;43;;2;350;;;0;0;1;0;0;;42.96147;1.09188;0;2.0;;;False;0;;;1.0;;;;;False;;;;;;a;n;a;2020-08;09214;0000;092140000;Z;09;76.0
pr;m;l;0;80;;4;657;;;0;0;1;0;D;222;43.00198;1.04297;0;1.0;;;False;Sud;C;;1.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;09091;0000;090910000;Z;09;76.0
pr;a;l;0;37;;2;383;;;0;0;1;0;0;;42.96576;1.60308;0;1.0;;;True;0;;;1.0;;;;;False;;;Gaz;;;a;n;a;2020-08;09122;0104;091220104;H;09;76.0
pr;a;l;0;25;;1;330;;;0;0;1;0;0;;42.98595;1.14932;0;;;;False;0;;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09261;0101;092610101;H;09;76.0
pr;a;l;0;87;;4;560;;;0;1;0;1;0;;42.98557;1.14879;0;;;;False;0;;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09261;0101;092610101;H;09;76.0
pr;a;l;0;23;;1;299;;;0;0;1;0;F;450;42.98342;1.15044;0;1.0;;;False;0;D;;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-08;09261;0101;092610101;H;09;76.0
pr;a;l;0;42;50.0;2;470;;;0;0;1;0;VI;;42.95719;1.60043;0;;;1.0;False;0;VI;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-08;09122;0104;091220104;H;09;76.0
