type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;3;93;;5;1166;;;0;0;1;1;D;185;49.10164;6.18872;0;3.0;;1.0;True;0;E;;2.0;1.0;;True;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;57463;0904;574630904;H;57;44.0
pr;a;l;2;16;;1;440;;;0;0;0;0;0;;49.12409;6.20614;0;0.0;;;;0;;1949.0;0.0;0.0;;False;;False;;;Gaz;;Collectif;a;n;a;2020-08;57463;0602;574630602;H;57;44.0
pr;a;l;2;90;;5;750;;;0;0;0;1;0;;49.12411;6.2042;0;0.0;;;;0;;1969.0;1.0;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;57463;0602;574630602;H;57;44.0
pr;m;l;0;90;;3;1100;;;0;0;0;1;F;398.0;49.34528;6.12584;0;;;;;0;D;;1.0;1.0;;False;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;57666;0101;576660101;H;57;44.0
pr;m;l;0;96;;4;884;;;0;0;0;0;VI;;49.07977;6.32203;0;;;;;0;VI;;;;;;;;;;;;;a;n;m;2020-08;57385;0000;573850000;Z;57;44.0
pr;m;l;0;146;;6;1355;;;0;0;0;1;E;250;49.1387;6.25738;0;;;;;0;VI;2013.0;2.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-08;57512;0000;575120000;Z;57;44.0
pr;m;l;0;123;922.0;6;890;;;0;0;1;1;E;265;49.23995;6.53871;0;;;4.0;;0;D;2008.0;3.0;0.0;;;;;;;Fioul;Chaudière;Individuel;a;n;m;2020-08;57705;0000;577050000;Z;57;44.0
pr;a;l;2;104;;5;710;;;0;0;0;1;C;132;49.07424;6.58455;0;0.0;;;;0;D;;1.0;1.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;57159;0000;571590000;Z;57;44.0
pr;a;l;0;34;;2;530;;;0;0;0;1;0;;49.12091;6.17355;0;0.0;;;;0;;1948.0;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;57463;0401;574630401;H;57;44.0
pr;a;l;0;50;;2;700;;;0;0;0;0;0;;49.11513;6.17382;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;57463;0401;574630401;H;57;44.0
