REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
53;56;56001;pr;a;a;l;2;D;51.5;463.5;0.0;0.5;0.5;2
53;56;56001;pr;a;a;l;3;D;75.0;500.0;0.0;0.33;0.33;3
53;56;56001;pr;a;a;l;3;E;57.0;460.0;0.0;0.0;1.0;1
53;56;56001;pr;a;a;l;4;D;83.0;535.0;0.0;1.0;0.0;1
53;56;56001;pr;a;a;l;5;E;103.0;635.0;0.0;0.0;0.0;1
53;56;56001;pr;a;m;l;2;VI;48.0;455.0;0.0;1.0;0.0;1
53;56;56001;pr;a;m;l;4;E;105.0;630.0;0.0;0.0;1.0;1
53;56;56001;pr;a;m;l;5;VI;100.0;582.0;0.0;1.0;1.0;1
53;56;56002;pr;a;a;l;2;D;39.0;451.0;0.0;1.0;0.0;1
53;56;56002;pr;a;a;l;2;E;53.0;450.0;0.0;1.0;0.0;1
53;56;56002;pr;a;a;l;3;C;62.0;547.0;0.0;1.0;0.0;1
53;56;56002;pr;a;a;l;3;D;57.0;504.5;0.0;0.5;0.5;2
53;56;56002;pr;a;m;l;4;NS;90.0;850.0;0.0;1.0;1.0;1
53;56;56002;pr;a;m;l;5;E;80.0;732.0;0.0;1.0;1.0;1
53;56;56003;pr;a;a;l;2;0;44.0;466.0;1.0;1.0;0.0;1
53;56;56003;pr;a;a;l;3;0;66.5;662.5;0.5;1.0;0.0;2
53;56;56003;pr;a;a;l;3;A;68.0;697.5;0.5;0.5;0.0;2
53;56;56003;pr;a;a;l;3;C;73.0;945.0;0.0;0.0;0.0;1
53;56;56003;pr;a;a;l;3;D;72.0;720.0;0.0;0.0;1.0;1
53;56;56003;pr;a;a;l;4;0;83.0;872.0;1.0;1.0;0.0;1
53;56;56003;pr;a;m;l;4;F;90.0;1090.0;0.0;1.0;0.0;1
53;56;56003;pr;a;m;l;5;0;85.0;860.0;0.0;0.0;1.0;1
53;56;56003;pr;a;m;l;6;C;113.0;1688.0;0.0;1.0;1.0;1
53;56;56003;pr;a;m;l;6;D;137.0;1500.0;0.0;1.0;1.0;1
53;56;56003;pr;a;m;l;9;D;214.5;1143.5;0.0;4.0;0.0;2
53;56;56004;pr;a;m;l;3;0;57.0;530.0;0.0;0.0;1.0;1
53;56;56004;pr;a;m;l;3;F;68.0;635.0;1.0;0.0;2.0;1
53;56;56004;pr;a;m;l;4;C;193.0;1173.0;0.0;1.0;0.0;1
53;56;56005;pa;a;m;l;5;0;85.0;950.0;0.0;1.0;1.0;1
53;56;56005;pr;a;a;l;1;E;25.0;345.0;0.0;0.0;0.0;1
53;56;56005;pr;a;a;l;2;B;43.0;502.5;0.5;0.75;0.5;4
