idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-51616368;pr;a;l;0;36;;2;500;;;0;0;0;1;E;315;47.63385;6.81317;0;;;1.0;;0;B;1975.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2023-01;90039;0000;900390000;Z;Z;9003900;00555;27;90
hektor-PREVOT21-4714;pr;m;l;0;90;;5;850;;;0;0;1;0;D;223;47.61142;6.80871;0;;;;;0;F;;1.0;;;;;;;;Fioul;;Individuel;a;n;11.0;m;2022-12;90098;0000;900980000;Z;Z;9009800;90000;27;90
hektor-PREVOT21-3947;pr;a;l;3;63;;3;640;;;0;0;1;0;VI;;47.6427;6.85289;0;3.0;;;False;0;VI;;1.0;;;;;False;;;Gaz;;Individuel;a;n;15.0;a;2022-12;90010;0402;900100402;H;H;9001001;00555;27;90
nexity-FL0755988;pr;a;l;5;79;;3;587;;;0;1;0;1;D;189;47.6395;6.85769;0;5.0;;1.0;False;0;D;;;;;False;;True;;;;;;a;n;;a;2022-12;90010;0402;900100402;H;H;9001001;00555;27;90
nexity-FL0758181;pr;a;l;5;25;;1;412;;;0;1;0;1;D;249;47.64189;6.85913;0;7.0;;1.0;False;0;D;;1.0;;;False;;True;;;;;;a;n;;a;2022-12;90010;0402;900100402;H;H;9001001;00555;27;90
citya-immobilier-36-GES00580407-540;pr;a;l;1;52;;3;560;;;0;1;1;0;D;162;47.63156;6.84174;0;5.0;;0.0;;0;D;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2022-12;90010;0302;900100302;H;H;9001001;00555;27;90
hektor-girardi-belfort-2348;pr;a;l;2;35;;2;410;;;0;0;0;1;0;;47.62673;6.86902;0;;;;True;0;;1970.0;;;;;;False;;;Gaz;;Individuel;a;n;;a;2022-12;90010;0503;900100503;H;H;9001001;00555;27;90
hektor-15_BERSOT21-39981;pr;a;l;0;60;;3;568;;;0;0;0;1;C;82;47.63311;6.86637;0;;;;;Sud;C;1850.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2022-12;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-lin171017-1130;pr;a;l;2;40;;2;400;;;0;0;1;0;VI;;47.63311;6.86637;0;;;;True;0;VI;1950.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2022-12;90010;0502;900100502;H;H;9001001;00555;27;90
nexity-FL0763175;pr;a;l;3;152;;5;1075;;;0;0;0;0;B;88;47.6403;6.85927;0;4.0;;;False;0;C;;;;;False;;False;;;;;;a;n;;a;2022-12;90010;0502;900100502;H;H;9001001;00555;27;90
ag250493-369854164;pr;a;l;1;60;;3;780;;;0;0;0;1;D;;47.64357;6.8434;0;;;;True;0;D;;1.0;;;;;;;;Gaz;Radiateur;Collectif;a;n;;a;2022-12;90010;0205;900100205;A;H;9001001;00555;27;90
nexity-FL0762145;pr;a;l;2;65;;3;663;;;0;0;0;0;C;137;47.64973;6.85922;0;3.0;;;False;0;D;;;;;False;;True;;;;;;a;n;30.0;a;2022-12;90010;0504;900100504;H;H;9001001;00555;27;90
hektor-PREVOT21-3955;pr;a;l;2;49;;2;450;;;0;0;0;1;D;180;47.653;6.84964;0;3.0;;;True;0;E;;1.0;;;;;False;;;Gaz;;Individuel;a;n;45.0;a;2022-12;90010;0102;900100102;H;H;9001001;00555;27;90
nexity-FL0757514;pr;a;l;0;63;;2;604;;;0;0;0;0;G;485;47.65357;6.85182;0;;;;False;0;G;;;;;False;;True;;;;;;a;n;;a;2022-12;90010;0102;900100102;H;H;9001001;00555;27;90
hektor-ifeaimmo-955;pr;a;l;1;71;;3;550;;;0;0;0;1;D;167;47.65181;6.84615;0;3.0;;;True;0;D;1930.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2022-12;90010;0102;900100102;H;H;9001001;00555;27;90
hektor-PREVOT21-3561;pr;a;l;1;71;;3;525;;;0;1;0;1;0;;47.65095;6.85257;0;3.0;;;True;0;;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;38.0;a;2022-12;90010;0103;900100103;H;H;9001001;00555;27;90
nexity-FL0759301;pr;a;l;1;26;;1;340;;;0;0;0;0;C;163;47.6524;6.85346;0;5.0;;;False;0;A;;;;;False;;True;;;;;;a;n;;a;2022-12;90010;0103;900100103;H;H;9001001;00555;27;90
hektor-girardi-belfort-2371;pr;a;l;2;57;;4;750;;;0;0;0;1;C;145;47.62643;6.85028;0;3.0;;2.0;;0;A;1947.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;15.0;a;2022-12;90010;0304;900100304;H;H;9001001;00555;27;90
citya-immobilier-36-GES12580035-540;pr;a;l;2;18;;1;362;;;0;0;1;0;VI;;47.63471;6.85403;0;2.0;;0.0;;0;VI;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
citya-immobilier-36-GES00290005-540;pr;a;l;1;47;;2;478;;;0;0;0;1;D;211;47.63587;6.85468;0;5.0;;1.0;;0;B;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
nexity-FL0759588;pr;a;l;3;68;;4;550;;;0;0;0;0;D;220;47.63343;6.8593;0;3.0;;;False;0;D;;;;;False;;False;;;;;;a;n;15.0;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3945;pr;a;l;0;67;;3;540;;;0;0;0;1;D;184;47.63307;6.86062;0;3.0;;;True;0;E;;1.0;;;;;False;;;Gaz;Sol;Individuel;a;n;45.0;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3994;pr;a;l;1;46;;2;570;;;0;0;1;0;0;;47.63373;6.85845;0;;;1.0;True;0;;;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;16.0;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
nexity-FL0761702;pr;a;l;2;30;;1;325;;;0;0;0;0;D;227;47.63352;6.85445;0;2.0;;;False;0;D;;;;;False;;False;;;;;;a;n;;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
citya-immobilier-36-GES22500002-541;pr;a;l;1;123;;5;790;;;0;0;0;1;E;238;47.63137;6.85725;0;2.0;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2022-12;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3993;pr;a;l;2;115;;4;695;;;0;0;1;0;E;279;47.5073;6.99947;0;;;;;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2022-12;90033;0103;900330103;H;H;9003301;90301;27;90
immo-facile-3834206;pr;a;l;1;36;;2;520;;;0;0;0;1;D;220;47.50778;7.00259;0;1.0;;;False;0;E;1985.0;1.0;;;True;;False;;;Gaz;Radiateur;;a;n;16.0;a;2022-12;90033;0103;900330103;H;H;9003301;90301;27;90
immo-facile-3890279;pr;a;l;1;29;;1;530;;;0;0;1;0;C;131;47.50725;7.00115;0;2.0;;1.0;;0;C;;1.0;;;;;True;;;Gaz;;;a;n;15.0;a;2022-12;90033;0103;900330103;H;H;9003301;90301;27;90
immo-facile-3888378;pr;m;l;0;90;;3;650;;;0;0;0;1;E;308;47.50668;6.99614;0;;;;True;0;B;;1.0;;;False;;;;;Électrique;Radiateur;Individuel;a;n;15.0;m;2022-12;90033;0102;900330102;H;H;9003301;90301;27;90
ag250493-370247827;pr;a;l;1;120;;6;980;;;0;0;0;1;B;76;47.55525;6.83464;0;2.0;;2.0;;0;A;;2.0;;;;;;;;;;Individuel;a;n;;a;2022-12;90022;0000;900220000;Z;Z;9002200;00169;27;90
nexity-FL0754415;pr;a;l;0;59;;3;495;;;0;0;0;0;G;585;47.54524;6.91418;0;2.0;;;True;0;D;;;;;False;;False;;;;;;a;n;;a;2022-12;90069;0000;900690000;Z;Z;9006900;00261;27;90
hektor-PREVOT21-3785;pr;a;l;1;43;;2;490;;;0;0;1;0;D;180;47.50772;6.9992;0;2.0;;;False;0;E;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;44.0;a;2022-11;90033;0103;900330103;H;H;9003301;90301;27;90
hektor-lin171017-129;pr;a;l;0;56;;3;518;;;0;0;0;2;E;246;47.50619;6.99598;0;;;;True;0;C;;2.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;50.0;a;2022-11;90033;0102;900330102;H;H;9003301;90301;27;90
hektor-girardi-belfort-2358;pr;a;l;1;47;;3;380;;;0;0;1;0;0;;47.55882;6.94383;0;;;;False;0;;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;16.0;a;2022-11;90051;0000;900510000;Z;Z;9005100;90000;27;90
immo-facile-3798637;pr;a;l;2;45;;3;550;;;0;0;1;0;D;208;47.65158;6.7891;0;2.0;;;;0;B;;;1.0;;False;;False;;;Électrique;;Individuel;a;n;;a;2022-11;90042;0000;900420000;Z;Z;9004200;00555;27;90
citya-immobilier-36-GES00230001-540;pr;a;l;0;46;;2;440;;;0;1;0;1;D;167;47.63796;6.83654;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;46.0;a;2022-11;90010;0202;900100202;H;H;9001001;00555;27;90
citya-immobilier-36-GES00310075-540;pr;a;l;1;44;;2;390;;;0;1;0;1;E;301;47.63587;6.85468;0;6.0;;1.0;;Nord;C;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;51.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
citya-immobilier-36-GES13620009-540;pr;a;l;3;20;;2;390;;;0;0;0;1;NS;;47.65618;6.84855;0;3.0;;1.0;;0;NS;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2022-11;90010;0102;900100102;H;H;9001001;00555;27;90
hektor-PREVOT21-3795;pr;a;l;3;45;;2;480;;;0;0;0;1;NS;;47.65175;6.84557;0;3.0;;;False;0;NS;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;59.0;a;2022-11;90010;0102;900100102;H;H;9001001;00555;27;90
hektor-15_BERSOT21-38577;pr;a;l;0;61;;3;570;;;0;0;1;0;E;292;47.63516;6.85601;0;;;;;0;F;;1.0;;;;;False;;;Gaz;;Individuel;a;n;44.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3794;pr;a;l;2;94;;4;810;;;0;0;0;1;VI;;47.63499;6.85834;0;2.0;;1.0;True;0;VI;;;;;;;False;;;Gaz;;Individuel;a;n;15.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
citya-immobilier-36-GES13670033-540;pr;a;l;1;56;;3;670;;;0;1;1;0;D;197;47.63516;6.8555;0;4.0;;0.0;;0;D;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;9.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3946;pr;a;l;3;102;;4;799;;;0;0;0;1;D;220.78;47.63297;6.85475;0;3.0;;1.0;True;0;C;;1.0;;;;;False;;;Électrique;Sol;Individuel;a;n;22.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3921;pr;a;l;2;41;;2;550;;;0;0;1;0;E;314;47.62814;6.85694;0;;;1.0;False;0;F;;;;;;;True;;;Gaz;Radiateur;Collectif;a;n;52.0;a;2022-11;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-PREVOT21-3895;pr;a;l;2;65;;3;495;;;0;0;0;1;D;202;47.63383;6.83938;0;4.0;;;False;0;E;;1.0;1.0;;;;False;;;Gaz;;Individuel;a;n;59.0;a;2022-11;90010;0302;900100302;H;H;9001001;00555;27;90
hektor-PREVOT21-3851;pr;a;l;1;45;;2;470;;;0;0;0;1;D;207;47.64563;6.85559;0;2.0;;;True;0;E;;1.0;;;;;False;;;Gaz;;Individuel;a;n;22.0;a;2022-11;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-avenirimmocg-1119;pr;a;l;1;32;;2;450;;;0;0;0;1;0;;47.6484;6.85657;0;;;;True;0;;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2022-11;90010;0402;900100402;H;H;9001001;00555;27;90
nexity-FL0757689;pr;a;l;1;90;;3;617;;;0;1;0;0;E;295;47.64752;6.85525;0;1.0;;;True;Sud;F;;;;;False;;False;;;;;;a;n;43.0;a;2022-11;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-PREVOT21-3875;pr;a;l;1;72;;3;535;;;0;0;1;0;0;;47.63623;6.83996;0;;;1.0;False;0;;;;;;;;False;;;Gaz;;Individuel;a;n;59.0;a;2022-11;90010;0301;900100301;H;H;9001001;00555;27;90
hektor-PREVOT21-3786;pr;a;l;3;27;;2;395;;;0;0;1;0;D;210;47.65076;6.85076;0;3.0;;;True;0;D;;;;;;;False;;;Gaz;Radiateur;Individuel;a;n;66.0;a;2022-11;90010;0103;900100103;H;H;9001001;00555;27;90
citya-immobilier-36-GES00710006-540;pr;a;l;2;58;;3;520;;;0;0;0;1;E;248;47.65147;6.84742;0;2.0;;0.0;;0;F;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;;a;2022-11;90010;0103;900100103;H;H;9001001;00555;27;90
nexity-FL0758061;pr;a;l;2;82;;4;869;;;0;0;0;1;C;142;47.65027;6.8588;0;2.0;;1.0;False;0;C;;;;;True;;False;;;;;;a;n;22.0;a;2022-11;90010;0504;900100504;H;H;9001001;00555;27;90
hektor-15_BERSOT21-39660;pr;a;l;3;22;;1;430;;;0;0;1;0;G;876;47.63864;6.8584;0;3.0;;;False;0;C;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;15.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-PREVOT21-3929;pr;a;l;2;21;;1;360;;;0;0;1;0;F;344;47.63856;6.8631;0;3.0;;;False;0;C;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;15.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-15_BERSOT21-38578;pr;a;l;0;60;;3;520;;;0;0;0;1;E;276;47.64586;6.85331;0;;;;;0;E;;1.0;;;;;False;;;Gaz;;Individuel;a;n;;a;2022-11;90010;0401;900100401;H;H;9001001;00555;27;90
nexity-FL0758173;pr;a;l;1;88;;4;702;;;0;0;0;0;E;275;47.63696;6.85417;0;1.0;;;True;0;D;;;;;False;;False;;;;;;a;n;43.0;a;2022-11;90010;0403;900100403;H;H;9001001;00555;27;90
citya-immobilier-36-GES13610005-540;pr;a;l;0;70;;3;740;;;0;0;1;0;NS;;47.63792;6.85518;0;;;1.0;;0;NS;;;0.0;;;;True;;;Électrique;Sol;Collectif;a;n;37.0;a;2022-11;90010;0403;900100403;H;H;9001001;00555;27;90
hektor-15_BERSOT21-39391;pr;a;l;0;151;;6;1280;;;0;0;1;1;D;170;47.63789;6.85724;0;;;;;Sud;D;;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;;a;2022-11;90010;0403;900100403;H;H;9001001;00555;27;90
ag753633-365406739;pr;a;l;0;65;;3;650;;;0;0;1;0;VI;;47.64745;6.84967;0;;;;True;0;;;;;;;;False;;;Gaz;;Individuel;a;n;8.0;a;2022-11;90010;0401;900100401;H;H;9001001;00555;27;90
hektor-PREVOT21-3800;pr;a;l;2;72;;4;670;;;0;0;1;0;E;234;47.64588;6.85479;0;3.0;;;True;0;E;;;;;;;;;;Gaz;;Individuel;a;n;16.0;a;2022-11;90010;0401;900100401;H;H;9001001;00555;27;90
hektor-15_BERSOT21-38673;pr;a;l;0;65;;3;570;;;0;0;0;1;E;249;47.63311;6.86637;0;;;;;0;E;;1.0;;;;;;;;;;;a;n;;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
citya-immobilier-36-GES13640010-540;pr;a;l;4;99;;4;980;;;0;0;0;1;D;204;47.63856;6.86538;0;4.0;;0.0;;0;E;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;36.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-PREVOT21-3896;pr;a;l;4;122;;4;1184;;;0;0;2;0;VI;;47.63929;6.86493;0;4.0;;;False;0;VI;;1.0;;;;;True;;;Gaz;;Collectif;a;n;29.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-PREVOT21-3874;pr;a;l;1;65;;3;575;;;0;0;0;1;0;;47.63912;6.86193;0;;;;False;0;;;;;;;;False;;;Gaz;;Individuel;a;n;59.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-PREVOT21-3928;pr;a;l;2;110;;4;750;;;0;0;0;1;0;;47.63858;6.86348;0;3.0;;;False;0;;;1.0;;;;;False;;;Gaz;;Individuel;a;n;15.0;a;2022-11;90010;0502;900100502;H;H;9001001;00555;27;90
citya-immobilier-36-GES00270053-540;pr;a;l;1;45;;2;472;;;0;1;1;1;D;217;47.61909;6.86548;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;44.0;a;2022-11;90032;0000;900320000;Z;Z;9003200;00555;27;90
hektor-lin171017-1118;pr;a;l;2;30;;1;450;;;0;0;1;0;0;;47.57116;6.86168;0;;;1.0;;0;;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;57.0;a;2022-10;90097;0000;900970000;Z;Z;9009700;00169;27;90
hektor-lin171017-1119;pr;a;l;1;37;;2;550;;;0;0;1;0;0;;47.57116;6.86168;0;2.0;;1.0;False;0;;;1.0;;;;;False;;;Électrique;Sol;Individuel;a;n;;a;2022-10;90097;0000;900970000;Z;Z;9009700;00169;27;90
hektor-belfort-9051;pr;m;l;0;117;;4;915;;;0;0;0;1;C;96;47.55978;6.86712;0;;;1.0;;0;D;2008.0;2.0;;;;;;;;Gaz;;Individuel;a;n;14.0;m;2022-10;90097;0000;900970000;Z;Z;9009700;00169;27;90
immo-facile-3766135;pr;m;l;0;116;500.0;4;1213;;;0;0;0;0;D;191;47.61306;6.97764;0;1.0;;;;0;D;;2.0;;;;;;;;Fioul;;Individuel;a;n;22.0;m;2022-10;90077;0000;900770000;Z;Z;9007700;90000;27;90
ag671791-361581982;pr;a;l;1;40;;3;420;;;0;0;0;1;VI;;47.73909;6.95315;0;2.0;;;True;0;;;1.0;;;;;;;;Fioul;;Collectif;a;n;8.0;a;2022-10;90089;0000;900890000;Z;Z;9008900;90000;27;90
ag671791-362541358;pr;a;l;1;40;;3;420;;;0;0;0;1;VI;;47.73786;6.97512;0;2.0;;;True;0;;;1.0;;;;;;;;Fioul;;Collectif;a;n;8.0;a;2022-10;90089;0000;900890000;Z;Z;9008900;90000;27;90
ag671791-363451273;pr;a;l;1;40;;3;420;;;0;0;0;1;VI;;47.73397;6.9742;0;2.0;;;True;0;;;1.0;;;;;;;;Fioul;;Collectif;a;n;8.0;a;2022-10;90089;0000;900890000;Z;Z;9008900;90000;27;90
citya-immobilier-36-GES13600001-540;pr;m;l;0;130;;8;1300;;;0;0;0;1;NS;;47.66464;6.91523;0;1.0;;0.0;False;Nord-ouest;NS;;;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;43.0;m;2022-10;90087;0000;900870000;Z;Z;9008700;90101;27;90
hektor-PREVOT21-3448;pr;a;l;0;85;;5;640;;;0;0;0;1;VI;;47.61135;6.9925;0;1.0;;;False;0;VI;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;8.0;a;2022-10;90071;0000;900710000;Z;Z;9007100;90000;27;90
nexity-FL0757049;pr;a;l;5;57;;3;493;;;0;0;0;0;D;173;47.63274;6.8695;0;2.0;;;False;0;E;;;;;False;;False;;;;;;a;n;80.0;a;2022-10;90010;0503;900100503;H;H;9001001;00555;27;90
hektor-girardi-belfort-2355;pr;a;l;1;46;;2;550;;;0;0;0;1;C;152;47.64171;6.85968;0;;;;True;Nord;C;1997.0;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;37.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
nexity-FL0757497;pr;a;l;2;60;;3;560;;;0;0;0;0;E;238;47.65039;6.85435;0;3.0;;;False;0;F;;;;;False;;False;;;;;;a;n;58.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-girardi-belfort-2350;pr;a;l;2;25;;2;370;;;0;0;1;0;VI;;47.64276;6.84912;0;;;;False;0;VI;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-PREVOT21-3554;pr;a;l;1;45;;2;395;;;0;0;1;0;VI;;47.64396;6.85931;0;3.0;;1.0;False;0;VI;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;79.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-girardi-belfort-2342;pr;a;l;2;51;;2;460;;;0;0;0;1;E;237;47.64573;6.85977;0;;;;True;0;E;1947.0;;;;;;False;;;Gaz;;Individuel;a;n;43.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-belfort-8557;pr;a;l;2;47;;2;510;;;0;0;0;1;C;139;47.64161;6.85843;0;2.0;;1.0;True;0;C;1965.0;1.0;;;;;True;;;Gaz;;Collectif;a;n;101.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
ag250674-360158203;pr;a;l;0;47;;2;600;;;0;0;1;1;D;190;47.64191;6.85912;0;;;1.0;;0;D;;;;;;;True;;;;;;a;n;43.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
hektor-PREVOT21-3388;pr;a;l;1;22;;1;395;;;0;0;1;0;VI;;47.63896;6.85755;0;;;;False;0;VI;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;70.0;a;2022-10;90010;0402;900100402;H;H;9001001;00555;27;90
citya-immobilier-36-GES13590005-540;pr;a;l;1;78;;3;845;;;0;1;0;1;D;161;47.64669;6.83042;0;1.0;;2.0;;0;E;;;0.0;;;;False;;;Gaz;Sol;Individuel;a;n;29.0;a;2022-10;90010;0201;900100201;H;H;9001001;00555;27;90
hektor-lin171017-551;pr;a;l;0;26;;1;360;;;0;0;0;1;G;596;47.63311;6.86637;0;1.0;;;False;0;;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;57.0;a;2022-10;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-isabelle-immo-116;pr;a;l;0;42;;2;520;;;0;0;1;0;NS;;47.63311;6.86637;0;2.0;;;False;Est-Ouest;NS;1930.0;1.0;;;;;;;;;;;a;n;29.0;a;2022-10;90010;0502;900100502;H;H;9001001;00555;27;90
hektor-immoreecht-8553;pr;a;l;3;26;;2;495;;;0;0;1;0;F;343;47.62989;6.85699;0;3.0;;;True;Est-Ouest;C;1948.0;;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2022-10;90010;0501;900100501;H;H;9001001;00555;27;90
hektor-girardi-belfort-2353;pr;a;l;8;56;;3;590;;;0;0;1;0;0;;47.63503;6.83885;0;10.0;;;;Sud-Ouest;;;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;;a;2022-10;90010;0301;900100301;H;H;9001001;00555;27;90
nexity-FL0755328;pr;a;l;0;77;;4;581;;;0;1;0;0;F;365;47.63641;6.8449;0;;;;False;0;G;;;;;True;;False;;;;;;a;n;77.0;a;2022-10;90010;0301;900100301;H;H;9001001;00555;27;90
hektor-immoreecht-8430;pr;m;l;0;63;338.0;3;670;;;0;0;0;1;E;327;47.6495;6.84661;0;1.0;;2.0;;0;F;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;14.0;m;2022-10;90010;0103;900100103;H;H;9001001;00555;27;90
