type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;m;l;0;73;;4;500;;;0;0;0;0;F;;44.20586;3.58758;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-08;48130;0000;481300000;Z;48;76.0
pr;a;l;1;47;;2;490;;;0;1;0;1;E;236;44.53116;3.46787;0;2.0;;1.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;48095;0101;480950101;H;48;76.0
pr;a;l;2;20;;1;250;;;0;0;0;1;F;389;44.51743;3.49972;0;3.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-08;48095;0103;480950103;H;48;76.0
pr;a;l;3;51;;2;524;;;0;0;0;1;D;194;44.51778;3.49984;0;4.0;;;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-08;48095;0103;480950103;H;48;76.0
pr;a;l;1;44;;2;358;;;0;0;1;0;NS;;44.51845;3.49834;0;;;;;0;;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;48095;0103;480950103;H;48;76.0
pr;a;l;0;38;;2;400;;;0;0;0;0;0;;44.80311;3.27675;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;48140;0102;481400102;H;48;76.0
pr;a;l;1;96;;5;790;;;0;0;0;0;E;278;44.80795;3.30325;0;1.0;;;;0;G;;;;;;;;;;Fioul;Radiateur;Individuel;a;n;a;2020-08;48140;0102;481400102;H;48;76.0
pr;m;l;0;140;;4;830;;;0;0;0;0;D;229;44.45228;3.1938;0;;;;;0;C;;;;;;;;;;Bois;;Individuel, Central;a;n;m;2020-08;48017;0000;480170000;Z;48;76.0
pr;a;l;1;40;30.0;2;365;;;0;0;0;1;0;;44.44491;3.59112;0;1.0;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-07;48147;0000;481470000;Z;48;76.0
pr;a;l;0;69;;3;670;;;0;0;0;1;D;200;44.52636;3.49939;0;4.0;;2.0;;0;B;;;;;;;True;;;;;Individuel;a;n;a;2020-07;48095;0102;480950102;H;48;76.0
pr;a;l;1;46;;2;395;;;0;0;1;0;F;403.4;44.50485;3.41051;0;;;;;Sud;C;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-07;48018;0000;480180000;Z;48;76.0
pr;a;l;1;46;;2;410;;;0;0;1;0;VI;;44.72157;3.28392;0;;;;;sud-ouest;;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-07;48009;0000;480090000;Z;48;76.0
pr;a;l;1;17;;1;260;;;0;0;1;0;G;632;44.51927;3.49782;0;;;;;0;D;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-07;48095;0103;480950103;H;48;76.0
pr;a;l;3;44;;3;430;;;0;0;0;1;D;203;44.51788;3.49892;0;4.0;;;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-07;48095;0103;480950103;H;48;76.0
pr;a;l;3;14;;1;254;;;0;0;1;0;E;289;44.51815;3.49763;0;;;;;Sud;C;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-07;48095;0103;480950103;H;48;76.0
pr;a;l;1;73;;3;528;;;0;0;0;1;E;309;44.5182;3.49825;0;5.0;;;;0;F;;;;;;;;;;;;Collectif;a;n;a;2020-07;48095;0103;480950103;H;48;76.0
pr;a;l;1;16;;1;270;;;0;0;0;1;0;;44.51756;3.50017;0;3.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-07;48095;0103;480950103;H;48;76.0
