idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
iad-france-1748815;pr;m;v;0;100;430.0;4;80000;;;0;0;0;0;F;400;49.06947;5.42963;Oui;2.0;;;False;0;E;1862.0;;;;False;;;;;Gaz;;;m;n;;m;2025-02;55154;0000;551540000;Z;Z;5515400;55000;44;55;;;;;;;800.0
ag060811-458497754;pr;m;v;0;92;211.0;5;145000;;;0;1;1;0;E;248;48.62146;5.01554;Non;;;1.0;;0;E;;1.0;;;;;;;;Gaz;;;m;n;;m;2025-02;55010;0000;550100000;Z;Z;5501000;00460;44;55;;;;;;;1576.09
iad-france-1745986;pr;m;v;0;171;747.0;6;159000;;;0;0;0;0;E;180;49.24436;5.17872;Oui;3.0;;;False;0;E;;;;;False;;;;;Fioul;Radiateur;;m;n;;m;2025-02;55313;0000;553130000;Z;Z;5531300;55000;44;55;;;;;;;929.82
safti-1-1426171;pr;m;v;0;150;780.0;5;149000;;;0;0;0;1;NS;;49.24045;5.18101;Oui;;;;False;0;NS;1935.0;2.0;;;False;;;;;Fioul;;Individuel;m;n;;m;2025-02;55313;0000;553130000;Z;Z;5531300;55000;44;55;;;;;;;993.33
iad-france-1678293;pr;m;v;0;196;1860.0;9;298000;;;0;0;0;0;B;92;48.9637;5.66907;Oui;3.0;;;False;0;B;1998.0;;;;False;;;;;Gaz;;;m;n;;m;2025-02;55551;0000;555510000;Z;Z;5555100;55000;44;55;;;;;;;1520.41
netty-company34235ort-house-566;pr;m;v;0;148;1228.0;4;200000;;;0;0;1;0;D;193;48.97922;5.674;Oui;;;;True;0;D;;;1.0;;;;;;;;;;a;n;;m;2025-02;55551;0000;555510000;Z;Z;5555100;55000;44;55;7.09;1.0;0.063;7.09;1.0;0.063;1351.35
ag340369-456172634;pr;m;v;0;166;511.0;6;118500;;;0;0;0;1;E;295;48.77928;5.61067;Non;;;0.0;;0;E;;2.0;;;;;;;;;;;m;n;8.0;m;2025-02;55553;0000;555530000;Z;Z;5555300;55000;44;55;;;;;;;713.86
immo-facile-57888651;pr;m;v;0;164;20.0;7;69000;;;0;0;0;1;D;219;48.79304;5.2283;Non;2.0;;;True;0;D;;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;8.0;m;2025-02;55369;0000;553690000;Z;Z;5536900;55000;44;55;;;;;;;420.73
hektor-estia54000-296;pr;m;v;0;86;443.0;4;160500;;;0;0;0;1;D;184;48.78621;5.1757;Oui;3.0;;1.0;;Ouest;D;1979.0;1.0;;;;;;;;Gaz;;Individuel;a;n;;m;2025-02;55041;0000;550410000;Z;Z;5504100;55301;44;55;;;;;;;1866.28
ag060811-456419942;pr;m;v;0;133;768.0;5;168000;;;0;0;0;0;D;240;48.78238;5.11481;Non;;;5.0;True;0;D;;;;;;;;;;Gaz;;;m;n;;m;2025-02;55186;0000;551860000;Z;Z;5518600;55301;44;55;8.24;1.0;0.078;8.24;1.0;0.078;1263.16
