type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;98;;5;735000;;;0;0;0;2;C;150.0;48.81184;2.30627;Oui;9.0;;1.0;True;Est;D;1958.0;2.0;;;False;;True;184.0;3864.0;Gaz;;Collectif;a;n;a;2020-08;92049;0115;920490115;H;92;11.0;17.74;3.0;0.028;21.29;9.0;0.034;7500.0
pr;a;v;2;74;;3;673500;;;0;1;0;1;D;220.0;48.81129;2.30416;Non;6.0;;3.0;True;Nord-Ouest;B;;1.0;;;True;;True;114.0;2040.0;Électrique;;Individuel;m;n;a;2020-08;92049;0115;920490115;H;92;11.0;20.81;15.0;0.027;22.87;113.0;0.03;9101.35
pr;a;v;0;70;;3;582000;;;0;0;0;1;A;;48.89804;2.26372;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;92026;0203;920260203;H;92;11.0;23.47;8.0;0.034;23.94;219.0;0.035;8314.29
pr;a;v;0;57;;3;465000;;;0;0;0;1;A;;48.89804;2.26372;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;92026;0203;920260203;H;92;11.0;23.47;8.0;0.035;23.94;219.0;0.035;8157.89
pr;a;v;0;69;;3;800000;;;0;0;1;0;0;;48.88901;2.27116;Non;7.0;;;;0;;1930.0;1.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Collectif;a;n;a;2020-08;92051;0407;920510407;H;92;11.0;29.73;6.0;0.031;31.25;255.0;0.032;11594.2
pr;a;v;0;40;;2;369000;;;0;0;0;0;D;223.0;48.81247;2.30568;Non;5.0;;;True;Nord-Sud;B;1900.0;;;;;;False;35.0;1356.0;;;Individuel;a;n;a;2020-08;92049;0115;920490115;H;92;11.0;25.0;1.0;0.033;25.87;235.0;0.034;9225.0
pr;a;v;1;48;;2;672000;;;0;1;0;1;D;;48.88691;2.26773;Non;3.0;;;;0;E;1960.0;1.0;0.0;;True;;False;0.0;0.0;Gaz;Radiateur;Collectif;a;n;a;2020-08;92051;0407;920510407;H;92;11.0;33.79;27.0;0.029;33.88;418.0;0.029;14000.0
pr;a;v;2;65;;3;542048;;;0;1;0;1;NS;;48.82296;2.18788;Non;3.0;;1.0;;Sud;;;1.0;;;;;True;;;;;;a;n;a;2020-08;92077;0103;920770103;H;92;11.0;18.4;12.0;0.026;18.68;26.0;0.027;8339.2
pr;a;v;3;48;;2;345000;;;0;1;1;0;NS;;48.79369;2.3119;Non;;;1.0;;Est;;;1.0;;;;;;;;;;;a;n;a;2020-08;92007;0113;920070113;H;92;11.0;20.76;10.0;0.035;22.44;96.0;0.037;7187.5
pr;a;v;0;64;;3;448000;;;0;0;0;1;NS;;48.79369;2.3119;Non;;;1.0;;Sud;;;1.0;;;;;;;;;;;a;n;a;2020-08;92007;0113;920070113;H;92;11.0;19.06;14.0;0.033;19.06;67.0;0.033;7000.0
pr;a;v;1;45;;2;382563;;;0;1;0;1;NS;;48.82782;2.18894;Non;;;;;Sud;;;1.0;;;;;True;;;;;;a;n;a;2020-08;92077;0106;920770106;H;92;11.0;28.2;2.0;0.04;20.71;27.0;0.029;8501.4
pr;a;v;0;58;;3;315000;;;0;0;1;0;E;;48.80959;2.29652;Oui;10.0;;1.0;True;0;VI;1960.0;1.0;;;;;True;175.0;2280.0;Gaz;;Collectif;a;n;a;2020-08;92020;0103;920200103;H;92;11.0;20.62;4.0;0.046;20.63;103.0;0.046;5431.03
pr;a;v;0;63;45.0;3;430000;;;0;0;0;1;E;231.0;48.92197;2.27723;Non;4.0;;1.0;;0;F;;;;;;;True;150.0;3960.0;;;Collectif;a;n;a;2020-08;92009;0103;920090103;H;92;11.0;23.16;6.0;0.041;22.31;45.0;0.039;6825.4
pr;a;v;5;54;;3;250000;;;0;1;0;1;NS;;48.92527;2.247;Non;;;;True;0;;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;92025;0211;920250211;H;92;11.0;23.21;5.0;0.06;20.05;142.0;0.052;4629.63
pr;a;v;0;73;;3;499200;;;0;0;0;1;VI;;48.82322;2.2136;Non;6.0;;2.0;True;0;G;1990.0;1.0;;;True;;;60.0;2000.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;92072;0106;920720106;H;92;11.0;26.38;2.0;0.046;22.48;68.0;0.039;6838.36
pr;a;v;0;70;;3;399000;;;0;0;0;1;D;212;48.80417;2.19138;Oui;8.0;;;;Ouest;B;1970.0;1.0;;;;;;67.0;1775.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;92022;0108;920220108;H;92;11.0;20.07;3.0;0.042;19.04;53.0;0.04;5700.0
