type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;0;73;;3;1300;;;0;0;0;0;0;;43.7;-1.1;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;40179;0000;401790000;Z;40;75.0
pr;a;l;0;26;;1;300;;;0;0;0;0;D;225;43.72526;-1.05601;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;40279;0101;402790101;H;40;75.0
pr;a;l;0;43;;2;400;;;0;0;0;0;D;211;43.73147;-1.05881;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;40279;0101;402790101;H;40;75.0
pr;a;l;0;47;;2;400;;;0;0;0;0;D;159;43.73142;-1.05844;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;40279;0101;402790101;H;40;75.0
pr;a;l;0;61;;3;588;;;0;0;0;0;D;230;43.73111;-1.05932;0;;;1.0;False;0;C;;;;;;;False;;;Électrique;;;a;n;a;2020-08;40279;0101;402790101;H;40;75.0
pr;m;l;0;140;;6;1400;;;0;0;0;0;D;200;44.03501;-1.24662;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-08;40157;0000;401570000;Z;40;75.0
pr;a;l;0;111;;4;1435;;;0;0;1;0;0;;43.60752;-1.05517;0;0.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Gaz;;Individuel;a;n;a;2020-08;40101;0000;401010000;Z;40;75.0
pr;m;l;0;100;1235.0;4;715;;;0;0;0;2;D;178.0;43.76;-0.30707;0;;;3.0;;0;B;;;;;;;;;;;;Individuel;a;n;m;2020-08;40080;0000;400800000;Z;40;75.0
pr;m;l;0;125;;4;713;;;0;0;1;1;B;62;43.69254;-0.36969;0;;;3.0;False;0;A;2012.0;2.0;1.0;;;;;;;;Sol;Individuel;a;n;m;2020-08;40097;0000;400970000;Z;40;75.0
pr;m;l;0;64;;4;680;;;0;0;1;0;0;;43.56325;-0.82135;0;;;0.0;;0;;;1.0;0.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;40316;0000;403160000;Z;40;75.0
pr;m;l;0;110;;4;600;;;0;0;2;0;D;178;43.98575;-0.15635;0;;;;;0;B;;1.0;1.0;;;;;;;Électrique;Convecteur;Individuel;a;n;m;2020-08;40039;0000;400390000;Z;40;75.0
pr;m;l;0;89;;3;489;;;0;0;0;1;0;;43.98084;-0.23147;0;;;;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-08;40267;0000;402670000;Z;40;75.0
pr;m;l;0;114;;4;770;;;0;0;1;0;D;229.0;43.70244;-1.02938;0;;;1.0;;0;E;;;0.0;;;;;;;Gaz, Électrique;;Individuel, Central;a;n;m;2020-08;40202;0000;402020000;Z;40;75.0
pr;m;l;0;70;;3;625;;;0;0;1;0;D;161.0;43.80516;-1.13675;0;;;1.0;;0;E;2012.0;;0.0;;;;;;;Gaz;;Individuel;a;n;m;2020-08;40123;0000;401230000;Z;40;75.0
pr;m;l;0;106;746.0;5;875;;;0;0;0;1;D;156.0;43.87809;-0.51446;0;;;2.0;;0;A;;;;;;;;;;;;Individuel;a;n;m;2020-08;40281;0102;402810102;H;40;75.0
pr;a;l;0;110;;4;850;;;0;0;0;1;0;;43.8772;-0.51202;0;;;0.0;;0;;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;40281;0102;402810102;H;40;75.0
pr;m;l;0;85;400.0;4;650;;;0;0;0;2;0;;43.89596;-0.30707;0;;;2.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-08;40331;0000;403310000;Z;40;75.0
pr;a;l;0;25;;1;350;;;0;0;1;1;D;213;43.74035;-1.06072;0;;;0.0;;0;B;1901.0;;1.0;;;;False;;;Électrique;;;a;n;a;2020-08;40279;0104;402790104;H;40;75.0
pr;a;l;1;62;;3;599;;;0;1;0;1;C;142;43.74199;-1.0617;0;2.0;;2.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;40279;0104;402790104;H;40;75.0
pr;m;l;0;93;;5;760;;;0;0;1;1;C;148.0;43.84905;-0.46691;0;2.0;;1.0;;0;B;;;;;False;;;;;Électrique;Convecteur;;a;n;m;2020-08;40055;0000;400550000;Z;40;75.0
pr;a;l;0;46;;2;440;;;0;0;0;1;C;149;43.8802;-0.51421;0;2.0;;1.0;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-08;40281;0102;402810102;H;40;75.0
pr;m;l;0;114;764.0;5;950;;;0;0;0;1;E;269;43.8889;-0.46257;0;;;2.0;True;0;C;1954.0;2.0;1.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;40192;0110;401920110;H;40;75.0
pr;a;l;0;23;;1;333;;;0;1;1;0;E;283;43.88848;-0.46605;0;;;1.0;;0;C;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;40192;0110;401920110;H;40;75.0
pr;a;l;0;79;;4;650;;;0;0;1;0;C;123;43.89767;-0.50008;0;6.0;;;;0;D;1965.0;1.0;;;;;;;;;;Individuel;a;n;a;2020-08;40192;0104;401920104;H;40;75.0
pr;a;l;2;80;;4;600;;;0;0;0;1;D;177;43.89495;-0.50455;0;2.0;;;;0;E;;;;;;;;;;;;Individuel;a;n;a;2020-08;40192;0104;401920104;H;40;75.0
pr;a;l;0;71;;4;500;;;0;0;0;0;C;115;43.90247;-0.50222;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;40192;0104;401920104;H;40;75.0
pr;a;l;0;61;;3;436;;;0;0;0;0;C;113;43.89958;-0.50515;0;;;;False;0;A;1961.0;;;;True;;False;;;Gaz;;Collectif;a;n;a;2020-08;40192;0111;401920111;H;40;75.0
