type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;61;;3;205725;;;0;0;0;1;NS;;48.60027;2.56785;Non;;;1.0;;Nord-Est;;;;;;;;;;;;;;network;n;a;2020-08;77445;0202;774450202;H;77;11.0;11.02;2.0;0.039;13.44;45.0;0.048;3372.54
pr;a;v;0;106;70.0;5;422000;;;0;0;1;1;VI;;48.80008;2.61647;Oui;;;;;0;G;2015.0;2.0;;;;;;2.0;;Électrique;;Individuel;a;n;a;2020-08;77373;0201;773730201;H;77;11.0;;;;;;;3981.13
pr;a;v;2;53;;3;155000;;;0;1;0;0;D;165;48.86883;2.57636;Oui;2.0;;;True;0;A;;;;;True;;False;593.0;3108.0;Gaz;Radiateur;Collectif;m;n;a;2020-08;77108;0703;771080703;H;77;11.0;18.89;3.0;0.078;15.65;76.0;0.064;2924.53
pr;a;v;0;58;;3;203967;;;0;0;0;1;NS;;48.60027;2.56785;Non;;;1.0;;Nord-Est;;;;;;;;;;;;;;network;n;a;2020-08;77445;0202;774450202;H;77;11.0;11.02;2.0;0.038;13.44;45.0;0.046;3516.67
pr;a;v;0;59;;3;175000;;;0;0;0;0;D;177;48.59896;2.56588;Oui;;;1.0;True;0;B;2014.0;;;;True;;False;120.0;1560.0;Électrique;Radiateur;Collectif;m;n;a;2020-08;77445;0202;774450202;H;77;11.0;11.02;2.0;0.045;13.44;45.0;0.054;2966.1
pr;m;v;0;100;280.0;4;305000;;;0;0;0;1;D;230.1;48.86974;2.58494;Oui;2.0;;;False;Sud;E;1970.0;2.0;;;;;;;;Gaz;;Individuel;m;n;m;2020-08;77108;0703;771080703;H;77;11.0;14.47;2.0;0.057;17.02;4.0;0.067;3050.0
pr;a;v;2;82;;4;229000;;;0;1;0;0;D;213;48.88564;2.70871;Oui;3.0;;;False;0;E;1972.0;;;;False;;False;101.0;2040.0;Gaz;;Collectif;m;n;a;2020-08;77464;0101;774640101;H;77;11.0;12.52;4.0;0.054;12.52;4.0;0.054;2792.68
pr;a;v;1;77;;4;128400;;;0;0;1;1;D;161.0;48.54228;2.62606;Oui;7.0;;1.0;True;0;B;1983.0;1.0;;;;;True;150.0;4000.0;;;;a;n;a;2020-08;77285;0102;772850102;H;77;11.0;13.31;2.0;0.096;13.01;15.0;0.094;1667.53
pr;m;v;0;48;;2;139900;;;0;0;1;0;E;319.0;48.65911;2.77254;Oui;2.0;;;False;0;C;1950.0;1.0;;;False;;;4.0;860.0;Électrique;Radiateur;Individuel;a;n;m;2020-08;77352;0000;773520000;Z;77;11.0;;;;;;;2914.58
pr;m;v;0;77;229.0;4;251500;;;0;0;0;1;0;;48.90278;2.60782;Non;;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-08;77108;0101;771080101;H;77;11.0;;;;17.02;4.0;0.063;3266.23
pr;m;v;0;91;503.0;5;304500;;;0;0;1;0;VI;;48.90101;2.60731;Oui;;;;;0;VI;1975.0;1.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;77108;0101;771080101;H;77;11.0;;;;12.62;2.0;0.045;3346.15
pr;m;v;0;130;300.0;6;420000;;;0;0;0;0;D;207;48.90414;2.59088;Oui;;;;False;0;E;1970.0;;;;False;;;;;Gaz;Radiateur;;m;n;m;2020-08;77108;0101;771080101;H;77;11.0;;;;14.22;2.0;0.053;3230.77
pr;a;v;0;75;;3;118000;;;0;0;1;0;VI;;48.93964;2.89755;Oui;1.0;;;True;0;;;1.0;;;False;;False;7.0;;Électrique;Convecteur;Individuel;m;n;a;2020-08;77284;0601;772840601;D;77;11.0;;;;14.06;126.0;0.107;1573.33
pr;m;v;0;85;386.0;4;123900;;;0;0;0;1;VI;;48.5126;3.29609;Non;;;;;0;VI;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-08;77456;0000;774560000;Z;77;11.0;9.79;1.0;0.081;9.79;1.0;0.081;1457.65
pr;m;v;0;65;125.0;3;227000;;;0;0;0;0;E;;48.67881;2.70783;Oui;;;0.0;;0;;;;;;;;;;;;;;a;n;m;2020-08;77127;0000;771270000;Z;77;11.0;;;;;;;3492.31
pr;a;v;2;101;;5;239000;;;0;1;1;1;D;202.0;48.53488;2.66937;Oui;4.0;;1.0;;0;E;1970.0;1.0;0.0;;False;;False;624.0;2153.0;Gaz;;Collectif;a;n;a;2020-08;77487;0101;774870101;H;77;11.0;;;;12.78;1.0;0.065;2366.34
pr;a;v;2;58;;3;260600;;;0;0;0;1;NS;;48.74646;2.7257;Non;;;1.0;;Nord;;;;;;;;;;;;;;network;n;a;2020-08;77215;0102;772150102;H;77;11.0;15.41;4.0;0.041;15.41;5.0;0.041;4493.1
pr;a;v;1;43;;2;205500;;;0;1;1;0;NS;;48.74644;2.7256;Non;;;1.0;;Est-Ouest;;;;;;;;;;;;;;network;n;a;2020-08;77215;0102;772150102;H;77;11.0;18.92;6.0;0.047;18.46;9.0;0.046;4779.07
pr;a;v;3;77;;4;329600;;;0;1;1;1;NS;;48.74646;2.7257;Non;;;2.0;;Nord;;;;;;;;;;;;;;network;n;a;2020-08;77215;0102;772150102;H;77;11.0;;;;;;;4280.52
pr;m;v;0;87;500.0;3;120000;;;0;0;1;0;VI;;48.41676;3.01902;Non;1.0;;;;0;VI;1900.0;1.0;;;False;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;77439;0000;774390000;Z;77;11.0;;;;;;;1379.31
pr;a;v;0;64;;3;202915;;;0;0;0;1;A;;48.55087;2.66795;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;77288;0401;772880401;H;77;11.0;14.08;7.0;0.053;13.98;173.0;0.053;3170.55
pr;m;v;0;70;480.0;4;315000;;;0;0;0;0;0;;48.72252;2.59869;0;1.0;;;;Sud-Est-Ouest;;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;m;2020-08;77450;0000;774500000;Z;77;11.0;;;;;;;4500.0
pr;a;v;0;76;;4;195000;;;0;0;0;1;D;218;48.88465;2.57804;Non;9.0;;1.0;;0;D;1977.0;1.0;;;;;True;130.0;3204.0;;;Collectif;a;n;a;2020-08;77108;0602;771080602;H;77;11.0;;;;14.0;7.0;0.065;2565.79
pr;a;v;0;80;;4;175000;;;0;0;1;1;VI;;48.53703;2.66767;Oui;4.0;;;;0;VI;1978.0;1.0;;;;;;624.0;3300.0;;;Collectif;a;n;a;2020-08;77487;0101;774870101;H;77;11.0;11.63;3.0;0.064;11.63;3.0;0.064;2187.5
pr;a;v;0;92;;5;310000;;;0;0;1;1;0;;48.66183;2.55927;Non;;;;False;0;;;1.0;1.0;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;;;;;;;3369.57
pr;a;v;0;39;;2;183000;;;0;0;1;0;0;;48.66183;2.55927;Non;;;;False;0;;;;;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;18.51;2.0;0.047;16.69;44.0;0.043;4692.31
pr;a;v;0;62;;3;241000;;;0;0;0;1;0;;48.66183;2.55927;Non;;;;False;0;;;1.0;1.0;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;;;;14.48;30.0;0.045;3887.1
pr;a;v;0;60;;3;175000;;;0;0;0;1;NS;;48.50777;2.62236;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;77152;0205;771520205;D;77;11.0;;;;13.23;43.0;0.054;2916.67
pr;a;v;0;79;;4;273000;;;0;0;1;1;0;;48.66183;2.55927;Non;;;;False;0;;;2.0;1.0;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;;;;12.33;5.0;0.043;3455.7
pr;a;v;4;93;;5;330000;;;0;0;1;1;0;;48.66183;2.55927;Non;;;;False;0;;;1.0;2.0;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;;;;;;;3548.39
pr;a;v;4;62;;3;260000;;;0;0;0;1;0;;48.66183;2.55927;Non;;;;False;0;;;1.0;1.0;;;;;;;;;;a;n;a;2020-08;77122;0202;771220202;H;77;11.0;;;;14.48;30.0;0.041;4193.55
pr;a;v;3;39;;2;138000;;;0;0;0;0;D;168.0;48.52153;2.64037;Oui;3.0;;1.0;False;0;B;2019.0;;;;False;;True;150.0;772.0;Électrique;Radiateur;Collectif;m;n;a;2020-08;77152;0301;771520301;H;77;11.0;;;;15.37;77.0;0.052;3538.46
pr;a;v;0;45;;2;163724;;;0;0;1;0;A;;48.55087;2.66795;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;77288;0401;772880401;H;77;11.0;17.08;12.0;0.056;16.67;340.0;0.055;3638.31
pr;a;v;0;41;;2;141041;;;0;0;1;0;A;;48.55087;2.66795;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;77288;0401;772880401;H;77;11.0;17.08;12.0;0.06;16.67;340.0;0.058;3440.02
pr;a;v;0;54;;3;173000;;;0;0;0;1;A;;48.55087;2.66795;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-08;77288;0401;772880401;H;77;11.0;14.08;7.0;0.053;13.98;173.0;0.052;3203.7
pr;a;v;8;26;;1;75000;;;0;0;0;1;0;;48.54152;2.68151;Non;9.0;;;;0;;;;;;;;True;99.0;1140.0;;;Collectif;a;n;a;2020-08;77288;0401;772880401;H;77;11.0;21.16;8.0;0.088;21.74;217.0;0.09;2884.62
pr;a;v;0;92;;4;179000;;;0;0;0;0;D;;48.95421;2.91475;Non;;;1.0;;0;;;;;;;;;168.0;3970.0;;;;a;n;a;2020-08;77284;0203;772840203;H;77;11.0;;;;12.5;25.0;0.077;1945.65
pr;m;v;0;81;450.0;4;215000;;;0;0;1;0;D;179;48.34294;2.98646;Non;;;;False;0;B;;1.0;;;;;;;;;;;a;n;m;2020-08;77172;0000;771720000;Z;77;11.0;;;;;;;2654.32
pr;m;v;0;85;600.0;4;200000;;;0;0;1;1;E;247;48.35008;2.98359;Non;;;2.0;False;0;C;1976.0;1.0;;;;;;;;;;;m;n;m;2020-08;77172;0000;771720000;Z;77;11.0;;;;;;;2352.94
pr;a;v;3;91;;5;179000;;;0;1;1;1;D;187.0;48.951;2.90928;Non;5.0;;1.0;True;0;E;;1.0;;;True;;True;156.0;3200.0;;;Collectif;a;n;a;2020-08;77284;0503;772840503;H;77;11.0;;;;12.5;3.0;0.076;1967.03
pr;m;v;0;90;200.0;5;239000;;;0;0;1;0;VI;;48.2654;2.69917;Oui;2.0;;1.0;True;Sud;;;2.0;;;;;;;;;;;a;n;m;2020-08;77333;0104;773330104;H;77;11.0;;;;10.3;2.0;0.047;2655.56
pr;m;v;0;74;553.0;4;180000;;;0;0;1;1;F;401;48.25723;2.70043;Oui;;;;;0;C;1980.0;1.0;;;;;;;;Électrique;;;a;n;m;2020-08;77333;0104;773330104;H;77;11.0;;;;10.07;1.0;0.05;2432.43
