REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
11;78;78003;pr;a;a;v;1;C;22.0;82500.0;3750.0;18.46;0.059;0.0;1.0;0.0;1
11;78;78003;pr;a;a;v;1;F;22.0;82506.0;3750.27;18.46;0.059;0.0;0.5;0.0;2
11;78;78003;pr;a;a;v;1;G;26.0;91000.0;3500.0;18.46;0.063;0.0;1.0;0.0;1
11;78;78003;pr;a;a;v;1;VI;28.0;79000.0;2821.43;18.46;0.079;0.0;0.0;1.0;2
11;78;78003;pr;a;a;v;2;D;45.5;139000.0;3063.17;14.62;0.057;0.0;0.5;0.5;2
11;78;78003;pr;a;a;v;2;E;37.0;137000.0;3770.14;14.62;0.048;0.0;1.0;0.0;2
11;78;78003;pr;a;a;v;2;F;24.0;86920.0;3453.03;14.62;0.052;0.0;0.67;0.17;6
11;78;78003;pr;a;a;v;2;G;33.0;122000.0;3696.97;14.62;0.047;0.0;0.0;1.0;1
11;78;78003;pr;a;a;v;2;VI;42.0;134000.0;3189.45;14.62;0.055;0.0;1.0;0.0;2
11;78;78003;pr;a;a;v;3;VI;63.0;179500.0;2849.21;12.84;0.054;0.0;0.0;0.0;1
11;78;78003;pr;a;a;v;4;D;82.5;210000.0;2545.48;;;0.0;0.0;1.0;2
11;78;78003;pr;a;a;v;5;D;83.0;209000.0;2518.07;;;0.0;0.0;1.0;2
11;78;78003;pr;a;m;v;13;0;268.0;348900.0;1301.87;;;0.0;1.0;1.0;1
11;78;78003;pr;a;m;v;15;B;330.0;550000.0;1666.67;;;0.0;8.0;1.0;1
11;78;78003;pr;a;m;v;2;E;47.0;99000.0;2106.38;;;0.0;0.0;1.0;1
11;78;78003;pr;a;m;v;2;VI;55.0;105000.0;1909.09;;;0.0;0.0;0.0;1
11;78;78003;pr;a;m;v;3;A;63.0;225000.0;3571.43;11.09;0.037;0.0;0.0;1.0;1
11;78;78003;pr;a;m;v;3;D;155.0;693000.0;4470.97;11.09;0.033;0.0;0.33;0.67;3
11;78;78003;pr;a;m;v;3;E;45.0;111300.0;2473.33;11.09;0.051;0.0;0.67;0.0;3
