REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
76;09;09002;pr;a;a;l;3;VI;59.5;485.0;1.0;1.0;0.0;2
76;09;09002;pr;a;m;l;3;E;76.0;530.0;0.0;0.0;1.0;1
76;09;09002;pr;a;m;l;4;D;68.0;490.0;0.0;1.0;0.0;1
76;09;09002;pr;a;m;l;5;D;120.0;562.0;0.0;0.0;1.0;1
76;09;09013;pr;a;a;l;2;D;42.0;455.0;1.0;0.0;1.0;2
76;09;09013;pr;a;a;l;3;D;63.0;536.0;1.0;0.0;1.0;1
76;09;09014;pr;a;m;l;5;0;149.0;810.0;0.0;1.0;0.0;1
76;09;09021;pr;a;m;l;4;VI;105.0;930.0;0.0;0.0;1.0;1
76;09;09022;pr;a;m;l;4;0;110.0;600.0;0.0;0.0;0.0;1
76;09;09022;pr;a;m;l;4;D;118.0;560.0;0.0;0.0;1.0;1
76;09;09026;pr;a;m;l;5;E;120.0;480.0;0.0;1.0;0.0;1
76;09;09032;pr;a;a;l;1;VI;26.0;202.0;0.0;1.0;0.0;1
76;09;09032;pr;a;a;l;2;D;24.0;360.0;0.0;0.0;0.0;1
76;09;09032;pr;a;a;l;2;E;32.0;390.0;0.33;0.33;0.33;3
76;09;09032;pr;a;a;l;2;F;38.5;427.5;0.0;0.5;0.5;2
76;09;09032;pr;a;a;l;2;G;36.5;372.5;0.5;0.0;1.0;2
76;09;09032;pr;a;a;l;2;VI;26.5;500.0;0.0;1.0;0.0;4
76;09;09032;pr;a;a;l;3;C;63.0;620.0;0.0;0.5;0.0;2
76;09;09032;pr;a;a;l;3;D;50.0;489.0;1.0;1.0;0.0;1
76;09;09032;pr;a;a;l;3;E;60.5;565.0;0.0;1.5;0.0;2
76;09;09032;pr;a;a;l;4;0;91.0;675.0;1.0;0.0;1.0;1
76;09;09032;pr;a;a;l;4;E;68.0;566.0;1.0;0.0;1.0;1
76;09;09032;pr;a;a;l;4;F;109.0;585.0;1.0;0.0;1.0;1
76;09;09032;pr;a;a;l;5;D;90.0;645.0;1.0;1.0;0.0;1
76;09;09032;pr;a;m;l;4;0;80.0;690.0;0.0;0.0;1.0;1
76;09;09032;pr;a;m;l;4;VI;73.5;685.0;0.0;1.5;0.0;2
76;09;09038;pr;a;m;l;4;E;63.0;415.0;0.0;1.0;0.0;1
76;09;09039;pr;a;m;l;4;0;85.0;490.0;0.0;0.0;1.0;1
76;09;09041;pr;a;a;l;4;B;140.0;920.0;0.0;1.0;1.0;1
76;09;09042;pr;a;a;l;2;VI;37.0;315.0;0.0;1.0;0.0;1
76;09;09042;pr;a;m;l;4;0;110.0;700.0;1.0;2.0;0.0;1
76;09;09043;pr;a;a;l;2;0;33.0;340.0;0.67;1.0;0.0;3
76;09;09043;pr;a;a;l;3;0;71.0;450.0;0.0;1.0;0.0;3
76;09;09043;pr;a;a;l;3;F;65.0;390.0;0.0;1.0;0.0;1
76;09;09043;pr;a;a;l;4;0;71.0;410.0;0.0;1.0;0.0;1
76;09;09043;pr;a;a;l;4;E;64.0;420.0;0.0;1.0;0.0;1
76;09;09043;pr;a;m;l;2;0;63.0;350.0;0.0;1.0;0.0;1
76;09;09043;pr;a;m;l;3;0;76.0;465.0;0.0;2.0;0.0;1
76;09;09043;pr;a;m;l;4;0;123.5;612.5;0.0;0.5;0.5;4
76;09;09043;pr;a;m;l;4;F;80.0;550.0;0.0;1.5;0.5;2
76;09;09045;pr;a;a;l;3;NS;40.0;480.0;0.0;1.0;0.0;1
76;09;09049;pr;a;m;l;5;D;122.0;684.0;0.0;0.0;1.0;1
76;09;09050;pr;a;m;l;3;D;46.0;570.0;1.0;1.0;0.0;1
76;09;09054;pr;a;m;l;4;F;98.0;570.0;0.0;0.0;1.0;1
76;09;09055;pr;a;a;l;3;B;45.0;400.0;0.0;0.0;0.0;1
76;09;09060;pr;a;a;l;2;D;39.0;356.0;0.0;1.0;0.0;1
76;09;09060;pr;a;m;l;3;0;75.0;480.0;0.0;1.0;0.0;1
76;09;09060;pr;a;m;l;3;D;68.0;440.0;0.0;1.0;0.0;1
76;09;09060;pr;a;m;l;3;VI;63.0;505.0;0.0;1.0;0.0;1
76;09;09060;pr;a;m;l;4;D;94.0;530.0;0.0;0.0;0.0;1
76;09;09066;pr;a;m;l;4;C;59.0;420.0;0.0;1.0;0.0;1
76;09;09066;pr;a;m;l;6;0;200.0;750.0;0.0;2.0;0.0;1
76;09;09074;pr;a;m;l;2;0;85.0;427.5;0.0;1.0;0.0;2
76;09;09074;pr;a;m;l;3;0;80.0;450.0;0.0;1.0;0.0;3
76;09;09074;pr;a;m;l;3;F;75.0;430.0;0.0;1.0;0.0;1
76;09;09074;pr;a;m;l;4;0;93.0;510.0;1.0;0.0;1.0;2
76;09;09076;pr;a;m;l;3;0;91.0;493.0;0.0;0.0;1.0;1
76;09;09080;pr;a;m;l;4;F;73.0;630.0;0.0;1.0;1.0;1
76;09;09081;pr;a;m;l;4;C;108.0;910.0;0.0;1.0;1.0;1
76;09;09082;pr;a;m;l;4;NS;100.0;750.0;0.0;1.0;0.0;1
76;09;09085;pr;a;a;l;2;0;46.0;480.0;0.33;0.67;0.0;3
76;09;09085;pr;a;a;l;2;D;71.0;500.0;0.0;1.0;0.0;1
76;09;09085;pr;a;a;l;2;VI;49.0;340.0;0.0;1.0;0.0;1
76;09;09085;pr;a;a;l;3;0;60.0;520.0;0.0;1.0;0.0;3
76;09;09085;pr;a;a;l;3;C;57.5;560.0;0.0;1.0;0.0;2
76;09;09085;pr;a;m;l;4;0;89.0;850.0;0.0;1.0;0.0;1
76;09;09086;pr;a;a;l;4;D;85.0;548.0;0.0;0.0;0.0;1
76;09;09091;pr;a;m;l;4;D;80.0;657.0;0.0;1.0;0.0;1
76;09;09091;pr;a;m;l;5;D;143.0;715.0;0.0;0.0;1.0;1
76;09;09099;pr;a;a;l;1;VI;21.0;450.0;1.0;1.0;0.0;2
76;09;09099;pr;a;m;l;3;0;83.0;550.0;0.0;0.0;1.0;1
76;09;09101;pr;a;m;l;3;0;78.0;450.0;0.0;1.0;0.0;1
76;09;09101;pr;a;m;l;3;D;78.0;450.0;0.0;1.0;0.0;1
76;09;09101;pr;a;m;l;6;E;160.0;740.0;0.0;1.0;1.0;1
76;09;09103;pr;a;a;l;3;0;70.0;555.0;0.0;0.0;1.0;1
76;09;09103;pr;a;m;l;5;D;192.0;755.0;0.0;1.0;1.0;1
