REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
11;92;92002;pr;a;a;pi;1;D;24.0;160000.0;6666.67;27.64;0.05;0.0;0.0;0.0;1
11;92;92002;pr;a;a;pi;4;D;63.0;220000.0;3492.06;19.06;0.066;0.0;0.0;0.0;1
11;92;92002;pr;a;a;v;1;0;31.0;249000.0;8032.26;27.64;0.041;0.0;0.0;0.33;3
11;92;92002;pr;a;a;v;1;A;27.0;275000.0;10185.19;27.64;0.033;0.0;1.0;0.0;1
11;92;92002;pr;a;a;v;1;B;26.0;178500.0;6865.38;27.64;0.048;0.0;1.0;0.0;1
11;92;92002;pr;a;a;v;1;C;29.0;185500.0;6620.69;27.64;0.049;0.0;0.67;0.33;3
11;92;92002;pr;a;a;v;1;D;29.0;210000.0;7241.38;27.64;0.046;0.16;0.16;0.8;25
11;92;92002;pr;a;a;v;1;E;27.5;181750.0;7341.66;27.64;0.046;0.27;0.32;0.55;22
11;92;92002;pr;a;a;v;1;F;20.0;139100.0;7142.86;27.64;0.047;0.22;0.44;0.44;9
11;92;92002;pr;a;a;v;1;G;22.0;119000.0;5558.82;27.64;0.053;0.0;0.4;0.4;5
11;92;92002;pr;a;a;v;1;NS;33.5;235000.0;7309.27;27.64;0.044;0.0;0.25;0.5;4
11;92;92002;pr;a;a;v;1;VI;33.0;209500.0;6831.76;27.64;0.048;0.2;0.4;0.3;10
11;92;92002;pr;a;a;v;2;0;45.0;310000.0;7000.0;21.67;0.039;0.12;0.04;0.5;24
11;92;92002;pr;a;a;v;2;A;46.5;308500.0;6635.98;21.67;0.04;0.25;0.0;1.0;4
11;92;92002;pr;a;a;v;2;B;44.0;312500.0;7227.1;21.67;0.037;0.25;0.38;0.38;16
11;92;92002;pr;a;a;v;2;C;45.0;250000.0;6368.42;21.67;0.043;0.48;0.19;0.71;21
11;92;92002;pr;a;a;v;2;D;46.0;265000.0;5816.66;21.67;0.045;0.39;0.31;0.56;54
11;92;92002;pr;a;a;v;2;E;42.0;230000.0;5906.25;21.67;0.047;0.4;0.26;0.63;35
11;92;92002;pr;a;a;v;2;F;42.0;230000.0;5714.29;21.67;0.051;0.33;0.13;0.47;15
11;92;92002;pr;a;a;v;2;G;46.5;260000.0;5785.72;21.67;0.046;0.0;1.0;0.0;2
11;92;92002;pr;a;a;v;2;NS;47.0;301750.0;6607.27;21.67;0.041;0.25;0.38;0.62;8
11;92;92002;pr;a;a;v;2;VI;46.0;297500.0;6494.44;21.67;0.04;0.44;0.33;0.44;18
11;92;92002;pr;a;a;v;3;0;67.0;417700.0;6308.2;19.53;0.039;0.38;0.04;0.46;71
11;92;92002;pr;a;a;v;3;A;65.0;392500.0;6092.09;19.53;0.039;0.36;0.14;0.71;14
11;92;92002;pr;a;a;v;3;B;64.0;439000.0;6964.29;19.53;0.035;0.3;0.09;0.66;47
11;92;92002;pr;a;a;v;3;C;65.0;400000.0;6325.3;19.53;0.038;0.45;0.19;0.79;47
11;92;92002;pr;a;a;v;3;D;64.0;367000.0;5468.75;19.53;0.043;0.47;0.24;0.74;187
11;92;92002;pr;a;a;v;3;E;61.0;294000.0;5081.97;19.53;0.047;0.36;0.23;0.64;81
11;92;92002;pr;a;a;v;3;F;59.0;241000.0;4750.0;19.53;0.053;0.31;0.15;0.77;13
