idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
entities-1039562-2813052;pr;m;v;0;115;852.0;6;213500;;;0;0;0;0;A;;49.96378;3.1777;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2023-04;02370;0000;023700000;Z;Z;0237000;02000;32;02;;;;;;;1856.52
immo-facile-99938391553;pr;m;v;0;108;502.0;5;160000;;;0;0;1;1;NS;;49.48471;3.91181;Oui;1.0;;;False;0;VI;2012.0;1.0;1.0;;False;;;;;;;Individuel;a;n;;m;2023-04;02013;0000;020130000;Z;Z;0201300;02000;32;02;;;;;;;1481.48
iad-france-1334925;pr;m;v;0;190;51730.0;5;479000;;;0;0;0;0;E;329;49.03955;3.36172;Non;2.0;;;False;0;D;1750.0;;;;False;;;;;Électrique;;;m;n;;m;2023-04;02290;0000;022900000;Z;Z;0229000;02401;32;02;8.92;3.0;0.042;8.92;3.0;0.042;2521.05
immo-facile-52718582;pr;m;v;0;84;989.0;6;221000;;;0;0;0;2;F;383;49.0375;3.36151;Non;;;;;0;C;;2.0;;;;;;;;Électrique;;Individuel;a;n;;m;2023-04;02290;0000;022900000;Z;Z;0229000;02401;32;02;;;;;;;2630.95
orpi-1-012072E2N631;pr;m;v;0;108;865.0;3;234000;;;0;0;0;1;G;486;49.02691;3.37008;Non;1.0;;3.0;False;0;G;1970.0;;;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2023-04;02290;0000;022900000;Z;Z;0229000;02401;32;02;10.36;1.0;0.057;10.36;1.0;0.057;2166.67
orpi-1-012066E2O0U0;pr;m;v;0;108;865.0;3;234000;;;0;0;0;1;G;486;49.02754;3.38099;Non;;;3.0;False;0;G;1970.0;1.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2023-04;02290;0000;022900000;Z;Z;0229000;02401;32;02;10.36;1.0;0.057;10.36;1.0;0.057;2166.67
ag020571-381277353;pr;m;v;0;103;865.0;4;230000;;;0;0;0;0;G;486;49.02114;3.37624;Non;;;;;traversant;G;;;;;;;;;;Fioul;;Individuel;a;n;;m;2023-04;02290;0000;022900000;Z;Z;0229000;02401;32;02;6.78;1.0;0.036;6.78;1.0;0.036;2233.01
safti-1-864011;pr;m;v;0;140;202.0;5;51000;;;0;0;0;0;NS;;49.92343;4.07782;Oui;;;;False;0;NS;1948.0;;;;False;;;;;;;;m;n;;m;2023-04;02381;0201;023810201;H;H;0238101;02302;32;02;;;;;;;364.29
hektor-1_WATREMEZ-IMMOBILIER-7810;pr;m;v;0;73;73.0;5;35000;;;0;0;1;1;0;;49.91652;4.0926;Non;;;;;0;;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;22.0;m;2023-04;02381;0401;023810401;H;H;0238101;02302;32;02;;;;;;;479.45
iad-france-1341370;pr;m;v;0;98;400.0;6;178000;;;0;0;0;0;D;225;49.90569;4.09169;Non;;;;False;0;B;1970.0;;;;False;;;;;Électrique;;;m;n;13.0;m;2023-04;02381;0401;023810401;H;H;0238101;02302;32;02;;;;;;;1816.33
