REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
75;23;23001;pr;a;a;v;4;0;162.0;88000.0;543.21;;;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;10;C;171.0;246100.0;1439.18;;;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;14;VI;340.0;294250.0;865.44;;;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;3;0;58.0;22500.0;387.93;6.56;0.203;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;3;E;70.0;88000.0;1257.14;6.56;0.063;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;4;0;89.0;33000.0;370.79;;;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;4;A;89.0;33000.0;370.79;;;0.0;1.0;0.0;1
75;23;23001;pr;a;m;v;4;F;57.5;65700.0;1120.62;;;0.0;0.0;0.5;2
75;23;23001;pr;a;m;v;4;G;85.0;38500.0;452.94;;;0.0;2.0;0.0;1
75;23;23001;pr;a;m;v;4;NS;70.0;41800.0;597.14;;;0.0;1.0;0.0;1
75;23;23001;pr;a;m;v;4;VI;80.0;44000.0;550.0;;;0.0;1.0;0.0;1
75;23;23001;pr;a;m;v;5;E;122.5;111850.0;911.38;;;0.0;0.0;0.0;2
75;23;23001;pr;a;m;v;5;F;110.5;117300.0;1009.43;;;0.5;0.0;0.5;2
75;23;23001;pr;a;m;v;5;VI;155.0;318000.0;2051.61;;;0.0;0.0;1.0;1
75;23;23001;pr;a;m;v;6;0;149.0;69000.0;463.09;;;0.0;1.0;1.0;1
75;23;23001;pr;a;m;v;6;A;160.5;161000.0;911.82;;;0.0;0.5;0.5;2
75;23;23001;pr;a;m;v;6;C;321.0;235400.0;733.33;;;0.0;0.0;0.0;1
75;23;23001;pr;a;m;v;7;0;92.0;49500.0;538.04;;;0.0;0.0;0.5;2
