REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
93;05;05001;pr;a;a;v;1;0;32.0;88000.0;2750.0;;;0.0;0.0;1.0;1
93;05;05001;pr;a;a;v;2;F;26.0;92000.0;3538.46;;;1.0;0.0;1.0;1
93;05;05001;pr;a;m;v;5;0;90.0;212000.0;2355.56;;;0.0;0.0;1.0;1
93;05;05001;pr;a;m;v;9;D;305.0;600000.0;1967.74;;;0.0;1.5;2.5;2
93;05;05001;pr;a;m;vp;9;D;310.0;600000.0;1935.48;;;3.0;3.0;1.0;1
93;05;05001;pr;m;a;v;1;G;22.0;38000.0;1727.27;;;0.0;0.0;0.0;1
93;05;05001;pr;m;a;v;3;F;63.0;156000.0;2476.19;;;0.0;0.0;0.0;1
93;05;05003;pr;a;a;v;1;0;29.0;57500.0;1998.2;25.29;0.154;0.5;0.0;1.0;2
93;05;05003;pr;a;a;v;1;F;31.0;50000.0;1612.9;25.29;0.188;0.0;0.0;1.0;1
93;05;05003;pr;a;a;v;2;F;28.5;61150.0;2135.56;;;0.0;0.5;0.5;2
93;05;05003;pr;a;m;v;11;E;218.0;390000.0;1788.99;;;0.0;0.0;2.0;1
93;05;05003;pr;a;m;v;3;VI;250.0;64500.0;258.0;;;0.0;0.0;0.0;1
93;05;05003;pr;a;m;v;5;E;103.0;212000.0;2058.25;;;0.0;2.0;0.0;1
93;05;05003;pr;a;m;v;5;VI;80.0;222000.0;2775.0;;;0.0;0.0;3.0;1
93;05;05003;pr;a;m;v;6;G;140.0;280000.0;2000.0;;;1.0;1.0;1.0;1
93;05;05003;pr;a;m;v;8;G;159.0;325500.0;2047.17;;;0.0;1.0;2.0;1
93;05;05003;pr;a;m;v;9;0;200.0;445000.0;2225.0;;;0.0;0.0;3.0;1
93;05;05003;pr;a;m;v;9;E;185.0;390000.0;2108.11;;;0.0;0.0;3.0;1
93;05;05003;pr;m;m;v;6;C;154.0;376000.0;2441.56;;;1.0;0.0;2.0;1
93;05;05004;pr;a;a;v;1;E;21.0;90000.0;4285.71;12.94;0.036;0.0;0.0;1.0;1
93;05;05004;pr;a;a;v;1;F;30.5;62500.0;2148.39;12.94;0.074;0.0;0.25;0.75;4
93;05;05004;pr;a;a;v;1;G;23.0;60000.0;2647.06;12.94;0.059;0.0;0.33;0.33;3
93;05;05004;pr;a;a;v;2;D;101.0;161000.0;1594.06;9.57;0.072;0.0;0.0;0.0;1
93;05;05004;pr;a;a;v;2;E;34.0;86500.0;2573.23;9.57;0.046;0.0;0.5;0.5;2
93;05;05004;pr;a;a;v;2;G;43.0;100000.0;2325.58;9.57;0.049;0.0;0.0;1.0;1
93;05;05004;pr;a;a;v;3;G;52.0;118000.0;2261.56;10.26;0.056;0.0;0.0;1.0;2
93;05;05004;pr;a;a;v;8;D;105.0;166000.0;1580.95;;;1.0;6.0;0.0;1
93;05;05004;pr;a;m;v;11;G;245.0;477000.0;1946.94;;;0.0;0.0;3.0;1
93;05;05004;pr;a;m;v;12;B;460.0;360150.0;782.93;;;0.0;0.0;0.0;1
93;05;05004;pr;a;m;v;19;B;325.0;340000.0;1046.15;;;0.0;0.0;0.0;1
93;05;05004;pr;a;m;v;4;D;93.0;315000.0;3387.1;;;0.0;1.0;0.0;1
93;05;05004;pr;a;m;v;4;G;92.5;275500.0;3192.7;;;0.5;0.5;0.5;2
93;05;05004;pr;a;m;v;7;E;170.0;440000.0;2588.24;;;0.0;2.0;1.0;1
93;05;05004;pr;a;m;v;9;D;210.0;270000.0;1285.71;;;0.0;6.0;0.0;1
93;05;05004;pr;a;m;v;9;E;290.0;245000.0;844.83;;;0.0;2.0;2.0;1
93;05;05004;pr;cm;m;v;5;0;325.5;558500.0;2407.84;7.06;0.05;0.0;0.0;2.0;2
93;05;05004;pr;m;a;v;1;C;27.0;102000.0;3777.78;12.94;0.041;0.0;0.0;0.0;1
93;05;05004;pr;m;a;v;1;E;25.5;64000.0;2520.83;12.94;0.062;0.0;0.0;1.0;2
93;05;05004;pr;m;a;v;1;NS;27.0;63000.0;2333.33;12.94;0.067;0.0;0.0;1.0;1
93;05;05004;pr;m;a;v;2;B;37.0;135000.0;3648.65;9.57;0.031;0.0;0.0;1.0;1
93;05;05004;pr;m;a;v;2;E;37.0;107000.0;2914.48;9.57;0.043;0.0;0.0;0.5;2
