REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
76;34;34001;pr;a;m;l;2;B;46.0;466.0;0.0;1.0;0.0;1
76;34;34001;pr;a;m;l;2;VI;60.0;560.0;0.0;1.0;0.0;1
76;34;34001;pr;a;m;l;4;E;93.0;615.0;0.0;0.0;1.0;1
76;34;34002;pa;a;a;l;2;0;60.0;650.0;0.0;0.0;1.0;1
76;34;34002;pr;a;m;l;3;0;52.0;550.0;0.0;1.0;0.0;1
76;34;34002;pr;a;m;l;3;VI;93.5;615.0;1.0;0.5;0.5;2
76;34;34002;pr;a;m;l;4;A;80.0;950.0;0.0;1.0;0.0;1
76;34;34002;pr;a;m;l;4;E;85.0;970.0;0.0;1.0;0.0;1
76;34;34002;pr;a;m;l;5;C;125.0;980.0;0.0;1.0;0.0;1
76;34;34003;pa;a;a;l;1;0;22.0;380.0;1.0;0.0;0.0;1
76;34;34003;pa;a;a;l;1;C;24.0;520.0;1.0;0.0;0.0;1
76;34;34003;pa;a;a;l;2;0;35.0;480.0;1.0;0.0;1.0;1
76;34;34003;pa;a;a;l;2;A;35.0;450.0;0.0;0.0;0.0;1
76;34;34003;pa;a;a;l;2;B;25.0;530.0;0.0;0.0;0.0;1
76;34;34003;pa;a;a;l;2;D;32.0;600.0;1.0;0.0;1.0;1
76;34;34003;pa;a;a;l;3;0;75.0;575.0;0.5;0.5;0.0;2
76;34;34003;pa;a;m;l;3;0;75.0;550.0;0.0;0.0;1.0;1
76;34;34003;pr;a;a;l;1;0;24.0;420.0;0.05;0.58;0.53;19
76;34;34003;pr;a;a;l;1;A;27.0;400.0;0.0;0.67;0.0;9
76;34;34003;pr;a;a;l;1;B;26.0;460.0;0.0;1.0;0.0;2
76;34;34003;pr;a;a;l;1;C;22.0;450.0;0.33;1.0;0.0;3
76;34;34003;pr;a;a;l;1;D;27.0;398.0;0.08;0.62;0.38;13
76;34;34003;pr;a;a;l;1;E;20.5;412.5;0.1;0.7;0.2;10
76;34;34003;pr;a;a;l;1;F;19.0;420.0;0.0;1.0;0.0;2
76;34;34003;pr;a;a;l;1;G;19.5;375.0;0.0;1.0;0.0;2
76;34;34003;pr;a;a;l;1;NS;24.0;450.0;0.2;0.2;0.8;5
76;34;34003;pr;a;a;l;1;VI;25.0;430.0;0.0;0.33;0.67;6
76;34;34003;pr;a;a;l;2;0;40.0;510.0;0.03;0.38;0.56;32
76;34;34003;pr;a;a;l;2;A;41.0;550.0;0.05;0.4;0.5;40
76;34;34003;pr;a;a;l;2;B;41.0;503.5;0.42;0.46;0.5;24
76;34;34003;pr;a;a;l;2;C;40.0;517.5;0.13;0.26;0.56;54
76;34;34003;pr;a;a;l;2;D;40.0;489.5;0.1;0.34;0.52;80
76;34;34003;pr;a;a;l;2;E;36.0;480.0;0.2;0.48;0.48;25
76;34;34003;pr;a;a;l;2;F;32.0;415.0;0.25;0.5;0.25;4
76;34;34003;pr;a;a;l;2;G;36.0;333.0;1.0;1.0;0.0;1
76;34;34003;pr;a;a;l;2;NS;39.5;528.5;2.17;0.44;0.44;18
76;34;34003;pr;a;a;l;2;VI;34.0;501.0;0.2;0.53;0.4;15
76;34;34003;pr;a;a;l;3;0;57.0;700.0;0.03;0.45;0.45;31
76;34;34003;pr;a;a;l;3;A;62.5;750.0;0.0;0.27;0.55;22
76;34;34003;pr;a;a;l;3;B;60.0;680.0;0.0;0.0;0.71;7
76;34;34003;pr;a;a;l;3;C;58.0;650.0;0.05;0.25;0.6;40
76;34;34003;pr;a;a;l;3;D;60.0;645.0;0.2;0.22;0.61;51
76;34;34003;pr;a;a;l;3;E;55.0;582.0;0.24;0.41;0.53;17
76;34;34003;pr;a;a;l;3;F;54.0;552.0;0.0;0.33;0.67;3
76;34;34003;pr;a;a;l;3;NS;56.0;733.0;0.43;0.0;0.71;7
76;34;34003;pr;a;a;l;3;VI;50.5;605.5;0.12;0.5;0.38;8
76;34;34003;pr;a;a;l;4;0;83.0;775.0;0.0;0.75;0.75;4
76;34;34003;pr;a;a;l;4;A;76.0;797.0;0.0;1.0;0.0;2
76;34;34003;pr;a;a;l;4;B;80.5;744.0;0.17;0.17;1.0;6
76;34;34003;pr;a;a;l;4;C;84.0;750.0;0.0;0.0;1.0;1
76;34;34003;pr;a;a;l;4;D;85.0;720.0;0.57;0.43;0.71;7
76;34;34003;pr;a;a;l;4;E;82.0;760.0;0.33;0.67;0.33;3
76;34;34003;pr;a;a;l;4;F;46.0;660.0;0.0;1.0;0.0;1
76;34;34003;pr;a;a;l;4;NS;89.0;940.0;5.0;0.0;1.0;1
76;34;34003;pr;a;a;l;4;VI;70.0;835.0;0.0;0.0;1.0;1
76;34;34003;pr;a;m;l;1;0;21.0;400.0;0.0;0.0;0.0;1
76;34;34003;pr;a;m;l;1;E;20.5;510.0;0.0;1.0;0.0;2
76;34;34003;pr;a;m;l;2;0;50.0;586.0;0.0;0.0;1.0;1
76;34;34003;pr;a;m;l;2;D;24.0;460.0;0.0;0.0;0.0;1
76;34;34003;pr;a;m;l;2;E;34.0;527.0;0.0;0.67;0.33;3
76;34;34003;pr;a;m;l;2;VI;41.0;610.0;0.0;0.5;0.5;2
76;34;34003;pr;a;m;l;3;0;53.0;840.0;0.0;0.0;0.5;2
76;34;34003;pr;a;m;l;3;B;63.5;732.5;0.0;1.0;0.5;2
76;34;34003;pr;a;m;l;3;C;45.0;895.0;0.0;0.0;1.0;1
76;34;34003;pr;a;m;l;3;D;58.5;625.0;0.0;0.5;0.5;2
76;34;34003;pr;a;m;l;3;E;56.0;600.0;0.0;0.0;0.67;3
76;34;34003;pr;a;m;l;3;NS;48.0;826.0;0.0;0.0;0.0;2
76;34;34003;pr;a;m;l;3;VI;48.5;640.0;0.0;1.5;0.0;2
76;34;34003;pr;a;m;l;4;0;108.0;920.0;0.2;0.8;0.8;5
76;34;34003;pr;a;m;l;4;A;74.0;825.0;0.0;0.67;0.5;6
76;34;34003;pr;a;m;l;4;B;75.0;787.0;0.0;1.0;0.0;2
76;34;34003;pr;a;m;l;4;C;88.0;900.0;0.2;0.0;1.0;5
76;34;34003;pr;a;m;l;4;D;88.0;897.0;0.0;0.0;1.11;9
76;34;34003;pr;a;m;l;4;E;94.0;1020.0;0.0;0.0;1.0;1
76;34;34003;pr;a;m;l;4;F;80.0;785.0;0.0;0.0;1.0;1
76;34;34003;pr;a;m;l;4;VI;84.0;828.0;0.0;0.5;0.5;2
76;34;34003;pr;a;m;l;5;0;102.5;1200.0;0.0;0.0;0.0;2
76;34;34003;pr;a;m;l;5;C;92.0;840.0;0.0;0.0;2.0;1
76;34;34003;pr;m;a;l;2;NS;42.0;200.0;0.0;0.0;0.0;1
76;34;34003;pr;network;a;l;1;0;20.0;380.0;1.0;0.0;1.0;1
76;34;34007;pr;a;m;l;3;0;60.0;500.0;0.0;0.0;0.0;1
76;34;34008;pr;a;m;l;2;0;40.0;540.0;0.0;1.0;0.0;1
76;34;34008;pr;a;m;l;3;C;70.0;550.0;0.0;0.0;0.0;1
76;34;34008;pr;a;m;l;4;VI;91.5;580.0;0.0;0.5;0.0;2
76;34;34009;pr;a;a;l;1;E;50.0;345.0;0.0;1.0;0.0;1
76;34;34009;pr;a;a;l;3;0;70.0;594.0;0.0;0.0;1.0;1
76;34;34009;pr;a;a;l;3;D;86.0;593.0;0.0;0.0;1.0;1
76;34;34009;pr;a;a;l;4;0;73.0;620.0;1.0;1.0;1.0;1
76;34;34009;pr;a;m;l;4;D;110.0;770.0;0.0;1.0;0.0;1
76;34;34009;pr;a;m;l;5;C;110.0;540.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;1;D;50.0;505.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;1;VI;35.0;428.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;2;0;48.5;545.0;0.0;0.5;0.0;2
76;34;34010;pr;a;a;l;2;C;47.0;610.0;0.0;0.0;0.0;1
76;34;34010;pr;a;a;l;2;D;51.0;539.0;0.0;0.62;0.25;8
76;34;34010;pr;a;a;l;2;E;48.0;415.0;0.33;0.67;0.33;3
76;34;34010;pr;a;a;l;2;G;60.0;486.0;0.0;0.0;1.0;1
76;34;34010;pr;a;a;l;2;NS;41.0;480.0;0.0;0.0;0.0;1
76;34;34010;pr;a;a;l;2;VI;49.0;485.0;0.33;1.0;0.0;3
76;34;34010;pr;a;a;l;3;0;57.0;606.0;0.0;1.0;0.33;3
76;34;34010;pr;a;a;l;3;C;70.0;765.0;0.0;0.0;1.0;1
76;34;34010;pr;a;a;l;3;D;68.5;678.5;0.17;0.33;0.5;6
76;34;34010;pr;a;a;l;3;E;67.0;627.0;0.0;1.0;0.5;2
76;34;34010;pr;a;a;l;3;F;52.0;454.0;0.0;0.0;1.0;1
76;34;34010;pr;a;a;l;3;VI;80.0;775.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;4;C;92.0;720.0;0.0;0.67;0.33;3
76;34;34010;pr;a;a;l;4;D;90.0;833.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;4;VI;83.0;535.0;0.0;1.0;0.0;1
76;34;34010;pr;a;a;l;5;E;77.0;546.0;0.0;1.0;0.0;1
76;34;34010;pr;a;m;l;2;C;51.0;483.0;0.0;0.0;1.0;1
76;34;34010;pr;a;m;l;2;F;55.0;576.0;0.0;1.0;0.0;1
76;34;34010;pr;a;m;l;3;0;62.0;610.0;0.0;0.67;0.33;3
76;34;34010;pr;a;m;l;3;D;75.0;665.0;0.0;0.0;1.0;1
76;34;34010;pr;a;m;l;3;F;43.0;503.0;0.0;0.0;1.0;1
76;34;34010;pr;a;m;l;3;G;123.0;574.0;0.0;1.0;1.0;1
76;34;34010;pr;a;m;l;3;VI;77.0;612.5;0.0;1.0;0.5;2
76;34;34010;pr;a;m;l;4;0;81.0;792.0;0.0;1.0;0.67;3
76;34;34010;pr;a;m;l;4;A;160.0;1430.0;0.0;1.0;1.0;1
76;34;34010;pr;a;m;l;4;C;90.0;966.0;0.0;1.0;0.0;1
76;34;34010;pr;a;m;l;4;D;86.0;953.0;0.0;0.0;1.0;1
76;34;34010;pr;a;m;l;4;VI;95.0;830.0;0.33;0.33;0.67;3
76;34;34010;pr;a;m;l;5;VI;98.0;820.0;0.0;0.0;0.0;1
76;34;34010;pr;a;m;l;7;VI;199.0;1010.0;0.0;1.0;1.0;1
76;34;34011;pr;a;m;l;3;VI;55.0;560.0;0.0;1.0;0.0;1
76;34;34012;pr;a;m;l;3;VI;50.0;570.0;1.0;1.0;0.0;1
76;34;34012;pr;a;m;l;4;C;112.0;1260.0;0.0;1.0;1.0;1
76;34;34013;pr;a;a;l;1;D;28.0;330.0;0.0;1.0;0.0;1
76;34;34013;pr;a;a;l;2;0;66.5;450.0;0.0;0.0;0.0;2
76;34;34013;pr;a;a;l;2;C;77.0;506.0;0.0;1.0;0.0;1
76;34;34013;pr;a;a;l;2;NS;48.0;450.0;1.0;1.0;0.0;1
76;34;34013;pr;a;a;l;2;VI;77.0;504.0;0.0;1.0;0.0;1
76;34;34013;pr;a;a;l;3;0;65.0;600.0;0.0;0.33;0.0;3
76;34;34013;pr;a;a;l;3;D;58.0;610.0;1.0;1.0;0.33;3
76;34;34013;pr;a;a;l;3;VI;56.0;690.0;0.0;0.67;0.33;3
76;34;34013;pr;a;m;l;3;0;84.0;750.0;0.0;0.0;1.0;1
76;34;34013;pr;a;m;l;3;C;84.0;780.0;0.0;0.0;1.0;2
76;34;34013;pr;a;m;l;3;D;77.0;750.0;0.0;1.0;0.0;1
76;34;34013;pr;a;m;l;3;VI;55.0;565.0;0.0;1.0;0.0;1
76;34;34013;pr;a;m;l;4;C;100.0;885.0;0.0;0.0;0.0;1
76;34;34013;pr;a;m;l;4;D;82.0;985.0;0.0;0.0;1.0;1
76;34;34013;pr;a;m;l;4;E;90.0;760.0;0.0;1.0;1.0;1
76;34;34013;pr;a;m;l;4;VI;66.0;650.0;0.0;0.0;1.0;1
76;34;34013;pr;a;m;l;5;C;108.5;812.5;0.0;1.0;0.5;2
76;34;34013;pr;a;m;l;5;VI;109.0;850.0;1.0;0.0;0.0;1
76;34;34014;pr;a;a;l;1;C;23.0;450.0;1.0;1.0;0.0;1
76;34;34014;pr;a;a;l;2;D;37.0;588.0;0.0;0.0;1.0;1
76;34;34014;pr;a;a;l;3;D;70.0;639.0;0.0;0.0;1.0;3
76;34;34014;pr;a;m;l;3;VI;71.0;680.0;0.0;1.0;0.0;1
76;34;34014;pr;a;m;l;5;C;131.5;2400.0;0.0;0.5;0.5;2
76;34;34016;pr;a;a;l;2;VI;66.0;700.0;0.0;1.0;0.0;1
76;34;34017;pr;a;m;l;4;D;74.0;649.0;0.0;0.0;1.0;1
76;34;34018;pr;a;a;l;2;0;45.0;450.0;0.0;1.0;0.0;3
76;34;34018;pr;a;a;l;2;VI;46.0;370.0;0.0;1.0;0.0;2
76;34;34018;pr;a;m;l;5;VI;123.0;990.0;0.0;0.0;1.0;1
76;34;34020;pr;a;m;l;2;VI;46.0;360.0;0.0;1.0;0.0;1
76;34;34020;pr;a;m;l;4;C;120.5;657.5;0.0;0.5;0.5;2
76;34;34022;pa;a;a;l;3;0;63.0;900.0;0.0;1.0;0.0;1
76;34;34022;pa;a;m;l;5;B;137.0;1895.0;0.0;0.0;1.0;1
76;34;34022;pa;a;m;l;7;0;250.0;3650.0;1.0;0.0;0.0;1
76;34;34022;pr;a;a;l;1;0;28.0;500.0;0.0;0.67;0.0;3
76;34;34022;pr;a;a;l;1;B;26.0;399.0;1.0;0.0;1.0;1
76;34;34022;pr;a;a;l;1;D;34.0;551.0;0.0;0.0;0.5;2
76;34;34022;pr;a;a;l;1;F;24.0;461.0;1.0;1.0;0.0;1
76;34;34022;pr;a;a;l;1;VI;36.0;530.0;0.0;1.0;0.0;1
76;34;34022;pr;a;a;l;2;0;39.0;577.5;0.55;0.75;0.6;20
76;34;34022;pr;a;a;l;2;A;39.0;576.0;0.43;0.39;0.61;23
76;34;34022;pr;a;a;l;2;B;42.0;581.0;0.71;0.86;0.14;7
76;34;34022;pr;a;a;l;2;C;42.0;621.5;0.25;0.25;0.75;4
76;34;34022;pr;a;a;l;2;D;40.0;671.5;0.0;0.5;0.25;4
76;34;34022;pr;a;a;l;2;E;51.5;564.5;0.0;0.75;0.25;4
76;34;34022;pr;a;a;l;2;F;50.0;520.0;0.0;0.0;1.0;1
76;34;34022;pr;a;a;l;2;NS;39.0;554.0;1.36;1.0;0.18;11
76;34;34022;pr;a;a;l;2;VI;39.5;560.5;0.62;0.88;0.25;8
76;34;34022;pr;a;a;l;3;0;58.0;712.5;0.12;0.62;0.38;8
76;34;34022;pr;a;a;l;3;A;59.5;729.0;0.18;0.23;0.36;22
76;34;34022;pr;a;a;l;3;B;59.0;742.0;0.33;0.33;0.17;6
76;34;34022;pr;a;a;l;3;C;60.0;724.0;0.0;0.5;0.5;2
76;34;34022;pr;a;a;l;3;D;59.5;780.0;0.0;0.25;0.62;8
76;34;34022;pr;a;a;l;3;NS;68.0;715.0;0.0;1.0;0.0;1
76;34;34022;pr;a;a;l;3;VI;58.5;802.5;1.0;0.0;1.0;2
76;34;34022;pr;a;a;l;4;0;79.0;905.0;0.56;0.78;0.78;9
76;34;34022;pr;a;a;l;4;A;80.0;900.0;0.0;0.0;0.0;2
76;34;34022;pr;a;a;l;4;B;81.5;958.5;0.0;0.0;0.5;2
76;34;34022;pr;a;a;l;4;VI;80.5;900.0;0.25;0.5;0.25;4
76;34;34022;pr;a;m;l;3;0;70.0;950.0;0.0;0.0;1.0;1
76;34;34022;pr;a;m;l;3;A;70.0;987.0;0.0;0.67;0.33;3
76;34;34022;pr;a;m;l;3;C;66.0;970.0;0.0;0.75;0.0;4
76;34;34022;pr;a;m;l;3;D;71.5;1005.0;0.0;0.25;1.0;4
76;34;34022;pr;a;m;l;3;VI;82.0;850.0;0.0;1.0;0.0;1
76;34;34022;pr;a;m;l;4;0;96.0;995.0;0.0;0.0;0.0;1
76;34;34022;pr;a;m;l;4;C;92.5;1272.0;0.06;0.06;0.94;16
76;34;34022;pr;a;m;l;4;D;95.0;1315.0;0.0;0.0;1.0;4
76;34;34022;pr;a;m;l;4;E;74.0;913.0;0.0;0.0;1.0;1
76;34;34022;pr;a;m;l;4;F;73.0;937.0;0.0;1.0;0.0;1
76;34;34022;pr;a;m;l;4;VI;70.0;937.0;0.0;0.0;1.0;1
76;34;34022;pr;a;m;l;5;0;137.0;1895.0;0.0;1.67;0.67;3
76;34;34022;pr;a;m;l;5;B;148.0;1835.0;0.0;1.0;1.0;2
76;34;34022;pr;a;m;l;5;C;158.5;1975.0;0.0;0.0;2.25;4
76;34;34022;pr;a;m;l;5;D;143.0;1800.0;0.0;0.5;0.5;2
