idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag754248-381016882;pr;m;v;0;291;3300.0;11;649000;;;0;0;0;1;B;101;45.26741;4.68621;Non;3.0;;0.0;;0;A;;;;;;;;;;Gaz;;;m;n;8.0;m;2023-04;07225;0000;072250000;Z;Z;0722500;07401;84;07;;;;;;;2230.24
immo-facile-52520136;pr;m;v;0;147;835.0;5;375000;;;0;0;0;1;NS;;45.27948;4.70278;Oui;;;;;0;VI;2021.0;1.0;;;;;;;;;;Individuel;m;n;;m;2023-04;07225;0000;072250000;Z;Z;0722500;07401;84;07;8.18;2.0;0.038;8.18;2.0;0.038;2551.02
ag311656-380389843;pr;m;v;0;142;1200.0;6;275000;;;0;1;2;0;VI;;44.52256;4.33181;Oui;;;;;Sud;;;;;;;;;;;;;;m;n;;m;2023-04;07327;0000;073270000;Z;Z;0732700;07402;84;07;;;;;;;1936.62
megagence-1-123397;pr;m;v;0;184;184.0;8;199000;;;0;0;0;1;NS;;44.7374;4.56304;Oui;;;2.0;False;0;NS;1948.0;1.0;;;False;;;;;;;Individuel;m;n;;m;2023-04;07340;0000;073400000;Z;Z;0734000;07301;84;07;;;;;;;1081.52
hektor-annonay-immobilier-1-4379;pr;m;v;0;165;8380.0;6;360000;;;0;0;1;1;E;234;45.2116;4.67297;Non;2.0;;;True;Est;F;1975.0;2.0;1.0;;;;;;;Fioul;;Individuel;a;n;;m;2023-04;07197;0000;071970000;Z;Z;0719700;07401;84;07;;;;;;;2181.82
century-21-202_3418_2782;pr;m;v;0;92;;4;265000;;;0;0;0;1;B;76.9;45.21217;4.65024;Non;;;0.0;;0;A;;1.0;0.0;;;;;;;;;Individuel;a;n;;m;2023-04;07197;0000;071970000;Z;Z;0719700;07401;84;07;8.2;4.0;0.034;8.2;4.0;0.034;2880.43
ag694470-381920932;pr;m;v;0;133;;5;199000;;;0;0;1;1;D;189;45.22698;4.65496;Non;2.0;;;;0;D;;3.0;;;;;;;;;;;a;n;;m;2023-04;07197;0000;071970000;Z;Z;0719700;07401;84;07;7.1;4.0;0.057;7.1;4.0;0.057;1496.24
iad-france-1339912;pr;m;v;0;182;180.0;5;134000;;;0;0;0;0;E;255;45.07767;4.56891;Oui;2.0;;;False;0;F;1900.0;;;;False;;;;;;;;m;n;;m;2023-04;07170;0000;071700000;Z;Z;0717000;07000;84;07;;;;;;;736.26
hektor-eurosudimmo-8622;pr;m;v;0;150;2988.0;6;375000;;;0;0;2;0;D;219;45.21084;4.67991;Non;2.0;;;True;Sud;D;1980.0;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;;m;2023-04;07197;0000;071970000;Z;Z;0719700;07401;84;07;;;;;;;2500.0
hektor-76_ericmey-94421;pr;m;v;0;161;1832.0;7;297000;;;0;0;0;1;D;239;45.21739;4.64739;Non;3.0;;4.0;True;Est-Ouest;B;1971.0;1.0;1.0;;;;;;;;;Individuel;a;n;;m;2023-04;07197;0000;071970000;Z;Z;0719700;07401;84;07;;;;;;;1844.72
