type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;27;;1;305000;;;0;0;0;0;E;284.0;48.84271;2.3048;Non;3.0;;;;0;B;;;;;;;;;;Électrique;;;m;n;a;2020-08;75115;5806;751155806;H;75;11.0;39.56;12.0;0.042;36.36;998.0;0.039;11296.3
pr;a;v;3;112;;5;1300000;;;0;0;1;1;C;135.0;48.84244;2.30565;Non;6.0;;;False;0;D;;2.0;;;;;True;50.0;;;;;a;n;a;2020-08;75115;5806;751155806;H;75;11.0;26.53;3.0;0.027;27.47;109.0;0.028;11607.14
pr;a;v;0;108;;4;1350000;;;0;0;1;1;E;327;48.87708;2.31801;Oui;7.0;;;True;0;E;1930.0;2.0;;;;;True;;;;Radiateur;Collectif;a;n;a;2020-08;75108;3201;751083201;H;75;11.0;34.52;7.0;0.033;33.14;122.0;0.032;12500.0
pr;a;v;4;124;;5;1399000;;;0;0;1;1;0;;48.87609;2.31837;Non;;;;True;0;;1900.0;1.0;;;;;True;;;;;;a;n;a;2020-08;75108;3201;751083201;H;75;11.0;30.43;3.0;0.032;31.82;138.0;0.034;11282.26
pr;a;v;9;107;;4;1030000;;;0;0;0;1;D;173;48.88938;2.35162;Non;9.0;;;False;Sud;E;1962.0;1.0;1.0;;;;True;90.0;;;Radiateur;Collectif;a;n;a;2020-08;75118;7107;751187107;H;75;11.0;30.77;1.0;0.038;26.32;57.0;0.033;9626.17
pr;a;v;4;40;;3;420000;;;0;0;0;1;B;78.0;48.88887;2.35349;Non;6.0;;;True;Sud;C;;1.0;;;;;False;;;;;;a;n;a;2020-08;75118;7107;751187107;H;75;11.0;35.29;3.0;0.04;30.0;255.0;0.034;10500.0
pr;a;v;0;21;;1;240000;;;0;0;1;0;NS;;48.85507;2.38724;Oui;4.0;;;False;0;NS;;1.0;;;True;;False;20.0;1776.0;Électrique;;Individuel;a;n;a;2020-08;75111;4412;751114412;H;75;11.0;37.06;14.0;0.039;40.0;657.0;0.042;11428.57
pr;a;v;6;17;;1;268000;;;0;1;1;0;NS;;48.84828;2.29071;Oui;6.0;;;;Est;;;1.0;;;;;True;;;Gaz;;Collectif;a;n;a;2020-08;75115;5905;751155905;H;75;11.0;36.0;13.0;0.027;36.36;998.0;0.028;15764.71
pr;a;v;7;47;;2;551250;;;0;0;0;1;E;254;48.84829;2.29052;Oui;7.0;;;;0;E;;;;;;;True;30.0;2400.0;;;Collectif;a;n;a;2020-08;75115;5905;751155905;H;75;11.0;32.7;14.0;0.033;31.71;1304.0;0.032;11728.72
pr;a;v;9;27;;1;387000;;;0;1;0;1;E;245.0;48.84701;2.28955;Non;10.0;;;False;Nord-Ouest;E;;1.0;;;;;True;81.0;1620.0;;Radiateur;Collectif;a;n;a;2020-08;75115;5905;751155905;H;75;11.0;36.0;13.0;0.03;36.36;998.0;0.03;14333.33
pr;a;v;0;62;;2;550000;;;0;0;1;0;NS;;48.86966;2.38816;Non;4.0;;;True;0;;;1.0;;;;;False;135.0;2112.0;;;;a;n;a;2020-08;75120;7705;751207705;H;75;11.0;27.94;9.0;0.038;29.21;480.0;0.04;8870.97
pr;a;v;4;38;;1;369000;;;0;0;0;0;C;127.0;48.83379;2.39507;Oui;10.0;;1.0;;0;;1970.0;0.0;0.0;;True;;True;225.0;2003.0;;;Collectif;a;n;a;2020-08;75112;4604;751124604;H;75;11.0;44.0;6.0;0.054;36.0;371.0;0.044;9710.53
pr;a;v;4;29;;1;317000;;;0;0;0;0;E;298;48.87704;2.40122;Oui;4.0;;;True;0;C;1989.0;;;;True;;True;72.0;1058.2;Électrique;Radiateur;Collectif;m;n;a;2020-08;75119;7502;751197502;H;75;11.0;30.51;7.0;0.033;34.11;392.0;0.037;10931.03
pr;a;v;3;35;;2;447000;;;0;1;1;0;NS;;48.86273;2.37896;Oui;5.0;;0.0;;0;;;1.0;0.0;;True;;False;60.0;1300.0;Électrique;;Individuel;a;n;a;2020-08;75111;4204;751114204;H;75;11.0;35.94;13.0;0.034;34.27;635.0;0.032;12771.43
pr;a;v;0;70;;3;1330000;;;0;0;1;1;VI;;48.86637;2.36263;Non;5.0;;;True;Sud-Est;VI;;;;;;;True;;;Électrique;;Individuel;a;n;a;2020-08;75103;1001;751031001;H;75;11.0;30.6;11.0;0.019;33.33;111.0;0.021;19000.0
pr;a;v;6;56;;2;599000;;;0;0;1;0;E;;48.84202;2.31805;Non;;;;True;0;E;;;;;;;True;;;Gaz;;Individuel;a;n;a;2020-08;75115;5816;751155816;H;75;11.0;34.21;7.0;0.038;31.71;1304.0;0.036;10696.43
pr;a;v;0;59;;3;609000;;;0;0;0;1;E;245;48.88595;2.38282;Oui;5.0;;;True;Est-Ouest;C;;1.0;;;True;;;50.0;1588.45;Électrique;Radiateur;Individuel;a;n;a;2020-08;75119;7524;751197524;H;75;11.0;26.77;2.0;0.031;24.58;159.0;0.029;10322.03
pr;a;v;5;81;;3;1045000;;;0;0;0;1;C;106.0;48.85784;2.38357;Non;;;;True;0;D;;1.0;;;;;;11.0;;Gaz;;Individuel;a;n;a;2020-08;75111;4305;751114305;H;75;11.0;40.58;3.0;0.038;30.38;168.0;0.028;12901.23
pr;a;v;6;26;;2;320000;;;0;0;1;0;VI;;48.85793;2.38212;Oui;;;;;0;;;1.0;;;;;;11.0;863.0;Électrique;;;a;n;a;2020-08;75111;4305;751114305;H;75;11.0;32.8;20.0;0.032;34.27;635.0;0.033;12307.69
pr;a;v;2;62;;3;787500;;;0;0;0;0;G;451.0;48.8417;2.29467;0;6.0;;;;Nord-Ouest;G;;;;;True;;True;15.0;1600.0;Gaz;;Individuel;a;n;a;2020-08;75115;5726;751155726;H;75;11.0;32.69;5.0;0.031;29.59;659.0;0.028;12701.61
pr;a;v;0;79;;3;1190000;;;0;0;0;1;D;193;48.86787;2.34462;Oui;6.0;;;True;0;E;1810.0;2.0;;;True;;True;54.0;3300.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;75102;0702;751020702;H;75;11.0;29.22;3.0;0.023;35.46;105.0;0.028;15063.29
pr;a;v;4;45;;2;515000;;;0;0;1;0;NS;;48.88762;2.31284;Oui;6.0;;;False;0;;;;;;;;True;;;Gaz;;Individuel;a;n;a;2020-08;75117;6715;751176715;H;75;11.0;32.66;24.0;0.034;34.35;961.0;0.036;11444.44
pr;a;v;2;25;;2;343000;;;0;0;1;1;NS;;48.88467;2.33912;Oui;5.0;;;True;0;;;1.0;;;;;False;;;;;;a;n;a;2020-08;75118;7004;751187004;H;75;11.0;40.06;20.0;0.035;33.33;950.0;0.029;13720.0
pr;a;v;1;21;;1;300000;;;0;0;1;0;C;120.0;48.86829;2.34281;Non;6.0;;;False;0;C;;1.0;;;;;False;;;;;;a;n;a;2020-08;75102;0702;751020702;H;75;11.0;42.11;27.0;0.035;44.1;243.0;0.037;14285.71
pr;a;v;4;35;;2;480000;;;0;0;0;0;0;;48.86627;2.34208;Non;6.0;;;;0;;;;;;;;;35.0;872.0;;;Individuel;a;n;a;2020-08;75102;0702;751020702;H;75;11.0;42.05;29.0;0.037;39.71;283.0;0.035;13714.29
pr;a;v;2;29;;1;399000;;;0;0;1;0;C;120.0;48.8674;2.34223;Non;;;;True;Sud;C;;1.0;;;;;False;24.0;1320.0;;;;a;n;a;2020-08;75102;0702;751020702;H;75;11.0;42.11;27.0;0.037;44.1;243.0;0.038;13758.62
pr;a;v;1;48;;2;755000;;;0;0;0;0;VI;;48.86728;2.34411;0;;;;;Est-Ouest;VI;;;;;True;;;;2880.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;75102;0702;751020702;H;75;11.0;42.05;29.0;0.032;39.71;283.0;0.03;15729.17
pr;a;v;3;78;;4;1100000;;;0;0;1;1;E;285.0;48.86445;2.28689;Non;5.0;;;True;0;D;;1.0;;;;;True;12.0;3100.0;;;;a;n;a;2020-08;75116;6404;751166404;H;75;11.0;35.15;3.0;0.03;31.49;381.0;0.027;14102.56
pr;a;v;0;12;;1;169000;;;0;0;1;0;VI;;48.83637;2.2835;Oui;;;;True;0;G;1913.0;1.0;;;True;;;;300.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;75115;5710;751155710;H;75;11.0;37.23;22.0;0.032;36.36;998.0;0.031;14083.33
pr;a;v;1;90;;4;1145000;;;0;0;1;1;0;;48.86678;2.28744;Non;6.0;;;;0;;1900.0;1.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;75116;6404;751166404;H;75;11.0;35.15;3.0;0.033;31.49;381.0;0.03;12722.22
pr;a;v;3;140;;5;1590000;;;0;0;1;1;0;;48.86719;2.2887;Oui;6.0;;0.0;;0;;1890.0;2.0;0.0;;True;;True;;;;;Collectif;a;n;a;2020-08;75116;6404;751166404;H;75;11.0;43.74;6.0;0.046;30.3;272.0;0.032;11357.14
pr;a;v;12;112;;6;1680000;;;0;0;1;1;E;296.0;48.83639;2.28586;Non;12.0;;;True;0;F;;;;;;;True;;6100.0;;Radiateur;Collectif;a;n;a;2020-08;75115;5710;751155710;H;75;11.0;;;;26.87;21.0;0.021;15000.0
pr;a;v;0;120;;5;1199000;;;0;0;1;1;0;;48.8662;2.28804;Oui;6.0;;;;0;;1930.0;2.0;1.0;;True;;True;0.0;0.0;Fioul;Radiateur;Collectif;a;n;a;2020-08;75116;6404;751166404;H;75;11.0;43.74;6.0;0.053;30.3;272.0;0.036;9991.67
pr;a;v;0;11;;1;163000;;;0;0;1;0;VI;;48.88461;2.32876;Oui;6.0;;;;Nord-Est;G;1890.0;1.0;;;True;;True;46.0;216.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;75118;6904;751186904;H;75;11.0;42.11;20.0;0.034;39.29;789.0;0.032;14818.18
pr;a;v;6;68;;3;760000;;;0;0;0;2;E;248.0;48.8866;2.32847;Non;8.0;;1.0;;0;E;;;;;;;True;500.0;3360.0;;;Collectif;a;n;a;2020-08;75118;6904;751186904;H;75;11.0;30.0;5.0;0.032;30.0;255.0;0.032;11176.47
pr;a;v;2;54;;3;515000;;;0;0;0;0;0;;48.89224;2.32553;Non;7.0;;;;0;;;;;;;;True;150.0;1800.0;;;Collectif;a;n;a;2020-08;75117;6804;751176804;H;75;11.0;33.93;3.0;0.043;31.62;400.0;0.04;9537.04
pr;a;v;6;29;;2;350000;;;0;0;1;0;VI;;48.89184;2.32276;Non;6.0;;;True;Est;;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;75117;6804;751176804;H;75;11.0;34.21;23.0;0.034;34.35;961.0;0.034;12068.97
pr;a;v;0;50;;3;609000;;;0;0;0;0;A;;48.8925;2.32555;Non;;;0.0;;0;;;;;;;;;42.0;0.0;;;;a;n;a;2020-08;75117;6804;751176804;H;75;11.0;33.93;3.0;0.033;31.62;400.0;0.031;12180.0
pr;a;v;2;205;;7;2340000;;;0;1;1;1;D;183;48.88197;2.28942;Non;8.0;;;;0;E;;;;;;;;;;Gaz;;;m;n;a;2020-08;75117;6514;751176514;H;75;11.0;;;;30.44;26.0;0.032;11414.63
pr;a;v;0;125;;4;1300000;;;0;0;2;0;D;218;48.88798;2.32857;Non;5.0;;;;0;B;;;;;;;;;4000.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;75118;6904;751186904;H;75;11.0;;;;26.32;57.0;0.03;10400.0
pr;a;v;0;50;;2;599000;;;0;0;1;0;NS;;48.88609;2.32769;Non;;;;False;0;;;1.0;;;;;True;45.0;2400.0;;;;a;n;a;2020-08;75118;6904;751186904;H;75;11.0;33.59;14.0;0.034;33.33;950.0;0.033;11980.0
pr;a;v;4;43;;2;495000;;;0;0;0;1;NS;;48.88683;2.3286;Non;5.0;;;True;0;;;1.0;;;False;;False;47.0;1740.0;Électrique;;Individuel;m;n;a;2020-08;75118;6904;751186904;H;75;11.0;33.59;14.0;0.035;33.33;950.0;0.035;11511.63
pr;a;v;0;22;;2;355000;;;0;0;1;0;E;281.0;48.84534;2.28806;Non;4.0;;;True;0;B;;;;;True;;;16.0;960.0;Électrique;;;a;n;a;2020-08;75115;6019;751156019;H;75;11.0;30.27;11.0;0.023;31.71;1304.0;0.024;16136.36
pr;a;v;5;30;;2;360000;;;0;0;1;0;G;483.0;48.84397;2.28793;Oui;5.0;;0.0;;0;D;;1.0;0.0;;True;;False;22.0;1584.0;Électrique;;Individuel;a;n;a;2020-08;75115;6019;751156019;H;75;11.0;30.27;11.0;0.03;31.71;1304.0;0.032;12000.0
pr;a;v;1;291;;7;3500000;;;0;0;2;1;0;;48.85263;2.27516;Non;3.0;;;;0;;1930.0;3.0;1.0;;False;;False;0.0;0.0;Gaz;;Collectif;a;n;a;2020-08;75116;6125;751166125;H;75;11.0;30.7;1.0;0.031;28.54;33.0;0.028;12027.49
pr;a;v;0;170;;6;1965000;;;0;0;0;2;0;;48.85404;2.27041;Non;8.0;;;;0;;1930.0;3.0;1.0;;True;;True;0.0;0.0;Gaz;Convecteur;Collectif;a;n;a;2020-08;75116;6125;751166125;H;75;11.0;;;;29.58;101.0;0.031;11558.82
pr;a;v;4;78;;3;950000;;;0;0;0;0;NS;;48.82723;2.32075;Oui;7.0;;;True;Sud;;;;;;;;True;;;Gaz;;Individuel;a;n;a;2020-08;75114;5505;751145505;H;75;11.0;24.73;8.0;0.024;29.14;258.0;0.029;12179.49
pr;a;v;1;19;;1;230000;;;0;0;1;0;VI;;48.84521;2.26971;Non;7.0;;;;0;VI;1972.0;1.0;;;True;;;28.0;650.0;;;Collectif;a;n;a;2020-08;75116;6116;751166116;H;75;11.0;38.25;8.0;0.038;41.67;1041.0;0.041;12105.26
pr;a;v;1;173;;6;2075000;;;0;0;3;0;D;;48.87651;2.30035;Non;6.0;;;;0;E;1893.0;3.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;75108;3001;751083001;H;75;11.0;43.72;2.0;0.044;30.05;49.0;0.03;11994.22
pr;a;v;4;190;;5;2475000;;;0;1;2;0;0;;48.87626;2.2974;Non;5.0;;;;0;;1900.0;1.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;75108;3001;751083001;H;75;11.0;33.52;9.0;0.031;31.82;138.0;0.029;13026.32
pr;a;v;0;11;;1;155000;;;0;0;0;0;G;599;48.86746;2.3745;Non;6.0;;;;0;C;;1.0;;;;;;54.0;920.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;75111;4109;751114109;H;75;11.0;39.96;16.0;0.034;40.0;657.0;0.034;14090.91
pr;a;v;0;29;;1;365000;;;0;0;1;0;F;368.0;48.86776;2.37649;Non;10.0;;;True;0;C;1968.0;1.0;;;True;;;370.0;1560.0;;;Collectif;a;n;a;2020-08;75111;4109;751114109;H;75;11.0;39.96;16.0;0.038;40.0;657.0;0.038;12586.21
pr;a;v;2;53;;2;830000;;;0;0;1;0;0;;48.87596;2.29678;Non;6.0;;;;0;;1990.0;1.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Collectif;a;n;a;2020-08;75108;3001;751083001;H;75;11.0;41.36;24.0;0.032;41.67;439.0;0.032;15660.38
pr;a;v;0;181;;6;2091000;;;0;0;3;1;VI;;48.84586;2.39635;Oui;7.0;;;True;0;VI;1913.0;3.0;;;True;;True;93.0;5300.0;Gaz;Radiateur;;a;n;a;2020-08;75112;4623;751124623;H;75;11.0;;;;25.41;1.0;0.026;11552.49
pr;a;v;6;69;;3;789000;;;0;0;0;1;NS;;48.83948;2.25564;Oui;8.0;;;False;0;;;1.0;;;;;True;;;;;;a;n;a;2020-08;75116;6108;751166108;H;75;11.0;30.1;6.0;0.032;34.0;727.0;0.036;11434.78
pr;a;v;4;70;;3;850000;;;0;0;0;1;0;;48.84408;2.25608;Non;6.0;;;;0;;1930.0;1.0;0.0;;True;;True;0.0;0.0;Gaz;Radiateur;Collectif;a;n;a;2020-08;75116;6108;751166108;H;75;11.0;30.1;6.0;0.03;34.0;727.0;0.034;12142.86
pr;a;v;0;21;;1;117321;;;0;0;0;0;NS;;48.89238;2.34542;Non;;;;False;0;NS;;;;;;;False;200.0;190.0;;;;m;n;a;2020-08;75118;7021;751187021;H;75;11.0;38.89;35.0;0.084;39.29;789.0;0.084;5586.71
pr;a;v;0;102;;4;1150000;;;0;0;0;0;D;;48.89522;2.34614;Non;7.0;;;;Sud;VI;;;;;;;;14.0;4800.0;;;;a;n;a;2020-08;75118;7021;751187021;H;75;11.0;24.73;5.0;0.026;26.32;57.0;0.028;11274.51
pr;a;v;0;30;;1;337900;;;0;0;1;0;D;;48.89348;2.34613;Non;;;;;0;E;;;;;;;;;;;;;a;n;a;2020-08;75118;7021;751187021;H;75;11.0;38.89;35.0;0.041;39.29;789.0;0.042;11263.33
pr;a;v;5;22;;2;249000;;;0;0;0;0;VI;;48.89315;2.34529;Non;5.0;;;;0;VI;;;;;;;;28.0;1000.0;;;;a;n;a;2020-08;75118;7021;751187021;H;75;11.0;33.33;27.0;0.035;33.33;950.0;0.035;11318.18
