REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
93;05;05003;pr;a;a;l;1;NS;24.0;607.0;0.0;1.0;0.0;1
93;05;05003;pr;a;a;l;4;F;76.0;690.0;1.0;1.0;1.0;1
93;05;05004;pr;a;a;l;1;E;24.0;340.0;0.0;0.0;0.0;1
93;05;05004;pr;a;a;l;1;G;36.0;422.0;0.0;0.0;0.0;1
93;05;05004;pr;a;a;l;2;VI;47.0;450.0;0.0;1.0;0.0;1
93;05;05004;pr;a;a;l;3;E;58.5;627.5;0.0;0.0;0.5;2
93;05;05004;pr;a;a;l;3;F;80.0;573.0;0.0;0.0;0.0;1
93;05;05004;pr;a;a;l;4;0;90.0;580.0;0.0;0.5;0.5;2
93;05;05004;pr;a;a;l;5;D;105.0;634.0;0.0;0.0;0.0;1
93;05;05004;pr;a;a;l;5;NS;124.0;799.0;0.0;0.0;0.0;1
93;05;05004;pr;a;m;l;3;F;90.0;692.0;0.0;0.0;1.0;1
93;05;05004;pr;a;m;l;5;0;126.0;890.0;1.0;2.0;0.0;1
93;05;05006;pr;a;a;l;2;0;48.0;490.0;0.0;0.0;0.0;1
93;05;05006;pr;a;a;l;2;C;46.0;485.0;1.0;1.0;0.0;1
93;05;05006;pr;a;a;l;2;E;49.0;490.0;0.0;0.0;1.0;1
93;05;05006;pr;a;a;l;5;0;92.0;700.0;0.0;0.0;0.0;1
93;05;05010;pr;a;a;l;1;F;22.0;250.0;0.0;0.0;1.0;1
93;05;05010;pr;a;m;l;2;E;36.0;450.0;0.0;1.0;0.0;1
93;05;05010;pr;a;m;l;4;E;132.0;798.0;0.0;0.0;1.0;1
93;05;05010;pr;a;m;l;5;G;110.0;570.0;0.0;0.0;1.0;1
93;05;05011;pr;a;a;l;3;D;86.0;740.0;0.0;0.0;0.0;1
93;05;05011;pr;a;a;l;3;E;63.0;738.0;0.0;0.67;0.0;3
93;05;05012;pa;a;a;l;2;0;48.0;500.0;0.0;0.0;1.0;1
93;05;05012;pr;a;a;l;2;F;32.0;370.0;0.0;1.0;0.0;1
93;05;05012;pr;a;a;l;4;F;54.0;790.0;1.0;0.0;2.0;1
93;05;05017;pr;a;a;l;1;F;69.0;640.0;0.0;0.67;0.0;3
93;05;05017;pr;a;a;l;2;D;29.0;550.0;0.0;1.0;0.0;1
93;05;05017;pr;a;a;l;3;B;64.0;785.0;0.0;0.0;1.0;2
93;05;05017;pr;a;a;l;3;F;72.0;706.5;0.0;0.5;0.5;2
93;05;05017;pr;a;a;l;4;B;72.5;885.0;0.0;0.5;0.5;2
