type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;0;46;;2;320;;;0;0;0;0;0;;47.65089;0.15551;0;;;;;0;;;;;;;;False;;;Électrique;Convecteur;;a;n;a;2020-08;72176;0101;721760101;H;72;52.0
pr;a;l;0;99;;4;790;;;0;0;0;0;VI;;48.00101;0.19344;0;;;;;0;A;;;;;False;;False;;;;;;a;n;a;2020-08;72181;0102;721810102;H;72;52.0
pr;a;l;0;100;;4;300;;;0;0;0;0;D;151;48.00169;0.1965;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;72181;0102;721810102;H;72;52.0
pr;a;l;1;58;;3;580;;;0;0;1;0;D;166;48.00296;0.19373;0;;;;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;72181;0102;721810102;H;72;52.0
pr;a;l;1;51;;2;505;;;0;0;0;1;D;211.8;47.99789;0.21703;0;;;;True;0;E;;;;;False;;False;;;Gaz;;Collectif;a;n;a;2020-08;72181;0501;721810501;H;72;52.0
pr;a;l;9;58;;3;550;;;0;1;0;1;VI;;48.00277;0.21768;0;;;1.0;;0;VI;;;0.0;;;;True;;;Électrique;;Individuel;a;n;a;2020-08;72181;0501;721810501;H;72;52.0
pr;m;l;0;141;;7;919;;;0;0;1;1;F;416;47.99957;0.22707;0;;;1.0;True;0;D;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;72181;0503;721810503;H;72;52.0
pr;a;l;2;49;;2;457;;;0;1;0;1;D;182.0;47.94416;0.26243;0;;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72260;0000;722600000;Z;72;52.0
pr;a;l;0;36;;2;380;;;0;0;0;1;E;276.0;47.82763;0.28035;0;;;2.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;72124;0102;721240102;H;72;52.0
pr;a;l;0;63;;3;500;;;0;0;0;0;0;;48.00022;0.2296;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;72181;0503;721810503;H;72;52.0
pr;a;l;3;38;;2;445;;;0;0;1;0;E;236.0;47.9984;0.22466;0;;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;72181;0503;721810503;H;72;52.0
pr;m;l;0;75;;4;790;;;0;0;1;0;D;159;47.99548;0.20055;0;;;;True;0;D;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;72181;0203;721810203;H;72;52.0
pr;a;l;0;37;;2;450;;;0;0;1;0;0;;48.00168;0.18331;0;;;0.0;;0;;;;1.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;72181;1203;721811203;H;72;52.0
pr;a;l;0;20;;1;315;;;0;0;1;0;E;258;48.0027;0.18609;0;;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72181;1203;721811203;H;72;52.0
pr;a;l;0;17;;1;200;;;0;0;0;0;0;;47.76009;0.28046;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;72191;0000;721910000;Z;72;52.0
pr;a;l;2;31;;2;365;;;0;0;0;0;VI;;47.8907;0.03425;0;3.0;;1.0;;0;A;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;72346;0000;723460000;Z;72;52.0
pr;a;l;0;29;;1;327;;;0;1;1;0;E;258;47.89124;0.02336;0;2.0;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72346;0000;723460000;Z;72;52.0
pr;a;l;0;39;;2;400;;;0;0;0;0;0;;47.89091;0.03517;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;72346;0000;723460000;Z;72;52.0
pr;a;l;8;46;;2;500;;;0;0;1;0;C;149;47.9758;0.23554;0;;;1.0;;0;D;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-08;72181;2302;721812302;H;72;52.0
pr;a;l;3;33;;2;490;;;0;0;1;0;E;250;47.99905;0.18431;0;3.0;;;False;0;B;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;72181;1203;721811203;H;72;52.0
pr;a;l;0;43;;2;425;;;0;0;0;1;C;125.3;47.99819;0.20129;0;2.0;;1.0;;0;D;2005.0;1.0;0.0;;False;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;72181;0203;721810203;H;72;52.0
pr;a;l;3;36;;2;445;;;0;0;1;0;D;174.0;47.99205;0.19246;0;;;1.0;;0;B;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72181;1002;721811002;H;72;52.0
pr;a;l;2;42;;2;449;;;0;0;1;0;F;343;47.99161;0.19271;0;;;1.0;;0;C;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-08;72181;1002;721811002;H;72;52.0
pr;a;l;2;47;;2;450;;;0;1;0;1;D;221;48.0128;0.18788;0;;;0.0;;0;E;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-08;72181;1302;721811302;H;72;52.0
pr;a;l;3;42;;2;479;;;0;0;0;1;C;146;48.01735;0.18736;0;;;1.0;;0;A;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72181;1302;721811302;H;72;52.0
pr;m;l;0;67;200.0;3;622;;;0;0;0;1;0;;48.33798;0.20177;0;;;;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-08;72170;0000;721700000;Z;72;52.0
pr;m;l;0;81;;4;610;;;0;0;1;0;F;364;48.09022;0.6569;0;1.0;;;True;0;C;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;72296;0000;722960000;Z;72;52.0
pr;m;l;0;135;;7;710;;;0;0;1;0;E;281;48.149;0.12916;0;1.0;;1.0;True;0;C;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;72290;0000;722900000;Z;72;52.0
pr;m;l;0;50;410.0;4;485;;;0;0;1;0;0;;48.15025;0.1224;0;;;1.0;;0;;1900.0;1.0;0.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;72290;0000;722900000;Z;72;52.0
pr;m;l;0;87;;4;620;;;0;0;0;1;E;312;48.02491;0.33203;0;2.0;;1.0;;0;C;;;;;False;;;;;Électrique;;Collectif;a;n;m;2020-08;72054;0000;720540000;Z;72;52.0
pr;a;l;0;50;;2;425;;;0;0;1;0;E;245;48.01087;0.19378;0;;;0.0;;0;F;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;72181;1502;721811502;H;72;52.0
pr;a;l;0;13;;1;280;;;0;0;1;0;VI;;48.0112;0.19936;0;2.0;;;;0;A;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;72181;0101;721810101;H;72;52.0
pr;a;l;0;67;;3;600;;;0;0;0;0;D;222;48.01411;0.19526;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-08;72181;1502;721811502;H;72;52.0
pr;a;l;3;20;;1;370;;;0;0;0;1;F;425;48.00709;0.19533;0;3.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-08;72181;0101;721810101;H;72;52.0
pr;m;l;0;91;;4;705;;;0;0;0;1;E;244;47.87045;0.20171;0;;;1.0;;0;C;;;;;False;;;;;Électrique;Radiateur;;a;n;m;2020-08;72287;0000;722870000;Z;72;52.0
pr;m;l;0;154;;7;980;;;0;0;1;1;D;168;47.85091;0.09853;0;;;;;0;B;;;;;False;;;;;;;;a;n;m;2020-08;72230;0000;722300000;Z;72;52.0
pr;a;l;1;68;;3;690;;;0;0;1;0;D;156;47.99459;0.19072;0;0.0;;1.0;;0;A;;1.0;0.0;;False;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-08;72181;2701;721812701;A;72;52.0
pr;a;l;1;68;;3;700;;;0;0;0;1;D;156;47.99487;0.19002;0;5.0;;1.0;;0;A;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;72181;2701;721812701;A;72;52.0
pr;a;l;0;19;;1;320;;;0;0;1;0;G;486;48.00738;0.19531;0;4.0;;;;0;D;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;72181;0101;721810101;H;72;52.0
