idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag440414-503176184;pr;m;v;0;78;1628.0;4;90990;;;0;0;1;0;G;520;48.6077;-0.08814;Non;;;;;0;C;;2.0;;;False;;;;;;;;m;n;;m;2025-12;61453;0000;614530000;Z;Z;6145300;61000;28;61;5.13;1.0;0.053;5.13;1.0;0.053;1166.54
ag610298-502649306;pr;m;v;0;117;1700.0;4;144000;;;0;1;0;0;F;346;48.92971;0.19709;Oui;;;;;0;F;;;;;;;;;;Électrique;;;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;7.33;5.0;0.071;7.33;5.0;0.071;1230.77
hektor-SOCOGEFIM61120-492;pr;m;v;0;200;1014.0;8;380000;;;0;0;0;0;F;412;48.9321;0.19586;Non;4.0;;3.0;;0;G;;;;;;;;;;Fioul;;Individuel;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;;;;;;;1900.0
ag610298-502692737;pr;m;v;0;88;29723.0;4;189900;;;0;0;0;0;E;303;48.92971;0.19709;Non;1.0;;;;0;B;;;;;;;;;;Électrique, Bois;Poêle à Bois;;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;7.33;5.0;0.041;7.33;5.0;0.041;2157.95
ag610298-502649297;pr;m;v;0;170;5065.0;9;165000;;;0;0;0;0;D;209;48.92971;0.19709;Non;;;;;0;D;;;;;;;;;;Fioul;;;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;;;;;;;970.59
ag610298-503024468;pr;m;v;0;129;637.0;6;205000;;;0;0;0;0;G;419;48.92971;0.19709;Oui;;;;True;0;G;;;;;;;;;;Fioul;;;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;5.24;2.0;0.04;5.24;2.0;0.04;1589.15
safti-1-1572493;pr;m;v;0;67;70.0;2;77000;;;0;0;0;1;C;117;48.9272;0.20001;Non;;;;False;0;A;1900.0;2.0;;;False;;;;;;;Individuel;m;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;10.72;1.0;0.112;10.72;1.0;0.112;1149.25
century-21-202_3069_3307;pr;m;v;0;79;1590.0;4;129900;;;0;0;0;1;D;247;48.9255;0.2035;Oui;;;0.0;;0;D;;1.0;0.0;;;;;;;Gaz;Radiateur;Collectif;a;n;;m;2025-12;61508;0000;615080000;Z;Z;6150800;00166;28;61;7.33;5.0;0.053;7.33;5.0;0.053;1644.3
dr-house-immo-1-1129011;pr;m;v;0;62;1490.0;2;42000;;;0;0;1;0;NS;;48.54497;-0.70646;Non;2.0;;;False;0;;;1.0;;;;;;;;Électrique;Radiateur;;a;n;;m;2025-12;61421;0000;614210000;Z;Z;6142100;61000;28;61;7.46;1.0;0.132;7.46;1.0;0.132;677.42
ag440414-503176205;pr;m;v;0;75;133.0;4;44500;;;0;0;1;0;F;399;48.5706;-0.13933;Non;;;1.0;;0;C;;1.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-12;61074;0000;610740000;Z;Z;6107400;61000;28;61;5.19;4.0;0.105;5.19;4.0;0.105;593.33
megagence-1-195986;pr;m;v;0;93;800.0;5;195000;;;0;0;0;1;B;81;48.57281;-0.15539;Non;;;4.0;False;0;A;2020.0;1.0;;;False;;;;;;;Individuel;m;n;;m;2025-12;61074;0000;610740000;Z;Z;6107400;61000;28;61;;;;;;;2096.77
ag440414-501744707;pr;m;v;0;93;809.0;5;195000;;;0;0;0;0;B;81;48.5768;-0.14837;Non;;;;;0;A;;;;;False;;;;;;;;m;n;;m;2025-12;61074;0000;610740000;Z;Z;6107400;61000;28;61;;;;;;;2096.77
ag440414-503176253;pr;m;v;0;70;813.0;4;39990;;;0;0;1;0;G;581;48.60383;-0.12044;Non;;;;;Est;C;;1.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-12;61271;0000;612710000;Z;Z;6127100;61000;28;61;;;;;;;571.29
safti-1-1568384;pr;m;v;0;52;312.0;3;72000;;;0;0;0;1;E;293;48.74213;-0.58054;Non;1.0;;2.0;False;0;E;1955.0;1.0;;;False;;;;;Gaz;;Individuel;m;n;;m;2025-12;61169;0202;611690202;H;H;6116901;61401;28;61;8.24;5.0;0.071;9.32;20.0;0.081;1384.62
immo-facile-35732701;pr;m;v;0;168;120.0;7;250275;;;0;0;0;0;C;88;48.74846;-0.57333;Oui;;;;;0;C;1950.0;;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-12;61169;0201;611690201;H;H;6116901;61401;28;61;5.77;1.0;0.046;5.28;3.0;0.043;1489.73
immo-facile-58847693;pr;m;v;0;114;137.0;5;181900;;;0;0;2;0;D;210;48.74313;-0.56889;Oui;;;;;0;D;1950.0;2.0;;;;;;;;Gaz;;;a;n;;m;2025-12;61169;0101;611690101;H;H;6116901;61401;28;61;6.38;5.0;0.048;6.64;11.0;0.05;1595.61
immo-facile-59666490;pr;a;v;0;59;15.0;3;59900;;;0;0;0;0;NS;327;48.74813;-0.56051;Oui;;;;;0;B;;;;;;;False;8.0;;;;;a;n;;a;2025-12;61169;0301;611690301;H;H;6116901;61401;28;61;8.14;19.0;0.096;8.0;180.0;0.095;1015.25
safti-1-1574419;pr;m;v;0;154;2215.0;5;339000;;;0;0;0;2;C;129;48.75236;-0.54584;Non;;;;False;0;A;2001.0;1.0;;;False;;;;;;;Individuel;m;n;;m;2025-12;61169;0301;611690301;H;H;6116901;61401;28;61;;;;6.64;11.0;0.036;2201.3
ag942352-503022662;pr;m;v;0;68;483.0;4;129600;;;0;0;2;0;E;311;48.74797;-0.5573;Oui;;;1.0;True;0;B;;;;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;61169;0301;611690301;H;H;6116901;61401;28;61;7.12;10.0;0.045;7.76;24.0;0.049;1905.88
immo-facile-53986279;pr;m;v;0;106;190.0;3;97200;;;0;0;1;0;G;461;48.74586;-0.57468;Non;2.0;;;;0;C;1900.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;m;2025-12;61169;0201;611690201;H;H;6116901;61401;28;61;10.94;2.0;0.143;9.32;20.0;0.122;916.98
immo-facile-59370109;pr;a;v;1;100;;4;127800;;;0;0;0;0;C;168;48.74751;-0.57332;Non;5.0;;;;0;B;;;;;;;True;195.0;5520.0;;;;a;n;;a;2025-12;61169;0201;611690201;H;H;6116901;61401;28;61;8.26;16.0;0.078;7.5;35.0;0.07;1278.0
immo-facile-59321298;pr;m;v;0;70;1848.0;3;117700;;;0;0;0;0;D;196;48.71533;-0.57832;Oui;2.0;;;;0;A;1900.0;;;;;;;;;;;;a;n;;m;2025-12;61169;0102;611690102;H;H;6116901;61401;28;61;;;;9.32;20.0;0.066;1681.43
immo-facile-59497357;pr;m;v;0;72;390.0;3;128800;;;0;0;0;0;D;230;48.66145;-0.52385;Oui;;;;;0;B;1900.0;;;;;;;;;;;;a;n;;m;2025-12;61163;0000;611630000;Z;Z;6116300;61000;28;61;7.64;6.0;0.051;7.64;6.0;0.051;1788.89
safti-1-1561692;pr;m;v;0;46;52.0;2;60000;;;0;0;0;0;F;415;48.65983;-0.51709;Oui;;;;False;0;C;1850.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2025-12;61163;0000;611630000;Z;Z;6116300;61000;28;61;;;;;;;1304.35
entities-1043492-3595941;pr;m;v;0;60;1170.0;4;159850;;;0;0;0;0;A;;48.64341;-0.35329;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-12;61233;0000;612330000;Z;Z;6123300;61000;28;61;6.91;1.0;0.031;6.91;1.0;0.031;2664.17
entities-1043492-3596805;pr;m;v;0;60;669.0;4;165950;;;0;0;0;0;A;;48.75692;-0.64736;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2025-12;61222;0000;612220000;Z;Z;6122200;61000;28;61;;;;;;;2765.83
laforet-immo-facile-52339794;pr;m;v;0;94;;6;70000;;;0;0;1;0;G;345;48.81436;-0.49954;Non;4.0;;;;0;G;;1.0;;;;;;;;Fioul;;;a;n;;m;2025-12;61007;0000;610070000;Z;Z;6100700;61000;28;61;6.27;2.0;0.101;6.27;2.0;0.101;744.68
ag610328-502115849;pr;m;v;0;77;1283.0;4;114800;;;0;0;1;0;C;161;48.81444;-0.52356;Oui;;;;;traversant;B;;;;;;;;;;;;;a;n;;m;2025-12;61007;0000;610070000;Z;Z;6100700;61000;28;61;6.56;12.0;0.053;6.56;12.0;0.053;1490.91
citya-immobilier-32896048900024-TMAI151371A;pr;m;v;0;118;;6;169000;;;0;0;0;1;D;153;48.43674;0.11515;Non;3.0;;0.0;False;0;D;;;1.0;;;;;0.0;0.0;;;Individuel;a;n;;m;2025-12;61001;0201;610010201;H;H;6100101;00461;28;61;;;;7.25;6.0;0.061;1432.2
ag610484-501111803;pr;a;v;0;169;;8;243900;;;0;0;2;1;C;163;48.42496;0.0916;Non;;;;True;0;C;;4.0;;;;;;;;Gaz;;Individuel;a;n;;a;2025-12;61001;0103;610010103;H;H;6100101;00461;28;61;;;;;;;1443.2
iad-france-1958464;pr;a;v;1;28;;1;32000;;;0;1;0;0;E;295;48.43587;0.10646;Non;5.0;;1.0;True;0;B;;;;;False;;True;124.0;812.72;Électrique;Radiateur;Individuel;m;n;;a;2025-12;61001;0203;610010203;H;H;6100101;00461;28;61;11.76;5.0;0.123;14.0;190.0;0.147;1142.86
