codepostal;ville;nb_pieces;prix_m2
75016;paris-16eme;2;10916,44
33000;bordeaux;4;3000
75016;paris-16eme;3;12673,94
75016;paris-16eme;2;13793,1
33000;bordeaux;4;3233,77
31300;toulouse;2;4040,54
06000;nice;1;4333,33
06000;nice;2;7085,71
31200;toulouse;2;2319,15
06100;nice;1;638,99
34000;montpellier;2;3965,52
33000;bordeaux;4;5672,73
31500;toulouse;2;3244,44
75016;paris-16eme;1;11439,02
31100;toulouse;1;3312,5
33200;bordeaux;3;4047,62
31000;toulouse;3;0
83200;toulon;3;1921,88
06000;nice;2;2931,82
33000;bordeaux;6;5774,19
31000;toulouse;2;4112,9
34070;montpellier;3;2269,7
06400;cannes;3;5507,25
06300;nice;2;6681,77
31200;toulouse;4;4071,43
75016;paris-16eme;5;10774,19
31000;toulouse;3;4708,33
06400;cannes;3;5303,03
59000;lille;4;5139,92
13100;aix-en-provence;1;5874,79
34070;montpellier;3;3037,87
31400;toulouse;2;462,37
06200;nice;1;4846,15
34080;montpellier;3;2571,43
34070;montpellier;3;2922,84
06400;cannes;2;5656,72
06100;nice;3;3318,18
06000;nice;3;7658,45
59000;lille;4;1772,28
31000;toulouse;1;3207,76
30000;nimes;4;2000
75016;paris-16eme;2;11486,13
06300;nice;2;6477,78
06000;nice;3;7247,71
06400;cannes;1;3974,36
31000;toulouse;3;4337,5
76000;rouen;2;3418,92
34080;montpellier;2;2818,18
06000;nice;2;2875
06400;cannes;3;5200
34070;montpellier;3;1437,1
33000;bordeaux;3;5844,16
06000;nice;3;3962,59
34070;montpellier;3;1652,58
75016;paris-16eme;1;10957,32
06000;nice;2;4725,09
06000;nice;2;4945,05
33800;bordeaux;2;5128,13
06000;nice;3;5600
31200;toulouse;3;2189,94
75016;paris-16eme;1;13500
31200;toulouse;4;2500
59000;lille;4;5242,11
34070;montpellier;2;3714,29
31400;toulouse;1;3818,83
75016;paris-16eme;4;10609,14
33000;bordeaux;3;4755,43
75016;paris-16eme;6;12826,09
33800;bordeaux;1;4766,67
06400;cannes;2;7300
83000;toulon;5;2062,99
06200;nice;2;3960
06200;nice;2;5357,27
06000;nice;2;0
31000;toulouse;5;3936,3
83200;toulon;1;0
30900;nimes;2;2948,72
34000;montpellier;2;3250
06000;nice;2;5571,43
06400;cannes;9;13953,49
34000;montpellier;3;3515,87
75116;paris-16eme;4;15000
31200;toulouse;5;2698
30000;nimes;2;1459,46
34000;montpellier;3;4515,15
34090;montpellier;2;0
06400;cannes;1;5658,54
83200;toulon;2;2875
06000;nice;3;10263,37
75016;paris-16eme;2;12537,31
06400;cannes;2;5231,14
76000;rouen;4;4767,54
13090;aix-en-provence;3;3857,14
59000;lille;1;4014,6
31500;toulouse;3;2842,86
13090;aix-en-provence;4;0
06400;cannes;4;5167,66
75016;paris-16eme;2;13443,53
13100;aix-en-provence;2;6625
34070;montpellier;3;1809,86
06300;nice;2;3477,55
34070;montpellier;3;2843,49
06000;nice;1;8647
06400;cannes;1;6430,11
34000;montpellier;3;3219,18
83200;toulon;4;2108,73
06000;nice;2;4384,62
83000;toulon;2;5080
31300;toulouse;3;6989,2
31200;toulouse;3;3536,27
75016;paris-16eme;1;12931,03
06000;nice;3;5307,69
31000;toulouse;5;4562,5
31500;toulouse;3;3157,89
34000;montpellier;3;5513,93
06000;nice;3;3212,5
59000;lille;2;4367,82
34000;montpellier;3;323,62
75016;paris-16eme;2;10258,62
34000;montpellier;2;3363,64
31300;toulouse;5;6082,24
59000;lille;2;4433,33
59000;lille;2;4181,29
06300;nice;3;3641,17
06000;nice;1;8666,67
59000;lille;2;4499,51
33000;bordeaux;2;5222,22
06200;nice;2;4822,22
34070;montpellier;3;2026,47
13100;aix-en-provence;2;5209,03
33200;bordeaux;3;4569,23
59800;lille;3;3312,5
76000;rouen;2;928,57
33000;bordeaux;3;5621,21
33000;bordeaux;3;6015,63
06000;nice;2;9240
06400;cannes;5;7555,56
06000;nice;3;4011,63
06000;nice;3;4687,5
30000;nimes;2;2225,81
30000;nimes;2;1459,46
34000;montpellier;2;1617,02
13100;aix-en-provence;4;3592,11
59000;lille;2;4766,67
31300;toulouse;3;3573,51
34000;montpellier;3;3985,71
33000;bordeaux;2;6713,11
34000;montpellier;2;1617,02
59800;lille;2;4964,29
06300;nice;2;3923,36
75016;paris-16eme;3;13375
33000;bordeaux;3;5123,19
34000;montpellier;2;5093,02
83000;toulon;4;13,41
13100;aix-en-provence;2;5114,29
06200;nice;2;3880,95
34000;montpellier;3;4138,46
75116;paris-16eme;7;12606,06
33000;bordeaux;4;6000
31000;toulouse;4;4457,14
06400;cannes;1;8555,56
30000;nimes;2;2125
75016;paris-16eme;3;9754,1
06000;nice;4;4900
34000;montpellier;2;0
34000;montpellier;3;3823,53
06400;cannes;3;3015,87
34090;montpellier;2;3554,22
34000;montpellier;2;2795,92
31000;toulouse;3;5324,68
06200;nice;2;5285,71
75116;paris-16eme;4;15131,58
33000;bordeaux;4;6658,33
33300;bordeaux;3;6151,52
83200;toulon;4;2168,48
33000;bordeaux;3;5241,94
30000;nimes;1;0
31200;toulouse;2;3358,49
06000;nice;3;6333,33
75016;paris-16eme;5;13385,15
34000;montpellier;2;0
06300;nice;2;8529,41
33300;bordeaux;2;5545,45
33000;bordeaux;4;4490
34000;montpellier;3;3343,85
34070;montpellier;3;2412,31
06400;cannes;3;6319,39
76000;rouen;5;3504,67
31200;toulouse;2;3047,62
06000;nice;2;11,09
75016;paris-16eme;2;8121,95
06200;nice;1;6664,41
34000;montpellier;2;0
33000;bordeaux;3;5487,8
06000;nice;2;0
06000;nice;3;3538,46
30900;nimes;2;2942,5
30000;nimes;3;3140,67
06000;nice;2;3101,72
33200;bordeaux;4;3737,18
06100;nice;2;5269,23
06000;nice;2;6800
06000;nice;2;5500
30000;nimes;3;1919,35
83000;toulon;3;1931,64
13090;aix-en-provence;4;5388,89
34000;montpellier;2;4694,44
34000;montpellier;3;2682,54
75016;paris-16eme;2;10428,57
06400;cannes;1;581,4
33000;bordeaux;3;6650,47
83100;toulon;2;0
31200;toulouse;4;3047,06
06200;nice;2;5000
34000;montpellier;3;3047,06
33000;bordeaux;4;6076,92
76000;rouen;3;4670,89
31400;toulouse;2;3960
31100;toulouse;2;2617,65
33000;bordeaux;4;3910,11
34000;montpellier;2;4303,03
75016;paris-16eme;1;12066,64
30000;nimes;2;3090,91
34000;montpellier;3;2411,76
75016;paris-16eme;5;12785,71
31300;toulouse;3;3142,86
76000;rouen;3;3147,73
34000;montpellier;2;4000
31200;toulouse;3;2173,91
06400;cannes;2;4347,83
75016;paris-16eme;1;11431,62
06000;nice;3;6929,41
06400;cannes;2;4545,45
33000;bordeaux;3;6367,65
06200;nice;4;5432,1
34080;montpellier;3;0
06200;nice;2;5285,71
06000;nice;2;5750
06200;nice;3;5541,67
76000;rouen;4;2547,3
34070;montpellier;3;2714,63
31200;toulouse;4;2515,63
31100;toulouse;3;1649,12
06000;nice;2;3893,1
33200;bordeaux;4;4194,58
06400;cannes;2;5741,94
75016;paris-16eme;1;11166,25
06000;nice;3;3918,03
33000;bordeaux;2;5131,58
06400;cannes;1;5711,43
31000;toulouse;6;3858,7
31200;toulouse;4;3491,15
83000;toulon;3;3600
75116;paris-16eme;2;16719,6
06400;cannes;3;5552,62
13100;aix-en-provence;3;3984,85
06100;nice;1;5142,61
59000;lille;3;2857,14
31400;toulouse;2;3180,56
06400;cannes;2;4443,33
06400;cannes;2;5100
33000;bordeaux;3;5653,85
34000;montpellier;2;0
06200;nice;3;4937,5
06400;cannes;2;5363,64
13090;aix-en-provence;4;7965,52
76000;rouen;3;3170,39
06200;nice;2;4145,83
33000;bordeaux;4;7272
06400;cannes;1;0
33000;bordeaux;4;6658,33
13100;aix-en-provence;3;3317,91
06300;nice;2;8094,07
83200;toulon;1;0
75016;paris-16eme;4;13353,12
75116;paris-16eme;7;11162,79
33000;bordeaux;3;4846,15
34000;montpellier;3;3667,39
76000;rouen;1;0
76000;rouen;6;2036,76
76000;rouen;1;4111,11
06000;nice;1;7198,44
06000;nice;1;7912,9
06000;nice;3;5533,16
06000;nice;1;7587,55
76000;rouen;1;4166,67
31000;toulouse;2;3793,1
31400;toulouse;3;0
06400;cannes;3;7153,85
31000;toulouse;2;7000
34070;montpellier;3;2515,15
06000;nice;2;5980
06000;nice;4;8533,33
13100;aix-en-provence;3;4419,35
76000;rouen;2;3382,35
33200;bordeaux;3;3441,48
33000;bordeaux;1;5293,1
06000;nice;3;7045,45
06000;nice;3;4760
06400;cannes;2;5000
33000;bordeaux;3;6255,81
33000;bordeaux;2;5222,22
83000;toulon;2;2400
75016;paris-16eme;5;9066,42
34080;montpellier;2;2170,73
76100;rouen;2;1869,57
31100;toulouse;4;2173,47
31200;toulouse;2;3230,42
34000;montpellier;3;2025
31000;toulouse;4;4536
75016;paris-16eme;5;10121,46
06200;nice;3;4557,6
06000;nice;1;4935,76
34070;montpellier;2;3325,58
31200;toulouse;2;0
06000;nice;2;4350
33000;bordeaux;4;4972,31
83000;toulon;3;2690,48
34070;montpellier;2;2874,38
59000;lille;3;2319,65
31400;toulouse;4;5506,72
33200;bordeaux;3;3841,46
75016;paris-16eme;2;13925,15
33200;bordeaux;4;2836,96
34080;montpellier;3;2863,08
33300;bordeaux;5;3676,26
33000;bordeaux;3;4426,23
30000;nimes;4;2268,52
30000;nimes;2;2200
75016;paris-16eme;2;10096,15
06000;nice;1;3431,03
31100;toulouse;3;2286,89
75116;paris-16eme;2;12600
06400;cannes;3;4277,11
06000;nice;2;2220,31
30000;nimes;4;2400
06200;nice;2;4962,96
33800;bordeaux;3;5402,78
06400;cannes;2;6068,97
33000;bordeaux;4;4887,22
34090;montpellier;2;2833,33
31500;toulouse;3;2761,19
30000;nimes;8;2245,76
30000;nimes;3;2138,89
34000;montpellier;2;5408,16
33200;bordeaux;1;4954,13
31200;toulouse;4;2726,8
33000;bordeaux;6;4715
31400;toulouse;3;3266,67
83100;toulon;3;2567,57
30000;nimes;4;2554,35
13100;aix-en-provence;1;6080
06200;nice;3;3713,56
33200;bordeaux;6;4622,09
31500;toulouse;5;4908,33
31200;toulouse;2;3163,27
13100;aix-en-provence;1;6095,24
13090;aix-en-provence;2;3906,25
06000;nice;3;371,07
06200;nice;2;5400,98
30000;nimes;1;1130,43
34070;montpellier;3;2048,19
31000;toulouse;2;4596,15
34070;montpellier;2;3325,58
06400;cannes;3;8852,46
30000;nimes;2;2289,47
83000;toulon;4;2380,38
33000;bordeaux;6;4288,29
33000;bordeaux;5;4711,54
06200;nice;2;3666,67
33000;bordeaux;5;4058,25
33000;bordeaux;4;3811,11
75016;paris-16eme;2;12976,19
33000;bordeaux;7;5538,46
34000;montpellier;2;3884,39
06400;cannes;1;5847,61
83200;toulon;3;2936,51
06000;nice;2;913,46
33;bordeaux;3;7051,28
31000;toulouse;5;4705,36
06000;nice;3;2571,43
33000;bordeaux;4;5777,78
31200;toulouse;4;4046,77
31200;toulouse;3;3003,41
06400;cannes;1;6206,9
31200;toulouse;3;1626,87
31200;toulouse;3;3253,97
06400;cannes;4;8406,9
34070;montpellier;3;3114,29
33000;bordeaux;2;3820,51
06300;nice;3;2794,12
30000;nimes;3;184,87
31100;toulouse;3;1203,01
31100;toulouse;3;1281,66
34000;montpellier;3;2014,49
06000;nice;2;4727,27
34000;montpellier;3;4158,73
75016;paris-16eme;3;12000
59800;lille;2;3256,41
75016;paris-16eme;4;11506,58
34090;montpellier;2;2450,98
59000;lille;2;2440
31100;toulouse;3;133,43
31300;toulouse;3;3389,58
31100;toulouse;1;1608,51
31400;toulouse;3;2569,23
34000;montpellier;2;3340
31100;toulouse;1;0
75016;paris-16eme;6;12826,09
34000;montpellier;2;3484,85
31200;toulouse;2;2956,52
06100;nice;3;502,96
06000;nice;2;9940,59
31200;toulouse;3;3125
31000;toulouse;2;4384
33000;bordeaux;4;3758,06
06000;nice;3;6333,33
06300;nice;3;7722,22
75016;paris-16eme;2;10175,44
06200;nice;3;4807,69
31100;toulouse;2;1978,26
83000;toulon;3;3358,21
31500;toulouse;3;3893,94
31100;toulouse;2;2076,92
33200;bordeaux;5;4491,33
34070;montpellier;3;3805,97
31400;toulouse;3;3173,84
75016;paris-16eme;5;30,25
06000;nice;1;5073,92
06200;nice;3;4460,53
30900;nimes;3;3407,08
34000;montpellier;2;2820,51
06400;cannes;2;6250
33000;bordeaux;5;4368,75
31000;toulouse;1;7777,78
06000;nice;4;5673,33
33000;bordeaux;2;4824,32
06000;nice;3;5048,19
30000;nimes;2;2225,81
83000;toulon;2;2404,26
31400;toulouse;5;2690
06000;nice;1;6808,7
31400;toulouse;1;4810
76100;rouen;3;2373,33
06100;nice;3;4657,31
33100;bordeaux;5;4764,29
30000;nimes;3;2085,71
06000;nice;3;4937,5
33000;bordeaux;5;4870,97
34000;montpellier;3;2048,78
31400;toulouse;4;3094,12
33000;bordeaux;4;3657,5
33000;bordeaux;3;4958,33
75016;paris-16eme;2;13520,97
31100;toulouse;3;3552,24
31500;toulouse;4;4690,91
31200;toulouse;2;3000
34000;montpellier;3;3436,78
59000;lille;3;3801,58
76000;rouen;4;2739,13
31500;toulouse;4;3465,91
06000;nice;1;7352,94
34000;montpellier;2;5685,71
06000;nice;1;0
34000;montpellier;3;5884,95
06000;nice;2;13363,23
06300;nice;2;3282,05
34000;montpellier;2;3634,15
06200;nice;1;4846,15
06400;cannes;3;4862,5
31200;toulouse;2;2962,24
33000;bordeaux;2;5975
83000;toulon;2;8,75
06000;nice;2;0
34000;montpellier;3;3597,22
34000;montpellier;3;2486,11
34000;montpellier;3;5061,54
76000;rouen;3;2584,42
33000;bordeaux;4;6538,28
06400;cannes;3;7200
34000;montpellier;3;3071,43
59800;lille;5;4589,55
83000;toulon;1;3587,12
33000;bordeaux;5;4813,01
06300;nice;2;3785,71
33000;bordeaux;3;6772,28
06400;cannes;2;5807,29
75016;paris-16eme;3;12967,03
06400;cannes;2;6333,33
34000;montpellier;3;4316,67
33000;bordeaux;1;0
75016;paris-16eme;1;14045,94
06000;nice;2;7874,29
06000;nice;1;5892,86
06200;nice;2;3979,59
33000;bordeaux;5;4578,68
33200;bordeaux;3;4338,79
33000;bordeaux;2;6292,68
75116;paris-16eme;2;13780
06200;nice;3;3635,8
76100;rouen;4;1875,64
13090;aix-en-provence;4;5312,5
76000;rouen;5;15,48
33000;bordeaux;4;561,66
34000;montpellier;3;4605,26
33000;bordeaux;5;5963,5
83000;toulon;3;2194,44
06400;cannes;2;4257,14
34000;montpellier;2;2534,69
33000;bordeaux;3;3166,67
30000;nimes;4;2515,46
13100;aix-en-provence;2;4945,95
83000;toulon;1;4629,63
06000;nice;2;2613,64
31000;toulouse;3;6089,74
06000;nice;2;9025,27
06000;nice;1;0
83000;toulon;4;2143,19
06000;nice;1;5437,5
33000;bordeaux;2;8857,14
33800;bordeaux;3;3687,5
06300;nice;3;3880,6
06000;nice;2;6030,3
59000;lille;1;0
75016;paris-16eme;4;13358,21
76000;rouen;1;2880
06000;nice;3;5937,5
06200;nice;3;5320
75016;paris-16eme;4;15371,95
13100;aix-en-provence;2;6219,65
30000;nimes;2;2190,48
76000;rouen;4;1019,23
34000;montpellier;3;4138,03
06200;nice;3;2414,29
06000;nice;3;7656,25
34000;montpellier;3;0
76100;rouen;3;2525,64
31300;toulouse;3;2679,1
30000;nimes;3;2382,09
34090;montpellier;2;0
06100;nice;2;4633,33
75016;paris-16eme;4;11959,64
75016;paris-16eme;1;9156,25
33200;bordeaux;3;4217,39
30900;nimes;1;2545,45
13100;aix-en-provence;3;440,2
75016;paris-16eme;3;12005,37
75016;paris-16eme;3;10307,69
76100;rouen;4;1481,01
34000;montpellier;2;0
06000;nice;2;4307,69
06400;cannes;2;6309,52
75016;paris-16eme;4;10714,29
34000;montpellier;2;3117,28
06000;nice;3;9096,73
33300;bordeaux;5;4369,37
13090;aix-en-provence;1;6333,33
06000;nice;1;7055,56
13100;aix-en-provence;3;6269,08
75016;paris-16eme;1;11166,25
34000;montpellier;3;3955,88
06000;nice;3;4655,17
34000;montpellier;2;295,9
33000;bordeaux;6;4594,59
13100;aix-en-provence;4;3392,86
75016;paris-16eme;2;13625
31300;toulouse;3;5963,7
13100;aix-en-provence;4;6000
06400;cannes;3;5863,43
31300;toulouse;3;6061,49
06100;nice;4;4657,31
31300;toulouse;3;6644,62
31300;toulouse;3;6094,26
75016;paris-16eme;1;12584,7
31300;toulouse;3;6066,62
06400;cannes;2;8283,13
31300;toulouse;3;6336,63
31300;toulouse;3;7176,15
31300;toulouse;3;6696,57
06200;nice;3;4966,05
06300;nice;3;3819,6
31000;toulouse;3;4744,44
31300;toulouse;3;6547,29
59000;lille;2;2898,83
76000;rouen;3;3139,24
06100;nice;3;5750
31300;toulouse;3;6821,8
06200;nice;2;4027,03
83200;toulon;4;0
75116;paris-16eme;2;15736,84
06400;cannes;4;13846,15
75016;paris-16eme;1;12276,79
31300;toulouse;3;6039,34
31300;toulouse;3;6264,88
75116;paris-16eme;1;13114,75
31300;toulouse;3;7175,99
31300;toulouse;3;6139,58
75116;paris-16eme;3;12967,03
31300;toulouse;4;10687,41
31400;toulouse;5;2115,97
33000;bordeaux;4;3906,74
31300;toulouse;3;7322,02
06000;nice;3;4239,13
75116;paris-16eme;1;10000
31300;toulouse;4;11511,05
31300;toulouse;4;11380,06
31300;toulouse;4;11440,21
31300;toulouse;4;14273,13
06200;nice;2;4431,82
31200;toulouse;2;13,13
31300;toulouse;5;12088,89
83000;toulon;4;2566,27
31300;toulouse;5;1050,53
31300;toulouse;3;6153,36
31300;toulouse;4;11012,32
31300;toulouse;3;5891,06
33000;bordeaux;5;5611,11
06000;nice;5;9020,98
31300;toulouse;3;6020,86
31300;toulouse;3;6011,25
31300;toulouse;3;6186,81
31300;toulouse;3;6060,61
31200;toulouse;4;2396,58
31300;toulouse;2;677,65
34000;montpellier;2;2709,09
06200;nice;3;4500
31300;toulouse;3;5808,19
75016;paris-16eme;3;12000
31300;toulouse;2;690,31
31200;toulouse;3;2822,58
31300;toulouse;2;732,86
59800;lille;2;4840
13100;aix-en-provence;4;5026,34
06000;nice;2;539,77
06000;nice;1;5958,78
59800;lille;4;4642,86
31300;toulouse;2;6790,55
34000;montpellier;2;3529,41
06100;nice;1;3850
31300;toulouse;2;6962,03
06000;nice;2;5725
31300;toulouse;2;6953,72
06000;nice;3;4040,54
75116;paris-16eme;3;12475
06400;cannes;2;4893,62
31300;toulouse;2;6979,33
31300;toulouse;2;6967,4
31300;toulouse;2;7437,28
31300;toulouse;2;7466,67
30000;nimes;2;3720,93
34000;montpellier;3;6376,81
34000;montpellier;3;6400
83000;toulon;3;2524,19
76100;rouen;4;1666,67
34000;montpellier;3;4133,33
33200;bordeaux;4;4011,9
06200;nice;1;4326,02
30000;nimes;4;1901,41
06000;nice;2;5294,12
83000;toulon;2;2008,77
34000;montpellier;2;4380
34070;montpellier;2;4829,27
75116;paris-16eme;5;12388,06
34000;montpellier;2;4377,27
34000;montpellier;3;4158,73
30000;nimes;1;0
06400;cannes;3;4295,77
31200;toulouse;1;3699,26
34000;montpellier;2;4380
33000;bordeaux;1;6402,78
31000;toulouse;1;0
06400;cannes;1;3903,31
31300;toulouse;2;4521,43
75016;paris-16eme;3;13571,43
06400;cannes;2;0
83100;toulon;4;1975,59
06000;nice;1;4157,89
75016;paris-16eme;1;90
30900;nimes;5;2036,14
75016;paris-16eme;1;11652,17
06000;nice;1;3481,48
75116;paris-16eme;3;15000
34000;montpellier;2;3971,43
06000;nice;2;6130,06
06000;nice;2;7118,13
06000;nice;2;6026,32
83000;toulon;4;2552,08
06000;nice;2;7638,3
75116;paris-16eme;1;19950
06200;nice;3;3306,45
06000;nice;1;3906,25
75016;paris-16eme;3;13615,38
06000;nice;3;8698,41
59000;lille;3;3583,33
06000;nice;1;9750
13100;aix-en-provence;1;5943,54
31300;toulouse;3;3235,52
31100;toulouse;4;0
34000;montpellier;2;3484,85
31200;toulouse;2;3333,33
83000;toulon;2;3923,08
34000;montpellier;2;7100
75016;paris-16eme;5;9010,42
33300;bordeaux;4;4649,68
06100;nice;3;3445,31
31200;toulouse;5;2128,21
06000;nice;2;3333,33
59800;lille;1;0
31400;toulouse;3;2768,25
30000;nimes;2;2690,01
06000;nice;3;4853,66
06200;nice;2;4979,17
06000;nice;4;8805,97
31200;toulouse;2;3242,63
06000;nice;2;8030,3
06000;nice;3;4839,51
75016;paris-16eme;1;13483,87
34090;montpellier;3;3320
06200;nice;2;4021,74
30900;nimes;5;1526,32
75116;paris-16eme;6;25506,33
13100;aix-en-provence;3;6318,68
06200;nice;2;5680,85
06100;nice;2;4500
06000;nice;3;3092,11
33200;bordeaux;5;5145,63
75016;paris-16eme;7;14016,74
06000;nice;3;4543,97
75016;paris-16eme;7;13139,63
13100;aix-en-provence;1;8407,14
33200;bordeaux;5;4618,06
83000;toulon;4;2822,58
31400;toulouse;3;4227,27
83000;toulon;1;2925
75016;paris-16eme;1;9562,4
06200;nice;3;2920
83000;toulon;3;1906,51
59000;lille;4;3211,11
34000;montpellier;2;4052,94
76100;rouen;5;1911,5
33000;bordeaux;5;3691,28
33200;bordeaux;6;4639,53
75016;paris-16eme;7;10347,06
31200;toulouse;2;3287,88
30000;nimes;4;2170,73
83200;toulon;1;2419,01
06100;nice;2;3222,22
75016;paris-16eme;2;11146,34
75016;paris-16eme;2;18690,48
75016;paris-16eme;2;13806,45
13090;aix-en-provence;3;4992,96
75016;paris-16eme;1;11146,34
06000;nice;2;5714,29
75016;paris-16eme;2;13501,48
34000;montpellier;3;3593,75
33000;bordeaux;6;5964,29
13100;aix-en-provence;3;5533,33
31500;toulouse;2;0
06200;nice;3;3939,39
06400;cannes;3;2769,23
06300;nice;3;3641,17
76100;rouen;2;2666,67
31000;toulouse;5;5711,14
34070;montpellier;3;6150
34000;montpellier;2;2444,44
13100;aix-en-provence;2;4781,36
59000;lille;4;4120,37
06200;nice;1;4966,67
76000;rouen;3;2589,64
33100;bordeaux;2;5176,74
30000;nimes;3;9,9
34000;montpellier;2;4864,86
13100;aix-en-provence;2;6151,61
83000;toulon;1;3946,95
06300;nice;2;3837,43
13090;aix-en-provence;3;3103,9
13100;aix-en-provence;3;445,31
34070;montpellier;3;1524,19
31400;toulouse;1;325,12
31000;toulouse;2;10,67
06300;nice;4;3421,73
76000;rouen;2;13,61
06400;cannes;1;26,39
59000;lille;2;2656,72
34080;montpellier;2;2075,47
34000;montpellier;3;4647,06
83000;toulon;2;3020,83
34000;montpellier;3;15,37
13100;aix-en-provence;3;3198,9
34000;montpellier;3;3918,92
06400;cannes;2;4829,78
31000;toulouse;5;5751,89
76000;rouen;1;17,25
31000;toulouse;5;4478,53
31200;toulouse;2;12,85
83000;toulon;2;1882,35
31000;toulouse;4;2413,92
83200;toulon;4;1785,71
30900;nimes;1;2545,45
83000;toulon;5;1944,44
06400;cannes;2;7137,25
83200;toulon;3;1853,33
75016;paris-16eme;2;15528,57
75016;paris-16eme;6;13963,77
76100;rouen;2;1987,86
13100;aix-en-provence;3;3340,91
76100;rouen;2;1987,86
06400;cannes;3;5686,84
34000;montpellier;3;11,53
31200;toulouse;3;2897,44
13100;aix-en-provence;3;4862,14
06000;nice;3;3582,22
06300;nice;2;3000
83000;toulon;3;2690,48
06000;nice;3;5263,74
33300;bordeaux;2;0
76000;rouen;5;2043,96
75016;paris-16eme;3;11046,51
59000;lille;2;1894,74
06400;cannes;3;8961,04
30000;nimes;3;1342,86
76000;rouen;1;0
59000;lille;2;1907,41
31200;toulouse;3;2746,03
31200;toulouse;3;2850
31500;toulouse;5;7581,18
06200;nice;1;6588,24
33200;bordeaux;3;3937,5
76100;rouen;2;2136,36
33300;bordeaux;4;3173,91
13080;aix-en-provence;3;16,19
13090;aix-en-provence;4;4320,99
31200;toulouse;3;3365,08
31300;toulouse;3;2984,96
34000;montpellier;3;4095,24
31300;toulouse;4;2961,54
13100;aix-en-provence;1;10486,84
06300;nice;3;10263,37
06400;cannes;2;5358,97
13090;aix-en-provence;3;3373,33
31000;toulouse;1;5800
31000;toulouse;2;3444,44
33000;bordeaux;5;5586,39
34070;montpellier;3;3106,06
31000;toulouse;1;0
31000;toulouse;3;6375
34000;montpellier;2;3282,05
76100;rouen;1;12,03
33000;bordeaux;4;5812,18
34000;montpellier;3;0
83200;toulon;4;2236,42
31000;toulouse;2;4571,57
06000;nice;2;4300
83000;toulon;4;3463,41
31000;toulouse;2;13,25
06000;nice;4;7454,83
34000;montpellier;3;1329,41
75016;paris-16eme;2;1148,44
06400;cannes;1;5192,31
06400;cannes;2;5960
75016;paris-16eme;2;11593,64
31400;toulouse;4;3423,08
34000;montpellier;3;5454,55
83000;toulon;4;2463,77
31400;toulouse;4;2521,74
34000;montpellier;3;2558,64
30000;nimes;2;1923,08
30000;nimes;4;0
34090;montpellier;2;3687,5
34090;montpellier;2;3822,2
34000;montpellier;2;3833,33
34000;montpellier;3;4104,48
06000;nice;4;5389,61
33000;bordeaux;3;6255,81
31000;toulouse;4;4825
33200;bordeaux;3;3243,24
34000;montpellier;3;0
75016;paris-16eme;5;9775,28
31500;toulouse;5;7152,05
33000;bordeaux;4;3014,93
06400;cannes;3;7655,82
31200;toulouse;2;0
76000;rouen;2;2937,5
59000;lille;2;1872,73
59000;lille;2;2938,69
31000;toulouse;2;4261,36
33000;bordeaux;4;3495,31
83000;toulon;3;2271,43
31400;toulouse;2;3409,09
76000;rouen;3;2807,69
83000;toulon;3;0
31200;toulouse;1;3576,92
06000;nice;2;6289,47
83;toulon;4;3153,85
13090;aix-en-provence;4;2700
06200;nice;2;3962,77
06100;nice;3;4520,55
33800;bordeaux;4;4461,54
06000;nice;4;4428,57
31100;toulouse;4;3350
83100;toulon;4;2731,96
33000;bordeaux;3;5719,51
06000;nice;1;3373,82
31100;toulouse;4;3545,45
31400;toulouse;1;6570
75016;paris-16eme;2;19701,49
76100;rouen;2;1968,75
34070;montpellier;3;1790,54
31400;toulouse;3;2857,14
06400;cannes;3;4514,36
06200;nice;2;4240,74
34080;montpellier;2;4027,4
