libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
LINXE;1490.0;0;1;0;0;0;0;0;40;40155
LIT ET MIXE;1632.0;0;1;3;0;0;0;0;40;40157
MESSANGES;972.0;0;0;2;0;0;0;0;40;40181
MIMIZAN;7137.0;0;6;1;0;0;0;0;40;40184
MOLIETS ET MAA;1179.0;0;0;4;0;0;0;0;40;40187
MONT DE MARSAN;29683.0;0;13;1;0;0;0;0;40;40192
MORCENX LA NOUVELLE;5022.0;0;0;0;3;0;0;0;40;40197
ONDRES;5356.0;0;4;0;0;0;0;0;40;40209
PARENTIS EN BORN;6466.0;0;3;0;0;0;0;0;40;40217
PEYREHORADE;3659.0;0;1;0;0;0;0;0;40;40224
PONTONX SUR ADOUR;2839.0;0;1;0;0;0;0;0;40;40230
RION DES LANDES;3012.0;0;2;0;0;0;0;0;40;40243
SAINT GEOURS DE MAREMNE;2712.0;0;1;0;0;0;0;0;40;40261
SAINT PAUL LES DAX;13436.0;0;5;0;0;0;0;0;40;40279
SAINT SEVER;4966.0;0;1;1;0;0;0;0;40;40282
SAINT VINCENT DE TYROSSE;7669.0;0;3;1;0;0;0;0;40;40284
SANGUINET;4343.0;0;2;1;0;0;0;0;40;40287
SEIGNOSSE;3874.0;0;4;12;0;0;0;0;40;40296
SOORTS HOSSEGOR;3459.0;0;5;6;0;0;0;0;40;40304
SOUSTONS;8056.0;0;5;4;0;0;0;0;40;40310
TARNOS;12498.0;0;8;2;0;0;0;0;40;40312
VIELLE SAINT GIRONS;1362.0;0;1;4;0;0;0;0;40;40326
VILLENEUVE DE MARSAN;2428.0;0;1;0;0;0;0;0;40;40331
BLOIS;47000.0;0;32;6;0;3;1;1;41;41018
Chailles;2753.0;1;1;0;0;0;0;0;41;41032
Chémery;985.0;0;1;0;0;0;0;0;41;41049
Chissay en Touraine;1089.0;1;1;0;0;0;0;0;41;41051
Cour-Cheverny;2900.0;0;1;0;0;0;0;0;41;41067
Gièvres;2542.0;0;1;0;0;0;0;0;41;41097
La Chaussée Saint Victor;4530.0;0;1;0;0;0;0;0;41;41047
Lamotte Beuvron;4667.0;0;1;1;1;0;0;0;41;41106
Le Controis en Sologne;6968.0;0;1;0;1;0;0;0;41;41059
Les Montils;1963.0;1;1;0;0;0;0;0;41;41147
Mer;6200.0;0;2;0;1;0;0;0;41;41136
Mont-Prés-Chambord;3400.0;0;0;1;0;0;0;0;41;41150
Montoire sur le Loir;3752.0;0;1;0;0;0;0;0;41;41149
Montrichard Val de Cher;3769.0;1;2;0;0;0;0;0;41;41151
Noyers sur Cher;2753.0;0;0;1;0;0;0;0;41;41164
Romorantin Lanthenay;18000.0;0;2;0;0;0;0;0;41;41194
Saint Aignan;2934.0;0;0;1;0;0;0;0;41;41198
Saint Georges sur Cher;2700.0;1;1;0;0;0;0;0;41;41211
Saint Gervais la Forêt;3500.0;1;2;0;0;0;0;0;41;41212
Saint Laurent Nouan;4500.0;0;1;0;1;0;0;0;41;41220
Salbris;4953.0;0;2;1;0;0;0;0;41;41232
Savigny sur Braye;2004.0;0;0;0;1;0;0;0;41;41238
Selles Saint Denis;1366.0;0;1;0;0;0;0;0;41;41241
Selles Sur Cher;4700.0;0;2;0;0;0;0;0;41;41242
Theillay;1265.0;0;0;1;0;0;0;0;41;41256
Valloire-sur-Cisse;2447.0;0;0;0;1;0;0;0;41;41055
Vendôme;16688.0;0;5;0;0;0;0;0;41;41269
Veuzain sur Loire;3550.0;0;1;0;0;0;0;0;41;41167
Villebarou;2463.0;0;1;0;0;0;0;0;41;41276
Villefranche sur Cher;2668.0;0;1;0;0;0;0;0;41;41280
Vineuil;8000.0;1;4;0;0;0;0;0;41;41295
Andrézieux-Bouthéon;10113.0;0;5;0;0;0;0;0;42;42005
Boën-sur-Lignon;3200.0;0;1;1;0;0;0;0;42;42019
Bonson;4100.0;0;2;0;0;0;0;0;42;42022
Charlieu;3789.0;0;1;2;0;0;0;0;42;42052
Chazelles-sur-Lyon;5500.0;1;2;0;0;0;0;0;42;42059
Feurs;8400.0;0;6;2;0;0;0;0;42;42094
Firminy;17000.0;0;10;8;0;0;0;0;42;42095
Genilac;3980.0;1;1;0;0;0;0;0;42;42225
La Fouillouse;4527.0;0;1;0;0;0;0;0;42;42097
La Grand’Croix;5300.0;1;2;0;0;0;0;0;42;42103
La Ricamarie;7872.0;0;1;0;1;0;0;0;42;42183
La Talaudière;7076.0;0;3;1;0;0;0;0;42;42305
Le Chambon-Feugerolles;12028.0;0;0;2;0;0;0;0;42;42044
Le Coteau;7059.0;0;2;1;0;0;0;0;42;42071
L’Horme;4828.0;0;2;0;0;1;1;1;42;42110
Lorette;4716.0;0;2;0;0;0;0;0;42;42123
Montbrison;16538.0;1;5;1;0;0;0;0;42;42147
Montrond-les-Bains;5500.0;0;1;1;0;0;0;0;42;42149
Panissières;2978.0;0;1;0;0;0;0;0;42;42165
Perreux;2300.0;0;0;0;1;0;0;0;42;42170
Renaison;3170.0;0;1;0;0;0;0;0;42;42182
Riorges;11036.0;0;2;0;0;0;0;0;42;42184
Rive-de-Gier;15184.0;0;8;0;0;0;0;0;42;42186
Roanne;34000.0;0;27;7;0;0;0;0;42;42187
Roche-la-Molière;9825.0;0;2;0;1;0;0;0;42;42189
Saint-Bonnet-le-Château;1527.0;0;1;1;0;0;0;0;42;42204
Saint-Chamond;34841.0;0;29;4;0;0;0;0;42;42207
Saint-Cyprien;2500.0;1;1;0;0;0;0;0;42;42211
SAINT-ETIENNE;173950.0;0;187;49;0;0;0;0;42;42218
Saint-Galmier;5737.0;1;3;1;0;0;0;0;42;42222
Saint-Genest-Lerpt;6159.0;1;2;0;0;0;0;0;42;42223
Saint-Héand;3614.0;0;0;1;0;0;0;0;42;42234
Saint-Jean-Bonnefonds;6684.0;0;2;0;0;0;0;0;42;42237
Saint-Just-Saint-Rambert;15500.0;0;5;2;0;0;0;0;42;42279
Saint-Marcellin-en-Forez;4856.0;1;3;1;0;0;0;0;42;42256
Saint-Martin-la-Plaine;3789.0;1;1;0;0;0;0;0;42;42259
Saint-Paul-en-Jarez;4873.0;0;1;0;0;0;0;0;42;42271
Saint-Priest-en-Jarez;6200.0;0;4;0;0;0;0;0;42;42275
Saint-Romain-le-Puy;4200.0;0;2;0;0;0;0;0;42;42285
Sorbiers;7856.0;0;3;0;0;0;0;0;42;42302
Sury-le-Comtal;6612.0;0;3;0;0;0;0;0;42;42304
Unieux;8408.0;0;1;1;0;0;0;0;42;42316
Veauche;9000.0;0;3;1;0;0;0;0;42;42323
Villars;8100.0;0;4;1;0;0;0;0;42;42330
AIGUILHE;1536.0;0;0;1;0;0;0;0;43;43002
AUREC SUR LOIRE;6200.0;0;1;4;0;0;0;0;43;43012
BAS EN BASSET;4333.0;0;1;0;0;0;0;0;43;43020
BEAUZAC;3067.0;0;1;0;0;0;0;0;43;43025
BRIOUDE;6609.0;0;4;0;0;0;0;0;43;43040
BRIVES CHARENSAC;4400.0;0;1;0;0;0;0;0;43;43041
CRAPONNE SUR  ARZON;2200.0;0;0;1;0;0;0;0;43;43080
LANGEAC;3400.0;0;1;0;0;0;0;0;43;43112
LE CHAMBON SUR LIGNON;2431.0;0;0;1;0;0;0;0;43;43051
LE PUY EN VELAY;19215.0;0;15;2;0;0;0;0;43;43157
MONISTROL SUR LOIRE;9300.0;0;6;1;0;0;0;0;43;43137
RETOURNAC;3048.0;0;1;0;0;0;0;0;43;43162
SAINTE FLORINE;3253.0;0;1;0;0;0;0;0;43;43185
SAUGUES;1821.0;0;0;1;0;0;0;0;43;43234
YSSINGEAUX;7200.0;0;3;1;0;0;0;0;43;43268
ANCENIS-SAINT-GEREON;11435.0;0;4;0;0;0;0;0;44;44003
ASSERAC;1889.0;1;0;0;0;0;0;0;44;44006
BASSE-GOULAINE;9377.0;1;2;0;0;0;0;0;44;44009
BATZ SUR MER;2896.0;0;3;2;0;0;0;0;44;44010
BLAIN;10128.0;0;2;0;0;0;0;0;44;44015
BOUAYE;8147.0;0;2;0;0;0;0;0;44;44018
BOUGUENAIS;20208.0;0;4;0;0;0;0;0;44;44020
CARQUEFOU;20831.0;0;9;0;0;0;0;0;44;44026
CHATEAU-THEBAUD;3339.0;1;0;0;0;0;0;0;44;44037
CHATEAUBRIANT;12528.0;0;9;1;0;0;0;0;44;44036
CHAUMES EN RETZ;7001.0;0;1;0;1;0;0;0;44;44005
CLISSON;7676.0;1;2;0;0;0;0;0;44;44043
CORDEMAIS;3801.0;0;1;1;0;0;0;0;44;44045
CORSEPT;2695.0;1;0;0;0;0;0;0;44;44046
COUERON;22584.0;0;2;2;0;0;0;0;44;44047
DERVAL;3933.0;0;1;0;0;0;0;0;44;44051
DIVATTE-SUR-LOIRE;7097.0;1;0;0;0;0;0;0;44;44029
DONGES;8246.0;0;2;1;0;0;0;0;44;44052
FROSSAY;3273.0;1;0;0;0;0;0;0;44;44061
GETIGNE;3807.0;1;0;0;0;0;0;0;44;44063
GORGES;5211.0;1;0;0;0;0;0;0;44;44064
GRANDCHAMP-DES-FONTAINES;6556.0;0;1;0;0;0;0;0;44;44066
GUERANDE;16687.0;0;6;2;0;0;0;0;44;44069
HAUTE-GOULAINE;6050.0;1;2;0;0;0;0;0;44;44071
HERBIGNAC;7173.0;0;1;0;0;0;0;0;44;44072
INDRE;4085.0;0;1;2;0;0;0;0;44;44074
LA BAULE ESCOUBLAC;16797.0;0;19;7;0;0;0;0;44;44055
LA BERNERIE;3093.0;0;1;2;0;0;0;0;44;44012
LA CHAPELLE DES MARAIS;4429.0;0;1;0;0;0;0;0;44;44030
LA CHAPELLE SUR ERDRE;19957.0;0;3;0;0;0;0;0;44;44035
LA CHEVROLIERE;5870.0;0;1;0;0;0;0;0;44;44041
LA HAYE-FOUASSIERE;4802.0;1;1;0;0;0;0;0;44;44070
LA MONTAGNE;6430.0;0;1;0;0;0;0;0;44;44101
LA PLAINE SUR MER;4465.0;0;3;2;0;0;0;0;44;44126
LA TURBALLE;4829.0;1;4;3;0;0;0;0;44;44211
LE CELLIER;4080.0;0;1;0;0;0;0;0;44;44028
LE CROISIC;4174.0;0;3;1;0;0;0;0;44;44049
LE LANDREAU;3379.0;1;0;0;0;0;0;0;44;44079
LE LOROUX BOTTEREAU;8532.0;1;1;1;0;0;0;0;44;44084
LE PELLERIN;5408.0;0;1;0;0;0;0;0;44;44120
LE POULIGUEN;4108.0;0;2;2;0;0;0;0;44;44135
LES SORINIERES;8897.0;0;2;0;0;0;0;0;44;44198
LIGNE;5408.0;0;1;0;0;0;0;0;44;44082
MACHECOUL – SAINT MEME;7817.0;0;1;0;0;0;0;0;44;44087
MESQUER;2084.0;0;1;1;0;0;0;0;44;44097
MISSILLAC;5466.0;0;2;0;0;0;0;0;44;44098
MONTOIR-DE-BRETAGNE;7259.0;0;4;0;0;0;0;0;44;44103
NANTES;323975.0;0;124;60;0;0;0;0;44;44109
NORT-SUR-ERDRE;9276.0;0;2;0;0;0;0;0;44;44110
NOZAY;4284.0;0;1;0;0;0;0;0;44;44113
ORVAULT;27908.0;0;5;2;0;0;0;0;44;44114
PIRIAC-SUR-MER;2270.0;0;2;1;0;0;0;0;44;44125
PONT-CHÂTEAU;11161.0;0;2;0;0;0;0;0;44;44129
PORNIC;16297.0;0;6;2;0;0;0;0;44;44131
PORNICHET;11440.0;0;8;2;0;0;0;0;44;44132
PREFAILLES;1264.0;0;1;2;0;0;0;0;44;44136
SAINT-BREVIN-LES-PINS;14605.0;0;3;4;0;0;0;0;44;44154
SAINT-ETIENNE-DE-MONTLUC;7708.0;0;1;0;0;0;0;0;44;44158
SAINT-FIACRE-SUR-MAINE;1259.0;1;0;0;0;0;0;0;44;44159
SAINT-HERBLAIN;48135.0;0;3;4;0;0;0;0;44;44162
SAINT-JOACHIM;4150.0;0;1;0;0;0;0;0;44;44168
SAINT-JULIEN-DE-CONCELLES;7498.0;1;2;0;0;0;0;0;44;44169
SAINT-LYPHARD;4911.0;0;1;0;0;0;0;0;44;44175
SAINT-MARS-DU-DESERT;5203.0;0;0;0;1;0;0;0;44;44179
SAINT-MICHEL-CHEF-CHEF;5322.0;0;2;1;0;0;0;0;44;44182
SAINT-MOLF;2775.0;1;0;0;0;0;0;0;44;44183
SAINT-NAZAIRE;73139.0;0;10;7;0;0;0;0;44;44184
SAINT-PERE-EN-RETZ;4723.0;1;0;0;0;0;0;0;44;44187
SAINT-PHILBERT-DE-GRAND-LIEU;9270.0;0;1;1;0;0;0;0;44;44188
SAINT-SEBASTIEN-SUR-LOIRE;28169.0;0;7;4;0;0;0;0;44;44190
SAINTE-LUCE-SUR-LOIRE;15588.0;0;6;0;0;0;0;0;44;44172
SAINTE-PAZANNE;7112.0;0;1;1;0;0;0;0;44;44186
SAUTRON;8644.0;0;4;0;0;0;0;0;44;44194
SAVENAY;9250.0;0;2;0;0;0;0;0;44;44195
SUCE-SUR-ERDRE;7423.0;0;2;0;0;0;0;0;44;44201
TREILLIERES;9863.0;0;2;0;0;0;0;0;44;44209
TRIGNAC;8064.0;0;2;0;0;0;0;0;44;44210
VALLET;9639.0;0;4;0;0;0;0;0;44;44212
VERTOU;26140.0;0;6;3;0;0;0;0;44;44215
VIGNEUX DE BRETAGNE;6305.0;0;1;0;0;0;0;0;44;44217
VILLENEUVE-EN-RETZ;5050.0;0;1;0;0;0;0;0;44;44021
Amilly;13823.0;0;4;0;0;0;0;0;45;45004
Baule;2100.0;0;0;0;1;0;0;0;45;45024
Beauchamp sur Huilard;405.0;0;0;0;1;0;0;0;45;45027
Beaugency;7525.0;0;4;0;0;0;0;0;45;45028
Beaulieu-sur-Loire;1814.0;0;1;0;0;0;0;0;45;45029
Beaune-la-Rolande;2200.0;0;0;0;1;0;0;0;45;45030
Bellegarde;1703.0;0;0;1;0;0;0;0;45;45031
Boigny sur Bionne;2161.0;1;1;0;0;0;0;0;45;45034
Boiscommun;1160.0;0;0;0;1;0;0;0;45;45035
Bonny sur Loire;1979.0;0;1;0;0;0;0;0;45;45040
Boynes;1377.0;0;0;0;1;0;0;0;45;45050
Briare;5465.0;0;2;2;0;0;0;0;45;45053
Cerdon;951.0;0;0;0;1;0;0;0;45;45063
Chaingy;3991.0;0;2;0;0;0;0;0;45;45067
Chalette sur Loing;13000.0;0;7;4;0;0;0;0;45;45068
Chateauneuf-sur-Loire;8126.0;0;5;0;0;0;0;0;45;45082
Chateau-Renard;2118.0;0;1;0;0;0;0;0;45;45083
Chatillon sur Loire;3117.0;0;0;0;1;0;0;0;45;45087
Chatillon-Coligny;1900.0;0;1;0;0;0;0;0;45;45085
Chécy;9000.0;0;4;0;0;0;0;0;45;45089
Chevilly;2658.0;0;1;0;0;0;0;0;45;45093
Cléry-Saint-André;3500.0;0;1;0;0;0;0;0;45;45098
Corbeilles;1587.0;0;0;0;1;0;0;0;45;45103
Courtenay;4029.0;0;2;0;0;0;0;0;45;45115
Donnery;2864.0;0;0;0;1;0;0;0;45;45126
Dordives;3500.0;0;1;1;0;0;0;0;45;45127
Fay-aux-Loges;3821.0;0;0;0;1;0;0;0;45;45142
Ferrières-en-Gâtinais;3772.0;0;2;0;0;0;0;0;45;45145
Fleury-les-Aubrais;21070.0;0;18;0;0;5;5;1;45;45147
Gidy;2082.0;0;0;0;1;0;0;0;45;45154
Gien;13566.0;0;9;5;0;0;0;0;45;45155
Guilly;644.0;0;0;0;1;0;0;0;45;45164
Ingré;9718.0;0;3;0;0;0;0;0;45;45169
Jargeau;4700.0;0;1;0;0;0;0;0;45;45173
La Chapelle Saint-Mesmin;10533.0;0;6;0;0;0;0;0;45;45075
La Ferté Saint Aubin;7437.0;0;2;2;0;0;0;0;45;45146
La Selle en Hermoy;794.0;0;0;0;1;0;0;0;45;45306
Lailly en Val;3043.0;0;0;0;1;0;0;0;45;45179
Le Malesherbois;8130.0;0;2;2;0;0;0;0;45;45191
Lorris;2873.0;0;2;0;0;0;0;0;45;45187
Loury;2600.0;0;0;0;1;0;0;0;45;45188
Mardié;2694.0;0;1;0;0;0;0;0;45;45194
Mareau-aux-Près;1429.0;0;0;0;1;0;0;0;45;45196
Marigny les Usages;1800.0;1;0;0;0;0;0;0;45;45197
Meung-sur-Loire;6527.0;0;3;0;0;0;0;0;45;45203
Montargis;14789.0;0;15;7;0;2;2;1;45;45208
Nesploy;340.0;0;0;0;1;0;0;0;45;45223
Neuville-aux-Bois;5024.0;0;1;0;0;0;0;0;45;45224
Nogent sur Vernisson;2600.0;0;2;0;0;0;0;0;45;45229
Olivet;22474.0;0;7;2;0;0;0;0;45;45232
ORLEANS;118000.0;0;107;13;0;12;12;1;45;45234
Ormes;4300.0;0;3;0;0;0;0;0;45;45235
Outarville;1345.0;0;0;0;1;0;0;0;45;45240
Patay;2250.0;0;0;0;1;0;0;0;45;45248
Pithiviers;9167.0;0;10;1;0;0;0;0;45;45252
Pithiviers Le Vieil;1791.0;0;1;0;0;0;0;0;45;45253
Préfontaines;458.0;0;0;0;1;0;0;0;45;45255
Puiseaux;3500.0;0;1;0;0;0;0;0;45;45258
Saint Cyr en Val;3300.0;0;2;0;0;0;0;0;45;45272
Saint Denis de l’Hôtel;3050.0;0;1;0;0;0;0;0;45;45273
Saint Denis en Val;7694.0;0;4;0;0;0;0;0;45;45274
Saint Jean de Braye;21000.0;0;13;2;0;0;0;0;45;45284
Saint Jean de la Ruelle;16445.0;0;10;0;0;0;0;0;45;45285
Saint Jean le Blanc;9100.0;0;3;0;0;0;0;0;45;45286
Saint Pryvé Saint Mesmin;5939.0;0;2;0;0;0;0;0;45;45298
Saint-Ay;3400.0;0;2;0;0;0;0;0;45;45269
Saint-Hilaire-Saint-Mesmin;3156.0;0;0;0;2;0;0;0;45;45282
Sandillon;4158.0;0;1;0;0;0;0;0;45;45300
Saran;16549.0;0;8;0;0;0;0;0;45;45302
Semoy;3138.0;0;2;0;0;0;0;0;45;45308
Sermaises;1700.0;0;0;0;1;0;0;0;45;45310
Sennely;718.0;0;0;1;0;0;0;0;45;45309
Sully sur Loire;5300.0;0;3;0;0;0;0;0;45;45315
Tavers;1350.0;0;0;0;1;0;0;0;45;45317
Tigy;2300.0;0;0;1;0;0;0;0;45;45324
Trainou;3515.0;0;1;0;0;0;0;0;45;45327
Villemandeur;6900.0;0;2;0;0;0;0;0;45;45338
Vitry aux Loges;2255.0;0;0;0;1;0;0;0;45;45346
CAHORS;20000.0;0;9;4;0;0;0;0;46;46042
Figeac;9821.0;0;4;3;0;0;0;0;46;46102
Gourdon;4108.0;0;2;0;0;0;0;0;46;46127
Gramat;3500.0;0;1;1;1;0;0;0;46;46128
Montcuq en Quercy Blanc;1771.0;0;0;2;0;0;0;0;46;46201
Prayssac;240.0;0;1;0;0;0;0;0;46;46225
Rocamadour;643.0;0;0;4;0;0;0;0;46;46240
Saint Céré;3462.0;0;2;0;0;0;0;0;46;46251
Saint Cirq Lapopie;209.0;0;0;5;0;0;0;0;46;46256
Souillac;3201.0;0;2;0;0;0;0;0;46;46309
Aiguillon;4416.0;0;2;0;0;0;0;0;47;47004
AGEN;33012.0;0;27;6;0;2;2;1;47;47001
Bias;3042.0;0;1;0;1;0;0;0;47;47027
Boé;5631.0;0;2;0;0;0;0;0;47;47031
Bon-Encontre;6249.0;0;3;0;0;0;0;0;47;47032
Castelculier;2441.0;0;1;0;0;0;0;0;47;47051
Casteljaloux;4574.0;0;2;1;0;0;0;0;47;47052
Colayrac-Saint-Cirq;3113.0;0;0;0;1;0;0;0;47;47069
Foulayronnes;5650.0;0;0;0;1;0;0;0;47;47100
Fumel;4606.0;0;1;0;0;0;0;0;47;47106
Lafox;1300.0;0;1;0;0;0;0;0;47;47128
Marmande;18008.0;0;10;3;0;0;0;0;47;47157
Miramont de Guyenne;3200.0;0;1;0;0;0;0;0;47;47168
Port-Sainte-Marie;1889.0;0;1;0;0;0;0;0;47;47210
Pujols;3635.0;0;1;0;0;0;0;0;47;47215
Sainte-Livrade-sur-Lot;6615.0;0;2;0;0;0;0;0;47;47252
Tonneins;9355.0;0;6;1;0;0;0;0;47;47310
Villeneuve-sur-Lot;22686.0;0;17;7;0;0;0;0;47;47323
Langogne;2894.0;0;2;0;0;0;0;0;48;48080
Marvejols;5877.0;0;3;0;0;0;0;0;48;48092
MENDE;11641.0;0;4;3;0;0;0;0;48;48095
Saint-Chély-d’Apcher;4776.0;0;2;1;0;0;0;0;48;48140
GENNES – VAL DE LOIRE;8900.0;0;0;1;0;0;0;0;49;49261
MAULÉVRIER;3113.0;0;0;1;0;0;0;0;49;49192
MONTREUIL-JUIGNÉ;14500.0;1;5;1;0;0;0;0;49;49214
SEGRÉ EN ANJOU BLEU;18500.0;0;4;0;0;0;0;0;49;49331
SAINT-GEORGES SUR LOIRE;3704.0;0;1;0;0;0;0;0;49;49283
BELLEVIGNE LES CHÂTEAUX;3552.0;0;0;2;0;0;0;0;49;49060
SAINTE-GEMMES SUR LOIRE;3500.0;0;0;0;1;0;0;0;49;49278
BRIOLLAY;3125.0;1;2;0;0;0;0;0;49;49048
VERRIÈRES EN ANJOU;7817.0;0;0;1;0;0;0;0;49;49323
TIERCÉ;4400.0;0;0;1;0;0;0;0;49;49347
BOUCHEMAINE;6937.0;0;0;2;0;0;0;0;49;49035
ANGERS;158930.0;0;62;23;0;3;3;1;49;49007
MONTREVAULT SUR ÈVRE;16000.0;0;1;0;0;0;0;0;49;49218
MONTREUIL-BELLAY;4000.0;0;1;0;0;0;0;0;49;49215
BEAUPRÉAU EN MAUGES;24100.0;0;2;0;0;0;0;0;49;49023
LE LION D’ANGERS;5099.0;0;1;0;0;0;0;0;49;49176
AVRILLÉ;14800.0;0;6;0;0;1;1;1;49;49015
CHEMILLÉ EN ANJOU;22000.0;0;3;0;0;1;0;1;49;49092
ÉCOUFLANT;4452.0;1;2;0;0;0;0;0;49;49129
SAINT-BARHÉLEMY D’ANJOU;9438.0;0;3;1;0;0;0;0;49;49267
BEAUFORT EN ANJOU;7300.0;0;1;0;0;0;0;0;49;49021
MÛRS-ÉRIGNÉ;5761.0;0;0;0;1;0;0;0;49;49223
CHALONNES SUR LOIRE;6700.0;0;1;1;0;0;0;0;49;49063
DOUÉ EN ANJOU;11100.0;0;1;0;0;0;0;0;49;49125
BRISSAC LOIRE AUBANCE;11119.0;0;1;1;0;0;0;0;49;49050
LE MAY SUR ÈVRE;3812.0;0;1;0;0;0;0;0;49;49193
SAUMUR;28000.0;0;6;2;0;0;0;0;49;49328
LES PONTS-DE-CÉ;13500.0;0;3;0;0;0;0;0;49;49246
CHOLET;55979.0;0;14;4;0;1;1;1;49;49099
LYS-HAUT-LAYON;7966.0;0;1;0;0;0;0;0;49;49373
LONGUÉ-JUMELLES;6825.0;0;2;0;0;0;0;0;49;49180
BAUGÉ EN ANJOU;12004.0;0;2;0;0;1;1;1;49;49018
ANNOVILLE;666.0;0;0;1;0;0;0;0;50;50015
AVRANCHES;7770.0;0;5;5;0;0;0;0;50;50025
BREHAL;3187.0;0;1;0;0;0;0;0;50;50076
CHERBOURG-EN-COTENTIN;80616.0;0;19;4;0;0;0;0;50;50129
CONDE-SUR-VIRE;4141.0;0;1;1;0;0;0;0;50;50139
COUTANCES;17246.0;0;0;2;0;0;0;0;50;50147
FLAMANVILLE;1724.0;0;0;1;0;0;0;0;50;50184
HAUTEVILLE-SUR-MER;676.0;0;1;0;0;0;0;0;50;50231
MONTEBOURG;2078.0;0;1;0;0;0;0;0;50;50341
PICAUVILLE;3334.0;0;1;0;0;0;0;0;50;50400
SAINT PAIR SUR MER;4025.0;0;3;1;0;0;0;0;50;50532
SAINT-HILAIRE-DU-HARCOUET;3936.0;0;3;0;0;0;0;0;50;50484
SAINT-JAMES;2821.0;0;1;0;0;0;0;0;50;50487
SAINT-LO;19300.0;0;4;0;0;0;0;0;50;50505
SAINT-VAAST-LA-HOUGUE;1828.0;0;1;2;0;0;0;0;50;50562
SAINTE-MERE-EGLISE;1629.0;0;1;0;0;0;0;0;50;50523
VALOGNES;6745.0;0;3;0;0;0;0;0;50;50615
VILLEDIEU-LES-POELES;3614.0;0;1;0;0;0;0;0;50;50639
Agon-Coutainville;2795.0;0;0;0;1;0;0;0;50;50003
Barneville-Carteret;2197.0;0;0;0;2;0;0;0;50;50031
Bréville-sur-Mer;788.0;0;0;0;1;0;0;0;50;50081
Bricqueville-sur-Mer;1184.0;0;0;0;1;0;0;0;50;50085
Cérences;1868.0;0;0;0;1;0;0;0;50;50109
Jullouville;2329.0;0;0;0;1;0;0;0;50;50066
La Haye-Pesnel;1366.0;0;0;0;1;0;0;0;50;50237
Lessay;2247.0;0;0;0;1;0;0;0;50;50267
Marigny;2598.0;0;0;0;1;0;0;0;50;50357
Négreville;817.0;0;0;0;1;0;0;0;50;50369
Périers;2365.0;0;0;0;1;0;0;0;50;50394
Querqueville;5510.0;0;0;1;0;0;0;0;50;50609
Rauville-la-Bigot;1169.0;0;0;1;0;0;0;0;50;50425
Saint-Cyr;178.0;0;0;0;1;0;0;0;50;50461
Saint-Germain-sur-Ay;909.0;0;0;0;1;0;0;0;50;50481
Surtainville;1205.0;0;0;0;1;0;0;0;50;50585
Quettreville sur sienne;3199.0;0;1;0;0;0;0;0;50;50419
Sartilly-Baie-Bocage;2812.0;0;1;0;0;0;0;0;50;50565
AVIZE;1914.0;0;1;0;0;0;0;0;51;51029
AY-CHAMPAGNE;5395.0;0;2;0;0;0;0;0;51;51030
BETHENY;7000.0;0;3;1;0;0;0;0;51;51055
BEZANNES;2978.0;0;1;0;0;0;0;0;51;51058
CHALONS-EN-CHAMPAGNE;46000.0;0;17;6;0;0;0;0;51;51108
CORMONTREUIL;6580.0;0;2;0;0;0;0;0;51;51172
DORMANS;2961.0;0;0;1;0;0;0;0;51;51217
EPERNAY;23000.0;0;12;4;0;0;0;0;51;51230
FERE-CHAMPENOISE;2189.0;0;1;0;0;0;0;0;51;51248
FISMES;5640.0;0;2;0;0;0;0;0;51;51250
MONTMIRAIL;3620.0;0;1;1;0;0;0;0;51;51380
MOURMELON-LE-GRAND;5199.0;0;1;0;0;0;0;0;51;51388
REIMS;185000.0;0;127;19;0;0;0;0;51;51454
SAINT-BRICE-COURCELLES;3500.0;0;2;0;0;0;0;0;51;51474
SAINTE-MENEHOULD;4313.0;0;0;2;0;0;0;0;51;51507
SEZANNE;4772.0;0;2;1;0;0;0;0;51;51535
SUIPPES;4000.0;0;1;0;0;0;0;0;51;51559
TINQUEUX;10000.0;0;3;0;0;0;0;0;51;51573
VITRY-LE-FRANCOIS;11500.0;0;7;2;0;0;1;0;51;51649
WARMERIVILLE;2500.0;0;0;1;0;0;0;0;51;51660
CHAUMONT;23145.0;0;0;5;0;0;0;0;52;52121
NOGENT;3500.0;0;1;1;0;0;0;0;52;52353
SAINT-DIZIER;23382.0;0;10;0;0;0;0;0;52;52448
LANGRES;7668.0;1;2;0;1;0;0;0;52;52269
