IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
860010000;86;86000;86001;ZZZZZZ;8600100;Z;719;75;85;110;161;159;130;104;387;228;658;45;29;15;30;69;99;322;50;666;53;59;667;52
860020000;86;86000;86002;ZZZZZZ;8600200;Z;576;131;69;130;119;83;44;165;316;95;437;0;15;30;70;85;95;100;40;566;10;19;576;0
860030000;86;86000;86003;ZZZZZZ;8600300;Z;340;72;37;73;74;58;26;91;184;65;280;0;0;30;35;40;45;80;50;339;1;6;340;0
860040000;86;86000;86004;ZZZZZZ;8600400;Z;357;34;31;31;75;104;82;42;171;144;330;10;15;35;20;5;25;160;60;333;24;24;357;0
860050000;86;86000;86005;ZZZZZZ;8600500;Z;629;97;78;102;160;124;67;132;350;148;510;20;5;5;36;127;102;184;31;620;9;13;629;0
860060000;86;86000;86006;ZZZZZZ;8600600;Z;549;78;56;62;126;135;92;97;276;176;472;15;25;15;71;61;76;162;46;512;37;42;549;0
860070000;86;86401;86007;ZZZZZZ;8600700;Z;1192;197;154;200;277;240;125;273;631;288;979;5;41;31;159;118;159;369;97;1180;12;23;1192;0
860080000;86;86000;86008;ZZZZZZ;8600800;Z;355;37;54;47;91;84;43;58;208;89;311;5;14;5;25;42;61;119;40;352;3;6;355;0
860090000;86;86000;86009;ZZZZZZ;8600900;Z;1092;203;114;204;210;212;149;245;562;285;918;30;25;36;81;142;132;376;96;1069;23;27;1092;0
860100000;86;86000;86010;ZZZZZZ;8601000;Z;1109;219;153;244;241;213;40;285;662;162;877;5;45;89;228;79;139;223;69;1107;2;12;1109;0
