INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
97207;972;972070701;18.8;14640;22000;30240;0.71;0.278;68.3;62.0;2.8;3.5;32.8;4.7;8.3;2.2;4.7;1.4
97207;972;972070702;21.6;13850;20020;28210;0.72;0.268;75.5;69.3;3.2;3.0;23.9;2.5;10.8;2.8;5.6;2.4
97207;972;972070703;19.9;14820;22810;31470;0.73;0.308;76.5;70.1;2.4;4.0;24.1;6.0;8.6;2.3;4.8;1.5
97207;972;972070704;20.5;14550;22040;31820;0.78;0.3;81.6;74.3;3.2;4.1;18.6;4.1;9.4;2.2;5.9;1.3
97207;972;972070705;19.2;14880;22310;30860;0.72;0.288;79.4;71.1;3.4;4.9;23.2;4.0;7.4;1.8;4.9;0.7
97209;972;972090101;48.7;9130;13410;21640;0.93;0.379;67.0;55.2;3.8;8.0;15.6;8.4;21.9;3.4;12.9;5.6
97209;972;972090102;54.9;9110;12430;16940;0.63;0.286;45.9;38.4;5.4;2.1;19.3;2.9;39.0;5.7;22.9;10.4
97209;972;972090103;20.4;14270;20660;28260;0.68;0.277;84.3;74.9;4.4;5.0;15.9;3.6;10.6;3.2;5.7;1.7
97209;972;972090104;28.3;12500;18190;25720;0.73;0.299;68.8;62.2;4.1;2.5;25.3;2.9;15.5;2.7;9.4;3.4
97209;972;972090105;38.3;10440;14860;21580;0.75;0.298;55.6;48.8;4.2;2.6;28.9;3.7;21.8;4.0;13.5;4.3
97209;972;972090107;37.9;11010;15720;21540;0.67;0.277;59.3;52.9;5.1;1.3;24.4;2.9;22.8;4.7;13.2;4.9
97209;972;972090108;31.6;11580;16360;22680;0.68;0.279;60.8;54.5;3.9;2.4;26.0;2.4;21.3;3.3;13.7;4.3
97209;972;972090109;45.2;10520;13680;19280;0.64;0.249;55.4;50.1;4.6;0.7;25.7;1.5;24.9;3.5;18.2;3.2
97209;972;972090110;;10090;13920;20270;0.73;0.287;56.8;50.0;4.8;2.0;26.9;2.0;22.9;4.7;14.1;4.1
97209;972;972090111;20.4;14690;21720;29560;0.68;0.281;68.9;62.5;2.6;3.8;31.8;4.4;9.0;2.0;5.8;1.2
