INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_MAISON;P19_APPART;P19_RP_1P;P19_RP_2P;P19_RP_3P;P19_RP_4P;P19_RP_5PP;P19_RP_M30M2;P19_RP_3040M2;P19_RP_4060M2;P19_RP_6080M2;P19_RP_80100M2;P19_RP_100120M2;P19_RP_120M2P;P19_RP_ACHTOT;P19_RP_ACH19;P19_RP_ACH45;P19_RP_ACH70;P19_RP_ACH90;P19_RP_ACH05;P19_RPMAISON_ACHTOT;P19_RPMAISON_ACH19;P19_RPMAISON_ACH45;P19_RPMAISON_ACH70;P19_RPMAISON_ACH90;P19_RPMAISON_ACH05;P19_RPMAISON_ACH15;P19_RPAPPART_ACHTOT;P19_RPAPPART_ACH19;P19_RPAPPART_ACH45;P19_RPAPPART_ACH70;P19_RPAPPART_ACH90;P19_RPAPPART_ACH05;P19_RPAPPART_ACH15;P19_MEN;P19_MEN_ANEM0002;P19_MEN_ANEM0204;P19_MEN_ANEM0509;P19_MEN_ANEM10P;P19_RP_PROP;P19_RP_LOC;P19_RP_LOCHLMV;P19_RP_GRAT;P19_RP_CCCOLL;P19_RP_CCIND;P19_RP_CINDELEC;P19_RP_GARL;P19_RP_VOIT1P;P19_RP_VOIT1;P19_RP_VOIT2P;C19_RP_HSTU1P;C19_RP_HSTU1P_SUROCC;P19_NPER_RP_PROP;P19_NPER_RP_LOC;P19_NPER_RP_LOCHLMV;P19_NPER_RP_GRAT;P19_RP_SDB
25004;25;250040000;Z;5;496.0;448.0;9.0;39.0;377.0;117.0;1.0;16.0;64.0;110.0;257.0;2.0;3.0;21.0;70.0;117.0;102.0;133.0;436.0;53.0;15.0;46.0;167.0;88.0;337.0;32.0;7.0;20.0;149.0;70.0;59.0;97.0;20.0;8.0;26.0;18.0;18.0;7.0;448.0;49.0;75.0;68.0;256.0;356.0;83.0;0.0;9.0;45.0;196.0;99.0;414.0;430.0;157.0;273.0;450.0;0.0;859.0;181.0;0.0;19.0;438.0
25005;25;250050000;Z;5;53.0;42.0;5.0;6.0;49.0;4.0;0.0;0.0;5.0;9.0;28.0;0.0;0.0;3.0;2.0;10.0;17.0;10.0;42.0;15.0;2.0;1.0;10.0;6.0;38.0;13.0;2.0;1.0;10.0;6.0;6.0;4.0;2.0;0.0;0.0;0.0;0.0;2.0;42.0;3.0;3.0;2.0;34.0;34.0;7.0;0.0;1.0;0.0;19.0;5.0;39.0;40.0;17.0;23.0;40.0;0.0;72.0;16.0;0.0;2.0;40.0
25008;25;250080000;Z;5;205.865010934114;191.865010934114;0.0;14.0;184.866218812783;20.9987921213313;0.0;2.01637555577648;18.1665150233957;54.9765936258318;116.70552672911;0.0;0.0;3.02930273842966;18.0912134417619;76.0027676912126;48.9083344117139;45.8333926509958;188.863879350804;31.1084033365208;2.9916527737803;11.0196807822494;95.0599453928398;36.8013077421942;169.862770439659;30.0954761538676;1.988204400657;10.0162324091261;91.045974497999;25.8469208374436;10.869962140566;19.0011089111444;1.01292718265318;1.0034483731233;1.0034483731233;4.01397089484085;10.9543869047506;1.01292718265318;191.865010934114;11.9670521186039;19.9108286305145;18.75783572108;141.229294463915;163.954148877953;23.9530585515973;12.9238110886955;3.95780350456311;5.04567829420614;99.8065379037043;22.9772540913234;170.819441538628;179.719363551806;52.2480504033982;127.471313148407;194.838754824937;0.0;391.743898907477;61.4503012461458;38.5473804784709;13.8057998463775;188.901002073183
25011;25;250110000;Z;5;319.0;304.0;3.0;12.0;288.0;31.0;6.0;6.0;32.0;91.0;169.0;5.0;0.0;9.0;27.0;102.0;81.0;80.0;297.0;58.0;21.0;68.0;65.0;37.0;271.0;49.0;17.0;60.0;62.0;35.0;48.0;26.0;9.0;4.0;8.0;3.0;2.0;0.0;304.0;23.0;19.0;29.0;233.0;273.0;26.0;0.0;5.0;5.0;162.0;69.0;270.0;292.0;119.0;173.0;295.0;0.0;676.0;51.0;0.0;13.0;301.0
25013;25;250130000;Z;5;119.010548114657;107.627121879056;4.13942772203642;7.24399851356374;100.394752990153;18.6157951245033;1.0328223251851;5.16411162592551;19.6454063529222;22.7613153984393;59.0234661765843;0.0;1.03427379002127;10.3354846556303;15.5039486362651;24.8400497726657;28.9756750896474;26.9376899348266;105.561477228686;24.8211501098663;6.20129446788339;17.5855736812943;17.5884786536325;18.6504017373445;92.1158975460804;19.6512305847969;5.16847214269829;15.518477566088;17.5884786536325;15.5461166521787;18.643121946686;13.4455796826058;5.16991952506942;1.0328223251851;2.06709611520638;0.0;3.10428508516576;2.07145663197915;107.627121879056;9.30411787774643;15.5286664029377;26.9246043020432;55.8697332963291;83.8344315320659;20.6942233714352;0.0;3.09846697555531;3.10427895716425;66.2415821540647;21.7226810945118;97.2800091720059;103.495832578316;45.4950203052629;58.0008122730531;103.47837415267;0.0;209.260902761369;47.6406302630754;0.0;3.09846697555531;103.49438111348
25014;25;250140000;Z;5;418.16942632695;387.434132209303;11.2696078431373;19.4656862745098;376.200522594416;40.9360598119283;1.01836641532312;14.2763650500445;43.938811943583;99.3884409757451;228.812147824607;1.01836641532312;3.0695313361425;12.2203969838774;33.7360489075099;127.111195712595;99.4852766935483;110.793316160307;351.492537144307;49.0981376778916;18.4173018222525;43.9726611439134;108.52469394641;65.6333842298121;322.828971807746;42.9590750056066;17.3989354069294;39.8702858871658;102.361479408908;59.5039050872438;60.7352910118914;27.6307214159565;6.13906267228499;1.01836641532312;4.10237525674755;5.13037061689613;6.12947914256833;5.11106731213642;387.434132209303;26.665462304816;68.9109961160432;40.0348649908148;251.822808797629;334.180147359853;48.1332431773788;8.1854472087354;5.12074167207067;9.18453297342889;239.83496288427;50.1890734947648;354.65824304775;363.977740682939;132.868969566365;231.108771116574;384.393441539536;0.0;802.820724337254;105.876904496037;16.4094783728601;11.2984337148538;382.31821633671
25018;25;250180000;Z;5;302.0;272.0;7.0;23.0;268.0;31.0;0.0;14.0;30.0;64.0;164.0;0.0;6.0;12.0;27.0;78.0;68.0;81.0;265.0;73.0;15.0;20.0;62.0;40.0;237.0;64.0;13.0;19.0;62.0;38.0;41.0;26.0;8.0;2.0;1.0;0.0;2.0;13.0;272.0;26.0;37.0;42.0;167.0;225.0;45.0;11.0;2.0;18.0;127.0;37.0;242.0;256.0;113.0;143.0;275.0;0.0;546.0;75.0;16.0;3.0;262.0
25020;25;250200000;Z;5;474.0;430.0;2.0;42.0;333.0;138.0;16.0;25.0;51.0;134.0;204.0;12.0;19.0;31.0;104.0;126.0;82.0;56.0;429.0;33.0;52.0;128.0;161.0;41.0;315.0;30.0;46.0;95.0;124.0;16.0;4.0;112.0;3.0;6.0;33.0;37.0;25.0;8.0;430.0;42.0;49.0;50.0;289.0;327.0;90.0;26.0;13.0;14.0;266.0;94.0;365.0;379.0;200.0;179.0;405.0;10.0;704.0;154.0;49.0;20.0;418.0
25021;25;250210000;Z;5;831.919637913505;717.231232116402;34.205314009662;80.48309178744;697.725949709018;129.171063509357;19.267265659035;28.3925889436863;83.8529107085294;161.174043670359;424.544423134792;0.985043243341206;27.4078393587036;33.4015548744803;102.988946496781;226.286129136264;140.471174043083;185.690544963749;703.204167681088;123.88061210247;64.5952625087417;87.823073951376;208.524367092129;103.313618533685;596.173522954863;101.682338187734;44.4349875864657;72.6805000953338;196.413454223658;89.2324445944574;91.7297982672143;103.014058678439;22.198273914736;20.160274922276;14.1346419653666;12.1109128684715;13.0961306958867;21.3138243117018;717.231232116402;41.2882973942381;133.731334643251;117.990958856532;424.220641222381;533.740779458232;171.34872808399;47.2823661072214;12.1417245741807;48.5295140988787;363.436373911219;120.710447294923;625.328539048019;648.342243426579;319.826891970289;328.51535145629;683.654466622548;14.7398072830306;1256.21154287347;341.614828134273;106.092337381387;18.1739398365224;701.072862402873
25022;25;250220000;Z;5;648.445941290143;604.645509790682;2.62802588996764;41.172405609493;575.256415422391;71.207081573356;2.97366644159352;10.9034436191762;77.3153274814315;148.683322079676;364.769750168805;0.991222147197839;1.98244429439568;21.8068872383525;72.3592167454423;186.349763673194;136.788656313302;184.367319378798;555.08440243079;57.4908845374747;25.7717758271438;81.2802160702228;195.270762997974;113.990546927752;522.374071573261;51.5435516542876;20.8156650911546;77.3153274814315;189.323430114787;108.043214044564;75.3328831870358;30.727886563133;5.94733288318704;3.96488858879136;3.96488858879136;5.94733288318704;4.9561107359892;5.94733288318704;604.645509790682;45.5962187711006;93.1748818365969;82.2714382174207;383.602970965564;489.663740715733;110.02565833896;9.91222147197839;4.9561107359892;18.8332207967589;342.962862930452;124.893990546928;537.242403781229;567.970290344362;212.121539500338;355.848750844024;594.733288318704;9.91222147197839;1230.10668467252;227.981093855503;25.7717758271438;9.91222147197839;596.715732613099
