INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
50041;50;500410101;;20040;26500;34810;0.56;0.28;75.0;67.6;1.8;5.6;29.0;12.4;2.9;1.1;1.2;0.6
50041;50;500410102;;19390;24020;29440;0.42;0.207;81.3;74.7;2.2;4.4;23.9;7.3;3.3;1.9;1.0;0.4
50041;50;500410103;11.3;17270;22700;28480;0.49;0.228;67.6;60.5;2.0;5.1;32.9;8.8;5.5;2.4;2.0;1.1
50041;50;500410104;;16050;20860;26720;0.51;0.229;72.8;67.0;2.0;3.8;27.5;7.2;6.6;2.8;2.5;1.3
50041;50;500410105;;18370;22960;28690;0.45;0.211;81.4;76.7;2.2;2.5;21.0;8.5;4.3;2.3;1.3;0.7
50041;50;500410106;;20540;25650;31520;0.43;0.184;83.9;77.0;2.2;4.7;23.3;5.6;3.2;1.7;1.0;0.5
50129;50;501290101;15.5;15920;22280;30650;0.66;0.32;78.8;67.6;2.9;8.3;24.7;9.9;6.4;0.9;3.7;1.8
50129;50;501290102;23.6;13320;17670;23610;0.58;0.273;45.4;38.6;2.6;4.2;48.5;8.0;11.1;2.0;5.8;3.3
50129;50;501290103;12.3;17540;24010;33020;0.64;0.312;80.0;69.9;2.2;7.9;23.6;10.9;5.4;1.2;2.7;1.5
50129;50;501290201;;19550;26300;34710;0.58;0.283;83.1;71.9;2.2;9.0;24.8;9.2;3.7;1.2;1.5;1.0
50129;50;501290202;25.1;13150;19470;27550;0.74;0.304;70.6;61.6;3.2;5.8;26.5;7.1;11.2;2.6;5.9;2.7
50129;50;501290203;;17530;23950;30650;0.55;0.238;76.6;71.4;1.7;3.5;26.9;8.1;5.8;1.7;2.8;1.3
50129;50;501290302;19.6;13930;18960;25250;0.6;0.283;69.1;61.7;3.8;3.6;25.0;9.1;10.7;2.4;5.6;2.7
50129;50;501290401;12.7;16830;23000;30370;0.59;0.366;66.7;59.7;2.0;5.0;27.7;18.0;5.7;0.9;3.3;1.5
50129;50;501290402;18.2;14650;19560;25560;0.56;0.269;68.8;60.8;2.8;5.2;32.1;5.4;9.1;1.5;5.2;2.4
50129;50;501290403;28.0;12520;16890;21530;0.53;0.224;66.4;61.2;4.4;0.8;25.7;2.5;16.5;3.7;9.0;3.8
50129;50;501290501;49.2;10050;13210;16790;0.51;0.217;53.3;;;;16.9;1.4;35.4;5.9;20.2;9.3
50129;50;501290502;46.4;10250;13440;19910;0.72;0.279;60.0;51.2;5.1;3.7;19.3;3.1;27.2;3.3;16.9;7.0
50129;50;501290503;42.8;10950;14190;18020;0.5;0.206;50.7;;;;29.2;1.7;25.7;4.3;14.3;7.1
50129;50;501290504;27.8;12730;16270;21620;0.55;0.235;50.3;44.5;3.6;2.2;38.9;3.5;17.6;3.5;9.6;4.5
50129;50;501290601;10.4;17150;21360;27430;0.48;0.23;72.9;67.0;2.1;3.8;29.6;4.7;7.1;2.4;3.2;1.5
50129;50;501290602;;18030;22940;29090;0.48;0.217;68.5;63.5;2.3;2.7;35.0;6.2;5.5;1.7;2.7;1.1
50129;50;501290603;;16190;21050;27370;0.53;0.235;65.7;59.9;2.4;3.4;35.6;6.2;7.5;1.8;4.0;1.7
50129;50;501290604;;21200;25850;32540;0.44;0.212;71.0;65.6;1.6;3.8;38.2;7.0;2.4;1.3;0.7;0.4
50129;50;501290701;;19010;23500;29910;0.46;0.223;73.3;66.6;2.3;4.4;32.0;6.4;4.2;1.5;1.9;0.8
50129;50;501290702;12.5;16770;22120;27540;0.49;0.22;68.1;62.3;3.5;2.3;33.1;5.8;6.9;1.2;4.0;1.7
50129;50;501290801;;18180;23770;29370;0.47;0.203;66.0;61.3;2.8;1.9;39.1;4.0;5.9;2.1;2.5;1.3
50129;50;501290802;;19770;24560;30610;0.44;0.201;70.5;66.4;2.3;1.8;36.8;5.9;3.3;1.5;1.2;0.6
50129;50;501290901;12.9;16000;21090;26670;0.51;0.223;67.5;62.4;3.1;2.0;34.3;4.0;8.3;2.2;4.1;2.0
50129;50;501290902;14.2;15200;19250;24560;0.49;0.212;74.5;68.9;3.5;2.1;25.5;2.9;10.5;3.8;4.4;2.3
