INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
68063;68;680630101;;16940;22100;28440;0.52;0.247;75.3;68.0;3.4;3.9;28.6;6.8;5.2;1.8;2.3;1.1
68063;68;680630102;;18260;23780;33300;0.63;0.267;71.2;66.2;2.7;2.3;34.3;8.6;3.5;1.1;1.6;0.8
68063;68;680630103;15.4;15350;20080;25770;0.52;0.239;75.4;68.5;3.5;3.4;26.5;4.8;7.8;2.7;3.3;1.8
68063;68;680630104;11.0;16670;22150;28540;0.54;0.239;77.2;72.6;2.8;1.8;24.8;6.7;6.6;2.4;2.8;1.4
68063;68;680630105;;12300;15250;20750;0.55;0.229;50.0;;;;38.8;4.0;16.6;5.9;7.0;3.7
68066;68;680660101;18.5;14200;19050;24980;0.57;0.268;73.6;67.9;3.1;2.6;27.8;5.5;8.6;2.2;4.2;2.2
68066;68;680660102;19.3;14690;19320;25880;0.58;0.296;73.8;65.6;3.9;4.3;25.6;9.1;7.6;1.7;3.7;2.2
68066;68;680660103;15.0;16000;21140;29150;0.62;0.293;70.1;61.7;2.8;5.6;31.7;10.1;5.5;1.5;2.6;1.4
68066;68;680660104;14.4;16260;23420;33610;0.74;0.336;80.1;68.5;2.9;8.7;23.2;13.0;4.3;0.9;2.2;1.2
68066;68;680660105;22.1;13940;18990;25920;0.63;0.307;74.6;66.2;3.7;4.7;26.0;7.1;8.5;2.1;4.2;2.2
68066;68;680660201;;25580;35720;55240;0.83;0.358;80.6;63.3;0.9;16.4;27.9;22.4;1.1;0.5;0.4;0.2
68066;68;680660202;10.2;20340;29010;47370;0.93;0.407;75.9;58.3;1.3;16.3;28.8;22.4;2.4;0.9;0.9;0.6
68066;68;680660301;5.0;20730;26830;36130;0.57;0.26;82.2;74.4;2.2;5.6;26.4;10.2;2.1;0.8;0.9;0.4
68066;68;680660401;9.8;16790;21620;27550;0.5;0.236;69.2;64.4;2.7;2.1;34.8;6.1;5.0;1.4;2.5;1.1
68066;68;680660402;19.2;14260;19430;25680;0.59;0.283;73.5;65.7;3.7;4.1;26.4;7.4;7.9;2.5;3.5;1.9
68066;68;680660501;14.6;15570;19970;24620;0.45;0.207;71.0;66.2;3.4;1.4;31.4;4.5;6.3;1.8;2.9;1.6
68066;68;680660502;27.5;12790;17570;23560;0.61;0.256;74.1;66.9;4.9;2.3;20.8;6.1;12.1;4.2;5.0;2.9
68066;68;680660503;16.9;15130;20730;27140;0.58;0.246;70.8;64.4;3.7;2.7;28.1;6.2;8.7;2.8;4.0;1.9
68066;68;680660601;14.3;15640;20530;26950;0.55;0.257;71.4;64.8;2.7;3.9;32.7;6.1;5.8;1.5;3.0;1.3
68066;68;680660602;14.4;15170;20540;26450;0.55;0.246;78.9;70.3;3.5;5.1;24.1;5.7;6.9;2.5;2.8;1.6
68066;68;680660603;19.7;14260;19370;25590;0.58;0.273;74.7;67.6;3.6;3.5;25.6;7.2;7.8;2.0;3.9;1.9
68066;68;680660604;;17820;22840;29740;0.52;0.258;66.5;60.0;2.8;3.7;37.6;9.2;3.8;1.4;1.7;0.7
68066;68;680660701;;11500;16120;20880;0.58;0.249;60.3;;;;31.8;3.9;15.7;4.4;8.1;3.2
68066;68;680660702;26.5;12980;17600;23570;0.6;0.252;67.5;61.2;3.7;2.6;28.4;5.4;11.7;4.3;4.9;2.5
68066;68;680660801;57.3;10250;12570;15480;0.42;0.2;54.7;47.8;6.1;0.8;16.3;1.5;33.9;11.8;13.5;8.6
68066;68;680660802;29.2;12310;17210;24200;0.69;0.283;70.8;64.1;4.2;2.5;25.3;4.8;12.9;4.0;5.8;3.1
68066;68;680660803;29.7;12380;17230;23760;0.66;0.249;58.9;53.9;4.3;0.7;37.5;4.1;11.5;3.9;4.8;2.8
68066;68;680660804;45.4;10980;13520;17460;0.48;0.212;56.3;49.2;6.3;0.8;26.1;2.2;23.3;7.2;10.0;6.1
68066;68;680660805;42.5;11070;13980;18620;0.54;0.232;60.5;53.0;6.1;1.4;24.4;2.7;21.3;8.5;7.7;5.1
68066;68;680660901;12.7;16710;22250;30230;0.61;0.282;77.1;69.6;2.7;4.8;27.7;8.0;5.2;1.7;2.4;1.1
68066;68;680660902;13.0;15800;21720;28030;0.56;0.299;66.2;55.8;2.6;7.8;36.2;9.5;5.3;1.5;2.6;1.2
68112;68;681120101;20.8;13910;19150;24530;0.55;0.244;66.4;61.0;4.5;0.9;32.5;5.3;8.4;2.7;3.8;1.9
68112;68;681120102;20.8;14000;18510;24200;0.55;0.244;68.5;61.8;4.3;2.4;29.8;5.4;9.2;2.5;4.4;2.3
68112;68;681120103;15.5;15320;20650;26610;0.55;0.257;68.9;62.7;3.2;3.0;31.5;7.8;7.0;2.0;3.4;1.6
68112;68;681120104;10.7;18650;25080;35830;0.69;0.326;70.7;61.6;2.5;6.6;31.3;15.3;3.4;1.4;1.3;0.7
68112;68;681120105;17.8;14570;19040;23920;0.49;0.227;69.6;61.3;4.3;4.0;29.9;5.5;8.2;2.6;3.6;2.0
68154;68;681540101;;13450;17560;23970;0.6;0.275;67.7;62.4;3.5;1.8;30.4;6.1;9.6;4.0;3.6;2.0
68154;68;681540102;22.1;13810;18880;24650;0.57;0.245;66.6;59.6;5.4;1.6;31.2;4.9;10.6;4.0;4.3;2.3
68154;68;681540103;20.4;13980;18470;24410;0.56;0.238;71.3;65.0;4.5;1.8;26.8;4.8;9.9;4.1;3.6;2.2
68154;68;681540104;32.4;11690;15670;21670;0.64;0.252;69.9;61.5;5.4;3.0;23.5;3.6;14.6;6.7;4.7;3.2
68154;68;681540105;13.7;16110;21440;28170;0.56;0.262;68.9;63.5;4.0;1.4;33.1;7.2;5.9;2.1;2.4;1.4
68154;68;681540106;;18230;23680;32160;0.59;0.267;71.2;65.2;3.2;2.8;34.4;8.1;3.8;1.9;1.3;0.6
68154;68;681540107;11.7;17720;22680;29660;0.53;0.255;74.4;67.8;3.4;3.2;32.2;5.3;4.5;1.9;1.8;0.8
68166;68;681660102;12.8;16790;21290;28640;0.56;0.247;69.8;63.3;4.4;2.1;32.6;7.4;5.8;2.4;2.3;1.1
68166;68;681660103;;17610;23670;30580;0.55;0.239;73.6;68.1;3.0;2.5;32.3;6.4;4.4;2.0;1.5;0.9
68166;68;681660104;15.1;15280;21740;28750;0.62;0.268;72.3;66.1;3.9;2.3;31.2;6.6;5.9;2.6;2.1;1.2
68166;68;681660105;10.9;17060;22480;29320;0.55;0.254;75.0;70.4;3.6;1.0;30.8;4.9;4.8;2.1;1.7;1.0
68166;68;681660106;9.2;17800;22220;28270;0.47;0.232;68.4;63.3;3.4;1.7;35.3;6.9;4.9;2.0;1.9;1.0
68224;68;682240101;25.9;12830;18780;27740;0.79;0.351;80.3;71.1;4.0;5.2;20.9;7.8;9.2;1.7;4.5;3.0
68224;68;682240102;19.2;14660;23310;34230;0.84;0.365;76.4;66.6;3.1;6.7;29.4;10.4;5.4;1.3;2.5;1.6
68224;68;682240201;34.8;11720;15430;21910;0.66;0.286;70.8;63.3;4.8;2.7;20.8;5.3;16.6;5.0;6.8;4.8
68224;68;682240202;40.2;11160;14420;19760;0.6;0.318;69.7;62.4;5.1;2.2;19.1;5.9;19.4;4.7;9.0;5.7
68224;68;682240301;39.2;10890;14750;21380;0.71;0.336;63.8;56.3;5.6;1.9;27.2;6.6;16.0;3.1;8.1;4.8
68224;68;682240302;46.3;10050;13610;19110;0.67;0.324;64.7;56.1;6.5;2.1;20.6;5.4;21.1;5.6;9.7;5.8
68224;68;682240401;33.2;11790;16030;22180;0.65;0.285;63.0;57.2;4.5;1.3;29.8;6.1;13.8;3.7;6.3;3.8
68224;68;682240402;32.9;11890;16160;22000;0.63;0.293;69.4;62.2;5.0;2.2;26.2;4.3;14.3;3.6;6.7;4.0
68224;68;682240403;32.7;11640;16430;25860;0.87;0.341;68.5;58.8;4.0;5.7;27.2;7.8;12.3;3.5;5.3;3.5
68224;68;682240501;47.3;9950;13520;17900;0.59;0.267;58.9;51.0;7.1;0.8;22.2;3.1;24.3;4.6;12.8;6.9
68224;68;682240502;23.0;13380;17640;23060;0.55;0.242;77.2;70.1;5.6;1.5;19.7;4.0;11.8;4.5;4.4;2.9
68224;68;682240601;31.0;12320;16960;23700;0.67;0.279;71.6;63.8;5.5;2.3;24.5;4.1;13.1;3.8;5.7;3.6
68224;68;682240602;22.6;13710;21110;31260;0.83;0.353;78.5;69.0;4.1;5.4;26.2;8.8;6.2;1.5;2.8;1.9
68224;68;682240603;29.6;12390;17750;27480;0.85;0.344;76.3;67.5;4.0;4.8;22.3;7.1;11.0;2.7;5.1;3.2
68224;68;682240701;10.0;20000;30590;50220;0.99;0.42;85.7;71.3;1.8;12.6;23.8;16.9;2.5;0.7;1.1;0.7
68224;68;682240703;;24510;38030;62820;1.01;0.422;85.1;62.3;1.7;21.1;24.8;26.0;1.0;0.4;0.4;0.2
68224;68;682240704;17.8;15450;24000;40710;1.05;0.445;82.6;70.7;2.9;9.0;19.4;18.3;4.3;1.2;1.9;1.2
68224;68;682240801;10.6;17070;22550;29870;0.57;0.252;69.3;63.1;3.0;3.2;34.6;7.5;4.8;1.9;1.9;1.0
68224;68;682240802;25.4;13110;16970;22570;0.56;0.244;65.2;59.5;4.3;1.4;31.1;4.9;10.5;4.1;4.0;2.4
68224;68;682240901;44.2;11090;13840;17580;0.47;0.235;56.3;47.2;6.5;2.6;26.6;2.5;23.2;7.1;9.7;6.4
68224;68;682240902;57.1;9950;12550;15920;0.48;0.22;53.9;44.2;8.2;1.5;18.9;2.0;32.2;11.6;12.9;7.7
68224;68;682240903;55.2;9690;12520;16420;0.54;0.238;52.6;45.5;6.0;1.1;21.6;2.7;31.3;11.2;12.7;7.4
68224;68;682240904;;10290;12530;15820;0.44;0.21;50.5;;;;19.4;1.6;35.5;13.0;13.7;8.8
68224;68;682241001;12.2;17310;24530;33970;0.68;0.321;72.3;62.9;2.7;6.7;31.5;12.0;3.8;1.4;1.5;0.9
68224;68;682241002;22.8;13760;20890;27720;0.67;0.28;75.8;67.5;4.0;4.3;25.0;7.0;8.2;2.7;3.4;2.1
68224;68;682241101;36.6;11550;15550;21680;0.65;0.28;70.1;62.8;4.9;2.4;22.4;4.2;16.1;5.1;6.4;4.6
68224;68;682241102;30.7;12350;16770;24300;0.71;0.355;55.9;49.2;3.9;2.8;31.6;16.7;11.0;3.3;4.7;3.0
68224;68;682241201;32.6;11810;15880;20470;0.54;0.248;64.4;57.8;5.1;1.5;26.4;4.0;15.7;5.8;6.5;3.4
68224;68;682241203;54.9;9420;12450;16780;0.59;0.298;60.2;52.2;6.7;1.3;19.7;4.0;24.6;7.0;10.7;6.9
68224;68;682241301;46.3;10150;13580;18250;0.6;0.267;58.3;50.6;5.8;1.9;23.3;4.0;23.5;6.0;10.6;6.9
68224;68;682241302;45.4;10210;13660;18530;0.61;0.26;59.6;51.6;6.5;1.5;22.6;4.2;22.5;5.8;10.6;6.1
68224;68;682241401;38.6;11230;14580;19210;0.55;0.232;69.6;62.1;6.3;1.2;17.1;2.5;20.9;7.5;7.8;5.6
68224;68;682241402;43.8;10730;13820;17050;0.46;0.211;53.9;;;;25.0;1.5;26.7;5.5;13.9;7.3
68224;68;682241403;51.0;9950;13090;17170;0.55;0.263;66.4;57.7;7.1;1.6;13.9;3.2;25.6;7.5;10.6;7.5
68224;68;682241501;35.2;11730;15440;21120;0.61;0.252;66.0;58.8;5.7;1.5;23.5;3.5;18.2;6.9;6.9;4.4
68224;68;682241601;38.1;11180;14710;19760;0.58;0.249;60.4;53.2;5.2;2.0;29.2;4.0;17.3;5.9;6.5;4.9
68224;68;682241602;28.4;12560;16590;22850;0.62;0.269;65.7;58.7;4.8;2.2;30.5;4.6;11.5;4.4;4.3;2.8
68224;68;682241701;23.2;13440;17710;23300;0.56;0.237;73.1;65.2;5.0;2.9;24.6;3.5;11.1;4.7;4.0;2.4
68224;68;682241702;41.1;11380;14430;19030;0.53;0.232;60.1;53.2;5.5;1.4;25.7;3.6;19.9;6.2;8.8;4.9
68224;68;682241703;19.6;14720;19710;25330;0.54;0.263;65.2;57.0;4.1;4.1;35.2;6.8;7.2;2.5;3.1;1.6
68224;68;682241801;34.9;11630;15410;20200;0.56;0.238;65.7;58.2;5.7;1.8;24.0;3.9;16.7;6.8;6.0;3.9
68224;68;682241802;35.0;11940;14740;18530;0.45;0.206;57.3;49.9;6.8;0.6;31.1;3.0;17.4;5.4;6.9;5.1
68271;68;682710101;;22890;31910;46450;0.74;0.325;78.8;66.5;2.2;10.1;32.3;12.8;1.6;0.5;0.7;0.4
68271;68;682710102;;19630;27610;38360;0.68;0.315;68.7;59.8;1.5;7.4;38.1;12.0;2.9;1.0;1.2;0.7
68271;68;682710103;11.5;17790;24570;34530;0.68;0.325;77.7;68.1;3.2;6.4;29.6;9.2;4.0;1.3;1.7;1.0
68271;68;682710104;12.4;16240;21560;27760;0.53;0.259;75.5;69.4;3.8;2.3;27.9;7.6;5.4;1.9;2.2;1.3
68271;68;682710105;;15510;21450;29200;0.64;0.306;64.6;57.6;3.9;3.1;35.6;9.7;7.2;2.3;2.9;2.0
68278;68;682780101;;22830;30360;43610;0.68;0.325;81.6;74.2;2.0;5.4;29.5;11.1;1.5;0.6;0.6;0.3
68278;68;682780102;8.1;18970;25400;33520;0.57;0.263;83.7;78.8;3.1;1.8;24.7;5.2;4.1;2.1;1.2;0.8
68278;68;682780103;;20320;26790;37610;0.65;0.285;79.8;73.4;2.7;3.7;29.9;7.1;2.6;0.8;1.2;0.6
68278;68;682780104;;19160;24290;32000;0.53;0.243;81.0;75.4;4.2;1.4;28.7;5.4;3.2;1.1;1.4;0.7
68278;68;682780106;23.6;13370;17900;24140;0.6;0.283;71.8;65.3;4.8;1.7;26.0;4.2;11.1;4.7;3.7;2.7
68297;68;682970101;20.9;14100;21290;32450;0.86;0.355;80.7;75.0;4.3;1.4;24.9;6.5;6.1;1.9;2.6;1.6
68297;68;682970102;;23540;32030;44210;0.65;0.32;79.9;76.7;2.8;0.4;35.9;5.5;1.3;0.5;0.6;0.2
68297;68;682970103;;21680;29270;41300;0.67;0.306;83.9;78.0;3.5;2.4;28.3;7.6;1.8;0.8;0.7;0.3
68297;68;682970104;16.5;15690;23620;38320;0.96;0.375;96.2;89.7;4.5;2.0;15.8;5.2;4.1;1.1;1.8;1.2
68297;68;682970105;31.4;11770;17270;27140;0.89;0.378;81.8;76.7;4.8;0.3;22.0;4.8;8.8;2.8;3.7;2.3
68297;68;682970106;14.8;15900;22720;35090;0.84;0.345;82.0;75.8;3.8;2.4;27.2;7.6;4.1;1.7;1.5;0.9
68297;68;682970107;24.3;13410;19290;29250;0.82;0.376;80.5;74.9;5.3;0.3;23.8;7.1;7.3;1.7;3.5;2.1
68297;68;682970108;;12580;18690;27200;0.78;0.34;77.6;70.2;4.8;2.6;23.7;6.2;9.5;2.9;4.1;2.5
68375;68;683750101;;19150;24170;30320;0.46;0.202;73.8;68.8;3.1;1.9;32.3;5.5;3.0;1.6;1.0;0.4
68375;68;683750102;8.0;18520;23420;29550;0.47;0.216;78.4;73.9;2.6;1.9;28.0;5.7;3.4;1.8;1.2;0.4
68375;68;683750104;13.1;16590;22060;27360;0.49;0.24;76.6;70.1;3.7;2.8;25.9;5.6;6.4;2.7;2.4;1.3
68375;68;683750105;;18410;23460;29130;0.46;0.216;71.0;64.9;3.1;3.0;35.2;5.2;3.2;1.6;1.2;0.4
68376;68;683760101;15.3;15140;20410;26820;0.57;0.246;73.4;67.7;4.4;1.3;28.4;4.2;7.7;3.1;2.8;1.8
68376;68;683760102;15.3;15310;20960;27070;0.56;0.244;73.1;66.6;3.7;2.8;29.0;5.5;7.0;2.7;2.9;1.4
68376;68;683760103;12.9;16990;22210;28930;0.54;0.263;70.3;63.2;3.7;3.4;31.9;8.8;5.1;1.8;2.2;1.1
68376;68;683760104;;12990;16580;21760;0.53;0.231;67.7;61.8;4.5;1.4;27.3;3.0;13.3;6.1;4.4;2.8
