INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
33003;33;330030101;14.8;15450;20540;25890;0.51;0.229;80.2;72.3;4.1;3.8;17.6;7.1;9.1;3.4;4.0;1.7
33003;33;330030102;17.0;14910;19540;25190;0.53;0.242;74.4;65.9;3.8;4.7;23.8;6.3;9.6;3.2;4.3;2.1
33003;33;330030103;14.9;15930;20960;26270;0.49;0.227;74.4;66.9;3.7;3.8;26.5;5.0;8.0;3.1;3.2;1.7
33003;33;330030104;14.6;16340;21280;26880;0.5;0.232;72.9;65.8;3.2;3.9;27.0;6.6;7.7;3.1;3.1;1.5
33005;33;330050101;7.9;18910;25860;34950;0.62;0.303;51.6;41.2;2.5;7.9;49.1;17.6;2.2;0.6;1.2;0.4
33005;33;330050102;;18600;25020;33250;0.59;0.275;49.4;41.3;2.7;5.4;52.5;14.1;3.0;0.6;1.7;0.7
33005;33;330050103;7.2;19070;25050;33210;0.56;0.246;65.0;54.1;3.0;7.9;40.9;10.0;3.1;1.2;1.3;0.6
33005;33;330050104;;21010;27200;35280;0.52;0.256;54.0;46.2;2.9;4.9;51.0;12.2;2.2;0.7;1.1;0.4
33009;33;330090101;;20110;29980;42180;0.74;0.371;54.6;33.2;2.5;18.9;49.2;21.7;1.8;0.4;1.0;0.4
33009;33;330090102;;21500;31120;47130;0.82;0.372;38.6;27.1;1.7;9.8;55.4;33.4;1.1;0.2;0.7;0.2
33009;33;330090103;9.9;17960;24330;33240;0.63;0.313;32.4;27.0;1.9;3.5;65.5;20.2;2.7;0.4;1.6;0.7
33009;33;330090104;;17590;25600;36450;0.74;0.342;34.4;28.4;1.8;4.2;60.4;23.4;3.1;0.6;1.7;0.8
33009;33;330090105;17.3;15260;21790;30950;0.72;0.307;48.2;39.9;3.3;5.0;49.8;15.5;5.0;0.9;2.8;1.3
33039;33;330390101;6.9;19400;25860;32940;0.52;0.254;84.4;72.8;3.2;8.4;23.1;8.2;3.8;1.1;2.0;0.7
33039;33;330390102;;19600;25730;32770;0.51;0.238;83.3;72.6;2.9;7.8;24.3;7.7;3.5;1.3;1.5;0.7
33039;33;330390103;;19570;24590;31150;0.47;0.287;77.0;68.8;3.2;5.0;20.7;17.5;3.4;1.1;1.6;0.7
33039;33;330390104;14.3;16260;22030;27930;0.53;0.238;85.4;77.4;4.0;4.0;18.1;6.7;6.6;1.9;3.1;1.6
33039;33;330390105;16.5;15140;20190;25980;0.54;0.238;82.1;75.3;4.0;2.8;19.7;4.3;8.9;2.4;4.2;2.3
33039;33;330390106;22.7;13660;17970;23230;0.53;0.251;78.3;68.4;5.5;4.4;20.3;3.0;11.9;3.0;5.3;3.6
33039;33;330390107;10.9;17470;23310;29220;0.5;0.241;80.1;72.7;3.0;4.4;24.3;6.3;5.8;1.9;2.6;1.3
33039;33;330390108;17.0;15070;21000;27410;0.59;0.257;70.6;63.4;2.9;4.3;29.7;6.7;8.4;2.1;4.2;2.1
33039;33;330390109;26.4;12770;17400;23020;0.59;0.247;73.8;66.8;4.4;2.6;20.3;4.0;14.5;3.3;7.8;3.4
33051;33;330510101;9.3;17650;22130;27300;0.44;0.205;72.3;64.9;3.3;4.1;32.1;4.9;5.2;2.1;2.3;0.8
33051;33;330510102;6.5;19000;23550;28820;0.42;0.197;69.6;63.6;2.5;3.5;35.7;5.9;4.1;1.7;1.7;0.7
33051;33;330510103;8.9;17710;22600;28310;0.47;0.214;78.6;70.8;3.7;4.1;26.5;5.2;4.6;2.0;2.0;0.6
33056;33;330560101;10.6;19440;25270;32310;0.51;0.253;81.4;73.7;2.8;4.9;23.2;9.4;4.6;1.9;2.1;0.6
33056;33;330560102;;19020;24860;31950;0.52;0.24;74.1;67.8;2.5;3.8;32.4;8.2;3.6;1.4;1.5;0.7
33056;33;330560103;17.2;14810;19920;26360;0.58;0.243;70.4;64.9;3.4;2.1;28.8;5.4;9.9;2.5;4.9;2.5
33056;33;330560104;9.7;17600;22800;29160;0.51;0.238;73.2;65.9;3.4;3.9;30.0;7.1;6.1;1.6;3.1;1.4
33056;33;330560105;;21290;26890;33760;0.46;0.247;72.5;65.1;2.5;4.9;32.3;11.4;2.8;1.5;0.9;0.4
33063;33;330630101;22.1;13570;18750;25040;0.61;0.263;88.8;80.8;5.0;3.0;10.7;3.4;13.3;3.9;5.5;3.9
33063;33;330630103;38.5;11190;14600;19560;0.57;0.246;75.2;66.2;6.1;2.9;11.4;2.6;21.8;6.9;9.9;5.0
33063;33;330630201;25.8;13000;19150;25220;0.64;0.264;83.8;74.1;4.9;4.8;15.8;3.6;11.7;3.4;5.5;2.8
33063;33;330630202;18.5;14850;20920;28510;0.65;0.274;88.2;77.9;5.0;5.3;14.4;4.8;9.0;2.2;4.4;2.4
33063;33;330630203;24.2;13360;18090;23770;0.58;0.257;68.1;60.4;4.2;3.5;25.6;6.0;13.0;2.9;7.4;2.7
