IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;C17_MEN;C17_MENPSEUL;C17_MENSFAM;C17_MENFAM;C17_FAM;C17_COUPAENF;C17_FAMMONO;C17_COUPSENF;C17_NE24F0;C17_NE24F1;C17_NE24F2;C17_NE24F3;C17_NE24F4P
2B3020000;94;2B;2B000;2B302;ZZZZZZ;2B30200;Z;5;45;15;1;29;29;10;6;13;20;7;1;1;0
2B3030000;94;2B;2B000;2B303;ZZZZZZ;2B30300;Z;5;324;109;7;208;215;79;42;95;125;48;36;6;0
2B3040000;94;2B;2B000;2B304;ZZZZZZ;2B30400;Z;5;58;14;2;42;42;17;11;14;22;11;6;3;0
2B3050000;94;2B;2B501;2B305;ZZZZZZ;2B30500;Z;5;1345;464;18;863;876;325;185;366;472;249;134;19;1
2B3060000;94;2B;2B000;2B306;ZZZZZZ;2B30600;Z;5;54;22;0;32;32;13;6;13;21;6;6;0;0
2B3070000;94;2B;2B202;2B307;ZZZZZZ;2B30700;Z;5;630;184;20;426;430;169;74;186;219;115;70;16;10
2B3090000;94;2B;2B501;2B309;ZZZZZZ;2B30900;Z;5;744;199;35;511;524;205;81;238;295;121;86;20;3
2B3110000;94;2B;2B000;2B311;ZZZZZZ;2B31100;Z;5;332;94;7;231;235;81;47;107;129;57;39;11;0
2B3130000;94;2B;2B000;2B313;ZZZZZZ;2B31300;Z;5;933;363;12;558;566;205;126;235;288;142;105;25;6
2B3140000;94;2B;2B000;2B314;ZZZZZZ;2B31400;Z;5;170;59;6;105;110;37;10;63;76;20;14;1;0
2B3150000;94;2B;2B000;2B315;ZZZZZZ;2B31500;Z;5;125;43;9;73;74;30;13;31;42;18;10;3;1
2B3160000;94;2B;2B000;2B316;ZZZZZZ;2B31600;Z;5;475;167;12;296;303;108;61;133;167;67;60;5;3
2B3170000;94;2B;2B000;2B317;ZZZZZZ;2B31700;Z;5;34;23;1;10;10;3;1;6;6;1;1;1;1
2B3180000;94;2B;2B202;2B318;ZZZZZZ;2B31800;Z;5;242;62;10;170;175;79;25;71;100;42;25;7;1
2B3190000;94;2B;2B202;2B319;ZZZZZZ;2B31900;Z;5;328;99;11;218;223;103;37;83;108;51;51;12;2
2B3200000;94;2B;2B000;2B320;ZZZZZZ;2B32000;Z;5;153;58;7;88;90;36;16;39;57;19;11;1;2
2B3210000;94;2B;2B000;2B321;ZZZZZZ;2B32100;Z;5;10;6;0;4;4;1;2;1;3;1;0;0;0
2B3270000;94;2B;2B000;2B327;ZZZZZZ;2B32700;Z;5;114;43;2;69;69;10;13;45;52;6;11;0;0
2B3280000;94;2B;2B000;2B328;ZZZZZZ;2B32800;Z;5;53;26;3;24;25;8;4;13;17;5;3;0;0
2B3290000;94;2B;2B000;2B329;ZZZZZZ;2B32900;Z;5;54;22;0;32;33;10;11;12;16;12;3;1;1
2B3320000;94;2B;2B000;2B332;ZZZZZZ;2B33200;Z;5;109;39;5;64;64;32;13;20;34;18;12;1;0
2B3330000;94;2B;2B000;2B333;ZZZZZZ;2B33300;Z;5;72;32;2;39;39;15;6;18;21;11;7;0;0
2B3340000;94;2B;2B000;2B334;ZZZZZZ;2B33400;Z;5;57;24;1;32;32;8;2;22;27;3;1;1;0
2B3350000;94;2B;2B000;2B335;ZZZZZZ;2B33500;Z;5;155;51;5;99;101;42;16;43;59;18;21;3;0
2B3370000;94;2B;2B000;2B337;ZZZZZZ;2B33700;Z;5;70;26;3;40;40;13;5;22;28;9;3;0;0
2B3380000;94;2B;2B000;2B338;ZZZZZZ;2B33800;Z;5;22;7;3;12;12;3;3;6;12;0;0;0;0
2B3390000;94;2B;2B000;2B339;ZZZZZZ;2B33900;Z;5;18;11;0;7;7;0;1;6;6;0;1;0;0
2B3400000;94;2B;2B000;2B340;ZZZZZZ;2B34000;Z;5;53;20;3;30;32;15;8;9;11;16;4;1;0
2B3410000;94;2B;2B000;2B341;ZZZZZZ;2B34100;Z;5;373;169;15;189;191;66;32;93;118;39;32;3;0
2B3420000;94;2B;2B000;2B342;ZZZZZZ;2B34200;Z;5;986;270;25;691;697;310;133;254;302;208;130;42;15
2B3430000;94;2B;2B301;2B343;ZZZZZZ;2B34300;Z;5;793;250;32;511;518;224;96;198;270;132;85;25;7
2B3440000;94;2B;2B000;2B344;ZZZZZZ;2B34400;Z;5;23;11;1;11;11;3;1;7;8;3;0;0;0
2B3460000;94;2B;2B301;2B346;ZZZZZZ;2B34600;Z;5;1233;376;40;817;830;359;164;307;390;233;159;40;8
2B3470000;94;2B;2B000;2B347;ZZZZZZ;2B34700;Z;5;140;60;8;72;73;21;7;45;53;12;8;0;0
2B3500000;94;2B;2B000;2B350;ZZZZZZ;2B35000;Z;5;86;37;3;46;46;14;11;20;30;11;5;0;0
2B3520000;94;2B;2B000;2B352;ZZZZZZ;2B35200;Z;5;101;32;4;65;66;19;14;32;41;8;15;1;0
2B3530000;94;2B;2B501;2B353;ZZZZZZ;2B35300;Z;5;1645;649;39;957;968;367;158;444;545;233;169;19;3
2B3540000;94;2B;2B000;2B354;ZZZZZZ;2B35400;Z;5;176;81;2;93;96;32;22;42;57;28;5;5;1
2B3550000;94;2B;2B000;2B355;ZZZZZZ;2B35500;Z;5;160;43;1;116;118;59;18;41;59;36;20;3;1
2B3560000;94;2B;2B000;2B356;ZZZZZZ;2B35600;Z;5;74;31;4;39;40;9;9;22;32;5;2;1;0
2B3610000;94;2B;2B000;2B361;ZZZZZZ;2B36100;Z;5;131;50;6;75;76;33;19;25;33;19;18;7;0
2B3640000;94;2B;2B000;2B364;ZZZZZZ;2B36400;Z;5;18;9;2;7;7;1;0;6;6;0;1;0;0
2B3650000;94;2B;2B000;2B365;ZZZZZZ;2B36500;Z;5;68;35;1;32;33;5;16;13;24;7;2;0;0
2B3660000;94;2B;2B000;2B366;ZZZZZZ;2B36600;Z;5;51;14;3;34;35;4;10;21;31;3;0;1;0
