INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
04070;04;40700101;15.0;15430;21060;26770;0.54;0.244;68.6;61.6;2.6;4.4;31.8;7.1;7.7;2.3;3.7;1.7
04070;04;40700102;28.4;12370;17290;24390;0.7;0.282;55.1;46.3;3.4;5.4;36.9;7.9;13.7;3.1;7.2;3.4
04070;04;40700103;14.0;17110;22670;29730;0.56;0.283;64.2;51.1;1.8;11.3;38.0;11.2;5.3;1.9;2.3;1.1
04070;04;40700104;16.6;15140;19880;26100;0.55;0.222;55.7;50.3;2.5;2.9;43.1;6.8;7.8;1.9;4.0;1.9
04070;04;40700105;15.4;15550;21280;27700;0.57;0.235;58.2;51.7;2.7;3.8;41.9;8.3;6.7;2.5;2.7;1.5
04070;04;40700106;;18600;24320;30210;0.48;0.235;62.1;54.3;1.9;5.9;42.1;10.0;3.7;1.3;1.6;0.8
04070;04;40700107;39.9;10970;14780;20100;0.62;0.265;49.9;42.6;4.6;2.7;33.0;7.1;20.7;2.5;12.1;6.1
04070;04;40700108;17.6;14880;20000;27140;0.61;0.273;50.4;43.4;2.7;4.3;45.4;11.4;8.7;1.6;4.7;2.4
04112;04;41120101;41.3;10860;14290;19810;0.63;0.279;59.4;50.2;6.4;2.8;25.9;6.5;18.7;2.1;11.2;5.4
04112;04;41120102;24.6;13200;17920;23880;0.6;0.263;51.6;46.8;3.3;1.5;43.2;8.6;10.0;3.0;4.3;2.7
04112;04;41120103;27.7;12720;17660;24670;0.68;0.285;49.7;42.4;4.0;3.3;41.2;12.3;10.2;2.9;4.6;2.7
04112;04;41120104;11.5;16180;22250;29040;0.58;0.261;60.4;53.0;2.5;4.9;39.1;12.3;5.7;2.3;2.2;1.2
04112;04;41120105;;17250;23220;31340;0.61;0.656;30.1;26.2;1.2;2.7;16.8;79.3;2.2;0.8;0.9;0.5
04112;04;41120106;15.1;15770;21860;28750;0.59;0.264;60.0;54.2;3.0;2.8;32.0;16.7;5.8;1.8;2.5;1.5
04112;04;41120107;42.1;11330;14420;21150;0.68;0.277;53.0;47.0;4.5;1.5;32.9;7.9;17.6;5.7;7.5;4.4
04112;04;41120108;9.3;17910;24440;32110;0.58;0.269;62.8;55.5;2.3;5.0;33.5;17.0;3.8;1.6;1.4;0.8
04112;04;41120109;13.9;16690;23460;33330;0.71;0.285;68.4;60.5;2.5;5.4;28.9;16.2;4.6;1.6;2.1;0.9
