IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
070010000;07;07114;07001;ZZZZZZ;0700100;Z;382;63;43;64;115;76;22;79;241;62;324;0;10;35;40;44;70;86;40;374;8;10;382;0
070020000;07;07000;07002;ZZZZZZ;0700200;Z;554;120;54;111;120;119;30;148;312;94;440;10;15;60;65;65;25;155;45;538;16;27;552;2
070030000;07;07000;07003;ZZZZZZ;0700300;Z;169;30;16;31;39;41;13;31;99;39;127;0;5;5;26;32;21;37;0;165;4;4;169;0
070040000;07;07000;07004;ZZZZZZ;0700400;Z;77;6;6;10;22;28;7;9;48;21;71;0;0;5;14;14;5;29;5;75;2;7;77;0
070050000;07;07000;07005;ZZZZZZ;0700500;Z;1444;270;172;239;346;246;170;361;772;311;1169;45;35;71;187;187;126;335;182;1379;65;94;1425;19
070060000;07;07000;07006;ZZZZZZ;0700600;Z;159;18;21;23;46;25;26;28;90;41;130;5;10;10;20;10;10;50;15;157;2;3;159;0
070070000;07;07000;07007;ZZZZZZ;0700700;Z;1004;217;102;186;195;169;135;270;481;253;798;15;31;41;139;88;108;252;123;993;11;20;944;60
070080000;07;07301;07008;ZZZZZZ;0700800;Z;1479;298;211;290;390;218;73;413;879;187;1234;5;36;102;222;238;147;319;165;1465;14;46;1479;0
070090000;07;00273;07009;ZZZZZZ;0700900;Z;1185;224;217;234;246;168;96;282;701;202;988;25;35;30;86;222;217;243;130;1163;22;48;1185;0
070100101;07;07401;07010;070011;0701001;H;2415;239;542;355;413;428;439;356;1349;710;2176;2;50;81;184;350;408;769;333;2224;191;308;2415;0
070100102;07;07401;07010;070011;0701001;H;3426;632;578;635;742;565;275;797;2034;596;2794;3;107;172;417;470;463;742;419;3194;232;277;3410;16
070100103;07;07401;07010;070011;0701001;H;2954;383;422;409;574;760;407;608;1426;920;2567;0;75;152;252;316;305;985;482;2805;149;222;2840;114
070100201;07;07401;07010;070021;0701002;H;3453;654;547;600;663;491;498;827;1819;806;2808;13;76;173;311;423;464;609;739;3221;231;367;3075;378
070100202;07;07401;07010;070021;0701002;H;1440;325;238;243;285;277;73;406;816;218;1111;0;26;29;78;205;192;303;279;1266;174;241;1440;0
070100203;07;07401;07010;070021;0701002;H;1768;238;235;250;318;346;380;334;840;594;1534;0;22;51;112;142;215;640;352;1585;183;217;1661;107
070100204;07;07401;07010;070021;0701002;H;889;222;143;171;98;164;90;295;402;192;667;0;21;9;55;67;92;214;209;653;236;238;889;0
070110000;07;07000;07011;ZZZZZZ;0701100;Z;947;125;93;142;205;251;131;173;490;284;816;10;40;35;89;134;89;310;109;920;27;35;884;63
070120000;07;07000;07012;ZZZZZZ;0701200;Z;376;52;51;53;93;75;52;72;203;101;310;10;5;10;5;50;90;125;15;376;0;8;376;0
070130000;07;07000;07013;ZZZZZZ;0701300;Z;1262;319;190;278;243;167;64;401;695;166;999;15;41;57;144;154;191;232;165;1255;7;13;1262;0
070140000;07;07000;07014;ZZZZZZ;0701400;Z;331;44;35;49;75;81;47;57;176;98;310;0;20;30;25;35;20;155;25;327;4;8;331;0
070150000;07;07000;07015;ZZZZZZ;0701500;Z;520;121;75;89;123;84;28;154;286;81;379;29;24;10;39;44;68;92;73;514;6;12;516;4
070170000;07;07000;07017;ZZZZZZ;0701700;Z;740;118;67;131;132;205;87;152;389;199;601;10;44;34;92;63;49;262;48;696;44;53;735;5
070180000;07;07000;07018;ZZZZZZ;0701800;Z;42;1;2;0;10;20;8;1;20;20;41;0;0;0;0;0;0;41;0;40;2;2;42;0
070190101;07;07402;07019;ZZZZZZ;0701901;H;2234;207;584;369;430;314;330;371;1318;546;2029;3;122;137;240;318;268;584;357;2066;169;208;2161;73
070190102;07;07402;07019;ZZZZZZ;0701901;H;2028;188;312;265;380;369;514;314;951;763;1842;7;42;81;153;290;202;842;225;1919;110;174;1760;268
070190103;07;07402;07019;ZZZZZZ;0701901;H;3396;572;622;624;677;574;327;833;1891;673;2824;20;89;107;333;631;368;791;484;3278;118;207;3345;51
070190104;07;07402;07019;ZZZZZZ;0701901;H;2189;429;296;349;337;422;357;550;998;641;1761;0;24;66;177;262;203;715;313;1831;358;484;2166;22
070190105;07;07402;07019;ZZZZZZ;0701901;H;2324;348;304;294;469;491;418;512;1044;768;1976;6;109;130;167;212;220;842;289;2258;66;160;2088;236
