INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
56001;56;560010000;Z;5;725.735675762988;153.845101265314;995.778686660836;515.391175767451;278.455764764773;174.089280844498;119.910458152518
56002;56;560020000;Z;5;269.853574926547;80.6679725759069;443.673849167486;320.751224289913;197.828599412341;148.851616062684;102.755631733594
56003;56;560030101;H;4;242.678605232698;122.587256326015;326.472840961707;304.387541553135;247.713138411524;263.717331713167;332.320779845367
56003;56;560030102;H;4;275.905930109224;151.145622289942;466.494356399294;439.049139952308;313.65521520759;372.639295773046;328.549761440874
56004;56;560040000;Z;5;252.62883673434;54.3526316557613;446.26509503602;237.48029907773;148.116544810226;73.2319994088558;43.8571978991835
56005;56;560050000;Z;5;329.908640026261;164.079187296614;491.880980902755;370.834672630787;242.852953379715;184.576014108443;242.891875428663
56006;56;560060000;Z;5;268.52936292853;65.1722713370109;383.070794315643;198.155310099496;111.189360940352;62.7879469613629;55.894379338408
56007;56;560070101;H;1;730.013663439912;218.951071642284;885.002341177067;567.914106070671;447.790422615247;313.056908997003;239.613024827759
56007;56;560070102;H;1;391.458061378103;90.5391242542005;472.811727998249;316.556116053958;155.251318923303;157.09983050041;163.946080432947
56007;56;560070103;A;3;233.946164366544;59.0260263806208;348.015768965592;201.255040856473;150.666678285959;104.683473334311;78.4595691273309
56007;56;560070104;H;1;402.154825248905;126.092599328131;489.685281639829;407.42936791064;289.209617069213;271.449236787985;309.296036498875
56007;56;560070105;H;1;494.527889517351;155.881713988933;491.363178193057;488.924277113453;280.087581190872;291.513494853745;255.888247208983
56008;56;560080000;Z;5;464.765355246494;200.379514024326;782.625724200305;617.806266653533;492.776673859448;474.630390680372;456.823313495423
56009;56;560090000;Z;5;126.895872395054;41.5813059967392;240.205686841899;171.264272287613;82.1339003656885;73.9611554442907;45.6618507968417
56010;56;560100000;Z;5;961.0;264.0;1479.0;893.0;577.0;347.0;184.0
56011;56;560110000;Z;5;315.815148107055;72.1917530890344;353.690864925353;193.91443351049;85.8695083868983;72.7957030645323;29.0610463782136
56012;56;560120000;Z;5;179.839973195702;51.3564434889023;318.925313541168;255.969849613446;162.937848610432;104.293711559843;87.8717526817363
56013;56;560130000;Z;5;567.607019001121;212.806465874434;1007.6373028017;566.437088892935;337.509982300956;252.031812425426;187.385057397344
56014;56;560140000;Z;5;221.0;74.0;362.0;252.0;118.0;75.0;43.0
56015;56;560150000;Z;5;197.86385201921;64.6717401378281;419.328498023579;280.736144041705;222.344911789348;104.140614632403;69.0312350010781
56017;56;560170000;Z;5;483.0;147.0;706.0;368.0;215.0;130.0;66.0
56018;56;560180000;Z;5;100.983991105087;70.2272497087445;215.471171486718;153.427965839804;121.709676147367;72.0185142166737;61.2705544021622
56019;56;560190000;Z;5;61.0;12.0;103.0;59.0;22.0;14.0;5.0
56020;56;560200000;Z;5;72.2484530877006;17.2806352701036;201.052709435388;118.691634855937;75.9397286743778;59.8054779939674;24.3527718995837
56021;56;560210000;Z;5;139.017152343883;62.1551917559281;340.886000217308;181.771244190866;130.107725884822;74.1814085180785;50.6282407011654
56022;56;560220000;Z;5;192.008456012499;40.9344685060183;287.525912845027;189.124234171348;114.921687371628;71.9485501753387;34.8213523280252
56023;56;560230000;Z;5;715.733091504861;269.070042905657;1459.09545986546;872.537805573214;703.040198120978;475.803132229931;330.942873678511
56024;56;560240000;Z;5;564.553544341502;103.84454679224;561.369363336092;291.82250729769;147.363435650713;99.7297355412987;30.9481436096901
56025;56;560250000;Z;5;46.4516129032258;9.29032258064516;51.6129032258064;20.6451612903226;7.2258064516129;5.16129032258065;6.19354838709677
56026;56;560260000;Z;5;441.721889220163;139.363418216022;620.873376255446;329.399940299153;183.026190720253;120.332136440387;63.648557366899
56027;56;560270000;Z;5;98.6450070515809;21.9215993936913;145.450634874098;79.7121193333848;19.924744503301;18.928507278136;13.9517015923709
56028;56;560280000;Z;5;299.0;83.0;398.0;223.0;119.0;77.0;30.0
56029;56;560290000;Z;5;101.104812239172;47.1975814549299;273.323188375058;191.599370291877;146.473168508924;63.6628267308065;25.0897933049836
56030;56;560300000;Z;5;153.149620088979;45.1775505174181;313.564917720236;152.774805723561;86.1236657594041;44.9128060403359;27.172772781565
56031;56;560310000;Z;5;448.970696078588;112.924034089699;747.220713635505;401.532081680535;299.787842931267;160.981123984449;90.5647257075094
56032;56;560320000;Z;5;269.963786813096;76.5703943663901;478.944588569181;253.709824326858;159.773500324248;91.2324911301006;69.3477011614082
56033;56;560330000;Z;5;743.879727276821;149.588976677584;854.343196527214;375.900629915982;213.954540957086;102.070650353907;51.584550268183
