IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
820010000;82;82000;82001;ZZZZZZ;8200100;Z;633;106;79;111;144;125;69;137;362;134;492;10;35;15;65;96;55;160;55;613;20;49;633;0
820020000;82;82000;82002;ZZZZZZ;8200200;Z;3246;665;436;652;621;559;313;828;1755;663;2580;25;95;105;365;490;330;800;370;3146;100;198;3225;21
820030000;82;82000;82003;ZZZZZZ;8200300;Z;242;56;35;48;54;34;15;75;130;37;208;25;10;5;30;30;30;46;30;234;8;7;242;0
820040000;82;82000;82004;ZZZZZZ;8200400;Z;132;17;26;14;39;20;16;26;77;29;95;10;5;5;15;20;5;30;5;124;8;11;132;0
820050000;82;82000;82005;ZZZZZZ;8200500;Z;1446;367;197;392;246;169;75;446;824;176;1090;5;55;75;175;220;195;205;160;1386;60;103;1446;0
820060000;82;82000;82006;ZZZZZZ;8200600;Z;79;15;8;14;14;17;9;19;36;24;67;10;0;5;5;10;10;15;10;77;2;2;79;0
820070000;82;82000;82007;ZZZZZZ;8200700;Z;145;28;19;20;31;35;12;38;71;36;112;0;0;10;20;20;20;31;10;140;5;7;145;0
820080000;82;82000;82008;ZZZZZZ;8200800;Z;918;141;122;126;218;201;111;201;472;245;753;0;45;60;95;111;65;261;115;844;74;88;907;11
820090000;82;82000;82009;ZZZZZZ;8200900;Z;41;3;5;8;15;4;6;5;26;10;40;5;0;0;0;15;5;15;0;34;7;8;41;0
820100000;82;82000;82010;ZZZZZZ;8201000;Z;296;68;45;56;59;47;22;84;164;48;218;0;15;0;20;56;35;66;25;288;8;12;296;0
820110000;82;82101;82011;ZZZZZZ;8201100;Z;935;221;130;232;173;122;57;279;535;121;708;15;20;25;75;165;170;157;80;923;12;36;933;2
820120000;82;82000;82012;ZZZZZZ;8201200;Z;567;147;64;138;98;73;47;176;300;91;457;25;10;30;70;45;131;96;50;539;28;42;561;6
820130000;82;82103;82013;ZZZZZZ;8201300;Z;3758;596;512;578;727;743;602;831;1838;1089;3144;40;111;86;335;506;453;1153;458;3584;174;239;3502;256
820140000;82;82000;82014;ZZZZZZ;8201400;Z;265;51;31;58;67;35;23;72;145;48;206;10;5;10;29;25;15;79;34;255;10;17;265;0
820150000;82;82000;82015;ZZZZZZ;8201500;Z;128;21;17;26;34;25;5;28;80;20;93;5;10;5;5;24;15;20;10;125;3;4;128;0
