IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC
2A1080000;94;2A;2A000;2A108;Évisa;ZZZZZZ;2A10800;Z;5;419;120;290;9;363;56;1;20;35;40;24;2;7;26;42;25;11;7;120;32;30;21;27;5;5;106;32;23;18;23;5;5;14;0;7;3;4;0;0;8;31;12;69;93;15;0;12;2.0;23.0;43.0;38;106;119;5
2A1140000;94;2A;2A000;2A114;Figari;ZZZZZZ;2A11400;Z;5;1158;647;450;60;864;274;9;71;233;186;148;12;35;105;163;136;97;99;628;59;19;69;204;101;177;425;41;12;39;111;80;142;194;16;6;28;92;20;32;95;140;162;250;359;242;79;46;1.0;29.0;396.0;446;592;640;44
2A1150000;94;2A;2A000;2A115;Foce;ZZZZZZ;2A11500;Z;5;124;66;57;2;119;5;2;4;12;17;30;0;3;9;7;11;16;19;64;4;5;4;23;19;8;60;3;5;4;23;16;8;4;1;0;0;0;3;0;11;8;6;41;43;14;0;9;0.0;6.0;35.0;59;62;64;1
2A1170000;94;2A;2A000;2A117;Forciolo;ZZZZZZ;2A11700;Z;5;71;39;19;13;70;1;0;3;12;12;12;0;2;8;8;8;6;7;39;10;5;9;11;4;0;38;9;5;9;11;4;0;1;1;0;0;0;0;0;5;4;2;28;31;3;0;5;0.0;4.0;12.0;18;32;39;0
2A1180000;94;2A;2A000;2A118;Fozzano;ZZZZZZ;2A11800;Z;5;200;108;80;11;114;82;5;16;36;30;22;7;9;18;25;20;20;11;105;37;8;14;23;16;7;57;20;5;7;10;12;4;43;18;3;7;13;3;0;16;14;14;65;63;30;0;16;1.0;3.0;49.0;46;88;104;4
2A1190000;94;2A;2A000;2A119;Frasseto;ZZZZZZ;2A11900;Z;5;168;71;91;6;113;56;0;6;37;23;5;2;2;30;23;9;4;2;69;8;17;28;8;7;2;65;6;16;26;8;7;2;4;2;1;2;0;0;0;7;9;8;47;61;6;0;4;0.0;4.0;51.0;28;62;71;4
2A1270000;94;2A;2A000;2A127;Giuncheto;ZZZZZZ;2A12700;Z;5;89;42;45;2;66;23;2;3;13;11;13;0;3;6;7;10;9;7;39;10;1;1;10;11;6;32;5;1;1;9;10;6;7;5;0;0;1;1;0;5;10;5;22;33;5;0;4;0.0;9.0;12.0;29;38;40;1
2A1280000;94;2A;2A000;2A128;Granace;ZZZZZZ;2A12800;Z;5;104;43;61;0;101;2;1;6;10;4;21;0;5;4;10;15;3;5;42;8;6;6;18;0;3;39;6;5;6;18;0;3;2;1;1;0;0;0;0;7;3;6;27;36;3;0;4;2.0;4.0;16.0;17;42;43;1
2A1290000;94;2A;2A000;2A129;Grossa;ZZZZZZ;2A12900;Z;5;108;22;79;7;39;69;0;4;6;9;3;1;0;4;7;5;0;5;20;3;3;2;6;4;2;12;1;1;1;5;3;1;8;2;2;1;1;1;1;5;3;1;13;16;5;0;1;1.0;3.0;11.0;14;19;22;1
2A1300000;94;2A;2A000;2A130;Grosseto-Prugna;ZZZZZZ;2A13000;Z;5;4057;1494;2559;4;2649;1399;61;250;331;405;448;76;140;239;248;262;208;321;1363;45;26;172;679;241;201;1006;31;20;130;495;199;129;351;14;6;40;182;39;70;214;297;209;774;998;408;0;88;43.0;181.0;1064.0;1023;1400;1448;84
2A1310000;94;2A;2A000;2A131;Guagno;ZZZZZZ;2A13100;Z;5;217;85;127;5;215;2;2;9;30;19;25;0;1;32;18;20;4;10;85;47;8;12;10;7;1;83;46;7;12;10;7;1;2;1;1;0;0;0;0;5;11;14;55;69;11;0;5;1.0;3.0;5.0;7;71;85;6
2A1320000;94;2A;2A000;2A132;Guargualé;ZZZZZZ;2A13200;Z;5;110;73;22;15;96;14;0;3;3;21;46;0;3;9;39;15;6;1;73;32;30;7;3;1;0;67;30;26;7;3;1;0;6;2;4;0;0;0;0;1;4;10;58;55;17;1;1;2.0;2.0;15.0;25;63;73;0
2A1330000;94;2A;2A000;2A133;Guitera-les-Bains;ZZZZZZ;2A13300;Z;5;138;72;66;1;99;38;1;7;21;19;25;0;2;14;21;13;18;5;68;8;12;16;20;10;3;53;6;9;15;15;6;3;14;2;3;1;4;4;0;4;13;7;48;56;10;2;6;0.0;8.0;35.0;29;62;71;2
2A1390000;94;2A;2A000;2A139;Lecci;ZZZZZZ;2A13900;Z;5;2572;725;1846;1;1556;891;14;105;200;205;202;26;54;113;136;136;89;171;721;8;27;73;267;167;179;503;8;15;43;177;116;145;214;0;12;30;88;50;33;146;190;153;237;394;232;1;99;1.0;22.0;422.0;598;676;717;73
2A1410000;94;2A;2A000;2A141;Letia;ZZZZZZ;2A14100;Z;5;306;70;232;4;154;152;0;7;28;17;17;1;12;15;17;16;4;5;69;38;6;0;15;8;2;42;21;2;0;9;8;2;27;16;4;0;7;0;0;5;12;9;45;49;6;0;15;0.0;8.0;37.0;11;62;70;3
2A1420000;94;2A;2A000;2A142;Levie;ZZZZZZ;2A14200;Z;5;751;323;409;19;527;221;9;43;108;101;61;6;32;53;97;72;39;24;306;86;52;54;68;30;17;177;46;19;25;46;27;13;128;38;33;29;22;3;3;36;54;47;186;202;86;8;35;7.0;27.0;82.0;75;259;315;23
2A1440000;94;2A;2A000;2A144;Lopigna;ZZZZZZ;2A14400;Z;5;132;54;73;5;129;3;0;4;13;20;17;0;2;5;11;15;12;9;53;31;1;6;12;3;0;50;28;1;6;12;3;0;3;3;0;0;0;0;0;3;3;3;45;48;4;0;2;0.0;2.0;7.0;16;48;54;6
2A1460000;94;2A;2A000;2A146;Loreto-di-Tallano;ZZZZZZ;2A14600;Z;5;71;31;28;12;59;11;1;3;8;9;10;0;2;2;5;11;7;4;31;8;6;3;9;3;2;28;6;5;3;9;3;2;2;2;0;0;0;0;0;0;6;5;20;25;1;0;5;0.0;1.0;15.0;17;28;30;1
2A1540000;94;2A;2A000;2A154;Marignana;ZZZZZZ;2A15400;Z;5;248;54;182;12;174;64;2;5;15;15;18;3;4;8;24;5;4;5;54;23;2;2;17;8;2;42;18;0;2;13;6;2;10;5;2;0;1;2;0;7;8;8;30;43;8;0;3;0.0;7.0;16.0;13;47;52;2
2A1580000;94;2A;2A000;2A158;Mela;ZZZZZZ;2A15800;Z;5;69;19;46;4;35;33;0;0;7;7;5;0;2;5;6;3;2;1;19;7;4;2;3;2;1;13;7;0;0;3;2;1;5;0;3;2;0;0;0;1;2;4;12;15;4;0;0;0.0;0.0;6.0;4;18;19;0
2A1600000;94;2A;2A000;2A160;Moca-Croce;ZZZZZZ;2A16000;Z;5;246;128;99;19;186;56;0;13;39;31;45;1;7;20;32;29;22;17;126;41;16;17;31;15;6;107;35;15;16;27;13;1;19;6;1;1;4;2;5;13;13;13;89;100;21;3;7;1.0;19.0;49.0;39;106;128;9
2A1630000;94;2A;2A000;2A163;Monacia-d'Aullène;ZZZZZZ;2A16300;Z;5;681;273;399;9;625;51;6;49;67;72;79;14;27;59;52;41;52;28;267;42;40;48;62;39;36;251;40;40;46;58;32;34;14;2;0;2;3;5;1;46;38;49;139;208;41;0;24;0.0;8.0;134.0;127;228;269;8
2A1740000;94;2A;2A000;2A174;Murzo;ZZZZZZ;2A17400;Z;5;124;51;74;0;120;3;1;7;12;11;19;4;2;8;9;14;5;7;51;17;4;4;15;6;4;46;15;4;1;15;6;4;3;1;0;2;0;0;0;2;8;8;32;40;8;0;2;0.0;7.0;18.0;25;45;50;2
2A1810000;94;2A;2A000;2A181;Ocana;ZZZZZZ;2A18100;Z;5;377;246;125;6;329;46;2;30;63;72;79;3;14;42;52;48;40;45;224;26;36;25;50;39;48;205;23;32;22;47;38;43;16;3;4;3;2;1;4;20;59;37;130;158;66;2;21;0.0;13.0;122.0;153;229;245;11
2A1860000;94;2A;2A000;2A186;Olivese;ZZZZZZ;2A18600;Z;5;284;118;127;39;245;39;0;11;42;44;21;0;2;21;28;31;16;20;118;39;14;21;31;8;5;101;28;12;18;30;8;5;17;11;2;3;1;0;0;2;13;18;85;100;6;0;12;0.0;10.0;24.0;48;93;118;1
2A1890000;94;2A;2A000;2A189;Olmeto;ZZZZZZ;2A18900;Z;5;1548;590;909;49;1099;434;14;74;153;162;187;16;30;80;114;123;111;116;576;41;60;59;196;156;64;374;18;25;21;131;120;59;197;23;35;38;64;34;3;59;100;88;343;371;178;18;41;2.0;59.0;384.0;403;522;577;25
2A1910000;94;2A;2A000;2A191;Olmiccia;ZZZZZZ;2A19100;Z;5;105;60;32;13;92;13;0;2;28;16;14;0;2;12;17;16;6;7;56;17;4;2;9;9;15;47;15;4;1;7;8;12;9;2;0;1;2;1;3;18;12;12;18;38;19;0;3;1.0;5.0;18.0;50;59;60;2
2A1960000;94;2A;2A000;2A196;Orto;ZZZZZZ;2A19600;Z;5;111;36;74;1;81;29;0;9;7;16;4;3;2;18;6;2;2;3;35;5;23;3;2;2;0;27;4;16;3;2;2;0;8;1;7;0;0;0;0;3;2;5;26;34;0;0;2;0.0;0.0;11.0;3;26;36;3
2A1970000;94;2A;2A000;2A197;Osani;ZZZZZZ;2A19700;Z;5;246;61;158;27;182;62;4;9;26;10;12;4;7;17;20;9;3;2;60;11;13;4;18;11;4;50;6;11;3;18;9;4;9;5;2;1;0;1;0;1;14;9;37;43;5;0;13;0.0;0.0;19.0;14;55;58;2
2A1980000;94;2A;2A000;2A198;Ota;ZZZZZZ;2A19800;Z;5;705;262;430;13;234;466;13;33;83;86;46;14;28;66;63;56;27;7;260;48;17;64;80;37;13;114;24;13;22;34;11;10;141;24;4;40;43;26;3;24;33;44;161;141;74;7;47;1.0;20.0;165.0;112;230;253;15
2A2000000;94;2A;2A000;2A200;Palneca;ZZZZZZ;2A20000;Z;5;238;83;144;11;132;105;0;11;23;26;24;3;9;17;29;17;5;4;83;18;27;17;12;7;3;49;8;16;9;11;4;2;33;10;11;7;1;3;1;7;21;20;36;59;10;0;14;0.0;12.0;2.0;6;60;83;5
2A2030000;94;2A;2A000;2A203;Partinello;ZZZZZZ;2A20300;Z;5;187;54;129;4;111;76;0;4;15;21;13;1;4;10;9;11;12;6;54;6;7;12;23;4;1;46;6;7;8;20;3;1;8;0;0;4;3;1;0;5;2;3;44;48;2;0;4;0.0;3.0;20.0;32;48;54;1
2A2040000;94;2A;2A000;2A204;Pastricciola;ZZZZZZ;2A20400;Z;5;190;47;138;5;179;11;3;2;16;13;13;3;4;11;13;12;3;1;47;25;6;3;12;1;0;43;23;6;3;10;1;0;4;2;0;0;2;0;0;3;16;3;25;34;8;0;5;0.0;0.0;10.0;10;41;44;0
2A2090000;94;2A;2A000;2A209;Peri;ZZZZZZ;2A20900;Z;5;1077;835;238;4;934;129;16;76;163;239;341;15;32;111;112;155;191;219;793;46;37;54;238;211;207;701;43;33;46;216;183;180;88;3;4;8;21;25;27;96;165;165;409;573;196;0;66;3.0;111.0;411.0;627;782;819;31
2A2110000;94;2A;2A000;2A211;Petreto-Bicchisano;ZZZZZZ;2A21100;Z;5;561;273;252;35;515;38;1;18;63;104;87;3;7;34;79;78;38;34;265;32;29;64;82;39;19;223;23;25;48;74;35;18;38;9;4;15;7;3;0;15;45;39;174;191;59;0;23;2.0;40.0;90.0;157;244;272;3
2A2120000;94;2A;2A000;2A212;Piana;ZZZZZZ;2A21200;Z;5;650;245;401;4;322;328;3;55;78;61;49;13;43;41;50;39;28;30;245;38;23;54;64;45;20;110;18;10;12;33;25;12;135;21;13;42;31;20;8;33;37;45;129;149;60;0;35;1.0;20.0;177.0;53;209;244;16
2A2150000;94;2A;2A000;2A215;Pianottoli-Caldarello;ZZZZZZ;2A21500;Z;5;1093;443;630;20;919;145;14;68;160;113;88;36;18;74;110;85;55;65;418;19;32;80;162;66;59;343;14;22;64;140;55;48;66;5;10;16;20;7;8;82;87;68;206;300;107;26;36;1.0;21.0;323.0;351;404;435;27
2A2280000;94;2A;2A000;2A228;Pietrosella;ZZZZZZ;2A22800;Z;5;1649;662;986;1;1298;302;14;53;123;173;299;12;18;80;112;115;117;209;652;25;7;115;307;125;72;531;25;7;87;256;107;48;119;0;0;26;52;17;23;71;139;82;370;468;138;0;57;2.0;83.0;441.0;582;635;653;38
2A2320000;94;2A;2A000;2A232;Pila-Canale;ZZZZZZ;2A23200;Z;5;320;154;161;6;233;85;0;18;62;32;41;0;7;42;43;30;11;19;152;83;11;12;16;20;9;110;54;10;11;13;14;8;41;29;1;1;3;6;1;16;35;15;87;107;31;0;15;0.0;9.0;104.0;75;137;154;7
2A2400000;94;2A;2A000;2A240;Poggiolo;ZZZZZZ;2A24000;Z;5;136;37;97;2;134;2;0;3;3;9;21;0;2;3;8;13;4;6;37;12;2;7;13;1;1;36;12;2;7;13;1;0;1;0;0;0;0;0;1;2;2;2;30;32;1;0;3;0.0;10.0;14.0;14;32;37;2
2A2470101;94;2A;2A301;2A247;Porto-Vecchio;ZZZZZZ;2A24701;H;1;1441;907;519;16;532;910;30;133;302;262;179;24;120;125;263;221;68;86;896;93;39;327;265;135;37;326;7;14;154;86;54;11;570;86;25;173;180;80;26;91;277;139;400;368;472;0;66;136.0;80.0;593.0;634;783;891;105
2A2470102;94;2A;2A301;2A247;Porto-Vecchio;ZZZZZZ;2A24701;H;3;1784;861;923;0;591;1188;41;113;298;220;189;40;29;164;197;233;92;106;856;0;0;67;543;71;175;408;0;0;36;243;61;68;442;0;0;30;300;10;102;100;186;153;421;415;391;55;55;11.0;54.0;685.0;563;780;828;80
2A2470201;94;2A;2A301;2A247;Porto-Vecchio;ZZZZZZ;2A24702;H;3;2972;1478;1474;19;1780;1188;46;233;324;411;464;67;104;218;260;261;222;346;1390;11;2;96;727;292;261;733;9;1;26;338;219;141;652;2;1;70;389;70;120;96;376;196;810;680;749;279;49;28.0;114.0;1162.0;1294;1344;1440;120
2A2470202;94;2A;2A301;2A247;Porto-Vecchio;ZZZZZZ;2A24702;H;3;6039;1890;4147;2;5124;915;8;136;564;524;657;14;83;248;404;314;324;504;1831;32;96;170;583;489;462;1704;32;93;165;523;452;439;127;0;2;5;60;37;22;182;328;279;1102;1398;366;2;126;0.0;83.0;1115.0;1708;1851;1889;80
2A2490000;94;2A;2A104;2A249;Propriano;ZZZZZZ;2A24900;Z;5;3155;1753;1296;106;757;2362;98;337;683;421;214;72;181;342;509;353;177;119;1703;114;102;229;701;221;337;436;11;16;49;230;89;41;1233;103;86;178;469;125;271;259;430;301;763;767;871;188;115;23.0;123.0;1514.0;902;1463;1668;159
2A2530000;94;2A;2A000;2A253;Quasquara;ZZZZZZ;2A25300;Z;5;71;26;31;14;66;4;1;2;3;8;12;1;2;2;4;11;4;2;26;7;4;4;8;3;0;24;6;4;4;7;3;0;2;1;0;0;1;0;0;0;7;1;18;21;3;0;2;0.0;1.0;19.0;12;20;25;0
2A2540000;94;2A;2A000;2A254;Quenza;ZZZZZZ;2A25400;Z;5;644;112;503;29;460;182;4;21;39;24;25;9;8;26;26;26;9;10;109;23;17;25;25;13;7;80;11;12;20;18;12;6;29;11;4;5;7;1;1;10;15;19;68;78;23;0;11;0.0;15.0;42.0;64;95;109;2
2A2580000;94;2A;2A000;2A258;Renno;ZZZZZZ;2A25800;Z;5;201;33;168;0;169;32;0;5;8;11;10;0;3;9;7;7;3;5;33;22;1;2;6;1;2;30;18;1;2;6;1;2;4;4;0;0;0;0;0;1;8;3;22;22;6;0;6;0.0;2.0;9.0;14;29;33;0
2A2590000;94;2A;2A000;2A259;Rezza;ZZZZZZ;2A25900;Z;5;98;26;70;2;93;5;0;3;12;5;6;0;0;3;7;10;5;1;26;14;4;0;3;3;3;26;14;4;0;3;3;3;0;0;0;0;0;0;0;1;3;3;18;23;3;0;0;0.0;1.0;15.0;1;26;26;2
2A2620000;94;2A;2A000;2A262;Rosazia;ZZZZZZ;2A26200;Z;5;108;25;83;0;100;4;1;0;6;13;6;0;4;7;11;3;0;1;25;17;2;1;4;1;1;25;16;2;1;4;1;1;1;1;0;0;0;0;0;1;5;6;14;23;0;0;3;0.0;1.0;8.0;5;22;25;1
2A2660000;94;2A;2A000;2A266;Salice;ZZZZZZ;2A26600;Z;5;149;49;93;7;148;1;2;6;12;17;11;4;3;10;12;9;9;1;47;19;6;7;8;3;3;47;19;6;7;8;3;3;0;0;0;0;0;0;0;4;1;6;38;45;1;0;3;0.0;3.0;12.0;14;41;47;2
2A2680000;94;2A;2A000;2A268;Sampolo;ZZZZZZ;2A26800;Z;5;117;45;64;8;108;9;1;5;13;14;12;0;7;3;12;10;3;10;45;14;7;11;8;1;4;42;11;7;11;8;1;4;3;3;0;0;0;0;0;5;11;6;23;36;7;0;2;0.0;4.0;17.0;16;36;44;0
2A2690000;94;2A;2A000;2A269;Sari-Solenzara;ZZZZZZ;2A26900;Z;5;1545;620;915;10;857;678;14;80;163;173;191;16;30;75;155;146;91;107;601;17;11;109;241;127;96;286;9;5;53;95;70;55;310;8;4;56;146;56;39;116;119;107;279;328;250;81;42;14.0;57.0;440.0;428;553;609;23
2A2700000;94;2A;2A000;2A270;Sari-d'Orcino;ZZZZZZ;2A27000;Z;5;280;156;121;3;210;69;4;12;34;58;48;3;6;30;39;31;22;24;156;61;12;12;39;16;16;121;44;9;9;30;15;15;35;17;3;3;10;1;1;18;30;17;92;116;20;0;20;1.0;21.0;63.0;80;133;153;7
2A2710000;94;2A;2A000;2A271;Sarrola-Carcopino;ZZZZZZ;2A27100;Z;5;1526;1327;127;72;1034;481;64;194;231;429;409;54;88;154;241;326;244;220;1319;91;47;65;387;287;441;913;67;40;53;342;228;183;395;24;7;12;44;54;255;260;216;249;602;929;344;53;53;98.0;115.0;695.0;884;1273;1271;61
2A2720000;94;2A;2A102;2A272;Sartène;ZZZZZZ;2A27200;Z;5;2874;1523;1057;294;940;1918;63;217;446;458;339;58;121;216;416;317;215;181;1511;283;172;288;449;194;125;559;51;28;68;228;95;89;939;233;144;219;216;96;32;203;350;196;774;790;610;95;123;39.0;117.0;1004.0;743;1261;1477;110
2A2760000;94;2A;2A000;2A276;Serra-di-Ferro;ZZZZZZ;2A27600;Z;5;1067;238;829;0;458;591;7;32;84;68;47;17;14;36;46;46;34;45;233;21;16;28;74;54;39;165;18;11;22;49;37;27;59;3;5;4;23;14;9;24;48;45;122;151;52;0;35;0.0;20.0;125.0;216;215;233;15
2A2780000;94;2A;2A000;2A278;Serra-di-Scopamène;ZZZZZZ;2A27800;Z;5;270;55;201;14;152;118;3;6;20;15;11;1;8;10;21;7;7;1;54;24;9;8;8;1;4;31;13;5;2;6;1;4;23;11;4;6;2;0;0;8;7;6;34;29;20;0;6;2.0;5.0;25.0;6;44;53;3
2A2790000;94;2A;2A000;2A279;Serriera;ZZZZZZ;2A27900;Z;5;167;65;90;12;159;8;1;7;15;23;19;0;4;13;13;24;7;3;64;12;9;8;23;8;3;56;12;6;8;20;6;3;8;0;3;0;3;2;0;3;17;4;41;53;6;0;6;0.0;12.0;31.0;34;57;64;3
2A2820000;94;2A;2A000;2A282;Soccia;ZZZZZZ;2A28200;Z;5;242;78;164;1;228;12;1;3;15;21;37;4;6;7;20;18;11;11;77;30;14;13;11;3;5;67;26;13;12;10;3;3;7;3;1;1;0;0;2;6;6;6;59;64;6;0;7;0.0;7.0;25.0;18;61;77;3
2A2840000;94;2A;2A000;2A284;Sollacaro;ZZZZZZ;2A28400;Z;5;439;193;232;15;377;57;3;13;62;49;66;6;10;43;43;46;22;23;179;52;34;18;29;24;23;146;42;28;13;24;19;21;30;9;7;5;4;4;1;15;41;32;104;137;46;3;10;2.0;12.0;116.0;72;165;191;4
2A2850000;94;2A;2A000;2A285;Sorbollano;ZZZZZZ;2A28500;Z;5;132;46;73;13;123;8;1;7;17;11;10;1;6;11;14;7;0;7;46;20;8;2;13;3;0;43;19;8;1;12;3;0;3;1;0;1;1;0;0;1;8;4;33;42;4;0;0;0.0;6.0;21.0;20;44;45;0
2A2880000;94;2A;2A000;2A288;Sotta;ZZZZZZ;2A28800;Z;5;1017;617;398;2;840;162;9;50;164;194;201;8;22;61;134;165;93;135;584;49;45;71;170;130;120;493;43;36;58;142;109;106;84;5;9;13;27;20;10;89;113;110;306;434;125;0;58;0.0;27.0;295.0;545;587;611;23
2A2950000;94;2A;2A000;2A295;Sant'Andréa-d'Orcino;ZZZZZZ;2A29500;Z;5;158;51;106;1;143;14;0;5;13;18;14;0;0;7;13;10;11;9;50;11;0;2;9;9;18;46;9;0;1;8;9;18;4;2;0;1;1;0;0;3;20;2;25;34;11;0;6;0.0;3.0;22.0;29;44;51;0
2A3000000;94;2A;2A000;2A300;San-Gavino-di-Carbini;ZZZZZZ;2A30000;Z;5;905;505;348;52;777;89;10;45;115;169;166;13;27;60;100;103;78;124;478;53;36;36;116;148;89;420;52;36;32;98;126;76;43;1;0;4;15;14;9;81;79;79;266;329;139;0;37;0.0;44.0;230.0;415;477;500;28
2A3080000;94;2A;2A000;2A308;Sainte-Lucie-de-Tallano;ZZZZZZ;2A30800;Z;5;568;224;288;56;277;285;2;37;66;59;61;14;26;36;50;47;29;23;219;76;50;19;38;18;19;127;41;30;11;19;13;12;91;34;20;8;19;3;7;21;42;24;137;154;44;0;26;6.0;29.0;112.0;71;188;222;11
2A3100000;94;2A;2A000;2A310;Santa-Maria-Figaniella;ZZZZZZ;2A31000;Z;5;71;44;27;0;63;8;1;7;14;10;12;2;2;12;7;7;4;10;43;16;3;4;8;8;4;38;14;2;3;8;7;4;5;2;1;1;0;1;0;6;8;4;26;34;7;0;3;0.0;2.0;14.0;21;37;44;4
2A3120000;94;2A;2A000;2A312;Santa-Maria-Siché;ZZZZZZ;2A31200;Z;5;321;193;83;44;246;72;2;16;41;71;63;3;6;17;32;74;35;26;193;41;20;22;47;36;26;146;24;14;21;36;27;23;46;17;6;1;10;9;3;17;33;48;95;125;50;0;18;8.0;37.0;57.0;83;174;191;15
2A3220000;94;2A;2A000;2A322;Tasso;ZZZZZZ;2A32200;Z;5;153;53;88;12;98;53;0;8;12;17;15;0;6;19;14;10;2;2;53;21;8;6;11;4;3;39;13;5;6;7;4;3;14;7;3;0;4;0;0;8;6;8;31;43;7;0;3;1.0;0.0;8.0;6;38;53;6
2A3230000;94;2A;2A000;2A323;Tavaco;ZZZZZZ;2A32300;Z;5;199;163;35;1;190;3;4;15;46;61;39;6;6;18;21;48;33;31;139;13;1;4;39;36;46;131;12;1;4;39;34;41;3;1;0;0;0;0;2;30;26;36;72;122;32;0;9;0.0;15.0;91.0;140;156;160;9
2A3240000;94;2A;2A000;2A324;Tavera;ZZZZZZ;2A32400;Z;5;363;207;151;5;332;26;0;33;47;50;77;2;22;39;40;51;30;23;202;69;25;28;38;21;21;186;66;23;23;36;17;21;12;3;2;5;2;0;0;19;43;20;125;159;33;0;15;0.0;34.0;70.0;96;182;207;5
2A3260000;94;2A;2A000;2A326;Tolla;ZZZZZZ;2A32600;Z;5;217;77;140;0;204;12;0;14;33;21;9;3;13;25;23;14;0;0;77;15;13;16;15;12;7;64;12;13;16;14;7;3;12;3;0;0;1;5;3;6;15;7;49;44;31;11;1;4.0;3.0;45.0;31;65;77;3
2A3300000;94;2A;2A000;2A330;Ucciani;ZZZZZZ;2A33000;Z;5;418;227;186;5;396;18;4;26;53;58;86;7;14;39;53;36;36;42;222;106;17;15;34;25;25;211;103;15;13;34;24;22;9;3;2;2;0;1;1;20;29;41;137;175;35;0;17;7.0;28.0;100.0;145;205;224;9
2A3310000;94;2A;2A000;2A331;Urbalacone;ZZZZZZ;2A33100;Z;5;50;38;13;0;44;7;4;11;9;9;4;6;2;9;10;7;3;1;38;15;4;5;6;3;6;36;13;4;5;6;3;6;2;2;0;0;0;0;0;5;4;7;23;29;5;0;4;0.0;0.0;8.0;18;31;34;2
2A3360000;94;2A;2A000;2A336;Valle-di-Mezzana;ZZZZZZ;2A33600;Z;5;223;161;62;0;205;18;1;7;38;55;59;4;5;21;24;41;25;41;139;24;8;11;35;29;31;126;23;4;11;34;27;27;12;1;5;0;1;2;4;27;32;24;78;116;39;0;6;0.0;13.0;55.0;111;157;160;9
2A3450000;94;2A;2A000;2A345;Vero;ZZZZZZ;2A34500;Z;5;343;233;108;2;316;22;3;15;60;84;71;3;5;16;44;47;75;43;218;47;17;13;55;49;37;199;44;14;13;50;44;34;16;3;2;0;5;4;2;33;42;42;116;172;45;6;16;0.0;13.0;89.0;178;220;231;14
2A3480000;94;2A;2A000;2A348;Vico;ZZZZZZ;2A34800;Z;5;1186;425;757;4;784;395;7;40;76;138;163;12;16;69;71;120;59;77;415;78;30;52;151;66;38;264;41;18;24;92;57;32;150;37;12;27;60;8;6;37;68;79;241;269;125;16;30;15.0;62.0;204.0;252;360;418;11
2A3490000;94;2A;2A104;2A349;Viggianello;ZZZZZZ;2A34900;Z;5;592;347;190;55;386;199;5;35;77;105;125;9;13;34;65;59;51;116;315;16;12;16;92;86;93;214;10;6;9;66;55;68;96;5;5;7;25;31;23;57;66;68;156;218;93;0;36;4.0;37.0;172.0;261;326;342;9
2A3510000;94;2A;2A000;2A351;Villanova;ZZZZZZ;2A35100;Z;5;296;156;138;2;282;14;1;9;27;63;56;1;1;11;17;53;37;36;156;19;4;9;64;33;26;152;17;4;9;63;32;26;4;2;0;0;1;1;0;13;24;30;90;131;20;0;5;0.0;12.0;61.0;123;150;156;4
2A3570000;94;2A;2A000;2A357;Zérubia;ZZZZZZ;2A35700;Z;5;122;22;91;9;96;24;2;1;9;5;4;0;5;9;3;3;2;0;19;8;3;1;4;1;2;19;8;3;1;4;1;2;0;0;0;0;0;0;0;4;3;5;9;15;3;0;3;0.0;2.0;8.0;8;20;20;0
2A3580000;94;2A;2A000;2A358;Zévaco;ZZZZZZ;2A35800;Z;5;74;30;42;2;54;21;1;0;12;10;7;0;0;11;12;6;1;0;30;12;6;0;3;9;0;22;9;5;0;3;5;0;8;3;1;0;0;4;0;1;6;5;18;23;7;0;0;0.0;1.0;11.0;6;26;30;1
2A3590000;94;2A;2A000;2A359;Zicavo;ZZZZZZ;2A35900;Z;5;268;121;101;46;180;88;1;9;45;34;32;0;7;28;35;26;7;18;121;47;16;26;15;13;4;97;34;14;22;10;13;4;24;13;2;4;5;0;0;11;16;21;73;89;25;0;7;1.0;7.0;20.0;14;86;120;6
2A3600000;94;2A;2A000;2A360;Zigliara;ZZZZZZ;2A36000;Z;5;163;69;69;24;152;11;0;7;12;24;26;2;4;14;11;17;10;11;69;35;10;10;9;2;3;66;34;10;8;9;2;3;3;1;0;2;0;0;0;6;5;13;45;59;6;0;4;0.0;11.0;17.0;30;59;69;0
