INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
95018;95;950180101;22.4;14070;21040;30590;0.79;0.315;89.1;82.0;3.4;3.7;16.8;6.9;6.5;2.3;2.6;1.6
95018;95;950180102;19.3;14880;22600;31670;0.74;0.295;82.4;75.3;3.5;3.6;23.0;8.3;5.5;2.3;2.1;1.1
95018;95;950180201;30.7;11890;16760;22370;0.63;0.275;81.3;74.4;4.1;2.8;16.4;3.3;13.3;4.4;5.3;3.6
95018;95;950180202;26.9;12840;18500;25060;0.66;0.27;78.9;72.3;4.2;2.4;22.7;4.0;10.1;3.6;4.1;2.4
95018;95;950180203;27.7;12300;18280;24920;0.69;0.291;83.8;78.2;4.4;1.2;17.7;4.4;9.7;3.0;3.9;2.8
95018;95;950180204;35.2;11300;16920;25480;0.84;0.327;87.4;79.5;4.9;3.0;16.6;4.4;8.4;2.5;3.5;2.4
95018;95;950180301;21.4;14360;20440;26870;0.61;0.267;82.9;76.6;3.1;3.2;20.6;5.5;7.2;3.3;2.8;1.1
95018;95;950180302;30.7;12060;17570;24000;0.68;0.274;80.4;74.7;4.0;1.7;18.0;3.8;11.8;3.9;4.7;3.2
95018;95;950180304;24.3;13370;20430;27970;0.72;0.306;88.4;81.2;3.5;3.7;15.1;6.6;7.5;2.9;2.7;1.9
95018;95;950180401;23.6;13440;19460;26920;0.69;0.278;81.7;75.1;3.1;3.5;22.0;6.3;6.9;3.0;2.5;1.4
95018;95;950180402;27.8;12750;17590;23750;0.62;0.26;85.0;77.8;4.6;2.6;13.3;4.0;11.7;5.0;4.0;2.7
95018;95;950180403;21.5;13940;19570;25670;0.6;0.248;81.7;75.5;3.9;2.3;20.8;4.1;8.6;3.8;3.0;1.8
95018;95;950180404;35.0;11110;16800;23660;0.75;0.294;81.3;75.5;3.9;1.9;17.5;3.9;11.4;3.8;4.8;2.8
95018;95;950180405;27.3;12750;18290;24720;0.65;0.264;87.1;79.6;4.7;2.8;13.6;3.9;10.2;4.4;3.4;2.4
95018;95;950180501;35.9;11800;15080;20290;0.56;0.235;79.3;72.9;4.7;1.7;14.4;2.7;15.6;7.1;4.8;3.7
95018;95;950180502;32.1;12100;16420;22250;0.62;0.257;71.3;65.8;3.6;1.9;25.8;3.4;12.7;5.3;4.6;2.8
95018;95;950180503;34.6;11640;15960;21290;0.6;0.261;74.9;68.2;5.1;1.6;19.2;3.0;15.6;5.6;6.4;3.6
95018;95;950180504;30.8;12220;16400;21360;0.56;0.252;75.5;69.0;4.7;1.8;19.7;3.4;14.3;5.6;5.3;3.4
95018;95;950180603;33.5;11620;15080;19380;0.52;0.211;68.0;61.9;5.5;0.6;20.2;1.8;19.6;7.4;7.7;4.5
95018;95;950180604;35.2;11750;15070;19750;0.53;0.226;73.6;67.5;5.1;1.0;17.9;2.4;17.0;6.9;6.2;3.9
95018;95;950180605;39.3;11190;14620;19190;0.55;0.23;70.0;63.6;5.7;0.7;20.5;2.3;17.7;6.9;6.7;4.1
95018;95;950180606;;11340;14840;19790;0.57;0.242;74.1;68.6;4.0;1.5;18.0;1.9;17.3;6.6;6.5;4.2
95018;95;950180607;42.4;10890;14490;18640;0.53;0.236;69.1;62.3;5.5;1.3;18.5;1.7;20.7;8.1;7.7;4.9
95018;95;950180701;;22100;28360;37020;0.53;0.246;84.1;78.2;3.1;2.8;26.0;10.2;2.1;1.3;0.6;0.2
95018;95;950180702;11.4;18110;25420;32980;0.58;0.275;81.2;74.6;3.0;3.6;25.9;9.0;4.3;2.1;1.5;0.7
95018;95;950180703;11.1;17870;24060;31670;0.57;0.256;85.1;78.0;3.1;4.0;22.9;6.6;4.7;2.4;1.6;0.7
95018;95;950180801;23.4;13780;20630;29110;0.74;0.281;82.3;77.2;2.8;2.3;20.9;5.9;8.0;3.3;3.0;1.7
95018;95;950180802;20.1;14480;21230;28280;0.65;0.281;88.0;82.0;3.3;2.7;18.0;4.7;6.6;2.9;2.4;1.3
95018;95;950180901;16.8;15410;22140;29520;0.64;0.283;81.7;74.9;3.7;3.1;23.3;7.4;5.9;2.9;2.1;0.9
95018;95;950180902;19.7;14630;21890;31010;0.75;0.3;89.7;82.7;3.8;3.2;17.8;6.2;6.0;2.4;2.3;1.3
95018;95;950180903;22.2;14070;21110;28630;0.69;0.29;89.7;83.3;3.7;2.7;16.9;4.9;6.3;2.5;2.3;1.5
95018;95;950181001;24.9;13240;18820;24860;0.62;0.252;76.4;70.8;4.4;1.2;23.1;4.0;10.9;5.0;3.6;2.3
95018;95;950181002;38.6;11390;14890;19840;0.57;0.232;72.2;66.5;5.0;0.7;17.7;2.0;18.5;5.8;8.1;4.6
95018;95;950181003;25.9;12970;18340;25610;0.69;0.28;82.0;76.7;3.2;2.1;19.8;4.2;10.1;4.0;4.0;2.1
95019;95;950190101;19.3;14160;20290;26990;0.63;0.281;79.2;70.4;4.0;4.8;21.3;9.6;6.8;3.4;2.3;1.1
95019;95;950190102;25.9;12960;17660;24440;0.65;0.288;77.0;71.8;3.3;1.9;21.7;7.5;9.0;3.4;3.5;2.1
95019;95;950190103;20.4;14520;20050;25930;0.57;0.256;75.1;69.6;3.4;2.1;26.5;6.1;7.8;4.4;2.2;1.2
95019;95;950190104;21.9;13560;19260;26040;0.65;0.272;81.1;73.8;3.7;3.6;19.6;5.9;8.8;4.5;2.4;1.9
95019;95;950190105;16.3;15320;21920;28030;0.58;0.271;70.5;62.5;3.4;4.6;28.6;10.9;6.3;3.4;2.2;0.7
95019;95;950190106;26.9;12660;18410;25070;0.67;0.272;75.4;67.4;3.8;4.2;23.6;6.1;9.1;4.2;3.0;1.9
95063;95;950630101;36.0;11290;16120;22440;0.69;0.291;83.0;78.1;4.1;0.8;15.1;3.0;12.8;3.7;5.2;3.9
95063;95;950630102;19.2;14910;21730;29610;0.68;0.273;97.5;92.3;3.4;1.8;10.5;2.9;6.4;2.7;2.3;1.4
95063;95;950630103;24.3;13300;19240;25320;0.62;0.263;83.9;77.6;3.9;2.4;17.4;4.0;9.5;4.0;3.1;2.4
95063;95;950630104;27.5;12690;17160;23530;0.63;0.291;73.4;67.9;3.6;1.9;19.9;3.5;10.9;4.3;4.1;2.5
95063;95;950630105;21.4;13780;19710;26870;0.66;0.275;87.0;81.9;3.4;1.7;15.9;4.1;8.8;4.1;2.9;1.8
95063;95;950630106;25.2;13100;18140;24640;0.64;0.266;85.3;79.8;4.3;1.2;17.1;2.7;9.2;3.9;3.2;2.1
95063;95;950630107;19.3;14360;19960;27900;0.68;0.276;81.8;74.3;3.7;3.8;22.2;5.2;7.2;2.8;2.9;1.5
95063;95;950630108;13.1;17530;24290;32220;0.61;0.27;81.5;75.9;3.4;2.2;25.9;7.6;3.6;1.6;1.4;0.6
95063;95;950630109;17.2;15450;21580;28700;0.61;0.275;87.0;81.5;4.1;1.4;18.1;5.7;6.4;2.5;2.5;1.4
95063;95;950630110;21.7;14140;19730;27590;0.68;0.281;86.1;81.0;3.3;1.8;18.0;4.7;7.4;3.0;2.6;1.8
95063;95;950630111;16.7;15510;22250;31370;0.71;0.283;88.9;83.3;3.0;2.6;17.3;6.2;5.7;2.5;2.1;1.1
95127;95;951270101;;15770;22980;31330;0.68;0.289;74.4;68.5;2.7;3.2;33.6;5.7;5.9;2.3;2.2;1.4
95127;95;951270102;23.3;13700;19280;26300;0.65;0.282;68.5;64.0;3.4;1.1;34.8;5.0;8.1;2.9;3.2;2.0
95127;95;951270103;24.0;13460;17600;23890;0.59;0.245;76.1;71.1;4.2;0.8;21.0;4.4;11.6;5.4;3.6;2.6
95127;95;951270104;25.6;12880;18100;24650;0.65;0.285;88.4;82.2;4.2;2.0;11.3;4.3;11.1;3.9;4.1;3.1
95127;95;951270105;12.0;17180;24520;32110;0.61;0.262;84.8;77.2;3.4;4.2;24.1;6.0;4.7;1.9;1.5;1.3
95127;95;951270106;6.9;20650;28630;38860;0.64;0.294;86.2;77.0;2.7;6.5;23.2;11.3;2.7;1.0;1.1;0.6
95127;95;951270107;16.4;14980;20840;27720;0.61;0.249;95.7;88.9;4.0;2.8;8.8;2.2;9.0;3.9;3.0;2.1
95127;95;951270110;18.8;14580;20540;27420;0.63;0.258;83.7;79.3;3.4;1.0;19.3;4.9;7.5;2.7;2.9;1.9
95127;95;951270111;33.7;12080;15890;21370;0.58;0.245;79.4;73.0;5.8;0.6;14.0;2.2;16.1;6.0;5.8;4.3
95127;95;951270112;22.0;13550;19280;25330;0.61;0.243;78.6;73.4;4.1;1.1;22.6;3.2;9.7;4.2;3.5;2.0
95127;95;951270113;;14000;19510;27210;0.68;0.273;79.6;74.5;4.0;1.1;20.4;5.5;10.3;4.8;3.4;2.1
95127;95;951270114;21.5;13940;20000;26710;0.64;0.265;86.0;81.2;3.1;1.7;17.7;4.3;8.2;3.1;3.2;1.9
95127;95;951270115;31.4;12040;15750;20510;0.54;0.219;75.0;67.6;6.4;1.0;15.0;2.6;17.9;8.3;5.7;3.9
95127;95;951270116;29.2;12460;16870;23250;0.64;0.259;77.1;70.6;5.2;1.3;17.8;3.1;14.8;6.7;4.8;3.3
95127;95;951270117;27.5;12420;18620;25070;0.68;0.275;98.6;92.8;5.1;0.7;1.7;1.7;12.1;4.6;4.1;3.4
95127;95;951270118;33.4;11670;15840;20430;0.55;0.242;80.9;74.7;5.6;0.6;11.0;2.9;16.6;6.2;6.0;4.4
95127;95;951270119;20.6;13990;19910;26000;0.6;0.237;98.9;;;;4.9;1.8;9.1;3.8;2.7;2.6
95127;95;951270120;32.4;12160;16240;20720;0.53;0.231;82.5;77.2;4.8;0.5;10.3;2.0;16.7;6.6;5.8;4.3
95127;95;951270121;24.0;13520;18700;24160;0.57;0.248;82.5;76.4;3.9;2.2;18.0;2.9;10.7;4.7;3.9;2.1
95127;95;951270122;21.9;13840;18390;24640;0.59;0.242;81.8;75.6;4.2;2.0;18.7;2.2;11.1;4.8;4.1;2.2
95127;95;951270123;24.2;13310;17560;22840;0.54;0.232;82.6;;;;14.8;3.4;11.6;5.0;4.1;2.5
95127;95;951270125;;16210;22590;30940;0.65;0.257;87.7;80.4;3.8;3.5;18.9;3.6;6.7;3.5;1.9;1.3
95127;95;951270127;19.8;14660;19670;25150;0.53;0.217;82.4;76.8;4.6;1.0;17.4;2.5;10.5;5.1;3.3;2.1
95127;95;951270130;18.4;14850;20440;26790;0.58;0.253;97.8;91.1;4.3;2.4;6.8;2.9;8.5;3.6;2.5;2.4
95127;95;951270132;8.2;21390;28310;36460;0.53;0.267;98.4;90.8;2.5;5.1;14.5;5.7;3.3;1.9;0.8;0.6
95176;95;951760101;10.3;18700;25950;35240;0.64;0.302;84.6;78.0;2.9;3.7;21.8;11.6;3.8;1.7;1.3;0.8
95176;95;951760102;11.3;18260;26170;34940;0.64;0.278;84.5;77.8;3.2;3.5;22.6;9.4;4.2;1.8;1.5;0.9
95176;95;951760103;9.3;19860;26860;34170;0.53;0.242;97.8;92.3;2.8;2.7;12.8;5.0;4.3;2.4;1.1;0.8
95176;95;951760104;9.3;20450;27970;36380;0.57;0.25;90.7;86.1;2.1;2.5;20.1;6.7;3.4;1.7;1.1;0.6
95176;95;951760105;7.9;20120;27640;37090;0.61;0.267;84.6;79.4;2.3;2.9;24.9;8.9;3.3;1.6;1.1;0.6
95176;95;951760106;6.4;22840;30440;39620;0.55;0.257;85.3;79.5;2.4;3.4;26.6;9.1;2.3;1.2;0.7;0.4
95197;95;951970101;11.0;18890;26200;35450;0.63;0.316;86.7;78.3;2.4;6.0;21.3;12.1;3.2;1.2;1.3;0.7
95197;95;951970102;;20770;28520;36790;0.56;0.249;88.1;80.5;2.6;5.0;24.3;6.9;2.8;1.5;0.9;0.4
95197;95;951970103;13.7;17530;24840;33020;0.62;0.276;87.9;81.6;2.9;3.4;20.8;7.7;4.1;1.9;1.4;0.8
95197;95;951970104;13.7;15830;22490;30080;0.63;0.265;79.7;73.7;3.6;2.4;27.6;5.2;5.7;2.5;1.9;1.3
95197;95;951970105;13.4;17180;24550;31970;0.6;0.262;78.0;71.7;2.4;3.9;30.3;7.1;4.0;1.6;1.5;0.9
95197;95;951970106;22.2;13900;18920;25520;0.61;0.267;86.8;80.9;3.7;2.2;15.9;4.2;8.9;4.0;3.0;1.9
95197;95;951970107;;15090;19660;25920;0.55;0.227;93.5;87.0;3.9;2.6;11.5;2.5;8.2;4.1;2.4;1.7
95197;95;951970108;12.2;17440;25050;33420;0.64;0.276;91.0;83.4;3.4;4.2;18.5;6.7;4.6;2.0;1.6;1.0
95197;95;951970109;8.9;19420;26870;36370;0.63;0.279;86.4;79.0;2.7;4.7;22.7;9.7;3.3;1.6;1.1;0.6
95199;95;951990101;8.6;18410;23940;31020;0.53;0.233;91.8;85.7;3.3;2.8;16.7;4.7;5.2;2.7;1.5;1.0
95199;95;951990102;;16590;22200;28960;0.56;0.223;81.8;76.8;3.1;1.9;22.1;4.8;7.1;3.0;2.6;1.5
95199;95;951990103;9.4;19340;25290;33030;0.54;0.254;82.6;75.4;2.0;5.2;26.2;7.4;3.6;1.9;1.1;0.6
95199;95;951990104;16.4;16130;22190;28330;0.55;0.306;72.3;67.1;2.8;2.4;23.2;15.9;6.0;2.5;2.1;1.4
95199;95;951990105;;18720;25290;32250;0.53;0.252;76.3;70.7;2.3;3.3;31.0;7.8;3.4;1.7;1.1;0.6
95199;95;951990106;;22530;28360;35960;0.47;0.223;75.6;69.3;2.5;3.8;34.6;8.2;2.3;1.5;0.6;0.2
95199;95;951990107;10.4;18640;25140;32230;0.54;0.255;84.3;77.9;3.1;3.3;23.8;7.1;4.1;2.2;1.2;0.7
95203;95;952030101;;22010;30270;39980;0.59;0.262;93.9;87.4;2.5;4.0;18.4;8.4;2.3;1.2;0.7;0.4
95203;95;952030102;;20010;27460;36630;0.61;0.268;87.8;80.4;2.8;4.6;23.9;7.2;3.0;1.6;0.9;0.5
95203;95;952030103;;21680;29300;37530;0.54;0.255;88.0;80.2;2.3;5.5;23.4;7.9;2.8;1.3;1.1;0.4
95203;95;952030104;;23670;33450;43870;0.6;0.261;86.8;81.5;2.1;3.2;26.7;9.2;2.1;1.1;0.6;0.4
95203;95;952030105;;25240;31690;41160;0.5;0.234;86.3;79.5;2.0;4.8;26.9;8.9;1.6;0.9;0.5;0.2
95203;95;952030106;16.3;15180;20990;29070;0.66;0.27;76.4;70.7;2.9;2.8;29.4;5.2;6.6;2.4;2.6;1.6
