IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
830010000;83;83105;83001;ZZZZZZ;8300100;Z;2750;450;304;483;653;557;302;572;1550;629;2336;15;151;243;312;387;190;735;303;2607;143;177;2636;114
830020000;83;83000;83002;ZZZZZZ;8300200;Z;276;37;29;37;62;70;41;49;146;81;245;5;35;0;35;35;20;65;50;265;11;14;276;0
830030000;83;83000;83003;ZZZZZZ;8300300;Z;934;124;101;173;238;199;98;166;540;228;793;20;51;36;118;148;82;246;92;895;39;64;934;0
830040101;83;83501;83004;ZZZZZZ;8300401;H;4283;805;657;827;806;712;476;1047;2283;954;3447;10;145;120;445;720;400;1095;512;4005;278;364;4219;64
830040102;83;83501;83004;ZZZZZZ;8300401;H;2781;445;364;446;656;617;253;611;1519;651;2370;25;180;165;275;365;275;760;325;2653;128;191;2773;8
830050000;83;83000;83005;ZZZZZZ;8300500;Z;314;33;28;49;61;110;33;43;159;112;289;5;5;11;22;33;33;131;49;294;20;21;314;0
830060000;83;83000;83006;ZZZZZZ;8300600;Z;260;51;30;55;55;38;31;72;131;57;207;14;18;32;37;28;9;32;37;249;11;12;260;0
830070000;83;83000;83007;ZZZZZZ;8300700;Z;2228;294;278;344;432;572;308;407;1137;684;1915;15;191;113;142;333;157;765;201;2108;120;176;2160;68
830080000;83;83102;83008;ZZZZZZ;8300800;Z;2788;433;359;437;611;613;334;550;1503;735;2419;5;153;148;271;408;241;854;340;2619;169;215;2712;76
830090101;83;00757;83009;ZZZZZZ;8300901;H;3363;358;342;426;687;909;641;475;1591;1297;3053;0;216;136;367;437;90;1446;361;3287;75;164;3363;0
830090102;83;00757;83009;ZZZZZZ;8300901;H;1717;163;189;193;297;454;423;230;723;764;1580;5;81;95;111;166;121;787;216;1657;60;130;1717;0
830090106;83;00757;83009;ZZZZZZ;8300901;H;3329;394;331;410;664;928;603;536;1557;1236;2915;10;171;231;306;382;80;1354;381;3255;74;155;3149;180
830100000;83;83000;83010;ZZZZZZ;8301000;Z;217;31;25;37;56;49;19;38;126;53;180;0;30;5;10;30;30;55;20;207;10;9;217;0
830110000;83;83114;83011;ZZZZZZ;8301100;Z;1365;204;198;194;308;262;200;276;716;373;1171;0;84;75;80;229;114;418;171;1214;151;174;1320;45
830120000;83;83109;83012;ZZZZZZ;8301200;Z;2979;480;365;498;574;680;382;636;1494;849;2440;5;105;110;250;370;260;945;395;2910;69;143;2892;87
830130000;83;83000;83013;ZZZZZZ;8301300;Z;205;30;15;28;48;67;17;33;119;53;170;0;15;10;24;24;19;73;5;190;15;19;205;0
830140000;83;83000;83014;ZZZZZZ;8301400;Z;224;30;21;27;47;79;19;40;119;66;208;0;15;5;5;41;15;106;20;217;7;11;224;0
830150000;83;83000;83015;ZZZZZZ;8301500;Z;318;44;23;63;59;102;27;53;172;93;302;10;35;5;15;35;10;173;20;300;18;26;317;1
830160101;83;00757;83016;ZZZZZZ;8301601;H;3023;560;531;663;588;437;244;745;1734;544;2457;5;129;114;430;475;341;544;421;2845;178;224;2994;29
830160102;83;00757;83016;ZZZZZZ;8301601;H;3147;465;364;487;686;730;416;641;1600;906;2728;5;163;282;331;438;198;949;361;3081;66;138;3060;87
830160103;83;00757;83016;ZZZZZZ;8301601;H;3566;544;388;590;863;845;335;730;1939;897;3006;25;223;361;450;405;227;934;381;3520;45;99;3546;20
830170000;83;00757;83017;ZZZZZZ;8301700;Z;2429;453;330;460;530;500;155;601;1390;438;1938;10;115;150;343;367;174;507;272;2383;46;87;2429;0
830180000;83;83206;83018;ZZZZZZ;8301800;Z;3039;526;460;510;674;597;272;757;1604;678;2537;30;145;175;330;432;280;700;447;2944;95;167;3012;27
830190101;83;83308;83019;ZZZZZZ;8301901;H;3384;388;399;536;730;798;534;552;1742;1090;3086;20;241;138;325;497;295;1176;395;3203;181;262;3305;79
830190102;83;83308;83019;ZZZZZZ;8301901;H;2930;315;310;378;574;784;571;432;1359;1140;2549;0;167;103;231;344;192;1240;271;2839;91;171;2841;90
830190103;83;83308;83019;ZZZZZZ;8301901;H;1787;214;197;235;402;482;257;296;899;592;1599;30;216;108;192;236;118;546;152;1701;87;125;1785;2
830200000;83;83000;83020;ZZZZZZ;8302000;Z;35;4;3;4;5;15;3;4;15;16;21;0;4;0;0;0;4;9;4;33;2;2;35;0
830210000;83;83000;83021;ZZZZZZ;8302100;Z;2698;539;372;520;613;452;203;703;1507;488;2078;26;92;180;359;277;205;595;344;2647;51;101;2698;0
830220000;83;83000;83022;ZZZZZZ;8302200;Z;29;5;7;2;10;0;5;6;19;5;17;0;0;0;0;0;6;6;6;29;0;0;29;0
830230101;83;83401;83023;830011;8302301;H;2644;531;576;489;463;352;233;680;1537;426;2111;17;79;96;209;344;382;421;565;2083;561;554;2569;75
830230201;83;83401;83023;830021;8302302;H;2785;671;552;547;411;429;174;916;1397;472;2122;0;44;42;178;386;374;479;619;2384;401;532;2753;32
830230202;83;83401;83023;830011;8302302;H;3111;647;433;536;525;534;436;858;1497;756;2461;0;82;105;303;389;296;803;484;2855;256;354;2972;139
830230301;83;83401;83023;830021;8302303;H;5439;1126;767;1034;1099;962;452;1444;2952;1043;4312;19;224;253;579;817;480;1220;720;5236;203;354;5439;0
830230401;83;83401;83023;830011;8302304;A;764;171;138;150;84;126;95;211;391;162;593;3;20;18;53;154;65;174;106;730;34;52;764;0
830230501;83;83401;83023;830021;8302305;D;2436;443;544;401;518;370;161;672;1340;425;1997;32;155;117;246;407;227;485;328;2353;83;114;2179;257
830250000;83;83000;83025;ZZZZZZ;8302500;Z;1376;261;205;280;314;236;81;343;824;210;1152;10;93;99;188;192;198;205;166;1328;48;80;1376;0
830260000;83;83000;83026;ZZZZZZ;8302600;Z;1947;396;251;388;401;339;172;496;1056;394;1550;5;55;50;199;228;223;455;336;1878;69;104;1929;18
830270000;83;00757;83027;ZZZZZZ;8302700;Z;5550;788;690;840;1338;1304;590;1086;3031;1433;4759;85;469;449;614;663;354;1457;668;5456;94;169;5531;19
830280000;83;83114;83028;ZZZZZZ;8302800;Z;1909;264;259;320;403;385;278;357;1043;509;1610;0;115;60;150;355;175;535;220;1789;120;165;1832;77
830290000;83;83205;83029;ZZZZZZ;8302900;Z;3206;506;412;511;752;640;385;678;1728;800;2704;35;238;253;298;406;238;882;354;2934;272;318;3156;50
830300000;83;83000;83030;ZZZZZZ;8303000;Z;1906;394;256;379;350;374;153;485;1041;380;1524;10;82;113;221;257;144;520;175;1885;21;61;1906;0
830310000;83;83307;83031;ZZZZZZ;8303100;Z;4300;690;641;772;884;871;442;927;2367;1006;3590;25;195;180;450;670;405;1145;520;4122;178;298;4169;131
830320000;83;83204;83032;ZZZZZZ;8303200;Z;3447;532;391;481;715;833;494;680;1684;1083;2942;66;179;143;286;357;224;1208;479;3256;191;266;3382;65
830330000;83;83206;83033;ZZZZZZ;8303300;Z;3448;639;465;631;741;687;285;824;1901;723;2820;15;130;170;360;455;375;850;465;3359;89;189;3445;3
830340101;83;00757;83034;ZZZZZZ;8303401;H;3549;410;499;515;678;820;627;576;1776;1198;3056;0;152;193;376;523;173;1320;320;3435;115;210;3549;0
830340102;83;00757;83034;ZZZZZZ;8303401;H;2840;289;286;339;598;784;543;407;1310;1122;2507;0;178;274;294;213;127;1091;330;2784;56;103;2798;42
830340103;83;00757;83034;ZZZZZZ;8303401;H;3311;374;404;395;774;892;472;560;1708;1043;2924;15;183;223;310;462;137;1269;325;3254;57;126;3311;0
830350000;83;00757;83035;ZZZZZZ;8303500;Z;3886;579;471;673;862;909;392;773;2126;988;3375;35;236;341;387;474;293;1182;427;3805;81;159;3883;3
830360101;83;83207;83036;ZZZZZZ;8303601;H;3797;539;434;615;684;867;659;713;1770;1314;3341;10;182;158;257;625;325;1241;542;3407;390;455;3768;29
830360102;83;83207;83036;ZZZZZZ;8303601;H;3588;435;383;489;726;878;676;579;1709;1300;3155;0;281;133;286;409;276;1392;379;3302;286;373;3513;75
830370000;83;83401;83037;ZZZZZZ;8303700;Z;1477;272;223;273;280;282;147;357;794;326;1224;15;66;41;152;203;117;408;222;1436;41;73;1439;38
830380000;83;83000;83038;ZZZZZZ;8303800;Z;473;86;62;76;121;86;42;120;257;96;369;15;10;15;56;86;51;111;25;458;15;23;472;1
830390000;83;83000;83039;ZZZZZZ;8303900;Z;145;18;24;18;43;32;10;26;95;24;125;0;0;30;35;15;15;10;20;136;9;13;145;0
830400000;83;83000;83040;ZZZZZZ;8304000;Z;83;14;6;11;23;18;12;14;48;21;63;11;5;16;5;0;5;16;5;83;0;1;83;0
830410000;83;83114;83041;ZZZZZZ;8304100;Z;692;105;69;100;171;158;89;123;370;199;572;10;48;10;62;77;38;260;67;614;78;100;692;0
830420101;83;83305;83042;ZZZZZZ;8304201;H;2988;608;416;628;642;432;262;756;1706;526;2380;8;178;135;314;436;328;602;380;2506;482;506;2946;42
830420102;83;83305;83042;ZZZZZZ;8304201;H;2020;382;402;534;284;275;144;518;1156;346;1637;0;125;56;91;401;328;331;306;1592;428;462;1994;26
830420103;83;83305;83042;ZZZZZZ;8304201;H;2555;375;357;460;655;470;239;508;1527;520;2180;13;163;76;271;434;318;600;305;2394;160;263;2555;0
830420104;83;83305;83042;ZZZZZZ;8304201;H;4174;658;690;867;1003;601;355;881;2595;698;3518;18;345;115;379;818;632;760;451;3490;684;768;4077;97
830430000;83;83000;83043;ZZZZZZ;8304300;Z;1908;255;254;326;398;473;201;336;1072;500;1623;20;123;51;142;352;133;532;270;1771;137;196;1765;143
830440000;83;83000;83044;ZZZZZZ;8304400;Z;364;62;45;52;73;90;43;77;180;107;280;11;16;16;27;54;16;101;38;352;12;18;356;8
830450000;83;83000;83045;ZZZZZZ;8304500;Z;903;158;120;157;199;187;81;210;484;209;715;25;35;10;105;145;90;226;80;860;43;64;903;0
830460000;83;83204;83046;ZZZZZZ;8304600;Z;2163;202;236;239;454;674;358;286;1022;855;1965;5;185;110;150;230;140;890;255;1938;225;300;2093;70
