IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
870010101;87;87204;87001;ZZZZZZ;8700101;H;2647;402;325;467;545;621;286;562;1359;726;2220;20;45;196;459;239;183;854;224;2602;45;108;2581;65
870010102;87;87204;87001;ZZZZZZ;8700101;H;3189;497;468;510;621;569;523;679;1618;892;2723;15;126;171;302;377;256;1055;422;3128;61;92;3036;153
870020101;87;87201;87002;ZZZZZZ;8700201;H;2791;551;339;585;616;465;235;716;1577;498;2260;10;60;120;326;491;361;591;300;2777;15;36;2748;43
870020102;87;87201;87002;ZZZZZZ;8700201;H;2876;485;348;512;579;523;429;619;1494;763;2377;5;61;145;341;378;277;934;236;2843;33;59;2732;144
870030000;87;87000;87003;ZZZZZZ;8700300;Z;951;125;90;138;222;245;131;171;502;278;845;60;35;30;55;90;95;335;145;873;78;87;951;0
870040000;87;87000;87004;ZZZZZZ;8700400;Z;108;15;12;19;22;26;14;19;61;28;100;0;25;5;20;5;5;15;25;90;18;16;108;0
870050000;87;87000;87005;ZZZZZZ;8700500;Z;1004;183;114;202;252;177;76;230;585;189;802;5;25;85;199;125;75;239;50;999;5;15;1004;0
870060000;87;87000;87006;ZZZZZZ;8700600;Z;257;25;29;28;52;79;44;35;134;89;230;14;13;5;5;25;31;122;15;207;50;46;257;0
870070000;87;87000;87007;ZZZZZZ;8700700;Z;197;25;10;41;38;48;35;31;100;65;180;5;10;10;20;24;20;83;10;186;11;11;197;0
870080000;87;87000;87008;ZZZZZZ;8700800;Z;140;22;15;19;42;27;15;28;76;36;110;10;10;5;10;10;10;25;30;129;11;11;140;0
870090000;87;87000;87009;ZZZZZZ;8700900;Z;143;16;11;17;36;42;21;23;72;48;110;0;5;5;15;15;10;60;0;131;12;12;143;0
870110101;87;87202;87011;ZZZZZZ;8701101;H;1438;162;162;152;297;425;240;241;689;508;1320;10;68;83;110;156;115;553;224;1352;87;115;1434;4
870110102;87;87202;87011;ZZZZZZ;8701101;H;2370;268;344;268;463;486;542;392;1112;865;2085;5;36;42;110;370;203;1002;317;2313;57;81;2049;321
870120000;87;87000;87012;ZZZZZZ;8701200;Z;426;82;47;75;90;86;46;96;225;106;340;25;5;25;20;69;59;108;30;408;18;17;426;0
870130000;87;87000;87013;ZZZZZZ;8701300;Z;631;105;70;109;141;135;71;140;341;150;530;15;35;55;60;70;55;160;80;612;19;24;631;0
870140000;87;87000;87014;ZZZZZZ;8701400;Z;2836;441;376;508;624;470;418;595;1531;709;2386;30;95;70;290;546;286;808;260;2778;58;78;2776;60
870150000;87;87000;87015;ZZZZZZ;8701500;Z;693;169;76;178;120;119;31;204;386;103;510;10;20;40;105;90;65;145;35;688;5;7;686;7
870160000;87;87000;87016;ZZZZZZ;8701600;Z;288;47;28;54;58;61;41;61;148;79;234;5;5;15;25;20;35;95;35;271;17;24;288;0
870170000;87;87000;87017;ZZZZZZ;8701700;Z;495;97;49;90;109;95;55;120;258;117;405;15;25;10;60;55;60;130;50;461;34;43;495;0
870180000;87;87000;87018;ZZZZZZ;8701800;Z;693;91;85;110;161;169;78;132;384;176;602;15;30;35;50;90;110;189;85;650;43;47;693;0
870190000;87;87601;87019;ZZZZZZ;8701900;Z;2928;549;397;579;769;467;169;748;1746;435;2383;16;71;193;465;388;266;702;283;2897;31;75;2928;0
870200000;87;87000;87020;ZZZZZZ;8702000;Z;1701;352;220;360;404;277;88;455;1006;240;1319;10;41;82;252;252;191;335;155;1677;24;44;1701;0
870210000;87;87101;87021;ZZZZZZ;8702100;Z;2579;475;305;514;605;509;171;615;1475;489;2115;5;54;202;384;310;241;641;277;2545;34;83;2555;24
870220000;87;87000;87022;ZZZZZZ;8702200;Z;129;12;19;16;51;22;10;23;83;24;108;0;5;11;16;16;27;22;11;129;0;2;129;0
