INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;C19_MEN;C19_MENPSEUL;C19_MENSFAM;C19_MENFAM;C19_FAM;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P;C19_MENHSEUL;C19_MENFSEUL;P19_POP15P_PSEUL;P19_POP15P_MARIEE;P19_POP15P_PACSEE;P19_POP15P_CONCUB_UNION_LIBRE;P19_POP15P_VEUFS;P19_POP15P_DIVORCEE;P19_POP15P_CELIBATAIRE;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P
82001;82;820010000;Z;5;266.226762400011;75.7042017954457;0.0;190.522560604565;195.305558265013;87.3238200740601;20.7629000587812;87.2188381321712;97.3922557524078;55.433715888416;33.4809836231346;4.59130603288823;4.40729696816583;32.4446579123339;43.2595438831118;73.5412246012901;265.012972438553;23.3705893251226;70.1341793320681;36.3839941780123;34.4180014813514;95.5165424979868;87.3238200740601;20.7629000587812;87.2188381321712;97.3922557524078;55.433715888416;33.4809836231346;4.59130603288823;4.40729696816583
82002;82;820020000;Z;5;1385.04657362917;398.052864086626;61.1318499761875;925.861859566352;935.425916118583;370.138764826385;137.735990911342;427.551160380855;483.077498830178;147.813054726757;235.896464975168;59.0027890974313;9.63610848904798;141.413517504459;256.639346582166;403.290401771976;1195.8365072612;104.507019092453;334.674432678816;176.590657083686;193.002726669855;626.057585375427;370.138764826385;137.735990911342;427.551160380855;483.077498830178;147.813054726757;235.896464975168;59.0027890974313;9.63610848904798
82005;82;820050000;Z;5;588.684014100503;136.872013571347;10.2600635150627;441.551937014093;441.551937014093;240.988565469592;61.9910894000084;138.572282144493;154.085226799381;119.158535026617;131.091774634718;31.836221871372;5.38017868200536;55.7626721957341;81.1093413756132;138.899747105738;509.931117410458;82.2141400751415;180.997418922713;51.9877254917758;60.4289046435551;233.041040334898;240.988565469592;61.9910894000084;138.572282144493;154.085226799381;119.158535026617;131.091774634718;31.836221871372;5.38017868200536
82006;82;820060000;Z;5;32.7272727272727;5.45454545454545;0.0;27.2727272727273;27.2727272727273;10.9090909090909;5.45454545454545;10.9090909090909;10.9090909090909;0.0;16.3636363636364;0.0;0.0;0.0;5.45454545454545;3.27272727272727;45.8181818181818;0.0;5.45454545454545;6.54545454545454;1.09090909090909;8.72727272727273;10.9090909090909;5.45454545454545;10.9090909090909;10.9090909090909;0.0;16.3636363636364;0.0;0.0
82008;82;820080000;Z;5;425.0;150.0;20.0;255.0;260.0;100.0;45.0;115.0;130.0;60.0;55.0;5.0;10.0;80.0;70.0;152.0;357.0;37.0;90.0;67.0;43.0;180.0;100.0;45.0;115.0;130.0;60.0;55.0;5.0;10.0
82010;82;820100000;Z;5;112.842756123259;37.6142520410863;0.0;75.2285040821727;75.2285040821727;32.2407874637883;10.7469291545961;32.2407874637883;37.6142520410863;10.7469291545961;21.4938583091922;5.37346457729805;0.0;21.4938583091922;16.1203937318941;38.6889449565459;90.2742048986072;3.22407874637883;43.9867239926185;10.7469291545961;20.4191653937326;27.9420158019498;32.2407874637883;10.7469291545961;32.2407874637883;37.6142520410863;10.7469291545961;21.4938583091922;5.37346457729805;0.0
82011;82;820110000;Z;5;356.822162410221;73.5331134156496;5.06436958363963;278.224679410932;288.080692512361;139.52905073286;30.3912333418169;118.160408437683;133.265391702513;55.619939933947;74.8680327102713;24.3273281656289;0.0;31.5141914638498;42.0189219517997;71.4321673180596;357.429813271491;56.6544880724488;98.8769139060004;32.3759836490297;33.1266728847128;142.162966328801;139.52905073286;30.3912333418169;118.160408437683;133.265391702513;55.619939933947;74.8680327102713;24.3273281656289;0.0
82012;82;820120000;Z;5;210.0;45.0;5.0;160.0;160.0;80.0;10.0;70.0;75.0;25.0;40.0;20.0;0.0;25.0;20.0;48.0;211.0;24.0;50.0;26.0;16.0;91.0;80.0;10.0;70.0;75.0;25.0;40.0;20.0;0.0
82013;82;820130000;Z;5;1625.0;605.0;15.0;1005.0;1010.0;385.0;175.0;450.0;510.0;250.0;155.0;70.0;25.0;260.0;345.0;598.0;1275.0;92.0;392.0;316.0;283.0;826.0;385.0;175.0;450.0;510.0;250.0;155.0;70.0;25.0
82014;82;820140000;Z;5;106.633934318174;35.2960705830578;9.81765691261344;61.5202068225023;61.5202068225023;41.8848929972754;0.0;19.6353138252269;24.414207761797;9.55778787314025;18.6095949045808;4.52925178803451;4.40936449494969;20.1691831903188;15.1268873927391;34.2876114235419;91.4881030828734;13.3870760668033;33.4214824630522;9.95528932499575;11.0136769142188;49.65832918017;41.8848929972754;0.0;19.6353138252269;24.414207761797;9.55778787314025;18.6095949045808;4.52925178803451;4.40936449494969
82016;82;820160000;Z;5;99.9213772725613;34.5618331349718;0.0;65.3595441375895;65.3595441375895;20.3883697541298;10.069791184611;34.9013831988487;34.9013831988487;10.069791184611;15.2036166637258;0.0;5.18475309040403;19.7496189342696;14.8122142007022;33.5743521882583;89.202582300598;8.09559928822102;20.1603346114693;14.8904946933069;11.0194383389618;37.9932889541319;20.3883697541298;10.069791184611;34.9013831988487;34.9013831988487;10.069791184611;15.2036166637258;0.0;5.18475309040403
82017;82;820170000;Z;5;548.318673883627;115.700270635995;0.0;432.618403247632;437.648849797023;266.613667117727;35.2131258457375;135.822056833559;150.913396481732;110.669824086604;145.882949932341;20.1217861975643;10.0608930987821;65.3958051420839;50.3044654939107;114.694181326116;518.13599458728;130.791610284168;135.822056833559;40.2435723951286;58.3531799729364;250.516238159675;266.613667117727;35.2131258457375;135.822056833559;150.913396481732;110.669824086604;145.882949932341;20.1217861975643;10.0608930987821
82018;82;820180000;Z;5;468.45931504117;108.485315062166;0.0;359.973999979004;364.905150663648;157.796821908604;44.380356161795;162.727972593248;177.52142464718;73.9672602696584;88.76071232359;14.7934520539317;9.86230136928778;49.3115068464389;59.1738082157267;110.457775336023;438.900531548209;72.9810301327296;110.457775336023;30.5731342447921;56.2151178049404;217.95686026126;157.796821908604;44.380356161795;162.727972593248;177.52142464718;73.9672602696584;88.76071232359;14.7934520539317;9.86230136928778
82019;82;820190000;Z;5;291.921623291885;55.9775757959547;10.2218019465953;225.722245549335;225.722245549335;113.26029831745;25.5545048664882;86.9074423653972;117.617099843858;51.3081421070141;36.0867387846046;20.7102648138585;0.0;35.6220936883348;20.3554821076199;61.0664463228597;301.631188423505;38.9935330204125;80.1120250934875;32.6703407339063;32.7282336799178;122.370524925994;113.26029831745;25.5545048664882;86.9074423653972;117.617099843858;51.3081421070141;36.0867387846046;20.7102648138585;0.0
82020;82;820200000;Z;5;240.0;65.0;5.0;170.0;175.0;95.0;10.0;70.0;90.0;35.0;40.0;5.0;5.0;35.0;30.0;63.0;247.0;30.0;45.0;25.0;17.0;112.0;95.0;10.0;70.0;90.0;35.0;40.0;5.0;5.0
82022;82;820220000;Z;5;186.169290553409;80.3556741751819;0.0;105.813616378227;105.813616378227;40.3921836571966;5.03241790161775;60.389014819413;70.4640595565792;15.1278805066455;20.2216763150025;0.0;0.0;35.1556074516421;45.2000667235398;81.3601201023717;143.065863306981;13.1190383567565;45.4125251486483;32.1463449763403;32.1687756954214;68.5617592053661;40.3921836571966;5.03241790161775;60.389014819413;70.4640595565792;15.1278805066455;20.2216763150025;0.0;0.0
82023;82;820230000;Z;5;390.254325183755;115.672205331666;20.6936316750145;253.888488177074;253.888488177074;141.39902374954;25.7167459213501;86.7727185061838;102.144700159755;67.3821007735977;63.0104006066462;15.8818568688487;5.4694297682271;60.3507158252172;55.3214895064491;110.642979012898;305.18133836156;39.6291803100976;136.035660932908;41.6413155730811;46.8562804383538;172.639184293487;141.39902374954;25.7167459213501;86.7727185061838;102.144700159755;67.3821007735977;63.0104006066462;15.8818568688487;5.4694297682271
82024;82;820240000;Z;5;115.560047397682;30.4693355612451;5.03035823993594;80.0603535965006;80.0603535965006;24.7738261694307;5.03035823993594;50.256169187134;50.256169187134;14.9962482953569;14.8079361140098;0.0;0.0;15.2346677806225;15.2346677806225;31.4849800799533;129.159798020877;7.99221191140248;16.9047975471311;11.1338884511818;10.1184235385865;39.1253383000812;24.7738261694307;5.03035823993594;50.256169187134;50.256169187134;14.9962482953569;14.8079361140098;0.0;0.0
82025;82;820250000;Z;5;1552.19947067111;400.459357543637;10.1340155800989;1141.60609754738;1141.60609754738;554.296663386749;116.077709686027;471.231724474599;546.444052520865;270.575359515516;242.034089747439;68.1934704516044;14.359125311951;138.620546842028;261.838810701609;394.298444350658;1430.85557674593;184.901303621377;389.95658658784;158.449124261387;202.748862551401;572.686950526597;554.296663386749;116.077709686027;471.231724474599;546.444052520865;270.575359515516;242.034089747439;68.1934704516044;14.359125311951
82026;82;820260000;Z;5;323.484519426323;148.285827222453;14.502256115866;160.696436088004;160.696436088004;50.6836395362111;19.7830388498672;90.2297577019261;99.9872679182459;42.7449374749871;17.9642306947713;0.0;0.0;63.5510688096227;84.7347584128303;153.581749623255;210.572563202572;22.474807415808;69.1710456096333;49.0938181002232;64.7754436344937;121.908970551022;50.6836395362111;19.7830388498672;90.2297577019261;99.9872679182459;42.7449374749871;17.9642306947713;0.0;0.0
