IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
020010000;02;02000;02001;ZZZZZZ;0200100;Z;498;97;93;107;90;73;38;133;279;87;406;0;10;5;50;85;105;96;55;493;5;7;497;1
020020000;02;02000;02002;ZZZZZZ;0200200;Z;598;133;78;116;122;103;46;168;314;116;462;0;30;30;64;65;75;145;55;595;3;9;598;0
020030000;02;02000;02003;ZZZZZZ;0200300;Z;1012;204;120;198;221;189;81;256;557;198;800;15;15;55;105;130;141;239;100;1003;9;21;1012;0
020040000;02;02000;02004;ZZZZZZ;0200400;Z;177;23;31;22;51;33;17;36;107;34;156;5;5;5;19;15;15;58;34;174;3;5;177;0
020050000;02;02000;02005;ZZZZZZ;0200500;Z;384;81;53;77;83;73;17;106;222;56;315;20;20;15;25;70;45;75;45;377;7;12;384;0
020060000;02;02000;02006;ZZZZZZ;0200600;Z;255;35;36;46;69;51;18;52;149;55;224;0;5;0;15;34;39;92;39;254;1;3;255;0
020070000;02;02000;02007;ZZZZZZ;0200700;Z;125;18;21;24;31;19;12;21;76;28;115;10;5;5;25;15;20;20;15;125;0;1;125;0
020080000;02;02000;02008;ZZZZZZ;0200800;Z;291;78;31;80;51;38;13;91;169;31;227;0;0;25;40;60;40;25;35;290;1;6;291;0
020090000;02;02000;02009;ZZZZZZ;0200900;Z;543;125;71;117;93;111;27;160;273;111;417;0;5;10;96;65;80;101;60;541;2;8;543;0
020100000;02;02000;02010;ZZZZZZ;0201000;Z;177;40;24;32;53;27;1;53;103;21;140;0;0;0;25;25;40;15;35;176;1;1;177;0
020110000;02;02000;02011;ZZZZZZ;0201100;Z;1155;219;174;209;238;228;88;298;626;230;889;0;35;50;173;120;134;279;99;1138;17;25;1145;10
020120000;02;02000;02012;ZZZZZZ;0201200;Z;70;15;7;19;15;13;2;16;47;7;54;5;10;5;10;10;5;10;0;67;3;4;70;0
020130000;02;02000;02013;ZZZZZZ;0201300;Z;404;69;63;72;103;72;25;104;238;63;324;5;10;10;68;26;89;58;58;400;4;4;404;0
020140000;02;02000;02014;ZZZZZZ;0201400;Z;744;156;91;145;180;132;41;199;438;106;595;0;35;5;96;55;80;204;120;739;5;17;726;18
020150000;02;02000;02015;ZZZZZZ;0201500;Z;75;12;13;11;19;18;3;15;48;12;69;0;0;0;5;25;20;10;10;75;0;3;75;0
020160000;02;02402;02016;ZZZZZZ;0201600;Z;228;52;37;48;43;35;14;69;125;35;169;11;0;11;16;32;37;42;21;227;1;4;228;0
020170000;02;02000;02017;ZZZZZZ;0201700;Z;315;79;50;67;53;47;19;97;174;44;231;5;10;20;25;15;40;69;45;309;6;4;314;1
020180000;02;02121;02018;ZZZZZZ;0201800;Z;2533;500;392;405;518;490;228;656;1347;530;2028;10;65;65;267;358;290;615;358;2439;94;112;2510;23
020190000;02;02000;02019;ZZZZZZ;0201900;Z;364;62;65;59;71;76;31;81;201;82;291;0;5;15;40;10;75;116;30;361;3;8;364;0
020200000;02;02000;02020;ZZZZZZ;0202000;Z;456;93;70;74;90;80;50;122;239;95;365;35;30;15;45;50;65;81;45;442;14;16;456;0
020210000;02;02000;02021;ZZZZZZ;0202100;Z;87;13;18;15;20;11;12;21;47;20;73;5;5;5;10;0;10;10;29;87;0;0;87;0
020220000;02;02000;02022;ZZZZZZ;0202200;Z;403;70;58;75;97;70;33;101;227;75;360;10;10;35;45;30;50;90;90;401;2;5;403;0
020230000;02;02000;02023;ZZZZZZ;0202300;Z;103;16;15;21;27;17;6;23;65;15;81;0;0;10;40;5;10;15;0;103;0;1;103;0
020240000;02;02000;02024;ZZZZZZ;0202400;Z;53;10;6;9;11;7;10;10;27;16;45;0;0;0;5;15;10;10;5;53;0;2;53;0
020250000;02;02000;02025;ZZZZZZ;0202500;Z;371;74;61;79;67;67;23;99;212;60;285;0;25;5;50;35;60;60;50;366;5;5;371;0
020270000;02;02000;02027;ZZZZZZ;0202700;Z;222;35;36;33;51;50;17;43;131;49;192;16;0;5;10;26;36;67;31;220;2;3;222;0
020280000;02;02403;02028;ZZZZZZ;0202800;Z;2604;522;373;450;569;455;237;655;1434;515;2088;5;60;135;330;320;325;635;280;2580;24;46;2599;5
020290000;02;02000;02029;ZZZZZZ;0202900;Z;363;58;51;65;87;77;25;83;210;70;323;0;5;21;51;72;46;97;31;359;4;9;363;0
020300000;02;02000;02030;ZZZZZZ;0203000;Z;269;41;43;37;60;57;31;64;139;66;240;0;5;5;10;35;75;80;30;262;7;7;269;0
020310000;02;02000;02031;ZZZZZZ;0203100;Z;657;120;116;110;131;107;75;160;359;139;513;20;15;0;45;105;85;150;95;642;15;15;657;0
020320000;02;02000;02032;ZZZZZZ;0203200;Z;253;51;49;51;51;34;17;70;151;32;210;0;15;10;10;15;85;50;25;252;1;1;253;0
020330000;02;02000;02033;ZZZZZZ;0203300;Z;105;14;13;23;23;28;4;20;68;17;90;0;0;5;10;15;25;20;15;105;0;0;105;0
020340000;02;02000;02034;ZZZZZZ;0203400;Z;118;29;20;22;25;18;4;35;72;11;85;5;0;0;10;25;20;10;15;118;0;0;118;0
020350000;02;02000;02035;ZZZZZZ;0203500;Z;279;75;43;53;58;34;17;96;145;38;199;10;20;0;30;30;50;40;20;278;1;1;279;0
020360000;02;02000;02036;ZZZZZZ;0203600;Z;82;15;10;11;27;8;10;16;51;15;63;6;0;0;11;11;17;11;6;81;1;1;82;0
020370000;02;02000;02037;ZZZZZZ;0203700;Z;1422;304;203;273;294;253;94;393;764;265;1101;5;0;51;174;225;148;287;210;1411;11;20;1419;3
020380000;02;02000;02038;ZZZZZZ;0203800;Z;57;10;5;8;8;13;14;13;24;21;39;0;0;0;0;10;10;20;0;57;0;1;57;0
020390000;02;02000;02039;ZZZZZZ;0203900;Z;169;33;43;29;33;19;12;60;86;23;135;0;5;10;30;10;20;30;30;169;0;0;151;18
020400000;02;02000;02040;ZZZZZZ;0204000;Z;178;38;29;34;36;22;19;53;93;32;140;15;5;0;30;20;15;35;20;175;3;3;178;0
020410000;02;02303;02041;ZZZZZZ;0204100;Z;814;145;116;153;172;150;78;199;435;180;655;5;40;35;45;130;85;210;105;806;8;18;803;11
020420000;02;02000;02042;ZZZZZZ;0204200;Z;389;65;55;56;103;79;32;83;228;78;315;15;25;25;55;30;45;85;35;383;6;15;389;0
020430000;02;02000;02043;ZZZZZZ;0204300;Z;69;12;7;15;20;10;5;17;40;12;42;0;0;5;5;0;11;5;16;69;0;1;69;0
