IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
490020000;49;49112;49002;ZZZZZZ;4900200;Z;3029;617;453;552;592;472;343;793;1607;629;2392;61;95;75;234;357;474;815;281;3000;29;41;2940;89
490030000;49;49000;49003;ZZZZZZ;4900300;Z;1772;436;239;380;308;236;173;513;943;316;1346;24;48;63;248;197;291;358;117;1755;17;27;1770;2
490070101;49;49701;49007;490521;4900701;H;2062;171;1198;238;220;114;122;494;1397;171;1876;0;32;272;283;210;128;204;746;1948;114;145;2014;48
490070102;49;49701;49007;490521;4900701;H;2311;167;719;346;348;369;362;353;1357;601;2144;3;63;190;282;357;160;652;436;2206;105;154;2304;7
490070103;49;49701;49007;490531;4900701;H;2633;241;1068;438;292;260;332;604;1551;477;2394;0;70;375;363;250;182;515;639;2462;171;211;2366;267
490070104;49;49701;49007;490531;4900701;H;2020;138;968;295;235;166;219;368;1324;329;1875;0;62;295;213;212;131;352;610;1772;248;276;1869;151
490070105;49;49701;49007;490531;4900701;H;2190;151;1157;297;259;223;103;513;1429;248;2040;0;72;307;224;198;105;237;897;2025;165;204;2062;128
490070106;49;49701;49007;490521;4900701;H;3973;267;2489;547;310;202;157;782;2913;279;3704;1;87;512;557;563;243;320;1420;3663;310;398;3947;26
490070107;49;49701;49007;490541;4900701;H;2858;151;1563;353;252;308;231;568;1848;442;2704;0;86;442;317;355;143;445;915;2696;162;214;2777;82
490070108;49;49701;49007;490541;4900701;H;3343;501;498;631;514;614;586;625;1718;1000;2842;0;62;228;310;351;339;1108;445;3039;304;430;3343;0
490070109;49;49701;49007;490541;4900701;H;2694;191;1248;309;273;249;425;591;1499;605;2506;0;85;261;311;328;98;594;829;2551;143;215;2629;66
490070110;49;49701;49007;490541;4900701;H;2648;402;762;384;432;419;249;665;1484;499;2244;4;81;508;295;208;59;506;582;2520;129;177;2569;79
490070201;49;49701;49007;490551;4900702;A;590;9;443;57;12;43;25;144;393;53;580;0;8;86;51;44;12;54;326;516;74;84;584;6
490070202;49;49701;49007;490551;4900702;H;4240;483;1572;895;530;461;299;857;2795;589;3743;0;76;615;662;559;293;660;877;4105;135;234;4219;21
490070203;49;49701;49007;490551;4900702;H;3439;545;1092;681;461;276;384;789;2117;534;2896;0;44;236;414;462;236;584;920;3130;309;406;3072;367
490070204;49;49701;49007;490551;4900702;H;4296;753;906;815;762;604;456;1077;2381;838;3543;0;155;507;631;446;237;966;600;4060;235;270;4191;105
490070301;49;49701;49007;490561;4900703;H;2782;237;1316;264;346;313;305;588;1703;491;2554;3;42;385;377;193;108;473;973;2634;148;174;2521;261
490070302;49;49701;49007;490561;4900703;H;2765;350;956;426;355;271;408;653;1559;552;2432;0;57;277;364;333;168;522;710;2611;154;147;2558;207
490070303;49;49701;49007;490561;4900703;H;3240;342;1023;450;449;476;500;708;1729;804;2901;7;64;357;424;274;203;827;745;3120;120;180;3032;208
490070304;49;49701;49007;490561;4900703;H;3432;610;701;606;725;513;278;871;1984;577;2820;7;64;395;492;387;273;681;522;3172;260;357;3410;22
490070401;49;49701;49007;490571;4900704;H;2483;253;866;395;350;380;238;519;1449;515;2230;0;58;395;361;181;99;522;614;2393;90;126;2483;0
490070402;49;49701;49007;490571;4900704;H;2462;316;669;370;397;411;299;572;1315;575;2132;1;57;417;344;198;51;577;488;2397;65;99;2313;149
490070403;49;49701;49007;490581;4900704;H;2332;462;681;420;395;248;126;715;1337;280;1868;7;32;201;233;355;259;311;470;1982;349;358;2317;15
490070404;49;49701;49007;490581;4900704;H;2212;534;534;396;369;287;92;685;1247;280;1678;4;21;120;173;350;257;336;415;1923;289;354;2212;0
490070405;49;49701;49007;490571;4900704;H;3395;537;985;739;435;353;347;798;2021;576;2862;0;59;483;553;383;210;618;556;3113;282;302;3315;81
490070406;49;49701;49007;490581;4900704;H;2348;290;504;334;412;455;353;482;1219;648;2050;3;48;270;345;239;83;765;296;2271;78;84;2308;40
490070407;49;49701;49007;490571;4900704;H;2098;376;568;451;333;248;122;526;1302;270;1730;1;52;368;380;217;103;295;313;2020;78;105;1920;178
490070408;49;49701;49007;490571;4900704;D;33;3;13;11;2;4;0;14;17;2;30;0;4;0;0;0;5;2;19;30;3;4;1;32
490070501;49;49701;49007;490591;4900705;H;3030;422;1064;507;482;333;222;846;1777;407;2612;0;60;165;340;440;325;459;824;2761;269;380;2994;36
490070502;49;49701;49007;490591;4900705;H;2708;409;982;420;409;324;163;723;1639;346;2298;4;24;148;322;390;293;443;675;2492;216;253;2708;0
490070503;49;49701;49007;490601;4900705;H;3794;558;1957;474;350;342;114;1450;2042;302;3242;0;61;90;232;579;389;374;1517;3243;550;619;3011;783
490070504;49;49701;49007;490601;4900705;H;2179;453;699;381;314;191;140;734;1179;265;1726;0;34;75;133;240;384;267;593;1885;293;330;2129;49
490070505;49;49701;49007;490601;4900705;A;163;38;41;32;52;0;0;50;113;0;128;0;0;0;10;103;0;0;15;163;0;1;148;15
490070506;49;49701;49007;490591;4900705;D;296;41;143;60;26;22;3;52;231;12;255;1;3;26;68;73;29;19;36;283;12;20;296;0
490070601;49;49701;49007;490611;4900706;H;1914;305;554;405;204;211;234;424;1109;381;1610;0;38;162;253;299;154;394;309;1752;162;164;1819;95
490070602;49;49701;49007;490611;4900706;H;2906;490;659;439;396;364;559;680;1452;773;2411;3;29;166;286;298;276;851;501;2575;330;349;2422;484
490070603;49;49701;49007;490611;4900706;H;2678;355;820;486;417;389;212;564;1601;512;2323;0;56;321;377;348;222;548;452;2566;112;168;2678;0
490070605;49;49701;49007;490611;4900706;H;1615;265;315;220;395;204;217;389;880;346;1350;0;41;186;222;203;103;374;221;1516;99;133;1444;171
490070701;49;49701;49007;490621;4900707;H;3850;664;1368;617;471;382;349;1144;2091;615;3176;4;105;285;486;413;284;668;931;3710;140;201;3223;628
490070703;49;49701;49007;490621;4900707;H;2288;418;472;442;457;325;175;545;1371;372;1870;0;53;221;328;287;213;437;332;2214;74;98;2285;3
490070704;49;49701;49007;490621;4900707;H;2661;416;892;453;417;239;244;666;1615;379;2247;4;73;294;285;405;223;428;536;2576;84;127;2525;136
490070705;49;49701;49007;490621;4900707;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490070706;49;49701;49007;490621;4900707;A;103;0;53;12;9;22;6;19;72;12;103;0;3;25;9;12;3;22;28;103;0;0;103;0
490070707;49;49701;49007;490621;4900707;H;2206;304;1120;394;238;103;47;552;1545;109;1898;0;22;153;268;780;224;126;326;2079;127;154;1720;486
490070801;49;49701;49007;490631;4900708;A;42;8;18;5;11;0;0;14;28;0;34;0;3;0;3;3;6;0;19;42;0;0;9;33
490070802;49;49701;49007;490641;4900708;H;2280;507;476;411;412;286;187;692;1245;342;1770;0;41;122;268;266;323;418;332;2114;166;221;2241;38
490070803;49;49701;49007;490641;4900708;H;1847;376;420;320;300;243;188;535;984;328;1466;3;14;60;110;292;305;365;317;1602;245;281;1751;97
490070804;49;49701;49007;490641;4900708;H;1492;315;348;265;243;165;156;465;748;279;1174;3;7;23;116;199;235;277;313;1216;277;284;1469;24
490070805;49;49701;49007;490631;4900708;H;2579;739;415;466;351;260;349;918;1130;531;1839;7;20;7;54;243;431;527;550;1880;699;776;2579;0
490070806;49;49701;49007;490631;4900708;H;2130;451;402;330;415;302;231;597;1125;408;1671;0;30;65;138;235;268;462;472;1691;440;478;1977;153
