IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
630010000;63;63107;63001;ZZZZZZ;6300100;Z;2732;446;365;497;476;426;522;575;1339;818;2250;5;95;85;215;370;350;915;215;2649;83;127;2373;359
630020000;63;63000;63002;ZZZZZZ;6300200;Z;93;10;4;12;22;33;11;11;48;34;77;5;10;5;0;10;10;26;10;91;2;2;93;0
630030101;63;63203;63003;ZZZZZZ;6300301;H;3210;430;441;453;629;673;585;575;1605;1030;2786;20;146;116;171;417;377;1167;372;3078;133;165;2956;255
630030102;63;63203;63003;ZZZZZZ;6300301;H;3461;477;452;527;830;720;455;659;1899;903;2932;25;146;126;287;469;392;1021;466;3326;134;184;3403;57
630040000;63;63112;63004;ZZZZZZ;6300400;Z;1610;253;188;263;361;318;227;317;872;421;1364;14;38;33;138;209;285;509;138;1509;101;155;1576;34
630050000;63;63000;63005;ZZZZZZ;6300500;Z;397;74;50;81;87;72;33;90;223;85;291;5;15;25;25;59;74;59;30;389;8;15;397;0
630060000;63;63000;63006;ZZZZZZ;6300600;Z;178;20;9;28;36;49;36;24;85;69;154;46;5;0;10;10;10;67;5;178;0;1;178;0
630070000;63;63000;63007;ZZZZZZ;6300700;Z;166;12;15;21;37;59;22;15;95;56;150;40;0;10;15;10;15;50;10;164;2;2;163;3
630080000;63;63000;63008;ZZZZZZ;6300800;Z;604;84;46;100;149;152;73;109;320;174;532;31;26;5;57;46;145;186;36;594;10;11;604;0
630090000;63;63000;63009;ZZZZZZ;6300900;Z;561;81;57;86;101;112;123;101;268;191;477;24;19;24;62;43;67;170;68;557;4;5;507;54
630100000;63;63000;63010;ZZZZZZ;6301000;Z;1892;270;218;285;396;424;299;347;970;576;1602;31;78;26;78;267;272;652;198;1829;63;94;1781;111
630110000;63;63000;63011;ZZZZZZ;6301100;Z;225;34;39;38;48;30;36;51;122;51;197;5;5;5;5;39;49;64;25;218;7;7;225;0
630120000;63;63000;63012;ZZZZZZ;6301200;Z;898;184;115;165;188;192;54;224;507;167;714;35;15;35;144;114;74;188;109;890;8;24;898;0
630130000;63;63000;63013;ZZZZZZ;6301300;Z;890;189;110;201;189;146;55;232;512;146;716;15;30;40;172;101;71;207;81;885;5;20;890;0
630140101;63;63701;63014;ZZZZZZ;6301401;H;2731;322;838;477;464;331;299;502;1731;498;2440;5;45;245;335;400;245;590;575;2530;201;268;2654;77
630140102;63;63701;63014;ZZZZZZ;6301401;H;1726;220;346;231;371;307;251;362;905;459;1520;0;35;265;240;200;85;420;275;1684;42;77;1726;0
