INSEE_COM;DEP;IRIS;TYP_IRIS;P19_POP;P19_POP0014;P19_POP1529;P19_POP3044;P19_POP4559;P19_POP6074;P19_POP75P;P19_POP0019;P19_POP2064;P19_POP65P;C19_POP15P;C19_POP15P_CS1;C19_POP15P_CS2;C19_POP15P_CS3;C19_POP15P_CS4;C19_POP15P_CS5;C19_POP15P_CS6;C19_POP15P_CS7;C19_POP15P_CS8;P19_POP_FR;P19_POP_ETR;P19_POP_IMM;P19_PMEN;P19_PHORMEN
72001;72;720010000;Z;1698.0;363.163684827509;264.925889232973;322.889195487196;447.567900164256;240.434963241976;59.0183670460906;493.334222966344;1024.80848486137;179.857292172284;1337.41443765676;4.94107530518408;36.6832179335038;114.651554278481;295.728709006174;297.823284698479;151.956028065715;267.587596801593;168.042971567634;1688.72431651398;9.27568348602162;20.6971607746325;1698.0;0.0
72002;72;720020000;Z;205.0;32.964824120603;27.8140703517588;32.964824120603;40.1758793969849;52.537688442211;18.5427135678392;42.2361809045226;109.195979899497;53.5678391959799;180.276381909548;0.0;5.15075376884422;5.15075376884422;30.9045226130653;30.9045226130653;10.3015075376884;77.2613065326633;20.6030150753769;203.969849246231;1.03015075376884;5.15075376884422;205.0;0.0
72003;72;720030101;H;3748.91326614487;620.088016670074;473.160736728104;475.642298334333;642.024467272973;673.522580380319;864.475166759065;842.777177443221;1606.6086030448;1299.52748565685;3127.82521391469;12.3491615506355;35.9672260790275;61.7830681605146;299.60456934969;407.778885540781;412.131372605326;1380.95998223571;517.250948393007;3670.06633718355;78.8469289613184;200.38121239322;3312.89776194049;436.015504204374
72003;72;720030102;H;1699.40072159304;476.32492607778;305.62868773689;306.066698107022;274.267964554357;169.288755847516;167.823689269476;595.62908880728;838.413269375451;265.358363410309;1223.07579551526;0.0;5.11344959056137;12.2637106556654;79.4237714220507;205.626049480362;278.398536149794;293.308296862838;348.941981353988;1456.48932864515;242.911392947893;307.090517851282;1699.40072159304;0.0
72003;72;720030103;H;1646.07718231156;299.418009700031;274.037185332774;211.836557494779;361.968355317757;357.265634362718;141.551440103503;372.578400344864;908.607809126468;364.89097284023;1349.65927929184;4.44051413920996;22.9454146994475;24.2238613967255;62.486263832903;259.328182119815;309.701182976909;430.94365249027;235.590207636558;1515.55610739122;130.521074920347;237.186802088695;1626.07647110953;20.0007112020355
72003;72;720030104;H;1471.67346133226;375.285010626915;310.395983081311;231.576583975872;263.879074219577;194.132452594759;96.4043568338292;466.644929321709;827.86286260374;177.165669406815;1096.38845070535;0.0;3.76040085773914;0.0;100.657004388352;251.26715447618;271.863744357634;240.709186749417;228.130959876027;1269.99784029713;201.675621035132;229.691642964033;1471.67346133226;0.0
72003;72;720030105;H;2600.93536861827;347.10262955414;446.210712536637;435.375553154583;612.697980927052;544.8219209247;214.726571521154;503.915993086253;1523.17413390682;573.845241625194;2250.83263238382;7.97672538730497;40.7037599631153;81.2018353204746;230.031436704871;422.046542512451;377.183067322811;655.347771756711;436.341493416081;2496.88192839339;104.053440224874;173.087149163318;2323.92551847007;277.009850148192
72004;72;720040000;Z;585.0;162.377064328292;85.6125255213457;152.04759932601;93.5565194529803;58.5039140345673;32.9023773368055;196.511144931073;323.368135179193;65.1207198897338;393.235654234053;10.2200455436326;10.2200455436326;41.5460354998467;62.680960680434;72.6511370099336;57.9931280071107;82.7835629747001;55.1407389747622;582.955990891273;2.04400910872652;4.08801821745303;583.999738815862;1.00026118413754
72005;72;720050000;Z;936.0;201.928509132403;106.481262411756;180.923538169127;167.041477554274;200.060933558794;79.5642791736461;255.454481283674;473.199467596377;207.346051119949;725.342094554313;30.114003899233;14.9521752238308;34.9888115108532;75.0305551352319;129.341359611141;129.698507282696;251.4965095711;59.7201723202271;932.004749581072;3.99525041892852;5.99287562839279;936.0;0.0
72006;72;720060000;Z;1899.0;316.870869886659;278.725394394986;265.01352676332;412.206182873579;436.866442729108;189.317583352348;454.917179908598;991.569772419661;452.513047671741;1581.79589296609;4.2067456606955;31.8149375335669;81.6469630988502;274.130148818497;266.384942750399;157.155651642463;566.042682336069;200.413821125549;1888.16478910387;10.8352108961317;40.6951664742671;1824.00556450953;74.9944354904686
72007;72;720070000;Z;497.0;105.375757575758;74.5454545454545;113.321212121212;83.4909090909091;98.4;21.8666666666667;139.169696969697;264.4;93.430303030303;397.575757575758;0.0;0.0;29.8181818181818;69.5757575757576;104.363636363636;69.5757575757576;69.5757575757576;54.6666666666667;491.030303030303;5.96969696969697;10.9393939393939;492.0;4.99999999999998
72008;72;720080101;H;1576.67681396657;273.031050791657;238.414703753348;245.06183251757;323.506972800931;348.956440331575;147.705813771486;370.879948397092;809.877729935569;395.919135633906;1327.96283775276;0.0;10.1379623238615;60.5485992737594;212.558915408265;181.725128146339;197.591138102894;504.883264238167;160.517830259472;1537.27935882937;39.3974551371964;64.4764034462186;1576.67681396657;0.0
72008;72;720080102;H;3926.32318603343;584.448221114684;657.375265091509;585.198663259189;776.16048514189;822.906606968271;500.233944457889;853.987883408815;2044.0328763017;1028.30242632292;3324.24878606663;0.0;132.24112740735;203.220108561316;380.822494982517;516.687936774752;430.087689732591;1211.67110384726;449.51832476085;3826.84634398492;99.4768420485166;155.123506871155;3758.32096121376;168.002224819677
72009;72;720090000;Z;362.0;87.0;53.0;82.0;76.0;50.0;14.0;116.0;204.0;42.0;275.0;20.0;0.0;0.0;50.0;50.0;45.0;80.0;30.0;362.0;0.0;1.0;362.0;0.0
72011;72;720110000;Z;906.0;181.0;141.0;160.0;189.0;153.0;82.0;240.0;483.0;183.0;735.0;45.0;30.0;0.0;105.0;100.0;135.0;235.0;85.0;901.0;5.0;10.0;906.0;0.0
72012;72;720120000;Z;490.0;93.0;77.0;96.0;103.0;78.0;43.0;118.0;285.0;87.0;390.0;20.0;35.0;35.0;45.0;65.0;45.0;110.0;35.0;488.0;2.0;4.0;473.0;17.0
72013;72;720130000;Z;2115.0;323.732672893629;303.982638309069;322.972072900827;429.855938221502;457.875704517734;276.580973157239;445.961083067774;1084.0986652025;584.940251729725;1827.17392517837;9.99319491649977;114.996542146201;69.6849153896575;125.163004811639;204.815837987309;385.265446346259;633.179652599327;284.075330981481;2096.94921361756;18.0507863824383;22.0615980815415;2103.99947319865;11.0005268013525
