IRIS;REG;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;C17_MEN;C17_MENPSEUL;C17_MENSFAM;C17_MENFAM;C17_FAM;C17_COUPAENF;C17_FAMMONO;C17_COUPSENF;C17_NE24F0;C17_NE24F1;C17_NE24F2;C17_NE24F3;C17_NE24F4P
261400000;84;26;26000;26140;ZZZZZZ;2614000;Z;5;275;50;0;225;225;120;20;85;95;45;70;15;0
261410000;84;26;26000;26141;ZZZZZZ;2614100;Z;5;93;42;0;51;51;23;0;28;28;9;9;5;0
261420000;84;26;26000;26142;ZZZZZZ;2614200;Z;5;49;20;0;29;29;10;0;20;20;5;5;0;0
261430000;84;26;26000;26143;ZZZZZZ;2614300;Z;5;390;140;5;245;245;105;50;90;130;25;55;25;10
261440000;84;26;26000;26144;ZZZZZZ;2614400;Z;5;810;235;15;560;565;220;70;275;295;105;110;40;15
261450000;84;26;26000;26145;ZZZZZZ;2614500;Z;5;276;77;5;194;194;77;34;82;87;58;29;15;5
261460000;84;26;26000;26146;ZZZZZZ;2614600;Z;5;725;265;10;450;450;132;71;247;292;81;59;14;5
261470000;84;26;26000;26147;ZZZZZZ;2614700;Z;5;15;10;0;5;5;0;0;5;5;0;0;0;0
261480000;84;26;26000;26148;ZZZZZZ;2614800;Z;5;801;270;0;530;541;220;60;260;320;70;105;40;5
261490000;84;26;26000;26149;ZZZZZZ;2614900;Z;5;400;102;0;298;298;141;46;112;132;76;65;20;5
261500000;84;26;26000;26150;ZZZZZZ;2615000;Z;5;5;0;0;5;5;5;0;0;0;0;5;0;0
261520000;84;26;26000;26152;ZZZZZZ;2615200;Z;5;15;10;0;5;5;0;0;5;5;0;0;0;0
261530000;84;26;26000;26153;ZZZZZZ;2615300;Z;5;54;25;10;20;20;5;0;15;15;5;0;0;0
261540000;84;26;26000;26154;ZZZZZZ;2615400;Z;5;117;46;10;61;61;15;10;36;46;10;5;0;0
261550000;84;26;26000;26155;ZZZZZZ;2615500;Z;5;471;106;5;361;371;170;55;145;181;70;85;25;10
261560000;84;26;26000;26156;ZZZZZZ;2615600;Z;5;413;90;0;324;329;169;36;124;144;66;79;39;0
261570000;84;26;26000;26157;ZZZZZZ;2615700;Z;5;300;75;0;225;225;125;25;75;85;50;70;15;5
261590000;84;26;26000;26159;ZZZZZZ;2615900;Z;5;67;24;0;43;43;14;5;24;24;14;5;0;0
261600000;84;26;00269;26160;ZZZZZZ;2616000;Z;5;475;134;5;336;336;144;76;116;141;50;87;36;21
261610000;84;26;26000;26161;ZZZZZZ;2616100;Z;5;30;15;0;15;15;5;0;10;10;5;0;0;0
261620000;84;26;26000;26162;ZZZZZZ;2616200;Z;5;400;125;10;265;265;110;35;120;155;45;45;15;5
261630000;84;26;26000;26163;ZZZZZZ;2616300;Z;5;20;0;0;20;20;5;0;15;15;0;0;5;0
261640000;84;26;26000;26164;ZZZZZZ;2616400;Z;5;28;9;0;19;19;5;5;9;14;0;0;5;0
261650101;84;26;26303;26165;ZZZZZZ;2616501;H;4;1136;393;21;723;723;259;129;335;361;149;151;39;23
261650102;84;26;26303;26165;ZZZZZZ;2616501;H;4;1743;490;26;1227;1227;595;145;487;554;272;299;82;19
261650103;84;26;26303;26165;ZZZZZZ;2616501;H;4;1025;285;15;724;729;295;77;356;403;138;154;29;5
261660101;84;26;26303;26166;ZZZZZZ;2616601;H;4;1696;599;25;1073;1082;484;135;464;479;254;229;95;25
261660102;84;26;26303;26166;ZZZZZZ;2616601;H;4;1053;239;25;788;793;384;80;329;389;145;190;55;15
261670000;84;26;26000;26167;ZZZZZZ;2616700;Z;5;285;135;10;140;140;40;20;80;85;30;25;0;0
261680000;84;26;26000;26168;ZZZZZZ;2616800;Z;5;262;97;5;160;160;54;25;81;91;25;30;10;5
261690000;84;26;26108;26169;ZZZZZZ;2616900;Z;5;785;155;5;625;630;295;40;295;330;115;140;35;10
261700000;84;26;00651;26170;ZZZZZZ;2617000;Z;5;1345;284;20;1041;1041;446;86;509;594;205;193;34;14
261710000;84;26;26000;26171;ZZZZZZ;2617100;Z;5;96;36;10;51;51;25;0;25;36;5;5;0;5
261720000;84;26;26000;26172;ZZZZZZ;2617200;Z;5;290;90;0;200;200;75;35;90;105;40;35;10;10
261730000;84;26;26000;26173;ZZZZZZ;2617300;Z;5;320;65;0;255;255;126;32;97;113;58;63;21;0
261740000;84;26;26000;26174;ZZZZZZ;2617400;Z;5;425;72;21;333;333;199;10;124;129;83;94;21;5
261750000;84;26;26000;26175;ZZZZZZ;2617500;Z;5;98;36;0;62;62;31;0;31;31;10;15;5;0
261760000;84;26;26000;26176;ZZZZZZ;2617600;Z;5;564;151;10;403;403;174;30;199;209;71;99;24;0
261770000;84;26;26000;26177;ZZZZZZ;2617700;Z;5;310;76;5;228;234;92;33;109;109;49;49;22;5
261780000;84;26;26000;26178;ZZZZZZ;2617800;Z;5;228;73;0;155;155;63;19;73;87;24;34;10;0
261790000;84;26;00457;26179;ZZZZZZ;2617900;Z;5;961;172;29;760;765;397;54;314;378;142;181;59;5
261800000;84;26;26000;26180;ZZZZZZ;2618000;Z;5;112;43;5;64;64;27;0;37;37;16;11;0;0
261810000;84;26;26000;26181;ZZZZZZ;2618100;Z;5;111;46;0;66;66;30;10;25;35;15;10;5;0
261820000;84;26;26000;26182;ZZZZZZ;2618200;Z;5;743;227;26;490;490;170;62;258;294;67;103;21;5
261830000;84;26;26302;26183;ZZZZZZ;2618300;Z;5;469;131;0;338;342;155;33;155;164;94;66;14;5
261850000;84;26;26000;26185;ZZZZZZ;2618500;Z;5;266;93;0;173;173;61;41;72;92;36;35;10;0
261860000;84;26;26000;26186;ZZZZZZ;2618600;Z;5;29;15;5;10;10;5;0;5;5;0;5;0;0
261880000;84;26;26000;26188;ZZZZZZ;2618800;Z;5;548;224;0;324;329;95;40;194;204;90;20;15;0
261890000;84;26;26000;26189;ZZZZZZ;2618900;Z;5;57;26;0;31;31;10;0;21;26;5;0;0;0
261900000;84;26;26000;26190;ZZZZZZ;2619000;Z;5;35;15;0;20;20;10;0;10;10;5;5;0;0
261910000;84;26;00551;26191;ZZZZZZ;2619100;Z;5;994;263;20;711;711;286;60;364;384;136;152;39;0
261920000;84;26;26000;26192;ZZZZZZ;2619200;Z;5;140;40;5;95;95;20;10;65;70;5;20;0;0
261930000;84;26;26000;26193;ZZZZZZ;2619300;Z;5;240;106;0;134;134;44;5;85;90;30;10;5;0
261940000;84;26;26000;26194;ZZZZZZ;2619400;Z;5;240;60;5;175;175;80;20;75;80;55;25;10;5
261950000;84;26;26000;26195;ZZZZZZ;2619500;Z;5;87;31;0;57;57;26;0;31;36;10;10;0;0
261960000;84;26;26204;26196;ZZZZZZ;2619600;Z;5;613;134;10;468;468;214;20;234;254;90;94;24;5
261970000;84;26;26103;26197;ZZZZZZ;2619700;Z;5;1651;373;19;1259;1264;533;165;567;620;295;252;73;24
261980101;84;26;00551;26198;260031;2619801;H;1;1276;319;8;950;965;463;89;413;484;151;179;97;54
261980102;84;26;00551;26198;260031;2619801;H;1;1205;385;27;792;798;408;170;220;283;190;150;123;52
261980103;84;26;00551;26198;260031;2619801;A;3;36;6;0;30;30;24;0;6;6;0;12;12;0
261980201;84;26;00551;26198;260041;2619802;H;1;1517;558;40;918;922;352;264;307;364;237;199;83;39
261980202;84;26;00551;26198;260041;2619802;H;1;1744;741;12;991;991;373;124;494;550;193;156;71;22
261980203;84;26;00551;26198;260041;2619802;H;1;1491;417;18;1057;1061;463;165;433;488;236;245;61;32
261980301;84;26;00551;26198;260051;2619803;H;1;1703;843;44;816;816;246;150;420;461;202;94;36;24
261980302;84;26;00551;26198;260051;2619803;H;1;1745;644;31;1070;1074;381;147;546;584;203;207;53;27
261980401;84;26;00551;26198;260061;2619804;H;1;1488;664;40;784;788;310;102;376;405;163;148;52;20
261980402;84;26;00551;26198;260061;2619804;H;1;921;258;14;649;651;245;118;288;329;122;117;59;24
261980403;84;26;00551;26198;260061;2619804;A;3;49;15;6;29;29;9;2;18;18;11;0;0;0
261980404;84;26;00551;26198;260061;2619804;H;1;1289;356;23;910;910;380;117;413;478;156;169;78;29
261980501;84;26;00551;26198;260051;2619805;H;1;2199;1428;46;725;729;171;179;379;408;205;77;17;22
261980502;84;26;00551;26198;260051;2619805;H;1;1758;1056;66;636;639;203;204;233;258;163;149;50;20
261990000;84;26;26000;26199;ZZZZZZ;2619900;Z;5;19;10;5;5;5;0;0;5;5;0;0;0;0
262000000;84;26;26000;26200;ZZZZZZ;2620000;Z;5;40;15;10;15;15;5;0;10;10;0;5;0;0
262010000;84;26;26000;26201;ZZZZZZ;2620100;Z;5;19;5;0;14;14;0;5;10;10;0;5;0;0
262020000;84;26;26000;26202;ZZZZZZ;2620200;Z;5;155;55;5;95;95;40;10;45;55;15;25;0;0
262030000;84;26;26000;26203;ZZZZZZ;2620300;Z;5;102;27;0;75;75;38;11;27;27;16;21;5;5
262040000;84;26;26000;26204;ZZZZZZ;2620400;Z;5;61;25;0;36;36;15;5;15;15;5;10;5;0
262050000;84;26;26000;26205;ZZZZZZ;2620500;Z;5;44;20;0;24;24;5;5;15;20;0;0;5;0
262060000;84;26;26204;26206;ZZZZZZ;2620600;Z;5;1231;301;5;925;935;353;144;438;495;188;194;53;5
262070000;84;26;26000;26207;ZZZZZZ;2620700;Z;5;243;55;5;183;188;102;15;71;86;30;46;21;5
262080000;84;26;26000;26208;ZZZZZZ;2620800;Z;5;730;139;0;591;596;306;61;229;255;131;146;45;20
262090000;84;26;26000;26209;ZZZZZZ;2620900;Z;5;10;5;0;5;5;0;0;5;5;0;0;0;0
262100000;84;26;26000;26210;ZZZZZZ;2621000;Z;5;426;110;10;306;311;140;40;130;150;75;50;30;5
262110000;84;26;26000;26211;ZZZZZZ;2621100;Z;5;584;165;5;414;414;146;63;204;219;88;78;24;5
262120000;84;26;26000;26212;ZZZZZZ;2621200;Z;5;451;106;10;335;335;198;30;106;127;71;102;31;5
262130000;84;26;26000;26213;ZZZZZZ;2621300;Z;5;285;98;5;182;182;89;20;74;89;44;30;15;5
262140000;84;26;26000;26214;ZZZZZZ;2621400;Z;5;34;14;0;19;19;5;5;10;14;0;0;5;0
262150000;84;26;26000;26215;ZZZZZZ;2621500;Z;5;212;98;10;104;104;24;25;55;55;30;14;5;0
262160000;84;26;26000;26216;ZZZZZZ;2621600;Z;5;335;105;0;230;230;100;30;100;105;45;55;15;10
262170000;84;26;26000;26217;ZZZZZZ;2621700;Z;5;82;26;0;56;56;31;5;20;31;5;15;5;0
262180000;84;26;26501;26218;ZZZZZZ;2621800;Z;5;1252;309;5;938;938;388;88;462;486;162;201;79;10
262190000;84;26;26000;26219;ZZZZZZ;2621900;Z;5;165;35;5;125;125;50;20;55;65;5;30;15;10
262200101;84;26;26202;26220;ZZZZZZ;2622001;H;4;1445;825;50;570;570;140;115;315;360;135;40;25;10
262200102;84;26;26202;26220;ZZZZZZ;2622001;H;4;1175;485;25;665;665;160;115;390;415;110;90;40;10
262200103;84;26;26202;26220;ZZZZZZ;2622001;H;4;890;360;0;530;535;145;75;315;345;90;70;15;15
262210000;84;26;26000;26221;ZZZZZZ;2622100;Z;5;35;10;0;25;25;0;0;25;25;0;0;0;0
262220000;84;26;26000;26222;ZZZZZZ;2622200;Z;5;15;5;0;10;10;5;0;5;5;0;5;0;0
262230000;84;26;26105;26223;ZZZZZZ;2622300;Z;5;234;71;5;158;163;76;20;66;76;56;20;10;0
262240000;84;26;26000;26224;ZZZZZZ;2622400;Z;5;102;20;15;66;66;25;10;30;41;5;10;5;5
262250000;84;26;26000;26225;ZZZZZZ;2622500;Z;5;241;55;0;186;186;75;20;90;95;30;40;20;0
262260000;84;26;26000;26226;ZZZZZZ;2622600;Z;5;193;79;0;114;119;45;15;59;74;35;10;0;0
262270000;84;26;26000;26227;ZZZZZZ;2622700;Z;5;13;9;0;4;4;0;0;4;4;0;0;0;0
262280000;84;26;26000;26228;ZZZZZZ;2622800;Z;5;16;5;0;11;11;5;0;5;5;0;0;5;0
262290000;84;26;26000;26229;ZZZZZZ;2622900;Z;5;41;10;0;31;31;5;5;21;21;0;10;0;0
262310000;84;26;26501;26231;ZZZZZZ;2623100;Z;5;1137;299;5;833;839;346;126;367;425;199;162;47;5
262320000;84;26;26000;26232;ZZZZZZ;2623200;Z;5;260;65;0;195;195;95;0;100;100;50;40;5;0
262330000;84;26;26000;26233;ZZZZZZ;2623300;Z;5;124;38;0;86;86;32;16;38;54;21;5;0;5
262340000;84;26;26302;26234;ZZZZZZ;2623400;Z;5;378;109;5;264;269;93;41;135;151;56;44;10;8
262350101;84;26;26301;26235;260071;2623501;H;1;1048;470;24;554;560;189;128;243;291;133;84;40;13
262350102;84;26;26301;26235;260081;2623501;H;1;1199;517;16;666;673;292;195;187;246;186;124;72;45
262350103;84;26;26301;26235;260071;2623501;H;1;1825;400;40;1385;1390;703;137;550;598;335;273;127;58
262350104;84;26;26301;26235;260071;2623501;A;3;23;8;3;12;12;12;0;0;5;2;5;0;0
262350105;84;26;26301;26235;260081;2623501;H;1;996;409;6;581;584;176;104;304;344;114;85;34;6
262350106;84;26;26301;26235;260081;2623501;D;3;747;188;0;559;567;241;88;238;288;117;103;50;8
262360000;84;26;26000;26236;ZZZZZZ;2623600;Z;5;94;30;0;64;64;20;10;35;39;5;15;5;0
262380000;84;26;26000;26238;ZZZZZZ;2623800;Z;5;120;50;10;60;60;20;10;30;30;15;10;5;0
262390000;84;26;26000;26239;ZZZZZZ;2623900;Z;5;97;39;5;53;53;29;0;24;29;10;14;0;0
262400000;84;26;26000;26240;ZZZZZZ;2624000;Z;5;71;30;0;41;41;20;5;15;25;5;5;0;5
262410000;84;26;26000;26241;ZZZZZZ;2624100;Z;5;55;15;10;30;30;10;5;15;15;10;5;0;0
262420000;84;26;26000;26242;ZZZZZZ;2624200;Z;5;10;10;0;0;0;0;0;0;0;0;0;0;0
262430000;84;26;26109;26243;ZZZZZZ;2624300;Z;5;400;119;15;267;267;89;40;138;153;44;54;10;5
262440000;84;26;26000;26244;ZZZZZZ;2624400;Z;5;56;15;0;41;41;31;0;10;15;5;15;5;0
262450000;84;26;26000;26245;ZZZZZZ;2624500;Z;5;9;0;0;9;9;0;9;0;0;9;0;0;0
262460000;84;26;26000;26246;ZZZZZZ;2624600;Z;5;55;15;10;30;30;5;5;20;20;0;10;0;0
262470000;84;26;00269;26247;ZZZZZZ;2624700;Z;5;227;65;0;162;162;76;25;60;76;35;30;20;0
262480000;84;26;26000;26248;ZZZZZZ;2624800;Z;5;93;41;5;47;47;21;0;26;31;5;5;5;0
262490000;84;26;26000;26249;ZZZZZZ;2624900;Z;5;295;95;10;190;190;85;20;85;85;50;45;10;0
262500000;84;26;00457;26250;ZZZZZZ;2625000;Z;5;1402;327;16;1059;1069;503;94;472;529;198;259;62;20
262510000;84;26;26000;26251;ZZZZZZ;2625100;Z;5;191;65;10;116;116;40;5;70;80;5;25;5;0
262520101;84;26;00651;26252;ZZZZZZ;2625201;H;4;930;300;15;615;615;244;132;239;300;117;112;76;10
262520102;84;26;00651;26252;ZZZZZZ;2625201;H;4;834;239;15;579;579;213;91;275;305;122;112;36;5
262520103;84;26;00651;26252;ZZZZZZ;2625201;H;4;1810;606;20;1184;1189;518;198;473;539;264;264;91;30
262520104;84;26;00651;26252;ZZZZZZ;2625201;H;4;955;260;10;686;691;350;66;275;290;168;142;71;20
262530000;84;26;26000;26253;ZZZZZZ;2625300;Z;5;35;15;5;15;15;0;5;10;10;0;5;0;0
262540000;84;26;26000;26254;ZZZZZZ;2625400;Z;5;10;5;0;5;5;5;0;0;0;5;0;0;0
262550000;84;26;26000;26255;ZZZZZZ;2625500;Z;5;15;5;0;10;10;0;0;10;10;0;0;0;0
262560000;84;26;26000;26256;ZZZZZZ;2625600;Z;5;58;16;0;42;42;16;0;26;26;0;11;0;5
262570000;84;26;26000;26257;ZZZZZZ;2625700;Z;5;180;53;0;126;126;63;19;44;53;39;24;10;0
262580000;84;26;26000;26258;ZZZZZZ;2625800;Z;5;389;122;0;267;267;115;40;111;121;65;55;25;0
262590000;84;26;26000;26259;ZZZZZZ;2625900;Z;5;126;41;0;85;85;35;0;51;51;15;15;0;5
262610000;84;26;26000;26261;ZZZZZZ;2626100;Z;5;171;45;0;126;126;51;10;65;80;20;20;0;5
262620000;84;26;26000;26262;ZZZZZZ;2626200;Z;5;129;55;5;69;69;30;5;35;40;10;15;5;0
262630000;84;26;26000;26263;ZZZZZZ;2626300;Z;5;75;35;5;35;35;10;10;15;15;5;10;0;5
262640000;84;26;26000;26264;ZZZZZZ;2626400;Z;5;175;77;5;92;92;36;15;41;56;15;15;5;0
262660000;84;26;26000;26266;ZZZZZZ;2626600;Z;5;19;9;0;9;9;5;0;5;5;0;0;5;0
262670000;84;26;26000;26267;ZZZZZZ;2626700;Z;5;15;5;0;10;10;5;0;5;5;0;0;5;0
262680000;84;26;26000;26268;ZZZZZZ;2626800;Z;5;55;20;0;35;35;15;5;15;20;5;5;0;5
262690000;84;26;26000;26269;ZZZZZZ;2626900;Z;5;27;11;0;16;16;5;0;11;11;5;0;0;0
262700000;84;26;26000;26270;ZZZZZZ;2627000;Z;5;58;19;0;38;38;10;10;19;19;14;0;5;0
262710000;84;26;00457;26271;ZZZZZZ;2627100;Z;5;1323;306;20;997;1007;422;137;449;499;217;218;64;9
262720000;84;26;26000;26272;ZZZZZZ;2627200;Z;5;135;15;5;115;125;45;15;65;65;40;10;10;0
262730000;84;26;26000;26273;ZZZZZZ;2627300;Z;5;400;85;0;315;315;165;15;135;135;90;60;25;5
262740000;84;26;26000;26274;ZZZZZZ;2627400;Z;5;0;0;0;0;0;0;0;0;0;0;0;0;0
262750000;84;26;26000;26275;ZZZZZZ;2627500;Z;5;654;159;5;491;496;210;25;261;281;84;102;24;5
262760000;84;26;26000;26276;ZZZZZZ;2627600;Z;5;192;54;0;138;143;59;10;74;74;40;15;15;0
262770000;84;26;26000;26277;ZZZZZZ;2627700;Z;5;68;20;5;44;44;29;0;15;20;10;15;0;0
262780000;84;26;26000;26278;ZZZZZZ;2627800;Z;5;157;71;0;86;86;30;15;40;45;25;5;5;5
262790000;84;26;26000;26279;ZZZZZZ;2627900;Z;5;48;18;0;30;30;6;6;18;24;6;0;0;0
262810101;84;26;26501;26281;260091;2628101;H;1;1664;1030;49;585;585;163;226;196;225;189;116;40;17
262810102;84;26;26501;26281;260091;2628101;H;1;1867;1228;29;610;610;160;179;271;300;169;90;40;10
262810201;84;26;26501;26281;260101;2628102;H;2;907;379;11;517;521;212;87;222;258;105;107;42;8
262810202;84;26;26501;26281;260101;2628102;H;1;1139;541;11;587;587;165;136;285;304;127;101;37;17
262810203;84;26;26501;26281;260101;2628102;H;1;951;329;18;603;611;242;63;306;348;112;105;33;14
262810204;84;26;26501;26281;260101;2628102;H;1;1497;336;11;1149;1151;545;153;453;555;181;274;105;36
262810301;84;26;26501;26281;260111;2628103;H;1;1097;380;13;704;704;237;43;425;453;119;88;26;17
262810302;84;26;26501;26281;260091;2628103;H;1;1957;963;26;968;979;385;179;415;490;234;166;61;27
262810401;84;26;26501;26281;260111;2628104;H;1;1426;443;25;957;972;431;144;397;447;183;219;99;23
262810402;84;26;26501;26281;260121;2628104;H;1;1030;404;23;604;605;245;90;270;314;133;83;62;12
262810403;84;26;26501;26281;260111;2628104;H;1;1214;667;29;519;523;136;104;282;295;88;87;33;21
262810501;84;26;26501;26281;260121;2628105;H;1;905;340;8;558;561;288;132;141;191;124;94;89;63
262810502;84;26;26501;26281;260121;2628105;H;1;190;51;7;133;133;79;29;26;42;20;30;24;17
262820000;84;26;26000;26282;ZZZZZZ;2628200;Z;5;99;40;5;55;55;20;20;15;15;25;10;5;0
262830000;84;26;26000;26283;ZZZZZZ;2628300;Z;5;10;5;0;5;5;0;0;5;5;0;0;0;0
262840000;84;26;26000;26284;ZZZZZZ;2628400;Z;5;150;30;0;120;120;45;10;65;70;30;15;5;0
262850000;84;26;26000;26285;ZZZZZZ;2628500;Z;5;145;46;0;98;103;26;10;67;67;26;10;0;0
262860000;84;26;26000;26286;ZZZZZZ;2628600;Z;5;10;5;0;5;5;0;0;5;5;0;0;0;0
262870000;84;26;26000;26287;ZZZZZZ;2628700;Z;5;198;36;10;152;157;50;10;97;102;20;25;10;0
262880000;84;26;26000;26288;ZZZZZZ;2628800;Z;5;147;51;0;97;97;30;15;51;56;20;15;5;0
262890000;84;26;26000;26289;ZZZZZZ;2628900;Z;5;600;230;14;357;357;145;56;155;159;84;89;23;0
262900000;84;26;26000;26290;ZZZZZZ;2629000;Z;5;185;72;10;103;103;36;21;46;62;15;21;5;0
262910000;84;26;26000;26291;ZZZZZZ;2629100;Z;5;37;16;0;21;21;11;0;11;11;5;5;0;0
262920000;84;26;26000;26292;ZZZZZZ;2629200;Z;5;95;30;0;65;65;25;5;35;45;5;10;5;0
262930000;84;26;26000;26293;ZZZZZZ;2629300;Z;5;110;25;0;85;85;45;15;25;25;25;25;10;0
262940000;84;26;26000;26294;ZZZZZZ;2629400;Z;5;249;57;0;192;192;88;16;88;99;26;47;15;5
262950000;84;26;26106;26295;ZZZZZZ;2629500;Z;5;795;221;10;563;563;226;70;267;292;96;126;45;5
262960000;84;26;26000;26296;ZZZZZZ;2629600;Z;5;13;4;0;9;9;4;0;4;4;4;0;0;0
262980000;84;26;26000;26298;ZZZZZZ;2629800;Z;5;178;47;5;126;126;40;20;66;71;15;25;10;5
262990000;84;26;26000;26299;ZZZZZZ;2629900;Z;5;56;20;0;35;35;10;5;20;20;10;5;0;0
263000000;84;26;26000;26300;ZZZZZZ;2630000;Z;5;15;5;0;10;10;5;0;5;5;0;0;5;0
263010000;84;26;26104;26301;ZZZZZZ;2630100;Z;5;1830;620;25;1185;1185;510;195;480;560;240;280;90;15
263020000;84;26;26000;26302;ZZZZZZ;2630200;Z;5;217;58;0;159;164;73;20;71;81;30;44;5;5
263030000;84;26;26000;26303;ZZZZZZ;2630300;Z;5;39;15;5;19;19;10;0;10;10;5;0;5;0
263040000;84;26;26000;26304;ZZZZZZ;2630400;Z;5;109;42;5;62;62;21;21;21;21;10;21;10;0
263050000;84;26;26000;26305;ZZZZZZ;2630500;Z;5;435;120;5;310;315;140;45;130;140;85;70;20;0
263060000;84;26;26000;26306;ZZZZZZ;2630600;Z;5;150;65;5;80;80;35;10;35;45;15;10;10;0
263070000;84;26;26105;26307;ZZZZZZ;2630700;Z;5;1391;550;36;805;805;275;153;377;433;183;148;36;5
263080000;84;26;26000;26308;ZZZZZZ;2630800;Z;5;70;15;0;55;55;15;5;35;40;5;10;0;0
263090000;84;26;26000;26309;ZZZZZZ;2630900;Z;5;110;40;15;55;55;25;0;30;35;5;10;0;5
263100000;84;26;26000;26310;ZZZZZZ;2631000;Z;5;75;25;0;50;50;5;20;25;25;10;10;0;5
263110000;84;26;26000;26311;ZZZZZZ;2631100;Z;5;565;197;10;358;358;164;31;163;188;56;77;31;5
263120000;84;26;00551;26312;ZZZZZZ;2631200;Z;5;511;127;0;384;389;174;55;161;171;100;84;20;15
263130000;84;26;00651;26313;ZZZZZZ;2631300;Z;5;2370;585;35;1750;1750;890;130;730;775;340;455;135;45
263140000;84;26;26000;26314;ZZZZZZ;2631400;Z;5;160;50;10;100;100;50;0;50;50;20;15;10;5
263150000;84;26;26000;26315;ZZZZZZ;2631500;Z;5;174;67;5;102;102;47;15;40;49;29;19;4;0
263160000;84;26;26000;26316;ZZZZZZ;2631600;Z;5;82;21;0;62;62;31;5;26;31;10;15;5;0
263170000;84;26;26000;26317;ZZZZZZ;2631700;Z;5;330;89;5;237;242;104;25;113;123;59;39;15;5
263180000;84;26;26000;26318;ZZZZZZ;2631800;Z;5;24;10;0;14;14;5;0;10;10;5;0;0;0
263190000;84;26;26000;26319;ZZZZZZ;2631900;Z;5;241;60;5;175;175;96;16;64;69;52;45;10;0
263200000;84;26;26000;26320;ZZZZZZ;2632000;Z;5;365;140;0;225;230;80;45;105;115;45;45;20;5
263210000;84;26;26000;26321;ZZZZZZ;2632100;Z;5;102;46;5;51;51;10;15;25;25;5;20;0;0
263220000;84;26;26000;26322;ZZZZZZ;2632200;Z;5;202;57;0;145;145;49;10;86;111;10;19;5;0
263230000;84;26;26000;26323;ZZZZZZ;2632300;Z;5;727;170;15;541;541;252;61;229;269;115;118;34;5
263240101;84;26;26203;26324;ZZZZZZ;2632401;H;4;1213;481;26;706;716;271;174;271;302;205;128;61;20
263240102;84;26;26203;26324;ZZZZZZ;2632401;H;4;1310;409;15;885;890;394;107;389;415;189;225;56;5
