INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;C19_MEN;C19_MENPSEUL;C19_MENSFAM;C19_MENFAM;C19_FAM;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P;C19_MENHSEUL;C19_MENFSEUL;P19_POP15P_PSEUL;P19_POP15P_MARIEE;P19_POP15P_PACSEE;P19_POP15P_CONCUB_UNION_LIBRE;P19_POP15P_VEUFS;P19_POP15P_DIVORCEE;P19_POP15P_CELIBATAIRE;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P
87001;87;870010101;H;4;1155.0;320.0;5.0;830.0;840.0;265.0;90.0;485.0;530.0;105.0;160.0;30.0;15.0;110.0;210.0;321.0;1173.0;189.0;218.0;150.0;130.0;360.0;265.0;90.0;485.0;530.0;105.0;160.0;30.0;15.0
87001;87;870010102;H;4;1520.0;615.0;0.0;905.0;910.0;305.0;160.0;445.0;495.0;190.0;170.0;45.0;10.0;170.0;445.0;610.0;1043.0;143.0;311.0;296.0;197.0;699.0;305.0;160.0;445.0;495.0;190.0;170.0;45.0;10.0
87002;87;870020101;H;4;1137.00123915737;301.858736059474;0.0;835.142503097894;840.173482032218;352.168525402729;120.743494423792;367.261462205697;422.602230483268;176.084262701363;186.146220570014;50.3097893432475;5.03097893432482;166.022304832711;135.836431226763;295.821561338285;1060.53035935564;180.109045848823;256.579925650558;122.75588599752;97.6009913258972;512.893432465923;352.168525402729;120.743494423792;367.261462205697;422.602230483268;176.084262701363;186.146220570014;50.3097893432475;5.03097893432482
87002;87;870020102;H;4;1267.77571251548;432.633209417588;25.1548946716231;809.98760842627;815.018587360595;347.137546468405;110.681536555142;357.199504337048;417.571251548944;196.208178438662;145.898389095417;35.2168525402734;20.1239157372993;186.115241635684;246.517967781904;439.701363073102;1046.57438254964;177.090458488229;215.347692424114;300.954170095628;148.122525232458;520.56752461761;347.137546468405;110.681536555142;357.199504337048;417.571251548944;196.208178438662;145.898389095417;35.2168525402734;20.1239157372993
87005;87;870050000;Z;5;415.0;80.0;5.0;330.0;330.0;150.0;15.0;165.0;175.0;75.0;70.0;10.0;0.0;45.0;35.0;83.0;415.0;68.0;136.0;43.0;26.0;136.0;150.0;15.0;165.0;175.0;75.0;70.0;10.0;0.0
87006;87;870060000;Z;5;123.0;46.125;0.0;76.875;76.875;25.625;15.375;35.875;56.375;15.375;5.125;0.0;0.0;5.125;41.0;45.1;112.75;0.0;25.625;20.5;15.375;44.075;25.625;15.375;35.875;56.375;15.375;5.125;0.0;0.0
87007;87;870070000;Z;5;100.0;35.0;0.0;65.0;65.0;15.0;15.0;35.0;45.0;10.0;10.0;0.0;0.0;15.0;20.0;34.0;81.0;4.0;20.0;18.0;13.0;37.0;15.0;15.0;35.0;45.0;10.0;10.0;0.0;0.0
87008;87;870080000;Z;5;63.0;15.75;0.0;47.25;47.25;10.5;21.0;15.75;26.25;10.5;10.5;0.0;0.0;5.25;10.5;18.9;47.25;4.2;21.0;17.85;4.2;29.4;10.5;21.0;15.75;26.25;10.5;10.5;0.0;0.0
87009;87;870090000;Z;5;69.5104895104895;24.8251748251748;0.0;44.6853146853147;44.6853146853147;9.93006993006993;9.93006993006993;24.8251748251748;29.7902097902098;9.93006993006993;4.96503496503496;0.0;0.0;14.8951048951049;9.93006993006993;21.8461538461538;64.5454545454545;3.97202797202797;11.9160839160839;11.9160839160839;10.9230769230769;22.8391608391608;9.93006993006993;9.93006993006993;24.8251748251748;29.7902097902098;9.93006993006993;4.96503496503496;0.0;0.0
87011;87;870110101;H;4;775.764092525083;373.155198901282;9.95096243778805;392.657931186013;392.657931186013;78.4214115074159;59.4411220201189;254.795397658478;279.695452307081;39.6703362837204;39.4052908966608;14.6836469850838;19.2032047134669;171.44968598167;201.705512919612;362.061395690703;524.43656656747;37.5928771682982;127.812442271869;134.972376274088;123.567266650624;273.626598009071;78.4214115074159;59.4411220201189;254.795397658478;279.695452307081;39.6703362837204;39.4052908966608;14.6836469850838;19.2032047134669
