IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
700010000;70;70000;70001;ZZZZZZ;7000100;Z;354;75;67;69;71;54;17;95;210;48;297;15;10;25;10;80;60;50;45;351;3;4;354;0
700020000;70;70000;70002;ZZZZZZ;7000200;Z;214;29;33;35;47;31;40;39;118;57;214;10;15;0;25;25;35;70;35;210;4;10;214;0
700030000;70;70000;70003;ZZZZZZ;7000300;Z;70;14;13;13;14;12;5;18;37;15;49;20;0;0;0;5;0;25;0;70;0;1;70;0
700040000;70;70000;70004;ZZZZZZ;7000400;Z;301;57;48;56;70;53;17;73;178;50;220;0;10;10;20;50;51;63;15;299;2;7;301;0
700050000;70;70000;70005;ZZZZZZ;7000500;Z;148;31;10;33;33;34;7;38;77;33;116;6;0;6;11;11;28;50;6;148;0;0;148;0
700060000;70;70000;70006;ZZZZZZ;7000600;Z;1551;250;220;258;335;338;150;338;838;375;1322;73;31;5;109;193;317;432;161;1526;25;37;1542;9
700070000;70;70000;70007;ZZZZZZ;7000700;Z;302;70;46;61;49;54;23;84;162;56;228;15;10;10;41;41;30;61;20;294;8;9;302;0
700080000;70;70000;70008;ZZZZZZ;7000800;Z;148;15;20;11;29;53;20;18;75;55;140;5;5;5;10;5;15;80;15;146;2;3;148;0
700090000;70;70000;70009;ZZZZZZ;7000900;Z;107;14;17;14;27;21;13;19;67;22;87;10;5;0;5;10;21;26;10;105;2;2;107;0
700100000;70;70000;70010;ZZZZZZ;7001000;Z;112;11;16;15;27;34;9;20;57;34;129;0;11;0;0;16;22;54;27;107;5;6;112;0
700110000;70;70000;70011;ZZZZZZ;7001100;Z;338;58;44;52;81;66;37;76;184;78;283;0;0;0;16;64;59;112;32;332;6;7;338;0
700120000;70;70000;70012;ZZZZZZ;7001200;Z;652;123;105;101;169;102;53;166;374;112;495;0;15;15;55;94;109;141;65;649;3;7;652;0
