IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
580010000;58;58000;58001;ZZZZZZ;5800100;Z;162;22;7;22;34;28;48;25;73;64;130;5;5;0;11;16;5;78;10;157;5;6;128;34
580020000;58;58000;58002;ZZZZZZ;5800200;Z;877;134;89;152;199;200;104;162;485;229;770;20;30;15;65;120;170;276;75;860;17;32;877;0
580030000;58;58000;58003;ZZZZZZ;5800300;Z;613;68;61;81;126;184;94;97;307;209;535;20;30;15;56;40;86;237;50;587;26;36;612;1
580040000;58;58000;58004;ZZZZZZ;5800400;Z;386;54;40;49;92;91;60;78;188;120;348;0;20;10;35;44;49;126;64;372;14;18;386;0
580050000;58;58000;58005;ZZZZZZ;5800500;Z;228;28;27;38;49;51;35;45;114;69;195;5;0;10;10;35;25;90;20;223;5;9;228;0
580060000;58;58000;58006;ZZZZZZ;5800600;Z;246;28;33;25;59;60;41;40;123;83;239;0;15;5;15;52;18;97;38;237;9;10;246;0
580070000;58;58000;58007;ZZZZZZ;5800700;Z;339;71;39;68;59;81;21;84;183;72;275;15;5;10;20;35;75;95;20;339;0;4;339;0
580080000;58;58000;58008;ZZZZZZ;5800800;Z;177;41;18;38;27;37;17;45;96;36;131;16;5;5;16;26;37;26;0;172;5;6;177;0
580090000;58;58000;58009;ZZZZZZ;5800900;Z;127;19;4;15;22;39;27;21;59;47;97;0;0;10;20;15;5;41;5;126;1;6;127;0
580100000;58;58000;58010;ZZZZZZ;5801000;Z;746;117;79;103;145;169;132;151;358;237;629;15;25;15;30;138;89;246;73;725;21;28;746;0
580110000;58;58107;58011;ZZZZZZ;5801100;Z;283;53;27;48;70;57;28;62;158;63;230;0;10;10;40;15;45;65;45;280;3;6;283;0
580120000;58;58000;58012;ZZZZZZ;5801200;Z;581;84;87;82;138;128;62;118;314;149;460;20;15;35;30;80;80;130;70;567;14;23;581;0
580130000;58;58000;58013;ZZZZZZ;5801300;Z;95;15;13;11;19;21;16;24;40;31;70;0;0;10;5;0;20;35;0;91;4;5;95;0
580140000;58;58000;58014;ZZZZZZ;5801400;Z;68;13;4;14;13;13;11;16;32;20;50;10;0;10;0;0;5;20;5;65;3;6;68;0
580150000;58;58000;58015;ZZZZZZ;5801500;Z;125;11;5;16;28;36;28;13;63;50;115;5;16;0;26;21;5;31;10;120;5;6;125;0
580160000;58;58000;58016;ZZZZZZ;5801600;Z;146;14;18;12;44;37;21;25;77;44;125;5;0;0;10;20;15;55;20;141;5;5;146;0
580170000;58;58000;58017;ZZZZZZ;5801700;Z;228;20;20;30;45;62;50;25;117;86;217;10;20;0;30;35;20;96;5;227;1;6;228;0
580180000;58;58000;58018;ZZZZZZ;5801800;Z;44;6;1;5;4;20;7;6;15;23;41;5;5;0;5;0;0;26;0;39;5;6;44;0
580190000;58;58000;58019;ZZZZZZ;5801900;Z;80;10;6;14;15;19;15;11;43;26;71;19;5;5;0;5;10;29;0;70;10;9;80;0
580200000;58;58000;58020;ZZZZZZ;5802000;Z;268;53;28;55;65;56;10;64;165;39;220;0;10;15;51;31;41;41;31;264;4;4;268;0
580210000;58;58000;58021;ZZZZZZ;5802100;Z;206;32;23;29;58;45;18;42;125;38;177;10;10;5;15;35;45;30;25;202;4;6;206;0
580230000;58;58000;58023;ZZZZZZ;5802300;Z;177;22;19;21;43;48;25;31;91;55;169;15;0;15;20;5;25;50;40;172;5;5;177;0
580240000;58;58000;58024;ZZZZZZ;5802400;Z;279;27;23;45;62;84;38;34;159;87;256;5;20;5;18;28;30;110;39;267;12;13;263;16
580250000;58;58000;58025;ZZZZZZ;5802500;Z;172;31;18;37;31;36;19;39;98;35;149;0;0;5;11;32;11;58;32;168;4;5;172;0
580260000;58;58000;58026;ZZZZZZ;5802600;Z;159;14;18;17;35;56;19;23;73;63;158;28;0;6;0;17;11;79;17;150;9;9;159;0
580270000;58;58000;58027;ZZZZZZ;5802700;Z;123;22;20;24;18;25;14;31;61;31;100;0;0;0;0;20;10;55;15;119;4;6;123;0
580280000;58;58000;58028;ZZZZZZ;5802800;Z;115;14;13;24;29;23;11;21;69;25;114;10;5;10;19;10;10;43;10;109;6;6;115;0
580290000;58;58000;58029;ZZZZZZ;5802900;Z;79;13;7;13;18;19;11;17;39;23;68;0;5;0;5;5;20;24;10;78;1;1;79;0
580300000;58;58000;58030;ZZZZZZ;5803000;Z;287;37;26;38;73;72;41;49;146;92;265;25;0;5;25;30;35;130;15;266;21;24;287;0
580310000;58;58000;58031;ZZZZZZ;5803100;Z;308;59;52;53;68;55;21;73;182;53;260;5;20;10;30;30;45;100;20;305;3;5;308;0
580320000;58;58000;58032;ZZZZZZ;5803200;Z;370;56;54;58;83;74;46;67;207;96;294;0;10;5;25;66;30;112;46;364;6;9;370;0
580330000;58;58000;58033;ZZZZZZ;5803300;Z;305;45;34;44;70;72;40;57;164;84;255;0;15;5;25;25;60;106;19;298;7;7;305;0
580340000;58;58000;58034;ZZZZZZ;5803400;Z;180;25;28;20;40;46;22;38;93;48;152;34;5;0;30;5;10;49;20;161;19;18;180;0
580350000;58;58000;58035;ZZZZZZ;5803500;Z;313;49;36;51;75;60;42;62;173;78;256;0;10;25;26;50;20;85;40;313;0;2;313;0
580360000;58;58000;58036;ZZZZZZ;5803600;Z;460;51;48;71;81;151;58;70;225;165;415;30;30;10;20;50;65;200;10;449;11;12;460;0
580370000;58;58000;58037;ZZZZZZ;5803700;Z;611;78;64;77;132;159;100;109;287;215;552;21;10;21;72;57;62;258;52;587;24;30;611;0
580380000;58;58000;58038;ZZZZZZ;5803800;Z;169;28;20;28;40;33;20;37;92;40;138;5;5;5;5;26;26;51;15;168;1;2;169;0
580390000;58;58000;58039;ZZZZZZ;5803900;Z;243;25;19;35;49;81;34;31;134;78;210;0;0;0;5;45;20;110;30;241;2;6;243;0
580400000;58;58000;58040;ZZZZZZ;5804000;Z;144;26;19;22;17;36;23;34;63;47;106;10;5;5;14;10;10;43;10;138;6;7;144;0
580410000;58;58000;58041;ZZZZZZ;5804100;Z;181;21;17;26;37;50;30;26;90;65;159;0;0;5;15;36;26;56;20;176;5;7;181;0
580420000;58;58000;58042;ZZZZZZ;5804200;Z;129;13;13;21;24;36;22;17;67;45;126;0;10;10;15;24;10;39;19;129;0;0;129;0
580430000;58;58000;58043;ZZZZZZ;5804300;Z;56;6;5;6;11;17;10;8;23;25;52;5;0;0;10;5;5;21;5;51;5;6;56;0
580440000;58;58000;58044;ZZZZZZ;5804400;Z;830;135;95;134;181;208;78;179;454;197;702;15;15;5;85;138;99;257;88;820;10;15;830;0
580450000;58;58000;58045;ZZZZZZ;5804500;Z;160;12;25;21;31;48;22;25;80;55;157;5;0;0;20;15;15;86;15;157;3;5;160;0
580460000;58;58000;58046;ZZZZZZ;5804600;Z;1746;195;181;240;377;439;313;262;905;579;1565;5;49;34;83;258;227;710;199;1727;19;30;1675;71
580470000;58;58000;58047;ZZZZZZ;5804700;Z;650;104;71;111;128;167;69;139;339;172;570;30;30;20;50;86;45;224;86;638;12;14;650;0
