IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
840010000;84;00754;84001;ZZZZZZ;8400100;Z;2823;521;459;520;616;499;208;677;1582;564;2280;5;94;222;459;380;237;558;326;2768;55;114;2781;42
840020000;84;84000;84002;ZZZZZZ;8400200;Z;1023;144;134;141;298;203;104;200;599;224;880;21;77;89;152;80;73;293;95;994;29;49;1023;0
840030101;84;84302;84003;ZZZZZZ;8400301;H;1903;247;306;364;411;307;268;352;1099;452;1656;3;117;56;163;272;256;481;308;1551;352;452;1903;0
840030102;84;84302;84003;ZZZZZZ;8400301;H;1877;394;265;325;291;342;259;512;898;467;1482;0;73;54;74;202;243;469;367;1557;320;404;1876;1
840030103;84;84302;84003;ZZZZZZ;8400301;H;2978;629;508;540;596;445;261;858;1531;590;2353;5;74;103;217;480;450;634;390;2643;335;465;2911;67
840030201;84;84302;84003;ZZZZZZ;8400302;H;2325;344;255;299;532;547;348;449;1185;691;1982;36;98;53;182;327;241;766;279;2105;220;294;2241;84
840030202;84;84302;84003;ZZZZZZ;8400302;H;2342;370;327;345;513;441;345;547;1157;638;1966;22;123;80;199;295;279;699;268;2280;62;129;2305;37
840040000;84;00754;84004;ZZZZZZ;8400400;Z;5661;1086;860;1002;1222;978;513;1430;3093;1138;4576;64;265;260;681;803;554;1269;681;5397;264;394;5577;84
840050000;84;84000;84005;ZZZZZZ;8400500;Z;206;32;13;35;37;62;27;39;105;62;181;5;32;11;11;27;11;69;16;197;9;12;206;0
840060000;84;84000;84006;ZZZZZZ;8400600;Z;71;16;6;17;14;7;10;17;40;14;56;5;0;15;0;10;15;10;0;70;1;1;71;0
840070102;84;00754;84007;840021;8400701;H;2928;639;567;517;523;456;226;886;1508;533;2285;4;113;119;247;367;331;552;552;2529;398;548;2905;23
840070103;84;00754;84007;840021;8400701;H;4991;1003;832;848;1028;856;424;1323;2680;988;3987;0;114;366;537;689;481;1093;708;4763;227;471;4991;0
840070104;84;00754;84007;840021;8400701;H;2774;524;552;511;517;432;237;685;1612;477;2252;0;67;178;331;356;310;561;449;2504;270;361;2766;8
840070105;84;00754;84007;840011;8400701;H;2425;179;1144;405;296;260;142;526;1606;292;2257;17;53;200;275;285;167;340;921;2320;105;161;2178;247
840070106;84;00754;84007;840011;8400701;A;1818;323;359;327;257;185;366;446;872;500;1480;3;41;31;140;220;147;511;387;1700;118;250;1292;526
840070107;84;00754;84007;840011;8400701;A;131;20;34;26;33;16;3;32;89;10;111;1;14;9;18;15;23;7;25;131;0;0;131;0
840070108;84;00754;84007;840011;8400701;A;1713;231;500;268;230;184;298;388;895;430;1480;0;44;122;164;193;94;422;442;1614;98;194;1545;168
840070109;84;00754;84007;840031;8400701;H;2012;134;329;332;398;511;307;222;1149;641;1873;3;65;265;242;285;111;632;270;1897;115;185;1913;99
840070110;84;00754;84007;840031;8400701;H;2867;339;726;506;525;542;229;511;1778;578;2529;0;133;403;432;350;134;589;489;2615;252;298;2857;10
