INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
71014;71;710140101;;10700;14320;18120;0.52;0.202;47.5;;;;30.9;1.6;26.9;6.1;14.2;6.6
71014;71;710140102;14.8;16130;21350;27680;0.54;0.249;63.4;56.8;2.3;4.3;40.2;7.0;5.6;2.6;1.9;1.1
71014;71;710140103;24.6;13260;17350;21880;0.5;0.237;53.0;47.0;3.0;3.0;42.4;6.0;9.8;2.3;5.1;2.4
71014;71;710140104;15.2;15900;20830;27120;0.54;0.281;56.4;46.6;1.6;8.2;44.3;10.1;5.4;1.3;2.9;1.2
71014;71;710140105;21.7;13770;18360;24480;0.58;0.265;59.1;52.6;2.5;4.0;37.6;8.3;8.8;2.0;4.6;2.2
71014;71;710140106;10.8;17480;22950;28900;0.5;0.278;59.6;46.6;2.2;10.8;44.6;9.8;3.6;1.2;1.6;0.8
71014;71;710140107;26.9;12690;17900;23230;0.59;0.29;54.4;44.0;3.4;7.0;40.4;7.7;11.9;2.9;6.1;2.9
71014;71;710140108;19.9;14490;19450;27470;0.67;0.324;60.4;51.5;3.5;5.4;36.3;13.6;6.7;1.5;3.3;1.9
71076;71;710760103;14.2;15390;19500;25380;0.51;0.235;61.6;56.2;3.0;2.4;37.8;6.9;7.7;3.6;2.8;1.3
71076;71;710760104;24.4;13210;17740;22190;0.51;0.223;55.6;50.4;3.9;1.3;39.3;4.7;12.4;3.7;5.6;3.1
71076;71;710760105;10.1;16260;21010;26740;0.5;0.232;69.5;62.2;2.5;4.8;34.2;6.5;6.3;2.4;2.6;1.3
71076;71;710760106;14.9;15200;19790;25070;0.5;0.235;67.1;61.3;2.8;3.0;34.2;6.6;7.2;2.0;3.6;1.6
71076;71;710760107;;12000;15630;20630;0.55;0.222;55.7;51.6;3.5;0.6;34.1;3.4;17.2;5.1;8.0;4.1
71076;71;710760108;47.1;10410;13420;16530;0.46;0.191;43.6;;;;27.9;1.7;32.8;9.0;16.0;7.8
71076;71;710760109;53.3;10030;12840;16160;0.48;0.194;45.9;;;;24.3;1.7;34.7;9.2;16.8;8.7
71076;71;710760110;35.3;11590;14980;19070;0.5;0.242;48.9;44.0;3.9;1.0;33.6;3.4;22.9;4.0;13.1;5.8
71076;71;710760111;30.7;12090;16220;21490;0.58;0.261;66.1;59.1;3.9;3.1;26.5;4.7;15.3;4.4;7.2;3.7
71076;71;710760112;16.5;15450;20140;25020;0.48;0.234;53.4;48.4;2.5;2.5;45.6;7.4;7.3;1.9;3.7;1.7
71076;71;710760113;13.2;16240;21570;28710;0.58;0.321;66.1;53.4;2.0;10.7;37.7;11.3;5.8;1.2;3.2;1.4
71076;71;710760114;14.4;15100;20350;25980;0.53;0.248;58.9;52.8;2.6;3.5;40.9;7.8;7.6;1.5;4.3;1.8
71076;71;710760115;14.0;16230;22380;29830;0.61;0.31;71.7;58.1;2.9;10.7;31.6;10.2;6.5;1.0;3.9;1.6
71076;71;710760116;14.8;15690;21130;28820;0.62;0.28;51.1;45.2;2.1;3.8;48.5;11.5;6.4;1.2;3.5;1.7
71076;71;710760117;13.6;16450;23330;31900;0.66;0.358;68.6;58.7;3.2;6.7;26.4;21.6;5.1;1.0;2.7;1.4
71076;71;710760118;16.7;15080;20290;27320;0.6;0.27;73.8;64.7;3.7;5.4;28.4;7.4;7.1;1.3;3.8;2.0
71076;71;710760119;13.4;15670;20300;26490;0.53;0.254;62.0;55.7;2.7;3.6;36.0;8.8;8.9;1.6;5.1;2.2
71076;71;710760120;14.9;15140;19800;24500;0.47;0.218;69.9;64.1;2.9;2.9;30.8;4.4;8.1;2.5;3.8;1.8
71153;71;711530101;22.6;13490;17700;23470;0.56;0.241;60.4;55.3;2.9;2.2;35.6;6.1;10.9;2.2;5.7;3.0
