INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
12145;12;121450101;34.0;11870;15250;19910;0.53;0.254;61.4;51.2;6.2;4.0;23.7;6.7;18.3;2.6;10.7;5.0
12145;12;121450102;27.1;12890;17040;21960;0.53;0.255;54.6;46.6;3.7;4.3;36.1;7.3;14.0;2.8;7.5;3.7
12145;12;121450103;17.0;14690;18880;24070;0.5;0.255;55.6;47.3;3.4;4.9;39.1;10.7;8.2;1.7;4.4;2.1
12145;12;121450104;22.3;13680;18050;23200;0.53;0.219;61.9;54.1;4.2;3.6;32.9;6.6;10.3;2.4;5.3;2.6
12145;12;121450106;20.1;14460;19180;24660;0.53;0.234;58.0;52.5;3.0;2.5;38.4;8.3;8.4;2.9;3.8;1.7
12145;12;121450107;9.5;16640;21610;28850;0.56;0.279;56.6;45.5;2.1;9.0;42.5;13.0;4.6;1.5;2.0;1.1
12145;12;121450108;6.8;18050;22700;28790;0.47;0.231;71.3;61.9;2.1;7.3;30.3;11.2;4.4;2.0;1.6;0.8
12145;12;121450109;8.4;17810;21840;28090;0.47;0.231;61.4;50.8;2.4;8.2;38.6;12.0;3.7;1.5;1.5;0.7
12145;12;121450110;;16980;22130;29800;0.58;0.295;67.4;49.1;2.1;16.2;33.6;13.6;3.6;1.3;1.8;0.5
12176;12;121760101;14.6;15640;20670;25800;0.49;0.219;68.7;64.0;2.0;2.7;31.2;6.9;7.1;1.8;3.7;1.6
12176;12;121760102;41.2;11290;14020;18760;0.53;0.226;54.5;49.5;4.4;0.6;31.0;4.5;19.0;6.0;9.0;4.0
12176;12;121760103;;18150;22810;28910;0.47;0.203;46.0;42.2;1.7;2.1;55.0;10.0;3.4;1.6;1.1;0.7
12176;12;121760201;21.0;14170;19050;24710;0.55;0.257;55.8;50.7;3.1;2.0;37.2;10.7;9.5;3.4;4.0;2.1
12176;12;121760301;;20350;26120;34000;0.52;0.324;73.4;61.4;1.9;10.1;25.1;17.9;2.4;1.0;1.0;0.4
12202;12;122020101;20.4;14080;20020;28560;0.72;0.356;69.9;53.9;2.8;13.2;27.2;13.8;9.0;1.3;5.1;2.6
12202;12;122020201;12.1;16470;21700;30100;0.63;0.289;70.1;58.5;2.3;9.3;32.2;10.6;6.0;1.2;3.2;1.6
12202;12;122020202;26.4;12910;18110;23970;0.61;0.298;72.1;61.2;3.4;7.5;23.9;8.2;12.2;3.0;6.0;3.2
12202;12;122020301;15.8;15330;20810;27070;0.56;0.249;63.3;57.6;2.2;3.5;34.5;9.1;7.8;1.4;4.3;2.1
12202;12;122020302;;17310;24140;32980;0.65;0.305;69.5;56.7;1.9;10.9;32.1;15.2;4.6;1.3;2.2;1.1
12202;12;122020303;12.6;16330;22040;30340;0.64;0.292;62.2;52.1;2.4;7.7;39.7;11.7;5.2;0.9;2.9;1.4
12202;12;122020401;13.1;17050;22840;32250;0.67;0.343;63.4;53.1;2.1;8.2;33.4;15.1;4.9;1.3;2.3;1.3
12202;12;122020402;;15790;20450;27140;0.55;0.265;59.2;52.6;1.9;4.7;40.2;9.8;6.7;1.8;3.2;1.7
12202;12;122020403;18.7;14720;20960;27260;0.6;0.26;68.7;61.8;2.3;4.6;31.7;7.6;7.7;2.3;3.7;1.7
12202;12;122020501;16.1;15570;20280;26570;0.54;0.258;71.3;62.9;2.5;5.9;29.0;8.7;7.6;1.6;3.9;2.1
12202;12;122020502;;18400;23280;29590;0.48;0.248;68.8;61.0;2.0;5.8;35.6;9.5;3.8;1.6;1.5;0.7
12300;12;123000101;46.1;10500;13510;18370;0.58;0.293;46.0;35.7;5.0;5.3;32.1;7.4;24.3;3.4;13.9;7.0
12300;12;123000102;16.5;14970;20790;26670;0.56;0.316;49.3;39.9;2.0;7.4;43.4;17.9;5.5;1.2;3.0;1.3
12300;12;123000103;;13110;17680;23670;0.6;0.26;45.8;39.5;2.8;3.5;47.7;7.9;11.5;3.0;6.0;2.5
12300;12;123000104;13.2;15660;20710;26730;0.53;0.316;47.0;39.4;1.8;5.8;44.6;20.0;4.6;1.3;2.3;1.0
12300;12;123000105;;14860;19690;25340;0.53;0.251;56.9;48.1;2.2;6.6;41.1;9.2;7.5;2.3;3.5;1.7
12300;12;123000106;9.3;17650;22540;29290;0.52;0.248;62.2;54.6;2.0;5.6;39.4;11.7;3.8;1.7;1.3;0.8
