INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_MAISON;P19_APPART;P19_RP_1P;P19_RP_2P;P19_RP_3P;P19_RP_4P;P19_RP_5PP;P19_RP_M30M2;P19_RP_3040M2;P19_RP_4060M2;P19_RP_6080M2;P19_RP_80100M2;P19_RP_100120M2;P19_RP_120M2P;P19_RP_ACHTOT;P19_RP_ACH19;P19_RP_ACH45;P19_RP_ACH70;P19_RP_ACH90;P19_RP_ACH05;P19_RPMAISON_ACHTOT;P19_RPMAISON_ACH19;P19_RPMAISON_ACH45;P19_RPMAISON_ACH70;P19_RPMAISON_ACH90;P19_RPMAISON_ACH05;P19_RPMAISON_ACH15;P19_RPAPPART_ACHTOT;P19_RPAPPART_ACH19;P19_RPAPPART_ACH45;P19_RPAPPART_ACH70;P19_RPAPPART_ACH90;P19_RPAPPART_ACH05;P19_RPAPPART_ACH15;P19_MEN;P19_MEN_ANEM0002;P19_MEN_ANEM0204;P19_MEN_ANEM0509;P19_MEN_ANEM10P;P19_RP_PROP;P19_RP_LOC;P19_RP_LOCHLMV;P19_RP_GRAT;P19_RP_CCCOLL;P19_RP_CCIND;P19_RP_CINDELEC;P19_RP_GARL;P19_RP_VOIT1P;P19_RP_VOIT1;P19_RP_VOIT2P;C19_RP_HSTU1P;C19_RP_HSTU1P_SUROCC;P19_NPER_RP_PROP;P19_NPER_RP_LOC;P19_NPER_RP_LOCHLMV;P19_NPER_RP_GRAT;P19_RP_SDB
38001;38;380010000;Z;5;3085.63040832815;2654.68959340169;83.1462278211065;347.79458710536;2288.6507364169;791.901028775775;14.2469331193177;195.279012027582;506.834659141119;727.130400219152;1211.19858889451;8.14110463961013;51.8804419244644;306.978185141243;492.401991063913;758.605480915095;504.685340519447;531.997049197913;2623.26683784104;502.225570884363;187.654990970448;408.922684351669;638.269390526352;401.670592666571;1961.14566841047;476.815644701999;161.260836561283;224.191909535466;497.151633506161;261.487022020578;340.238622084986;657.042526295087;24.397061734551;24.363651881401;184.730774816204;140.100118940239;139.165932566042;144.284986356651;2654.68959340169;328.789195697626;569.912084410438;474.280665595665;1281.70764769796;1790.09706816665;819.952400258983;240.431491988661;44.6401249760502;167.440430159212;1095.52858482946;855.483454981478;2129.08662461669;2403.6430389625;1214.61628278735;1189.02675617515;2617.12272521427;40.372375367808;4348.82549230915;1794.89274247294;557.853870722224;102.290243537136;2609.01030175164
38002;38;380020000;Z;5;1985.7092657683;425.260583254942;1427.52157252148;132.927109991879;422.144324410778;1560.65633544424;12.7676387582317;44.195672624648;58.9275634995304;87.4092191909696;221.960489181562;14.7318908748827;28.4816556914398;35.3565380997183;61.8739416745069;61.8739416745066;99.1947318908753;123.747883349012;398.743179680153;56.963311382879;16.6961429915335;33.3922859830671;125.712135465665;76.6058325493889;291.691439322673;50.0884289746005;14.7318908748825;24.5531514581375;71.6952022577617;63.8381937911573;66.7845719661335;106.069614299155;6.87488240827854;1.96425211665101;8.83913452492955;54.016933207903;11.7855126999061;22.5888993414866;425.260583254942;40.2671683913456;79.5522107243655;72.6773283160867;232.763875823144;322.137347130763;92.3198494825976;26.5174035747888;10.8033866415806;25.5352775164631;155.175917215429;128.658513640641;343.744120413925;417.403574788338;162.050799623709;255.352775164629;407.582314205083;0.0;855.431796801504;169.907808090312;36.3386641580437;18.6603951081846;419.367826904989
38003;38;380030000;Z;5;485.889662189665;452.725641025644;9.75412387177093;23.4098972922502;464.291172879411;19.6343867461518;1.9641025641026;13.7487179487183;33.3897435897441;151.235897435899;252.38717948718;0.982051282051294;0.982051282051304;17.6769230769234;29.4615384615389;125.702564102565;135.523076923078;142.397435897436;391.838461538464;59.9051282051288;16.6948717948719;36.3358974358978;103.115384615386;87.4025641025645;379.071794871798;58.9230769230775;15.7128205128207;34.3717948717952;103.115384615386;86.4205128205132;80.5282051282051;11.7846153846156;0.982051282051304;0.982051282051255;1.96410256410261;0.0;0.982051282051304;6.87435897435911;452.725641025644;61.869230769231;73.6538461538466;60.8871794871796;256.315384615387;369.251282051284;73.6538461538467;19.6410256410259;9.82051282051298;1.96410256410261;216.051282051283;139.451282051283;394.784615384618;437.012820512823;166.94871794872;270.064102564103;451.743589743593;4.91025641025627;956.517948717949;176.769230769231;41.2461538461539;15.7128205128207;440.941025641029
38004;38;380040000;Z;5;556.161851070898;495.054456704701;18.031690140845;43.075704225352;466.876797349714;88.2809582131831;4.02654781843112;18.1143822897268;71.2979453833715;137.312070360428;264.303510852744;1.00409550800114;6.03812742990892;38.2099379332308;59.2351766749771;141.345451325574;123.109693786625;126.111974046384;482.028175814841;98.1861276291492;33.0476286237582;44.1097015498578;125.468717496477;107.216108389555;406.767769980981;89.1897149610509;29.0312124382449;38.0884601492561;103.368348035165;88.1516659928156;58.938368404448;74.2563103258592;7.99231716009719;4.01641618551327;6.02124140060176;22.1003694613116;19.0644423967391;15.0615237215962;495.054456704701;44.0725862550171;95.220963579226;82.0158495974805;273.745057272977;380.721633759717;103.301167559636;19.0610765574914;11.031655385348;13.0195492113649;179.335984158814;150.419631073473;376.76608684665;469.901217277978;180.721693543502;289.179523734476;490.998124933497;9.9404872443256;1007.91093724948;242.089076368434;43.038027999578;25.9988664608679;478.992146481154
38006;38;380060000;Z;5;2979.0;1827.0;890.0;262.0;1242.0;1727.0;42.0;247.0;398.0;457.0;683.0;58.0;106.0;276.0;394.0;349.0;308.0;336.0;1796.0;216.0;123.0;422.0;479.0;356.0;992.0;162.0;67.0;184.0;244.0;227.0;108.0;800.0;54.0;56.0;238.0;234.0;129.0;89.0;1827.0;233.0;388.0;339.0;867.0;1146.0;638.0;160.0;43.0;314.0;634.0;585.0;1150.0;1622.0;861.0;761.0;1800.0;60.0;2628.0;1237.0;340.0;96.0;1778.0
38009;38;380090000;Z;5;445.716288288184;397.133429788659;16.8983855650522;31.6844729344729;410.423287630605;32.0647992164738;2.17205234328947;12.9198285081855;42.8136458552323;116.917801517822;222.31010156413;2.17205234328947;3.23548741837255;14.0505669416966;41.7050285870259;111.64350695009;97.7339992936051;126.59278825458;394.030688912772;124.830717031118;14.9826361454227;20.0762695588201;123.652773481064;78.5030691471304;369.299179233351;114.082940866222;13.896609973778;20.0762695588201;117.203919809624;72.0542154756901;31.9852235492161;22.5594573361319;8.57572382160651;1.08602617164474;0.0;6.44885367144035;6.44885367144035;0.0;397.133429788659;33.730869339202;43.9517628562564;69.6447941970296;249.806003396171;311.648593210962;80.16626118384;11.56922976677;5.31857539385775;3.2128963218109;166.911868958454;126.10199306551;349.265340300726;381.951654482195;138.016484330058;243.935170152137;394.711650005471;0.0;766.802770353447;189.693267061985;28.9922356028107;10.5044042452303;390.81825274689
38010;38;380100000;Z;5;309.0;273.0;16.0;20.0;304.0;4.0;1.0;6.0;20.0;85.0;161.0;0.0;3.0;5.0;25.0;65.0;80.0;95.0;262.0;59.0;13.0;21.0;71.0;57.0;258.0;57.0;13.0;21.0;70.0;57.0;40.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;273.0;29.0;37.0;46.0;161.0;237.0;30.0;1.0;6.0;1.0;94.0;81.0;240.0;262.0;75.0;187.0;275.0;5.0;603.0;86.0;1.0;7.0;269.0
38011;38;380110000;Z;5;460.130537146247;428.723534958064;19.2494529540482;12.1575492341357;408.812508835529;48.2399564555374;2.08356330839846;19.7379897616;44.9522371442491;114.627502521948;247.322242221868;2.08356330839846;6.23206936913361;23.647412070345;53.0108252037244;106.75213070387;114.372734419818;122.624799882775;411.709577544703;61.1595207755547;9.13661831643838;28.5078133511892;128.168958924637;90.5351504542958;365.457194748207;59.1128657599153;9.13661831643838;22.2757439820556;126.085395616238;87.4470466038217;61.3995244697383;44.1874400441588;2.04665501563939;0.0;5.19028771493438;2.08356330839846;2.06494275233669;32.8019912528499;428.723534958064;36.4769240572888;69.9512870597902;78.6731065161828;243.622217324802;364.016012824877;56.5029471532964;7.12621785229656;8.2045749798904;8.18661411382385;158.081312001003;169.461182946399;377.758705079983;419.366120626332;136.564780421517;282.801340204816;420.655920651861;5.02436680720079;961.826415118761;99.8800331611758;16.1883658419553;15.2935517200634;415.346627180572
38012;38;380120000;Z;5;1299.0;1157.0;32.0;110.0;953.0;333.0;22.0;90.0;213.0;322.0;510.0;8.0;47.0;104.0;260.0;302.0;228.0;208.0;1116.0;153.0;111.0;158.0;223.0;159.0;841.0;133.0;85.0;103.0;148.0;115.0;257.0;263.0;19.0;24.0;54.0;67.0;44.0;55.0;1157.0;173.0;231.0;247.0;506.0;762.0;378.0;149.0;17.0;94.0;441.0;385.0;910.0;1087.0;539.0;548.0;1140.0;35.0;1983.0;797.0;319.0;40.0;1117.0
38013;38;380130000;Z;5;1450.0;1329.0;39.0;82.0;1270.0;176.0;5.0;47.0;136.0;372.0;769.0;8.0;8.0;72.0;134.0;351.0;365.0;391.0;1273.0;209.0;65.0;122.0;390.0;253.0;1143.0;195.0;48.0;95.0;377.0;221.0;207.0;127.0;13.0;17.0;27.0;12.0;32.0;26.0;1329.0;120.0;206.0;254.0;749.0;1097.0;213.0;46.0;19.0;30.0;551.0;412.0;1172.0;1290.0;451.0;839.0;1350.0;10.0;2844.0;491.0;96.0;44.0;1299.0
