INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
63014;63;630140101;13.3;16600;21820;27680;0.51;0.251;75.9;69.8;2.6;3.5;26.4;7.7;6.0;1.2;3.0;1.8
63014;63;630140102;;20870;27180;35710;0.55;0.262;66.7;59.0;1.3;6.4;37.1;13.8;2.6;1.0;1.0;0.6
63014;63;630140104;;18150;23640;31370;0.56;0.243;64.3;59.1;1.7;3.5;38.8;9.9;4.4;1.3;2.1;1.0
63014;63;630140105;14.8;16360;22870;29160;0.56;0.267;72.4;63.5;3.1;5.8;29.6;9.2;6.2;1.8;2.9;1.5
63032;63;630320101;;19730;25990;33030;0.51;0.246;73.1;65.0;2.2;5.9;34.0;8.9;3.1;1.0;1.4;0.7
63032;63;630320102;10.4;18290;24650;32320;0.57;0.282;72.7;65.3;2.5;4.9;31.6;10.8;4.1;1.5;1.6;1.0
63032;63;630320103;;15550;21920;29230;0.62;0.28;63.5;57.5;2.4;3.6;35.2;10.6;8.2;2.3;3.7;2.2
63032;63;630320104;14.4;16130;22610;29380;0.59;0.266;71.5;64.4;2.8;4.3;31.3;8.5;5.6;1.3;2.7;1.6
63032;63;630320105;;21840;30360;40540;0.62;0.317;70.6;59.7;1.2;9.7;36.3;16.4;1.8;0.7;0.8;0.3
63075;63;630750101;;17320;23530;32450;0.64;0.293;62.1;55.0;2.4;4.7;38.9;12.3;5.2;0.8;2.9;1.5
63075;63;630750102;;19430;26150;37810;0.7;0.335;64.0;54.0;1.8;8.2;37.5;17.9;3.2;0.7;1.6;0.9
63075;63;630750103;;19460;25820;34390;0.58;0.299;73.1;63.9;2.1;7.1;33.2;11.8;2.9;0.5;1.5;0.9
63075;63;630750104;;18640;24910;33900;0.61;0.273;74.4;66.0;3.1;5.3;31.7;9.5;4.1;0.9;2.0;1.2
63075;63;630750105;;19640;25770;36060;0.64;0.308;70.7;62.3;1.7;6.7;35.0;13.5;3.1;0.7;1.6;0.8
63075;63;630750106;;20640;29770;41650;0.71;0.332;67.7;54.7;1.5;11.5;38.0;17.3;2.2;0.6;1.0;0.6
63075;63;630750107;;23460;33030;47090;0.72;0.337;76.6;64.4;1.6;10.6;30.2;20.2;1.5;0.4;0.7;0.4
63075;63;630750108;11.3;17760;24450;33010;0.62;0.313;63.6;56.7;2.5;4.4;38.7;13.9;4.2;0.9;2.1;1.2
63113;63;631130201;28.7;12720;17650;23080;0.59;0.245;71.8;65.3;3.8;2.7;23.6;4.6;13.4;3.0;6.5;3.9
63113;63;631130202;31.7;11970;17600;24260;0.7;0.324;72.5;64.0;3.9;4.6;20.7;8.7;12.6;2.3;6.2;4.1
63113;63;631130301;24.4;13320;20120;29790;0.82;0.368;76.4;68.7;2.9;4.8;21.3;9.0;9.2;2.0;4.2;3.0
63113;63;631130302;23.4;13810;21260;30900;0.8;0.36;78.3;70.0;2.3;6.0;23.6;10.8;6.6;0.9;2.8;2.9
63113;63;631130401;29.1;12360;18510;28420;0.87;0.384;79.0;66.5;3.6;8.9;16.5;12.1;11.3;1.4;6.0;3.9
63113;63;631130402;23.6;13560;21970;33760;0.92;0.413;82.0;70.4;2.9;8.7;17.4;15.1;7.6;1.1;3.9;2.6
63113;63;631130403;24.5;13370;21760;33920;0.94;0.425;72.9;63.9;2.3;6.7;25.4;17.9;7.1;1.1;3.4;2.6
63113;63;631130501;19.5;14670;20940;28750;0.67;0.306;76.6;68.5;3.1;5.0;25.5;7.9;8.3;1.4;4.3;2.6
63113;63;631130601;20.8;14030;19460;25060;0.57;0.257;72.3;67.0;3.6;1.7;27.7;5.7;9.8;3.1;4.3;2.4
63113;63;631130602;17.3;14950;20490;26740;0.58;0.244;78.6;71.4;3.5;3.7;21.7;6.0;8.8;2.6;3.9;2.3
63113;63;631130701;21.9;13850;19510;25950;0.62;0.273;74.4;68.7;3.8;1.9;25.2;6.2;9.6;1.9;5.0;2.7
