IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
940010000;94;00851;94001;ZZZZZZ;9400100;Z;5785;1308;1079;1301;1052;628;417;1657;3339;789;4535;0;124;491;823;986;555;837;719;4866;919;1130;5739;46
940020101;94;00851;94002;940021;9400201;H;3092;635;747;779;553;246;132;804;2002;286;2457;0;97;421;480;432;268;292;466;2494;598;742;3090;2
940020102;94;00851;94002;940021;9400201;H;3898;778;955;974;681;346;165;932;2601;364;3117;0;99;663;520;591;331;431;481;3298;600;815;3850;48
940020103;94;00851;94002;940021;9400201;H;2719;407;533;733;489;353;205;516;1805;398;2255;4;50;546;412;344;209;390;300;2338;381;524;2661;58
940020104;94;00851;94002;940011;9400201;H;3136;628;640;781;534;284;268;780;1900;456;2507;0;56;428;475;474;220;474;381;2605;530;769;3136;0
940020105;94;00851;94002;940011;9400201;H;3789;941;698;1171;670;235;73;1110;2468;210;2844;0;98;692;664;596;199;219;376;3258;531;797;3789;0
940020106;94;00851;94002;940011;9400201;H;3603;667;761;745;766;425;240;925;2227;451;2932;0;82;287;471;774;299;472;547;3078;525;954;3603;0
940020107;94;00851;94002;940031;9400201;H;2764;434;560;686;544;367;172;511;1845;407;2327;0;50;453;457;449;216;424;277;2369;395;636;2716;48
940020108;94;00851;94002;940031;9400201;H;2475;447;465;659;378;341;185;591;1522;362;2028;0;68;449;328;284;145;443;311;2098;377;534;2475;0
940020109;94;00851;94002;940031;9400201;H;3161;599;595;970;486;277;234;731;2029;401;2563;0;81;621;527;361;207;433;334;2743;418;589;3161;0
940020201;94;00851;94002;940031;9400202;H;2443;393;566;634;429;265;157;517;1602;324;2050;0;65;442;333;378;148;322;363;2074;370;550;2443;0
940020202;94;00851;94002;940041;9400202;H;3550;708;747;570;665;533;327;992;1943;614;2807;0;71;125;365;557;358;638;693;2874;675;1088;3480;70
940020203;94;00851;94002;940041;9400202;H;2793;473;644;737;493;329;118;604;1875;315;2321;0;78;318;440;488;240;306;451;2147;646;961;2793;0
940020204;94;00851;94002;940041;9400202;H;2076;431;370;355;501;302;118;562;1205;309;1644;0;39;48;219;320;212;337;470;1547;529;834;1875;201
940020205;94;00851;94002;940041;9400202;H;1373;185;247;255;246;239;201;258;761;354;1189;0;19;96;203;181;118;372;200;1063;311;521;1373;0
940020206;94;00851;94002;940041;9400202;H;3008;653;557;613;642;339;205;819;1792;396;2346;0;77;157;361;568;287;406;491;2576;431;726;3008;0
940030101;94;00851;94003;940061;9400301;H;3019;641;626;790;548;297;116;755;2003;261;2377;0;67;492;470;450;221;326;351;2533;486;637;3019;0
940030102;94;00851;94003;940061;9400301;H;2000;394;404;328;456;257;161;519;1180;301;1606;0;53;180;229;292;132;331;390;1663;337;467;2000;0
940030103;94;00851;94003;940061;9400301;H;1894;285;449;438;352;240;130;372;1264;258;1605;0;61;412;301;213;75;307;236;1652;242;365;1884;10
940030104;94;00851;94003;940051;9400301;H;2617;663;579;580;426;244;125;822;1541;254;1954;0;43;274;311;364;210;287;465;1975;642;701;2617;0
940030105;94;00851;94003;940051;9400301;H;2798;477;534;420;673;364;331;661;1650;487;2321;0;34;194;282;546;260;558;447;2424;374;466;2713;85
940030106;94;00851;94003;940051;9400301;H;2443;408;570;443;563;375;84;580;1554;309;2035;0;30;445;350;353;150;345;361;2047;396;490;2443;0
940030107;94;00851;94003;940071;9400301;H;2085;385;452;465;432;237;113;533;1292;260;1700;0;68;331;360;245;143;250;302;1767;319;415;2085;0
940030108;94;00851;94003;940071;9400301;H;2259;445;447;536;440;257;135;606;1377;275;1810;0;34;370;291;350;114;286;365;1944;315;491;2212;47
940030109;94;00851;94003;940071;9400301;H;2387;404;528;465;411;366;212;532;1401;455;1982;0;53;448;245;291;88;456;400;1901;486;602;2386;1
940040101;94;00851;94004;940081;9400401;H;2942;756;693;553;574;329;36;1062;1669;211;2186;0;47;104;283;514;309;253;677;2221;720;969;2942;0
940040102;94;00851;94004;940081;9400401;H;3285;784;704;552;713;398;135;1070;1830;385;2502;0;49;108;306;736;324;326;654;2500;786;1052;3285;0
940040103;94;00851;94004;940081;9400401;H;2208;448;565;436;377;225;158;616;1271;321;1771;0;18;61;195;358;371;353;415;1614;595;746;1830;378
940040104;94;00851;94004;940091;9400401;H;2004;358;431;367;400;320;129;508;1200;296;1647;0;53;176;295;342;176;322;283;1674;331;539;1963;41
940040105;94;00851;94004;940091;9400401;H;3158;584;635;697;656;367;219;729;1992;436;2576;0;44;296;512;607;338;449;330;2745;413;674;3140;18
940040106;94;00851;94004;940091;9400401;H;2748;523;450;509;588;494;185;711;1564;472;2221;0;120;294;376;300;207;622;301;2560;188;344;2739;9
940110101;94;00851;94011;940101;9401101;A;581;141;193;101;71;37;39;185;338;58;450;0;17;58;80;86;51;57;101;490;91;128;427;154
940110102;94;00851;94011;940101;9401101;H;2995;536;539;490;600;422;408;692;1624;679;2453;0;105;212;300;444;250;517;626;2551;444;703;2764;231
940110103;94;00851;94011;940101;9401101;H;2222;481;443;389;462;324;123;659;1241;322;1741;0;73;213;267;302;201;317;369;1979;243;487;2222;0
940110104;94;00851;94011;940101;9401101;H;1727;396;322;287;367;230;125;533;925;268;1330;0;42;24;128;369;207;282;278;1427;300;400;1727;0
940110105;94;00851;94011;940111;9401101;H;2262;399;440;385;536;312;190;574;1279;408;1862;0;40;20;183;467;281;429;443;1834;428;587;2262;0
940110106;94;00851;94011;940111;9401101;H;2013;520;397;383;364;283;67;651;1147;216;1493;0;19;44;207;404;231;275;313;1657;356;535;2013;0
940110107;94;00851;94011;940111;9401101;H;2595;626;576;482;433;269;209;799;1445;352;1968;0;28;94;278;537;300;345;386;2093;503;612;2595;0
940110108;94;00851;94011;940111;9401101;H;3555;889;886;744;769;199;68;1237;2123;195;2666;0;98;122;455;798;419;233;542;3035;519;855;3555;0
940150101;94;00851;94015;940131;9401501;H;3631;766;650;590;864;478;282;1056;1975;601;2870;0;148;749;483;279;73;650;488;3484;146;286;3546;85
940150102;94;00851;94015;940131;9401501;H;2455;370;468;398;584;418;216;511;1508;436;2088;0;58;625;380;198;65;492;271;2297;157;264;2429;26
940150103;94;00851;94015;940131;9401501;H;2391;430;425;520;481;356;179;575;1425;392;1963;0;33;467;357;290;116;437;263;2193;198;296;2339;52
940150104;94;00851;94015;940121;9401501;H;2398;384;340;388;472;434;380;511;1235;651;2017;0;55;420;261;211;76;693;302;2237;161;270;2183;215
940150105;94;00851;94015;940121;9401501;H;2681;484;607;465;649;365;110;736;1605;340;2197;0;63;374;483;329;126;399;422;2478;203;325;2681;0
940150106;94;00851;94015;940121;9401501;H;3069;681;644;616;683;269;176;926;1811;331;2389;0;99;553;452;307;149;375;454;2761;307;452;3065;4
940160101;94;00851;94016;940151;9401601;H;5575;1252;1154;1411;875;506;377;1491;3383;701;4323;0;97;1332;671;578;265;491;889;5020;555;985;5292;283
940160102;94;00851;94016;940161;9401601;H;2113;468;499;418;432;186;110;628;1294;192;1645;0;33;104;219;493;201;220;376;1738;375;582;2113;0
940160103;94;00851;94016;940141;9401601;H;1960;287;313;297;505;267;291;396;1116;448;1674;0;89;447;169;146;59;353;412;1768;192;281;1809;151
940160104;94;00851;94016;940141;9401601;H;3321;618;746;736;606;448;167;830;2065;425;2701;0;93;698;455;413;107;453;482;2967;353;617;3310;10
940160105;94;00851;94016;940141;9401601;H;2004;386;317;368;424;368;142;496;1133;376;1618;0;37;363;300;181;94;399;244;1742;262;436;2004;0
940160106;94;00851;94016;940141;9401601;H;2783;536;583;539;470;423;232;681;1594;508;2247;0;35;228;327;541;181;534;402;2267;516;841;2783;0
940160107;94;00851;94016;940161;9401601;H;2825;549;651;647;438;311;229;742;1662;420;2276;0;70;428;318;376;139;405;539;2353;472;694;2767;58
940160108;94;00851;94016;940161;9401601;H;3280;386;1777;399;373;222;123;829;2192;259;2895;0;27;101;395;409;168;273;1521;2881;398;574;2665;615
940160109;94;00851;94016;940161;9401601;H;2003;261;542;329;394;240;237;362;1245;396;1745;0;11;581;281;179;34;400;258;1825;178;279;1994;9
940160110;94;00851;94016;940151;9401601;H;2519;409;610;489;445;385;181;544;1577;399;2110;4;57;585;331;248;71;446;369;2252;267;452;2519;0
940160111;94;00851;94016;940151;9401601;H;2686;335;1128;545;303;211;164;531;1846;309;2339;0;57;516;352;203;87;326;798;2209;477;629;2322;364
940170101;94;00851;94017;940231;9401701;H;2195;430;431;479;452;268;136;576;1305;314;1764;0;93;262;341;268;173;324;303;1782;412;467;2174;21
940170102;94;00851;94017;940231;9401701;H;1709;272;366;355;327;253;137;396;1047;266;1437;0;88;125;195;253;194;327;256;1346;363;433;1709;0
940170103;94;00851;94017;940231;9401701;H;2859;596;586;574;590;353;160;818;1654;387;2264;0;87;209;397;429;266;410;466;2290;570;671;2859;0
940170201;94;00851;94017;940241;9401702;H;2308;501;444;597;381;227;158;624;1410;274;1804;0;41;249;329;381;173;310;322;1855;453;563;2306;2
940170202;94;00851;94017;940241;9401702;H;3232;685;529;709;608;430;271;858;1834;540;2547;0;63;290;483;513;238;584;376;2758;475;660;3232;0
940170203;94;00851;94017;940241;9401702;H;2606;507;438;529;618;319;194;645;1623;338;2098;0;107;420;399;294;152;407;319;2250;355;475;2606;0
940170301;94;00851;94017;940251;9401703;H;2415;537;381;492;460;368;178;664;1333;419;1878;0;56;273;312;360;131;469;277;1997;418;458;2415;0
940170302;94;00851;94017;940251;9401703;H;2571;483;393;583;587;336;188;640;1564;367;2088;0;104;394;435;309;121;449;276;2341;230;329;2565;6
940170401;94;00851;94017;940251;9401704;H;2373;434;517;527;457;264;174;591;1459;323;1939;0;89;339;380;347;129;357;298;2059;314;436;2373;0
940170402;94;00851;94017;940251;9401704;H;2792;665;520;622;605;285;95;851;1690;251;2127;0;60;242;404;549;227;324;320;2365;427;570;2792;0
940170501;94;00851;94017;940171;9401705;H;3219;657;695;730;586;328;223;856;1980;383;2564;0;70;268;533;460;311;433;490;2515;704;761;3139;80
940170502;94;00851;94017;940171;9401705;H;2877;566;590;616;535;377;193;738;1748;391;2311;0;45;311;392;484;229;462;389;2468;409;584;2876;1
940170601;94;00851;94017;940221;9401706;H;3557;669;673;838;778;394;205;878;2233;446;2877;0;86;290;477;579;395;486;564;2668;889;1061;3268;289
940170701;94;00851;94017;940211;9401707;H;2040;458;386;369;431;265;131;588;1168;285;1583;0;47;80;206;352;240;305;353;1650;391;553;2040;0
940170702;94;00851;94017;940211;9401707;H;2326;528;448;585;485;190;90;656;1467;204;1798;0;37;131;382;415;239;206;389;1941;385;543;2326;0
940170703;94;00851;94017;940211;9401707;H;1480;336;300;282;281;186;95;448;834;198;1145;0;26;17;164;291;147;224;275;1237;243;285;1480;0
940170704;94;00851;94017;940211;9401707;H;1996;388;424;378;406;259;140;526;1174;295;1607;0;10;41;169;426;251;312;397;1615;381;506;1996;0
940170801;94;00851;94017;940181;9401708;A;2454;568;443;535;541;283;85;705;1532;216;1891;0;52;207;299;473;220;272;368;1988;466;588;2448;6
940170901;94;00851;94017;940221;9401709;H;2905;689;555;555;683;335;87;866;1772;266;2216;0;70;147;334;549;277;291;548;2461;444;611;2905;0
940171001;94;00851;94017;940221;9401710;H;1931;335;338;393;434;291;138;431;1191;308;1596;0;46;261;329;212;153;376;219;1651;279;404;1931;0
940171002;94;00851;94017;940171;9401710;H;2086;505;322;451;436;226;146;618;1209;258;1581;0;38;253;320;349;108;294;219;1806;279;368;2086;0
