INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;C19_MEN;C19_MENPSEUL;C19_MENSFAM;C19_MENFAM;C19_FAM;C19_COUPAENF;C19_FAMMONO;C19_COUPSENF;C19_NE24F0;C19_NE24F1;C19_NE24F2;C19_NE24F3;C19_NE24F4P
91001;91;910010000;Z;5;125.0;25.0;5.0;95.0;95.0;50.0;10.0;35.0;45.0;15.0;25.0;10.0;0.0
91016;91;910160000;Z;5;1653.14332118958;398.126229837484;20.7827592475875;1234.23433210451;1239.37540116654;619.837122990598;171.185450750992;448.352827424955;526.245247599472;264.765773510781;289.303411509179;97.7286867052797;61.3322818418326
91017;91;910170000;Z;5;578.415380981431;89.9898443091138;0.0;488.425536672317;503.511809221592;278.621457448094;41.8538593801668;183.036492393331;203.851882244058;125.069204470323;118.53683328244;50.9819425895864;5.07194663518558
91021;91;910210101;H;Z;1105.38563331858;502.539362148867;25.4298924889844;577.41637868073;584.250539462419;241.730119814597;129.414956427464;213.105463220358;248.611313166386;140.060029921842;99.5315943459835;65.4134688423577;30.6341331858497
91021;91;910210102;H;Z;1280.68786143661;671.573403936988;29.5202239383517;579.594233561266;579.594233561266;236.613295963268;116.427273763996;226.553663834001;248.519005555025;173.386446715224;106.178229341886;43.3163912318324;8.19416071729895
91021;91;910210103;H;Z;2042.51122177297;876.729584783666;32.8526739229109;1132.92896306639;1150.61704502566;459.868921948977;250.067812924424;440.68031015226;511.13817740805;277.021353755485;221.171553167752;95.8574429271611;45.4285177672123
91021;91;910210104;H;Z;931.010950419646;343.815131821103;13.8826311061774;573.313187492366;574.187286935246;206.969778939781;117.636644593664;249.580863401801;275.073473702591;161.401355035132;113.017039696549;13.1396152694738;11.5558032315002
91022;91;910220000;Z;5;58.9285714285714;10.7142857142857;0.0;48.2142857142857;48.2142857142857;21.4285714285714;0.0;26.7857142857143;26.7857142857143;10.7142857142857;5.35714285714286;5.35714285714286;0.0
91027;91;910270101;H;1;713.572485510153;185.378350492309;13.5765782645984;514.617556753246;527.732532681031;249.310573417418;130.944943757628;147.477015505985;181.425943963229;129.46770856001;139.375163231921;59.2064943685774;18.2572225572936
91027;91;910270102;H;1;1054.38649941333;297.55172624508;29.3369963815699;727.497776786684;740.342411182453;425.949244408913;174.220316072531;140.172850701009;194.607149455262;170.972856509919;194.083827086622;81.8274731970078;98.8511049336432
91027;91;910270103;H;1;1061.98784780712;261.285530634637;4.86955677302961;795.83276039945;807.269467580227;421.17775257305;118.480534601093;267.611180406085;341.726348588849;174.202334646663;198.382067347841;73.7631054416343;19.1956115552394
91027;91;910270104;H;1;1083.10740957163;336.042109228942;30.1892661326869;716.876034210001;731.912411717485;408.538186159875;126.254179757682;197.120045799929;263.470723140837;185.495449558747;150.658049350168;88.7059688029399;43.5822208647937
91027;91;910270105;H;1;1269.35519028983;388.127267611744;27.2471397533305;853.980782924757;874.9491878799;416.720304433996;151.281486254378;306.947397191527;368.133555002115;231.346270514697;201.520857500501;65.929429936031;8.01907492655491
91027;91;910270106;H;1;867.450902429895;301.310605853966;23.2539789971719;542.886317578757;545.924373486921;276.201659023647;101.798971898471;167.923742564803;209.994746910272;171.568689834504;104.874902654351;44.4385409006712;15.0474931871235
91027;91;910270107;H;1;1424.3564819003;548.512580464433;10.4113115369469;865.432589898917;865.432589898917;418.398968674601;103.555542615052;343.478078609264;390.956806964919;189.342957197319;190.21421334211;64.1216942063461;30.7969181882235
91027;91;910270108;H;1;1254.01950451616;530.269512497706;18.6215871383288;705.128404880126;722.178253278024;381.872859474687;142.575641753947;197.729752049389;263.212204944369;175.524406253788;182.413579512855;70.3897314294972;30.6383311375139
91027;91;910270109;H;1;706.210369121779;258.832908669575;21.149782137235;426.227678314969;426.227678314969;185.128024262819;96.2630795848037;144.836574467346;184.856422599776;106.492334377814;83.7989972132798;30.6583858301515;20.4215382939466
91027;91;910270110;H;1;1358.38808964215;555.047141083485;27.6651669938888;775.675781564779;779.755565209304;388.352767746367;196.596715200263;194.806082262674;233.400389972379;240.549448916241;202.418988615904;79.3190305619896;24.0677071427901
91027;91;910270111;H;1;1493.03043813461;502.604172318617;24.5014798776345;965.924785938359;973.187079303846;539.521148437517;115.062896127681;318.603034738648;383.301461255228;239.972944590367;253.145407252208;80.858114390977;15.9091518150656
91027;91;910270112;H;1;803.088098659792;186.391134534184;26.1506750438415;590.546289081766;606.026304793403;353.890062868709;201.536553590835;50.5996883338594;81.7632006799911;134.375976745186;172.704645604187;150.569756265535;66.6127254985037
91027;91;910270113;H;1;937.930483510951;225.845254267954;22.7566080026326;689.328621240365;701.34514814158;373.803585698023;100.636984488187;226.90457795537;262.66428147437;212.549231299647;154.145014076618;58.9771526649959;13.0094686259484
91027;91;910270114;A;3;63.2803777087169;0.0;0.0;63.2803777087169;63.2803777087169;32.6931487102239;0.0;30.587228998493;30.587228998493;0.0;0.0;32.6931487102239;0.0
91035;91;910350000;Z;5;134.806174052615;20.0438411151999;0.0;114.762332937415;114.762332937415;54.769432603394;4.98965286841323;55.0032474656079;55.0032474656079;19.9479917685297;24.9057855215732;14.9053081817044;0.0
91037;91;910370000;Z;5;126.006414056123;25.6075789203036;0.0;100.398835135819;100.398835135819;49.8117558323613;10.0347436520361;40.5523356514218;45.6213776078495;20.0684230524047;24.8285084780417;9.88052599752334;0.0
91038;91;910380000;Z;5;514.37909810813;138.378490594514;0.0;376.000607513616;376.000607513616;178.627873696573;40.1869560163335;157.185777800709;172.289228260951;85.2282620089688;79.4092746055342;24.6034720472089;14.4703705909527
91041;91;910410000;Z;5;371.771653543309;73.3759842519702;0.0;298.395669291339;303.287401574804;156.535433070865;58.7007874015753;88.0511811023632;102.726377952757;83.159448818898;92.9429133858263;24.4586614173224;0.0
91044;91;910440000;Z;5;1708.19169111416;385.71498173093;31.2015545973919;1291.27515478583;1295.96043243245;696.12886151991;154.878227159919;444.953343752625;481.046597419101;328.267084640376;376.783021567111;90.8051552518212;19.0585735540453
91045;91;910450000;Z;5;3130.0;910.0;40.0;2180.0;2205.0;940.0;370.0;895.0;1020.0;455.0;485.0;190.0;55.0
91047;91;910470000;Z;5;550.681761150065;147.288396949962;0.0;403.393364200103;403.393364200103;182.395399666243;40.0534958592662;180.944468674594;190.944810467042;84.7683261331772;98.5019581519096;29.1782694479743;0.0
91064;91;910640000;Z;5;1922.83295922738;561.112584621056;36.6158191537356;1325.10455545259;1335.47426867074;697.641907517259;177.624333730008;460.208027423476;554.139093431195;349.649044052218;307.105572575168;109.058653094622;15.5219055175392
91067;91;910670000;Z;5;50.8695652173913;15.2608695652174;5.08695652173913;30.5217391304348;30.5217391304348;15.2608695652174;5.08695652173913;10.1739130434783;15.2608695652174;10.1739130434783;5.08695652173913;0.0;0.0
91069;91;910690000;Z;5;175.56236334477;51.1845851479894;4.95503783341508;119.422740363365;119.422740363365;44.0422509013335;25.0196360244716;50.3608534375603;65.3880619584875;29.8923220211724;9.75058929889503;14.3917670848106;0.0
91075;91;910750000;Z;5;30.0;5.0;0.0;25.0;30.0;10.0;0.0;20.0;20.0;5.0;5.0;0.0;0.0
91079;91;910790000;Z;5;214.955641993159;43.742670677344;0.0;171.212971315815;171.212971315815;68.5783227219162;5.14683991440503;97.4878086794939;102.634648593899;28.7837295864699;31.9219493981732;4.29256338788481;3.58008034938835
91080;91;910800000;Z;5;502.650340022162;99.8188509599707;0.0;402.831489062191;407.866372674274;211.764753851066;40.9290878014269;155.172531021782;180.707386528364;91.7102147165919;115.732464450932;9.92802635823264;9.78828062015364
91081;91;910810000;Z;5;268.829479768786;59.7398843930636;0.0;209.089595375723;209.089595375723;104.544797687861;34.8482658959538;69.6965317919075;94.5881502890173;54.7615606936416;34.8482658959538;19.9132947976879;4.97832369942197
91085;91;910850000;Z;5;1571.85486169822;404.945445052439;35.592027599136;1131.31738904665;1145.47907542691;537.335366536116;134.627725448822;473.515983441968;532.584549340998;243.666665502797;289.787768534695;70.3673984831581;9.07269356525767
91086;91;910860101;H;4;1394.96512135859;325.65387850535;9.7210112986658;1059.59023155458;1064.45073720391;476.329553634595;145.81516947999;442.306014089325;524.934610127984;204.141237271984;238.164776817298;68.0470790906517;29.1630338959909
91086;91;910860102;H;4;777.68090389329;189.55972032401;4.86050564933324;583.260677919947;583.260677919947;262.467305063959;106.931124285326;213.862248570662;281.909327661324;92.3496073373264;155.536180778643;43.7445508439903;9.72101129866375
91086;91;910860103;H;4;661.028768309284;131.233652532007;4.86050564933324;524.934610127944;524.934610127944;296.490844609286;92.3496073373271;136.094158181331;160.396686427996;131.233652531989;170.117697726641;53.4655621426544;9.72101129866341
91086;91;910860104;H;4;383.979946297308;53.4655621426694;0.0;330.514384154639;335.374889803972;136.094158181312;58.3260677919961;140.954663830664;155.536180778663;72.9075847399935;82.6285960386545;19.4420225973289;4.86050564933188
91086;91;910860105;A;4;63.1865734413304;19.4420225973343;0.0;43.7445508439961;43.7445508439961;24.3025282466631;9.72101129866648;9.72101129866648;24.3025282466658;9.72101129866546;4.86050564933256;4.86050564933222;0.0
91086;91;910860106;A;4;578.400172270637;194.420225973343;9.72101129866614;374.258934998628;379.119440647959;184.699214674637;97.2101129866586;97.2101129866641;97.2101129866641;126.373146882657;97.2101129866532;38.8840451946574;19.4420225973272
91086;91;910860107;D;4;4.8605056493329;0.0;0.0;4.8605056493329;4.8605056493329;4.8605056493329;0.0;0.0;0.0;4.8605056493329;0.0;0.0;0.0
91093;91;910930000;Z;5;234.880401532264;37.1464885334392;10.1489954082596;187.584917590566;187.584917590566;99.4820759140895;5.18927149827164;82.9135701782044;98.2518370847357;25.2602532377078;49.6226242118862;9.70501900777326;4.7451840484627
91095;91;910950000;Z;5;850.0;225.0;5.0;620.0;625.0;320.0;60.0;245.0;275.0;175.0;135.0;35.0;5.0
91097;91;910970000;Z;5;3255.0;1065.0;55.0;2135.0;2155.0;995.0;530.0;630.0;745.0;675.0;490.0;170.0;75.0
91098;91;910980000;Z;5;156.221998299088;25.7137940794802;5.08059155953136;125.427612660077;125.427612660077;64.6440188111671;30.3614602510974;30.4221335978122;50.6830840765617;35.1963887731249;29.7510147206433;9.79712508974671;0.0
91099;91;910990000;Z;5;1205.34341060696;337.112397368867;10.0896521132602;858.141361124828;872.484414909366;384.49019623925;85.0176305460473;402.976588124069;497.531259071104;134.228740579254;201.778748460038;38.9456667989703;0.0
91100;91;911000000;Z;5;265.0;65.0;0.0;200.0;210.0;85.0;10.0;115.0;125.0;30.0;40.0;10.0;5.0
