INSEE_COM;DEP;IRIS;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19
67043;67;670430102;27.8;12630;16770;22050;0.56;0.235;68.7;63.0;4.6;1.1;23.9;3.4;16.0;4.2;7.5;4.3
67043;67;670430103;11.8;16930;22210;29160;0.55;0.242;78.6;72.4;2.6;3.6;25.5;7.1;6.0;2.3;2.4;1.3
67043;67;670430104;18.4;14760;20650;27440;0.61;0.259;73.6;67.5;2.9;3.2;28.1;5.8;7.8;2.2;3.7;1.9
67043;67;670430201;20.5;14280;19650;26190;0.61;0.265;76.4;69.1;3.5;3.8;23.4;6.8;8.8;2.6;3.8;2.4
67043;67;670430202;32.9;12240;16370;21950;0.59;0.25;64.1;59.2;4.0;0.9;29.9;4.7;13.5;4.3;5.9;3.3
67043;67;670430203;;14190;19700;25630;0.58;0.253;58.1;53.5;3.6;1.0;41.0;6.8;8.3;2.4;3.9;2.0
67043;67;670430204;35.3;11630;15110;19850;0.54;0.242;60.1;54.0;5.1;1.0;26.5;5.5;18.2;5.9;7.6;4.7
67046;67;670460101;11.3;17030;21610;26970;0.46;0.217;73.4;68.4;3.0;2.0;30.5;4.9;5.0;2.1;2.1;0.8
67046;67;670460102;25.8;12950;17670;23320;0.59;0.242;69.7;63.8;5.0;0.9;25.4;5.4;11.5;4.3;4.8;2.4
67046;67;670460103;14.8;15530;20940;26490;0.52;0.247;77.2;70.7;3.5;3.0;24.1;6.3;6.9;2.9;2.8;1.2
67046;67;670460104;27.8;12640;16750;21560;0.53;0.237;65.8;59.3;5.4;1.1;25.8;5.5;14.0;4.7;6.0;3.3
67046;67;670460105;15.6;15400;20990;26710;0.54;0.258;72.7;65.7;3.2;3.8;28.2;6.5;7.3;2.8;3.0;1.5
67130;67;671300101;;14650;20900;27230;0.6;0.258;63.6;58.3;3.6;1.7;36.9;6.8;7.2;2.1;3.5;1.6
67130;67;671300102;14.5;15700;20730;26580;0.52;0.236;78.8;73.0;3.4;2.4;22.5;5.9;7.4;2.5;3.3;1.6
67130;67;671300103;;18340;24240;31180;0.53;0.239;73.1;66.8;2.4;3.9;31.0;8.4;4.3;1.5;1.9;0.9
67130;67;671300104;9.7;18530;23560;30010;0.49;0.245;78.3;73.4;2.6;2.3;27.3;7.9;4.0;1.7;1.7;0.6
67180;67;671800101;23.6;13420;18650;25250;0.63;0.284;65.7;57.9;3.5;4.3;30.4;9.0;10.0;2.2;5.0;2.8
67180;67;671800102;16.4;14910;20640;26950;0.58;0.286;69.6;62.4;2.9;4.3;29.4;11.0;6.7;1.8;3.2;1.7
67180;67;671800201;13.2;16850;21830;29310;0.57;0.266;77.9;70.0;2.7;5.2;25.4;7.8;5.8;2.3;2.4;1.1
67180;67;671800202;13.2;16310;21410;28630;0.58;0.253;74.1;68.3;2.9;2.9;28.5;6.7;6.5;2.3;2.8;1.4
67180;67;671800203;12.7;16730;22800;30150;0.59;0.277;79.1;70.5;2.9;5.7;25.4;8.4;5.1;1.9;2.1;1.1
67180;67;671800301;14.3;16040;21690;26770;0.49;0.222;69.8;65.3;2.9;1.6;31.3;6.5;6.1;2.8;2.2;1.1
67180;67;671800302;9.3;18260;23430;29580;0.48;0.235;70.8;65.2;2.3;3.3;33.4;8.5;3.9;1.4;1.8;0.7
67180;67;671800402;7.0;18140;23930;30720;0.53;0.237;78.1;71.4;2.4;4.3;27.7;7.9;3.7;1.8;1.3;0.6
67180;67;671800403;18.8;14900;21170;29620;0.7;0.333;72.0;63.0;2.6;6.4;30.0;11.6;6.3;1.9;3.0;1.4
67180;67;671800501;15.0;16160;22390;30710;0.65;0.337;82.9;71.8;2.6;8.5;20.9;11.8;4.8;1.6;2.0;1.2
67180;67;671800502;15.5;15270;20520;26830;0.56;0.258;69.5;64.0;2.7;2.8;31.1;7.4;7.4;3.1;2.8;1.5
67180;67;671800503;;20520;26410;36140;0.59;0.269;77.0;68.6;2.1;6.3;29.4;11.8;2.5;1.1;1.0;0.4
67204;67;672040101;9.7;18540;24120;30570;0.5;0.231;64.9;59.5;2.9;2.5;40.7;7.7;3.9;1.5;1.6;0.8
