IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
080010000;08;08301;08001;ZZZZZZ;0800100;Z;446;59;56;75;109;104;43;78;256;112;391;0;38;19;48;48;53;134;51;442;4;4;401;45
080030000;08;08000;08003;ZZZZZZ;0800300;Z;1634;265;210;286;359;338;176;359;881;394;1395;10;60;150;215;170;145;460;185;1611;23;41;1634;0
080040000;08;08000;08004;ZZZZZZ;0800400;Z;220;44;32;45;52;28;19;60;126;34;175;10;5;10;20;35;25;50;20;217;3;4;220;0
080050000;08;08000;08005;ZZZZZZ;0800500;Z;150;45;16;38;24;18;9;53;73;24;128;14;5;5;33;5;9;38;19;150;0;1;150;0
080060000;08;08000;08006;ZZZZZZ;0800600;Z;245;52;31;51;62;34;15;76;137;32;185;15;0;5;30;10;30;65;30;244;1;5;245;0
080080000;08;08000;08008;ZZZZZZ;0800800;Z;725;162;92;164;165;95;47;203;414;108;550;0;20;15;75;85;120;170;65;720;5;7;725;0
080100000;08;08000;08010;ZZZZZZ;0801000;Z;134;29;17;20;33;22;13;35;76;23;100;5;0;5;10;20;30;20;10;133;1;1;134;0
080110000;08;08000;08011;ZZZZZZ;0801100;Z;217;44;16;54;45;43;14;56;123;37;178;0;0;5;10;44;30;69;20;211;6;13;217;0
080130000;08;08000;08013;ZZZZZZ;0801300;Z;392;82;43;82;78;77;30;91;224;77;290;10;15;5;35;51;61;97;15;384;8;11;392;0
080140000;08;08000;08014;ZZZZZZ;0801400;Z;141;33;34;24;30;12;8;45;80;16;115;20;10;5;10;15;15;30;10;140;1;2;135;6
080150000;08;08000;08015;ZZZZZZ;0801500;Z;99;10;13;16;28;19;13;14;57;28;90;5;5;0;5;10;20;25;20;95;4;4;99;0
080160000;08;08000;08016;ZZZZZZ;0801600;Z;207;34;33;33;37;46;22;46;107;54;151;5;0;0;30;25;35;30;25;207;0;1;207;0
080170000;08;08000;08017;ZZZZZZ;0801700;Z;117;23;16;17;24;16;21;27;58;32;105;15;0;0;10;20;35;20;5;116;1;4;117;0
080180000;08;08000;08018;ZZZZZZ;0801800;Z;68;9;8;8;20;19;6;12;38;18;52;0;0;0;5;14;5;19;9;67;1;2;68;0
080190000;08;08000;08019;ZZZZZZ;0801900;Z;61;19;6;17;5;10;4;22;27;12;50;5;0;5;15;10;5;5;5;61;0;0;61;0
080200000;08;08000;08020;ZZZZZZ;0802000;Z;63;19;7;14;9;11;4;19;35;9;38;5;5;0;5;0;10;10;5;63;0;0;63;0
080210000;08;08000;08021;ZZZZZZ;0802100;Z;157;37;14;34;46;23;4;44;100;13;124;10;5;5;10;50;15;5;25;157;0;1;157;0
080220000;08;08000;08022;ZZZZZZ;0802200;Z;324;54;39;63;89;60;19;76;191;57;255;0;5;25;70;30;40;55;30;315;9;12;324;0
080230000;08;08000;08023;ZZZZZZ;0802300;Z;66;10;10;9;17;11;9;14;37;15;55;5;0;0;5;5;5;25;10;64;2;2;66;0
080240000;08;08000;08024;ZZZZZZ;0802400;Z;1116;237;142;207;225;195;110;294;598;224;868;5;55;44;76;120;185;263;120;1103;13;25;1098;18
080250000;08;08000;08025;ZZZZZZ;0802500;Z;1128;194;152;187;246;219;130;260;607;261;919;0;39;25;103;143;123;294;192;1123;5;16;1085;43
080260000;08;08000;08026;ZZZZZZ;0802600;Z;315;57;57;59;66;42;34;75;182;57;271;5;5;5;35;44;54;72;52;313;2;2;304;11
