INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
60001;60;600010000;Z;5;159.861386138614;27.6683168316832;158.836633663366;72.7574257425743;28.6930693069307;8.1980198019802;15.3712871287129
60002;60;600020000;Z;5;127.0;33.0;154.0;107.0;74.0;62.0;39.0
60004;60;600040000;Z;5;61.9796973746201;23.1687704827407;88.7694571671762;60.465903870559;27.2527221596282;18.0115970371386;16.9944097036581
60005;60;600050000;Z;5;148.678795053217;34.5449354099502;170.161929131036;114.767479220201;66.3296336580711;42.1979718214358;18.2572717218063
60006;60;600060000;Z;5;201.089238845144;33.3464566929134;312.244094488189;148.543307086614;107.112860892388;52.5459317585302;38.3989501312336
60007;60;600070000;Z;5;291.0;102.0;565.0;399.0;349.0;272.0;206.0
60008;60;600080000;Z;5;42.8956493051057;10.9578018922859;86.2759216184435;63.175848974729;37.1560504177046;25.1540547365343;20.8577260014777
60009;60;600090000;Z;5;215.037243527364;59.088467611718;327.917089236573;202.380575031411;159.5474494334;129.139429460213;114.959729399507
60010;60;600100000;Z;5;239.853021170638;83.2640801262635;373.457484095181;232.955499055274;170.00428746481;98.0738631214717;75.9635746565649
60011;60;600110000;Z;5;78.2428119115151;16.6240761719714;95.4938021089254;45.2977427737864;26.8418632456583;12.4566960270424;3.0817841163563
60012;60;600120000;Z;5;544.875474149282;169.195445833263;794.396237278892;470.635442300371;250.675183099454;106.660210690976;65.8020619627199
60013;60;600130000;Z;5;207.568924282415;67.7886305877536;353.385860136328;168.79207140048;135.586944316999;84.7043377348153;63.2537854202707
60015;60;600150000;Z;5;234.506604966765;49.9069744143027;261.063450195253;162.91664182805;87.7887309004654;47.4843235178996;29.7982350688635
60017;60;600170000;Z;5;265.292029941222;40.2314725684696;269.658807596578;142.534128619853;81.8260057308122;48.4370868395769;19.3048776786833
60019;60;600190000;Z;5;62.5467625899281;13.8992805755396;83.3956834532374;50.6330935251799;53.6115107913669;28.7913669064748;15.8848920863309
60020;60;600200000;Z;5;58.1685620449712;45.4803658087578;51.1151073865043;29.9958414103012;11.248440528863;9.37370044071913;3.74948017628765
60021;60;600210000;Z;5;108.671583849495;30.3909197917806;135.89877317022;52.8209886919135;38.7328341501104;9.1531072783967;7.20355142428112
60022;60;600220000;Z;5;75.679698216457;25.7496082993113;82.1529907603868;86.9542480164104;69.0979668816624;70.2960541289747;98.5898341767803
60023;60;600230000;Z;5;64.9499072356219;22.326530612245;105.543599257885;93.3654916512059;64.9499072356216;36.5343228200372;37.5491651205937
60024;60;600240000;Z;5;136.306704938964;40.8562228195421;185.98921845385;103.432338645624;68.4350352655641;44.1147852719069;33.3542905841141
60025;60;600250000;Z;5;343.783954326814;84.0802624157977;443.272809466599;242.782293860152;178.018630510084;106.145534090146;78.4611854460039
60027;60;600270000;Z;5;91.4531947513764;19.4203640134853;110.289870975936;57.6892869210744;59.5173047095436;34.5437496344871;36.5645030085654
