IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
570010000;57;57000;57001;ZZZZZZ;5700100;Z;351;62;65;55;93;52;24;83;210;58;303;5;5;0;21;74;74;69;53;349;2;11;351;0
570020000;57;57000;57002;ZZZZZZ;5700200;Z;72;11;15;18;14;8;5;15;47;10;66;5;0;5;5;10;5;15;20;72;0;0;72;0
570030000;57;57000;57003;ZZZZZZ;5700300;Z;1427;200;189;205;317;291;225;270;751;406;1198;0;79;54;158;143;154;488;122;1404;23;42;1249;178
570040000;57;57000;57004;ZZZZZZ;5700400;Z;82;11;13;12;21;15;9;17;49;17;57;5;0;0;21;0;10;10;10;82;0;1;82;0
570060000;57;57000;57006;ZZZZZZ;5700600;Z;1011;162;178;183;231;176;81;220;589;202;880;0;20;35;120;140;195;230;140;997;14;20;1011;0
570070000;57;57000;57007;ZZZZZZ;5700700;Z;125;33;11;31;25;16;9;39;71;15;89;5;5;15;5;15;10;10;25;124;1;3;125;0
570080000;57;57000;57008;ZZZZZZ;5700800;Z;209;32;27;40;47;37;26;45;116;48;165;15;5;0;15;15;40;55;20;207;2;4;209;0
570090000;57;57000;57009;ZZZZZZ;5700900;Z;103;21;12;23;22;15;9;25;59;19;81;5;0;0;20;25;5;20;5;103;0;1;103;0
570100000;57;57000;57010;ZZZZZZ;5701000;Z;149;37;17;37;34;18;7;43;87;19;115;5;10;5;19;24;19;29;5;147;2;2;149;0
570110000;57;57000;57011;ZZZZZZ;5701100;Z;634;78;100;106;164;97;89;113;370;150;548;0;10;25;101;71;101;155;86;621;13;18;516;118
570120000;57;57601;57012;ZZZZZZ;5701200;Z;6144;1023;1088;1270;1093;917;752;1330;3493;1320;5104;10;100;230;685;1040;740;1389;910;5832;312;538;5910;234
570130000;57;57117;57013;ZZZZZZ;5701300;Z;2589;309;364;464;738;459;254;420;1663;507;2257;0;106;111;332;475;361;539;333;1941;648;732;2589;0
570140000;57;57000;57014;ZZZZZZ;5701400;Z;382;67;59;65;114;54;23;91;241;50;303;10;0;39;49;41;48;77;40;375;7;9;382;0
570150000;57;57000;57015;ZZZZZZ;5701500;Z;586;105;68;117;136;119;41;131;360;95;467;0;5;15;75;69;75;168;60;578;8;23;586;0
570160000;57;57000;57016;ZZZZZZ;5701600;Z;392;58;47;66;107;82;32;72;249;71;315;10;0;15;55;40;60;70;65;372;20;27;392;0
570170000;57;57105;57017;ZZZZZZ;5701700;Z;2161;363;397;381;534;367;119;519;1304;338;1755;10;50;140;360;390;195;375;235;2124;37;84;2161;0
