IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
260010000;26;26000;26001;ZZZZZZ;2600100;Z;444;63;65;53;125;75;64;95;237;112;381;15;21;26;26;67;62;129;36;426;18;21;444;0
260020000;26;26000;26002;ZZZZZZ;2600200;Z;1937;440;284;380;404;305;124;542;1097;298;1481;15;85;125;210;240;295;394;115;1898;39;57;1936;1
260030000;26;26000;26003;ZZZZZZ;2600300;Z;47;9;4;8;8;14;5;10;25;11;52;9;0;0;0;5;24;9;5;47;0;1;47;0
260040000;26;26000;26004;ZZZZZZ;2600400;Z;2509;506;419;522;569;360;134;674;1480;355;2035;30;96;251;373;321;241;444;280;2473;36;83;2502;7
260050000;26;26000;26005;ZZZZZZ;2600500;Z;1727;298;234;309;421;308;157;397;971;359;1405;15;85;135;265;205;135;400;165;1691;36;64;1682;45
260060000;26;26102;26006;ZZZZZZ;2600600;Z;2515;483;379;464;563;445;181;653;1399;463;2075;35;60;175;380;290;275;535;325;2440;75;117;2459;56
260070000;26;26000;26007;ZZZZZZ;2600700;Z;113;15;27;10;38;13;11;25;69;19;85;0;11;11;11;21;16;11;5;113;0;2;113;0
260080000;26;00551;26008;ZZZZZZ;2600800;Z;1341;278;223;279;245;221;95;346;763;232;1028;0;44;44;191;171;147;299;132;1303;38;54;1341;0
260090000;26;00273;26009;ZZZZZZ;2600900;Z;1339;279;207;249;264;211;129;352;732;255;1050;5;35;40;125;180;239;303;124;1271;68;118;1339;0
260100000;26;26107;26010;ZZZZZZ;2601000;Z;3999;731;615;698;844;704;407;966;2184;849;3221;45;155;215;410;510;591;915;380;3945;54;89;3968;31
260110000;26;26302;26011;ZZZZZZ;2601100;Z;2524;460;377;460;516;465;246;604;1360;560;2070;15;75;100;305;395;270;610;300;2479;45;87;2447;77
260120000;26;26000;26012;ZZZZZZ;2601200;Z;24;0;2;3;7;9;2;0;17;7;16;0;0;5;0;10;0;0;0;21;3;2;24;0
