INSEE_COM;DEP;TYP_IRIS;MODIF_IRIS;P19_POP1564;P19_POP1524;P19_POP2554;P19_POP5564;P19_ACT1564;P19_ACT1524;P19_ACT2554;P19_ACT5564;P19_ACTOCC1564;P19_ACTOCC1524;P19_ACTOCC2554;P19_ACTOCC5564;P19_CHOM1564;P19_CHOM1524;P19_CHOM2554;P19_CHOM5564;P19_CHOM_DIPLMIN;P19_CHOM_BEPC;P19_CHOM_CAPBEP;P19_CHOM_BAC;P19_CHOM_SUP2;P19_CHOM_SUP34;P19_CHOM_SUP5;P19_ACT_DIPLMIN;P19_ACT_BEPC;P19_ACT_CAPBEP;P19_ACT_BAC;P19_ACT_SUP2;P19_ACT_SUP34;P19_ACT_SUP5;P19_INACT1564;P19_HINACT1564;P19_FINACT1564;P19_ETUD1564;P19_HETUD1564;P19_FETUD1564;P19_RETR1564;P19_AINACT1564;C19_ACT1564;C19_ACT1564_CS1;C19_ACT1564_CS2;C19_ACT1564_CS3;C19_ACT1564_CS4;C19_ACT1564_CS5;C19_ACT1564_CS6;C19_ACTOCC1564;C19_ACTOCC1564_CS1;C19_ACTOCC1564_CS2;C19_ACTOCC1564_CS3;C19_ACTOCC1564_CS4;C19_ACTOCC1564_CS5;C19_ACTOCC1564_CS6;P19_ACTOCC15P;P19_SAL15P;P19_NSAL15P;P19_ACTOCC15P_TP;P19_SAL15P_TP;P19_HSAL15P_TP;P19_FSAL15P_TP;P19_NSAL15P_TP;P19_SAL15P_CDI;P19_SAL15P_CDD;P19_SAL15P_INTERIM;P19_SAL15P_EMPAID;P19_SAL15P_APPR;P19_NSAL15P_INDEP;P19_NSAL15P_EMPLOY;P19_NSAL15P_AIDFAM;P19_ACTOCC15P_ILT1;P19_ACTOCC15P_ILT2P;P19_ACTOCC15P_ILT2;P19_ACTOCC15P_ILT3;P19_ACTOCC15P_ILT4;P19_ACTOCC15P_ILT5;C19_ACTOCC15P;C19_ACTOCC15P_PAS;C19_ACTOCC15P_MAR;C19_ACTOCC15P_VELO;C19_ACTOCC15P_2ROUESMOT;C19_ACTOCC15P_VOIT
35001;35;H;0;1655.29124731477;272.548041107154;953.987738317913;428.755467889702;1236.15454241853;103.628334834332;903.419531497783;229.106676086409;1129.36716481316;83.9479530543676;827.998578525587;217.420633233205;106.787377605366;19.6803817799647;75.4209529721968;11.6860428532042;17.402894611357;4.89960349139367;21.0928511004872;25.9097164791399;15.6301219657023;10.2351134198902;11.6170765373954;75.1515349974339;37.2550127548382;257.429715693012;217.83793190107;194.26553777901;156.374936660272;297.839872632889;419.136704896244;202.331183689782;216.805521206462;165.937422625155;93.8617170865191;72.0757055386363;182.495865144888;70.7034171262;1273.1529314797;31.1246213611214;82.0009447014427;412.207345112004;312.670755317486;230.543837954118;194.106260816461;1196.71803215726;31.1246213611214;82.0009447014427;401.89474919732;281.912519297562;215.638413292054;184.146784307758;1137.92281573591;1006.32023375714;131.602581978767;245.752034020609;224.158765971226;46.0349561344362;178.123809836789;21.593268049383;868.158812838746;98.358042738425;12.3779206221225;9.66655029202521;17.7589072658224;67.1413510034802;63.3919564189173;1.06927455636993;221.743213140326;916.179602595582;866.316329996505;12.2659276845559;36.6400632957176;0.957281618803267;1202.06440493911;56.9168880289078;40.1509925772334;36.6926192006306;31.1729420516182;948.889382395182
35001;35;H;0;2821.04759927847;495.620392603644;1847.50680593019;477.920400744638;2253.3096978468;160.521213356286;1792.18839611985;300.600088370656;2098.07461802134;141.228048583888;1671.25940414067;285.587165296781;155.235079825454;19.2931647723983;120.92899197918;15.0129230738749;12.5341878150818;9.39964121421145;37.7492717569409;37.0369444413834;17.6938925268309;17.4655469808859;23.3555950901191;81.5453667201704;67.2261632305021;477.008373141659;418.310112646502;392.438914200073;347.713003290515;469.067764617375;567.737901431675;271.374088849502;296.363812582173;332.888551781632;170.754834035662;162.133717745971;152.94511480931;81.9042348407325;2194.35162740631;15.2998557142843;81.0219882742466;573.499241499617;633.357701589183;587.430956557956;288.463064723504;2038.63866274005;15.2998557142843;81.0219882742466;558.953691507095;592.294142013523;535.09313296861;255.97585226229;2103.30899786563;1933.4829987386;169.825999127024;393.442286441353;375.012294553149;59.5002882274062;315.512006325743;18.4299918882038;1725.81273564942;129.04799874056;30.4206170553107;9.3609253448842;38.8407219484269;83.7769375733396;82.9186696232291;3.13039193045527;317.978838706671;1785.33015915895;1697.74831186325;17.7631653553149;69.8186819403945;0.0;2049.33140830375;101.43957313447;51.0027611048904;20.4316124827318;9.93244626566878;1629.00095567913
35003;35;Z;0;588.342213114754;75.6024590163935;437.137295081967;75.6024590163935;500.139344262295;28.1086065573771;424.536885245902;47.4938524590164;469.122950819672;23.2622950819672;399.33606557377;46.5245901639344;31.016393442623;4.84631147540984;25.2008196721311;0.969262295081967;2.9077868852459;0.0;8.72336065573771;10.6618852459016;2.9077868852459;2.9077868852459;2.9077868852459;19.3852459016393;16.4774590163934;140.543032786885;118.25;100.803278688525;52.3401639344262;52.3401639344262;88.202868852459;42.6475409836066;45.5553278688525;46.5245901639344;23.2622950819672;23.2622950819672;23.2622950819672;18.4159836065574;499.170081967213;33.9241803278689;4.84631147540984;63.0020491803279;126.004098360656;140.543032786885;126.004098360656;465.245901639344;33.9241803278689;4.84631147540984;63.0020491803279;116.311475409836;126.004098360656;121.157786885246;470.092213114754;409.997950819672;60.094262295082;63.9713114754098;60.094262295082;10.6618852459016;49.4323770491803;3.87704918032787;369.28893442623;25.2008196721311;8.72336065573771;1.93852459016393;4.84631147540984;28.1086065573771;31.9856557377049;0.0;55.2479508196721;414.844262295082;401.274590163934;3.87704918032787;9.69262295081967;0.0;465.245901639344;33.9241803278689;4.84631147540984;4.84631147540984;0.0;397.397540983607
35004;35;Z;0;2253.33079018494;291.163335790495;1386.74914476804;575.418309626403;1648.46650937721;141.557120521799;1246.22123499495;260.688153860461;1466.98400313507;109.286671941174;1121.11544550737;236.581885686529;181.482506242142;32.2704485806246;125.105789487586;24.1062681739318;33.5629543451747;11.8429497190906;61.3546594277345;42.3929766592158;18.4029779838756;10.9261046037396;2.99988350331127;211.140449942415;96.7892401706447;680.571987612722;355.001253529521;167.834619065103;94.5773919648564;42.5515670919487;604.864280807724;302.751179522705;302.113101285019;130.799058425584;71.0838866973974;59.7151717281868;253.844646781363;220.220575600777;1673.78702220973;104.815555053469;103.76133945694;93.8797492709912;266.494090681162;469.402724064955;620.451397465352;1514.40114504143;104.815555053469;103.76133945694;88.7284081421364;217.101247997367;419.541349013968;580.453245377551;1478.00281688472;1242.42822602332;235.574590861395;253.996861036105;226.959918396954;38.5737970724862;188.386121324468;27.0369426391509;1065.14368781725;105.468012626076;29.5387458919498;21.7469398988588;20.5308397891845;148.242787691042;78.3250143769853;9.0067887933682;688.824631924977;789.178184959738;650.179015212205;3.01251022060547;133.95418051226;2.03247901466789;1529.18734098381;98.220740060628;92.3592795695027;10.1659523467815;19.2117003313636;1294.77256604361
35006;35;Z;0;2678.47041665749;479.970921283548;1694.40259091323;504.096904460714;2169.28911743554;219.019394394982;1645.84090873105;304.428814309515;2038.60226543357;183.667425781353;1571.90659918176;283.028240470458;130.686852001967;35.3519686136288;73.9343095492817;21.4005738390569;16.2412937657121;9.05837676546539;45.6837293437628;32.3908235485361;16.2142072397034;6.04777571471128;5.05064562407625;141.044857518418;92.1831394953042;657.023501518252;532.495403648946;382.437919949733;197.274579698911;166.829715605978;509.181299221951;255.291202410075;253.890096811877;250.83385657797;119.916362704021;130.917493873949;156.915877379053;101.431565264929;2157.10643011276;101.284062822302;75.7330625151068;161.89783597665;566.438826454707;521.462062147006;715.117171688447;2030.54020244439;101.284062822302;75.7330625151068;161.89783597665;530.997550535822;470.791237334504;689.836453260006;2054.92502043231;1824.15379780491;230.771222627399;310.655522752881;285.228344504975;41.549156205029;243.679188299946;25.427178247906;1554.54338643927;150.106390951199;70.9156303148748;7.10990082111022;41.4784892784592;110.470527110182;119.287331159797;1.01336435741931;597.92275564122;1457.00226479109;1220.16760872499;6.05874371605214;228.749183635214;2.02672871483863;2050.9162980414;81.2335225702333;86.245941688556;15.1197290299121;10.2153959499186;1817.45803475871
35007;35;Z;0;298.680069709055;47.1888693266561;212.900758060506;38.5904423218932;245.52726142053;16.3753762597199;210.860635322564;18.2912498382467;230.220644156553;15.3553148907487;196.574079427557;18.2912498382467;15.3066172639775;1.02006136897118;14.2865558950063;0.0;1.00932530591723;1.01467913809794;5.10033539418553;3.07100566731927;4.07489179434111;1.03637996411642;0.0;13.2233791260774;6.14224063869556;65.4416986901992;58.3283230108166;41.9691225963934;38.9469292090746;21.4755681492734;53.1528082885251;22.4853797056114;30.6674285829137;30.8134930669362;10.2982948932602;20.515198173676;17.2389798274033;5.10033539418553;250.703322063128;5.10030684485591;5.07339569048972;25.4749085632096;71.8653601798723;86.9226505871213;51.1933045070898;240.502565626768;5.10030684485591;5.07339569048972;25.4749085632096;71.8653601798723;86.9226505871213;46.0659437612196;230.220644156553;215.923352502168;14.2972916543847;42.0285561363806;41.0138769982826;7.16748348381257;33.8463935144701;1.01467913809794;189.352516236737;20.4124776348811;2.04553351814522;1.02547214917404;3.08735296323026;13.2826125162868;1.01467913809794;0.0;12.2841658702336;217.936478286319;210.763526772208;3.08185592849074;4.09109558562007;0.0;240.502565626768;0.0;0.0;0.0;5.15455815071327;219.911386163733
35008;35;Z;0;411.771091027194;85.6371443478203;246.939405213415;79.1945414659581;324.850433662167;39.5797657021911;236.172716978752;49.0979509812241;301.97703600989;35.6333916164413;224.290093832777;42.053550560672;22.873397652277;3.9463740857498;11.8826231459751;7.04440042055208;2.99861186348166;1.00428077429395;8.89783555801191;5.96937063483212;1.980302272575;2.02299654908232;0.0;30.7272234442273;20.7391361269326;139.140617502192;72.965100813212;37.5425786574598;15.8566544366137;7.87912268153028;86.9206573650265;41.5458631512752;45.3747942137513;44.1193644656799;17.611867815466;26.5074966502139;21.0622506074428;21.7390422919039;306.325596216837;9.90151136287499;9.90050314893759;14.9930593174083;49.2269806874628;78.7210682407055;143.582473459448;291.33050598002;9.90151136287499;9.90050314893759;14.9930593174083;49.2269806874628;73.8409607493003;133.467490714036;305.018748333761;272.552549948865;32.4661983848961;33.4704791591901;31.5322661936915;4.95065486004375;26.5816113336478;1.93821296549855;227.172179840781;23.7223331875751;9.94359781271313;1.9660718131748;9.74836729462082;24.6554644405515;7.81073394434464;0.0;39.5080310918069;265.510717241954;235.791341886816;0.976021498281045;28.7433538568569;0.0;291.33050598002;24.401531384772;5.02140387146976;0.0;0.0;257.096613387691
35009;35;Z;0;939.779023647005;148.533308380915;579.841547974225;211.404167291864;738.648329034825;79.2846713654882;545.95646951364;113.407188155697;688.471956414239;70.2522404504326;508.826941548134;109.392774415673;50.1763726205864;9.03243091505563;37.1295279655061;4.01441374002468;6.0216206100371;4.01441374002467;20.0682695704011;11.039637785068;3.01081030501854;3.01081030501854;3.0108103050185;55.1981889253399;31.1117064851914;273.979938626964;185.666635476143;92.3315160205688;58.2089992303585;42.1513442702595;201.130694612179;100.122905170993;101.007789441186;66.2378267104085;36.1297236602228;30.1081030501857;83.299085105512;51.5937827962587;812.918782355005;35.1261202252161;65.2342232754022;70.2522404504319;145.522498075896;230.828790051421;265.954910276637;747.684559079604;35.1261202252161;60.2162061003713;60.2162061003702;140.504480900865;220.79275570136;230.828790051421;692.486370154264;581.086388868578;111.399981285686;132.475653420816;119.428808765735;21.0756721351298;98.3531366306056;13.0468446550803;482.733252237972;57.2053957953521;20.0720687001236;2.00720687001233;19.0684652651176;67.2414301454138;42.1513442702597;2.00720687001238;146.526101510902;545.960268643362;479.722441932954;31.1117064851915;35.1261202252161;0.0;752.702576254635;45.1621545752782;55.1981889253395;0.0;10.0360343500619;622.234129703832
35010;35;Z;0;1053.45194357616;187.765455237089;671.933619032119;193.752869306949;846.000496092226;97.4929368070347;646.833489564134;101.674069721057;776.867787525474;81.8548737073879;602.5037999482;92.5091138698862;69.1327085667518;15.6380630996468;44.3296896159338;9.16495585117116;7.2971028800175;5.16642492028148;24.8974298493982;16.307030515658;10.315209405988;2.08465153282344;3.06485946258526;83.5869202886825;44.5317258912037;363.422785501449;193.17060356439;92.1479440673138;48.5849960617855;20.555520717401;207.45144748393;88.399204637569;119.052242846361;84.0335951605508;34.63504052126;49.3985546392908;86.070780673803;37.3470716495766;795.577465641424;25.672363272907;36.6369978529926;41.9385141115934;185.842868728618;257.880374606774;247.606347068539;738.944215644773;25.672363272907;36.6369978529926;36.8049669384857;175.574621880142;237.264078937903;226.991186762343;784.929228734723;679.75020881083;105.179019923892;122.554350118143;113.465741901286;16.4458677320749;97.0198741692112;9.08860821685722;573.435921004409;59.5412650280071;21.718681959979;6.22694148507331;18.8273993333615;59.7014349006002;44.4661444299499;1.01144059334217;125.8756414136;659.053587321123;587.951523165559;23.6983064643637;47.4037576912002;0.0;743.926209767762;57.1112755139864;0.0;4.98199412298895;5.21104388176495;625.436807926218
35012;35;H;0;2248.60126869814;457.909161414654;1268.53795748965;522.154149793834;1592.57823608623;195.886956908393;1149.00174864106;247.689530536773;1418.7482386826;153.456789052973;1033.17473719712;232.116712432508;173.829997403632;42.4301678554201;115.827011443947;15.5728181042655;25.2363635242908;11.2480727837104;59.3544524067637;38.4853841894213;24.4587858785576;10.0033993126422;5.04353930824613;167.042043501184;71.2764706747662;466.427642274895;327.821154494389;260.095906117519;166.868251055664;133.046767967814;656.023032611913;285.354830570027;370.668202041886;247.875591027814;115.362453091861;132.513137935953;225.118730910774;183.028710673325;1669.58890321016;0.0;96.3136165255798;241.400294745776;420.74505461632;468.31202697697;437.860209468426;1502.06596109881;0.0;91.3559156484865;241.400294745776;400.278133454729;402.387302195354;366.644315054465;1427.06267157077;1269.95088730771;157.111784263065;273.17929145267;258.957912096372;44.1040892605007;214.853822835871;14.2213793562975;1074.80048888798;112.600013782482;27.4072155874393;16.3757231836608;38.7674458661395;82.3767882577877;69.6287222609747;5.10627374430248;581.364401253663;845.698270317107;722.611447196578;15.2778865153422;106.817396429769;0.991540175418652;1512.29719397255;111.079880463658;142.772102442478;66.0314714644447;10.1266906553775;1121.28956566496
