IRIS;DEP;UU2010;COM;TRIRIS;GRD_QUART;TYP_IRIS;P17_POP;P17_POP0014;P17_POP1529;P17_POP3044;P17_POP4559;P17_POP6074;P17_POP75P;P17_POP0019;P17_POP2064;P17_POP65P;C17_POP15P;C17_POP15P_CS1;C17_POP15P_CS2;C17_POP15P_CS3;C17_POP15P_CS4;C17_POP15P_CS5;C17_POP15P_CS6;C17_POP15P_CS7;C17_POP15P_CS8;P17_POP_FR;P17_POP_ETR;P17_POP_IMM;P17_PMEN;P17_PHORMEN
380010000;38;38205;38001;ZZZZZZ;3800100;Z;6311;1275;989;1137;1286;1057;567;1635;3428;1248;5045;30;210;255;710;830;945;1390;675;6082;229;371;6168;143
380020000;38;38108;38002;ZZZZZZ;3800200;Z;1006;236;128;253;205;135;48;283;615;108;798;15;45;145;170;85;65;186;85;993;13;25;1006;0
380030000;38;38000;38003;ZZZZZZ;3800300;Z;1106;267;159;249;188;171;72;333;590;183;843;0;51;56;152;56;157;240;132;1073;33;44;1106;0
380040000;38;38401;38004;ZZZZZZ;3800400;Z;1244;303;149;287;237;203;64;378;673;193;978;24;29;63;209;126;170;204;151;1208;36;58;1241;3
380050000;38;38000;38005;ZZZZZZ;3800500;Z;971;151;150;186;236;155;94;199;577;194;809;5;76;31;163;153;122;173;87;933;38;42;971;0
380060000;38;00358;38006;ZZZZZZ;3800600;Z;4102;731;543;747;942;680;459;947;2285;871;3380;0;178;326;541;474;474;994;392;3860;242;341;4040;62
380080000;38;38000;38008;ZZZZZZ;3800800;Z;28;2;3;3;6;11;3;3;15;10;35;10;0;0;0;0;0;10;15;27;1;1;28;0
380090000;38;38115;38009;ZZZZZZ;3800900;Z;1013;175;137;171;210;172;148;232;536;245;845;10;55;60;126;101;116;277;100;994;19;33;935;78
380100000;38;38000;38010;ZZZZZZ;3801000;Z;676;138;96;136;171;106;29;177;415;85;534;15;44;53;112;63;78;112;58;672;4;17;676;0
380110000;38;38000;38011;ZZZZZZ;3801100;Z;1061;184;181;194;285;154;63;241;674;145;870;5;54;74;183;124;129;218;84;1038;23;49;1061;0
380120000;38;00274;38012;ZZZZZZ;3801200;Z;2878;648;475;578;528;417;232;830;1549;499;2240;0;100;80;335;305;426;618;377;2744;134;198;2823;55
380130000;38;38207;38013;ZZZZZZ;3801300;Z;3313;720;467;690;719;553;164;938;1886;489;2578;20;123;328;436;353;382;657;279;3210;103;162;3312;1
380150000;38;38000;38015;ZZZZZZ;3801500;Z;1809;374;284;402;387;260;102;504;1039;266;1409;5;95;105;231;236;266;346;125;1790;19;41;1808;1
380170000;38;38000;38017;ZZZZZZ;3801700;Z;1472;333;208;320;331;190;90;446;819;207;1130;5;69;75;230;166;193;232;160;1458;14;29;1472;0
380180000;38;38000;38018;ZZZZZZ;3801800;Z;376;58;74;51;100;64;29;89;229;58;311;10;0;16;36;57;67;67;57;369;7;17;376;0
380190000;38;38105;38019;ZZZZZZ;3801900;Z;1484;295;279;304;323;201;83;408;869;207;1183;5;65;85;211;276;180;206;155;1427;57;87;1483;1
380200000;38;38000;38020;ZZZZZZ;3802000;Z;190;29;18;30;46;45;22;38;98;54;180;0;31;5;36;21;26;36;26;178;12;13;190;0
380220000;38;38128;38022;ZZZZZZ;3802200;Z;7739;1492;1089;1418;1691;1391;658;1933;4266;1540;6281;40;268;387;803;952;1203;1790;838;7450;289;450;7730;9
380230000;38;38000;38023;ZZZZZZ;3802300;Z;197;38;29;46;45;30;10;41;126;30;154;0;5;15;45;30;0;40;20;194;3;3;197;0
380260000;38;38000;38026;ZZZZZZ;3802600;Z;1060;253;147;270;191;145;55;316;593;152;776;10;20;51;173;153;142;161;66;1047;13;28;1060;0
380270000;38;38000;38027;ZZZZZZ;3802700;Z;1886;419;239;395;473;247;112;550;1084;252;1435;5;81;206;270;203;147;288;235;1839;47;93;1886;0
380290000;38;38129;38029;ZZZZZZ;3802900;Z;1919;426;282;395;394;279;143;546;1070;303;1465;10;111;71;207;227;282;356;201;1868;51;90;1919;0
380300000;38;38701;38030;ZZZZZZ;3803000;Z;1682;375;261;324;370;238;113;482;932;268;1316;0;74;49;211;241;231;324;187;1624;58;85;1676;6
380310000;38;38000;38031;ZZZZZZ;3803100;Z;20;0;3;1;6;7;4;1;12;7;29;0;10;0;0;5;0;10;5;20;0;0;20;0
380320000;38;38000;38032;ZZZZZZ;3803200;Z;548;105;71;107;120;112;33;133;317;98;445;10;25;5;45;85;65;150;60;540;8;16;548;0
380330000;38;38401;38033;ZZZZZZ;3803300;Z;638;125;96;108;158;109;43;172;352;113;534;31;21;26;123;71;77;150;36;634;4;10;638;0
380340000;38;38202;38034;ZZZZZZ;3803400;Z;4921;919;762;831;908;861;640;1211;2495;1215;4001;45;106;145;395;580;735;1330;665;4649;272;414;4616;305
380350000;38;38000;38035;ZZZZZZ;3803500;Z;1121;210;157;207;252;212;83;277;630;214;913;5;96;61;182;151;71;237;111;1091;30;42;1118;3
380360000;38;38000;38036;ZZZZZZ;3803600;Z;92;11;13;21;22;16;8;16;58;18;76;5;0;15;15;5;5;15;15;92;0;2;92;0
380370000;38;38115;38037;ZZZZZZ;3803700;Z;990;175;132;166;227;222;69;226;556;208;804;5;30;65;170;125;75;270;65;975;15;28;977;13
380380000;38;38000;38038;ZZZZZZ;3803800;Z;598;174;96;139;99;56;33;210;325;63;415;10;15;31;87;82;67;86;36;596;2;12;598;0
380390000;38;38301;38039;ZZZZZZ;3803900;Z;3072;571;405;449;786;611;250;789;1623;660;2495;5;135;615;295;210;70;760;405;3004;68;174;3072;0
380400000;38;38000;38040;ZZZZZZ;3804000;Z;126;9;10;20;17;46;24;12;62;52;114;0;0;0;5;0;5;99;5;121;5;6;126;0
380410000;38;38000;38041;ZZZZZZ;3804100;Z;116;22;13;23;31;23;4;27;69;20;110;15;5;5;10;5;15;45;10;115;1;2;116;0
380420000;38;38207;38042;ZZZZZZ;3804200;Z;1008;201;133;190;223;189;72;267;541;200;842;5;15;84;128;123;59;261;168;986;22;40;1008;0
380430000;38;38000;38043;ZZZZZZ;3804300;Z;1544;352;204;306;346;270;67;445;872;226;1167;0;59;142;211;221;127;284;123;1509;35;72;1544;0
380440000;38;38000;38044;ZZZZZZ;3804400;Z;1419;308;175;280;310;250;97;373;805;241;1123;39;54;93;181;146;142;342;127;1399;20;35;1396;23
380450000;38;38701;38045;ZZZZZZ;3804500;Z;2386;364;282;299;541;574;325;497;1178;711;2048;5;51;489;256;160;46;733;307;2329;57;124;2385;1
380460000;38;38000;38046;ZZZZZZ;3804600;Z;963;262;104;250;153;145;49;302;520;141;668;21;52;21;125;145;103;128;73;960;3;23;963;0
380470000;38;38000;38047;ZZZZZZ;3804700;Z;145;29;25;24;34;23;9;39;87;19;121;20;0;5;25;25;10;20;15;143;2;2;145;0
380480000;38;38000;38048;ZZZZZZ;3804800;Z;1096;225;150;199;235;234;53;294;594;208;874;0;46;123;174;97;102;203;128;1074;22;39;1090;6
380490000;38;38000;38049;ZZZZZZ;3804900;Z;294;50;42;50;62;57;33;66;149;80;268;15;15;10;25;20;45;101;35;291;3;2;294;0
380500000;38;38000;38050;ZZZZZZ;3805000;Z;623;141;71;119;128;133;31;169;341;113;490;5;35;10;60;100;80;155;45;609;14;19;623;0
380510000;38;38000;38051;ZZZZZZ;3805100;Z;1375;301;182;295;269;198;130;376;749;250;1092;30;40;40;207;122;196;280;176;1341;34;48;1361;14
380520000;38;38116;38052;ZZZZZZ;3805200;Z;3278;612;474;540;776;519;357;804;1768;706;2675;20;185;200;490;485;300;765;230;3102;176;186;3169;109
380530101;38;38501;38053;380011;3805301;H;2816;441;667;486;455;438;328;684;1515;616;2379;6;48;222;352;327;401;637;385;2502;315;403;2794;22
380530102;38;38501;38053;380011;3805301;H;5120;1119;1117;1175;815;536;358;1435;2939;746;3983;9;81;327;623;856;655;695;738;4564;556;704;4838;282
380530201;38;38501;38053;380011;3805302;H;2544;374;700;444;405;319;302;513;1485;545;2169;0;78;243;353;348;309;538;300;2328;216;280;2400;144
380530202;38;38501;38053;380011;3805302;H;3448;632;666;535;645;549;421;844;1792;813;2818;0;89;174;335;473;429;857;461;3061;387;544;3404;44
