INSEE_COM;DEP;IRIS;TYP_IRIS;LAB_IRIS;P19_NSCOL15P_DIPLMIN;P19_NSCOL15P_BEPC;P19_NSCOL15P_CAPBEP;P19_NSCOL15P_BAC;P19_NSCOL15P_SUP2;P19_NSCOL15P_SUP34;P19_NSCOL15P_SUP5
66002;66;660020000;Z;5;602.327298418632;166.415254329557;767.677869229671;474.734093113697;304.392412256818;248.361682581585;167.665486849999
66003;66;660030000;Z;5;964.732132132156;243.266666666672;914.742342342349;448.12972972973;209.644444444445;159.251351351354;142.400000000001
66004;66;660040000;Z;5;63.338283824706;32.7368533467061;116.589796335616;116.780792876723;52.6881076041722;43.6303035533554;30.0687617159992
66006;66;660060000;Z;5;48.4131736526946;10.8682634730539;40.5089820359281;26.6766467065868;3.95209580838323;2.96407185628743;0.988023952095808
66007;66;660070000;Z;5;15.6220472440945;2.92913385826772;22.4566929133858;17.5748031496063;9.76377952755906;18.5511811023622;16.5984251968504
66008;66;660080101;H;Z;371.299758352844;215.230708250296;545.96009259045;472.725076986771;169.100489923171;201.058850383187;98.9889410255547
66008;66;660080102;H;Z;378.518471763191;136.057594206553;497.055197288832;292.566153278133;100.843570117039;118.02553684669;109.804485149012
66008;66;660080103;H;Z;546.499970084889;222.665031275731;742.069192618616;414.887066123887;194.204217778843;169.257042505189;124.246075093956
66008;66;660080104;H;Z;431.421780832095;157.287965035018;762.876765585978;427.55319728286;253.908402582264;219.037480377089;132.310034051138
66009;66;660090000;Z;5;595.014395911395;177.464716575782;692.679531384796;338.903848353407;167.586563494554;151.569054280864;86.2899586842106
66011;66;660110000;Z;5;645.905525455412;221.740485341249;991.610123265986;665.062668551006;345.73277018329;265.403175502499;173.898352173501
66012;66;660120000;Z;5;454.507394081243;162.743794197429;765.408123269737;503.870804507382;305.907919107221;220.226274529997;136.464855962995
66013;66;660130000;Z;5;6.0;4.0;18.0;12.0;20.0;15.0;12.0
66014;66;660140000;Z;5;497.621214320855;96.6200355518661;591.696966929574;315.095661751235;227.962083874937;166.015693856319;94.096117641766
66015;66;660150000;Z;5;146.195096096073;81.8710964759456;313.5673511463;185.311202809486;107.153545245585;88.5799659859992;75.976572825689
66016;66;660160101;H;4;545.29771097943;187.3594700162;493.399444615881;331.879625103936;171.542855739488;162.830547063496;150.514348024242
66016;66;660160102;H;4;401.169233696093;175.11495671782;489.047871359481;323.471684012857;141.457179285809;205.130101871838;212.581052138366
66017;66;660170000;Z;5;1272.63961911578;424.804750251353;1554.97424919374;929.9539321577;346.621735315448;291.497170708616;213.467633462472
66019;66;660190000;Z;5;33.1315317027408;25.0284749236369;42.9786048551651;40.9683336067662;11.0311820398315;6.88146676998416;8.98241636937983
66020;66;660200000;Z;5;54.0;40.0;140.0;118.0;87.0;105.0;76.0
66021;66;660210101;H;4;395.027584881948;132.048635385245;522.237300126264;327.502728936304;216.440630638651;152.679168173116;131.021578026539
66021;66;660210102;H;4;535.307493750611;136.036929479043;550.191175876066;356.372188727164;157.479350385288;150.635125835855;102.656845268549
66021;66;660210103;H;4;517.044565663189;142.32541745024;506.083833217318;289.430274567931;171.773949162535;121.32998455473;108.645790387604
66022;66;660220000;Z;5;7.0;3.0;11.0;9.0;8.0;6.0;5.0
66023;66;660230000;Z;5;198.265674664406;47.5785844113962;197.605984985911;117.666106939539;60.8687553417215;58.8886321184726;28.4187458409416
66024;66;660240101;H;4;521.0;109.0;545.0;352.0;168.0;148.0;105.0
66024;66;660240102;H;4;521.0;188.0;683.0;438.0;183.0;150.0;95.0
66025;66;660250000;Z;5;190.0;68.0;180.0;196.0;78.0;100.0;45.0
66026;66;660260000;Z;5;167.744303797466;68.8430379746826;335.488607594935;261.79746835443;149.321518987342;104.718987341772;64.9645569620249
66027;66;660270000;Z;5;59.0;39.0;143.0;127.0;70.0;42.0;22.0
66028;66;660280101;H;4;415.880675586149;129.291998648301;515.924075169499;429.61211027455;243.629168053297;280.44364359391;230.707788130428
66028;66;660280102;H;4;420.210366544092;177.076460946855;480.439431943993;434.75903776074;266.586132244378;250.752491224657;269.768101406038
66028;66;660280103;H;4;294.337062794364;122.308982174685;341.073015332657;287.376389012063;174.016844557478;189.926956059875;142.196621552682
66028;66;660280104;H;4;278.426951291964;112.365162485686;376.870766213052;281.410097198664;177.994372433077;199.870775748874;146.174149428281
66029;66;660290000;Z;5;11.0;3.0;24.0;30.0;13.0;14.0;18.0
66030;66;660300000;Z;5;19.3863239423364;16.5167554223445;39.8550857328316;35.7317646406198;10.2671348035654;20.5184714536084;22.4918682114877
66032;66;660320000;Z;5;5.9;0.983333333333333;11.8;7.86666666666667;4.91666666666667;7.86666666666667;8.85
66033;66;660330000;Z;5;63.1372549019603;28.0610021786492;83.1808278867099;58.1263616557734;49.1067538126362;38.082788671024;48.1045751633985
66034;66;660340000;Z;5;14.0;10.0;25.0;18.0;10.0;10.0;7.0
66037;66;660370101;H;1;464.632234005485;138.280361582281;629.939304642519;485.434463943005;157.558824611656;249.441659357949;138.534745114034
66037;66;660370102;H;1;358.998091807596;122.250876647352;478.191888851051;327.567053613779;171.921543423551;180.616044456866;134.83166338775
66037;66;660370103;H;1;928.955228909468;317.094260893672;983.385737049345;674.763755291875;334.48944653823;346.979196489966;213.67690187473
66037;66;660370104;H;1;443.241770593525;253.400761179849;537.544799810199;534.415487114575;234.836991429649;213.534523376295;185.628645501481
66038;66;660380101;H;4;311.265468135701;135.445808234539;517.58629143452;315.847079414743;198.314798654534;149.288961697462;125.108012099335
66038;66;660380102;H;4;484.052288095031;179.217777110767;715.288103821101;635.28310680437;431.923370716224;320.466654224993;265.431883102064
66039;66;660390000;Z;5;31.3740458015267;14.6412213740458;33.4656488549618;23.0076335877863;7.3206106870229;6.27480916030534;4.18320610687023
66041;66;660410000;Z;5;100.0;36.0;186.0;130.0;88.0;66.0;52.0
66042;66;660420000;Z;5;44.1461031422371;8.02264668892074;59.8774464464924;52.7032989603233;12.9030984671301;13.8529103827393;14.9136427775101
66044;66;660440000;Z;5;42.0;15.0;61.0;54.0;30.0;25.0;22.0
66045;66;660450000;Z;5;116.615270868642;43.2710091000888;140.246277753583;127.279902052662;67.5162658541919;66.4934592014444;47.3266580034324
66046;66;660460000;Z;5;137.569538588816;36.3319563715491;156.295803265759;75.1365778084478;40.7933604702706;33.5075540573923;27.6082065072817
66048;66;660480000;Z;5;319.163101927545;115.457439434163;354.2452529785;180.381979207835;69.4680217648117;58.290494584826;68.392776954285
66049;66;660490101;H;4;597.584116845426;222.291821628598;743.871355280734;514.397488935086;243.886584920774;210.050585103488;171.168104931797
66049;66;660490102;H;4;456.771755537704;167.153145932607;460.428291956716;389.766849414171;154.038184982601;209.335792029948;166.565031501712
66049;66;660490103;H;4;379.198194183216;139.219244592752;382.754021338681;282.957065869484;141.792218473117;166.882801335324;138.509791629479
66050;66;660500000;Z;5;699.586540248922;245.909960292678;933.770162789396;593.536097131344;381.64543108503;291.837674251059;187.748020058202
66051;66;660510000;Z;5;32.3888888888889;16.6851851851852;43.1851851851852;40.2407407407407;16.6851851851852;27.4814814814815;25.5185185185185
66052;66;660520000;Z;5;43.0588235294118;29.7310924369748;68.6890756302521;73.8151260504202;29.7310924369748;27.6806722689076;29.6806722689074
66053;66;660530000;Z;5;489.508856560315;195.020444243355;458.077769915738;386.111820305869;152.763577929291;212.46676024137;184.045281345563
66055;66;660550000;Z;5;101.011583011583;21.5752895752896;161.814671814672;114.741312741313;60.8030888030888;51.976833976834;36.2857142857143
66056;66;660560000;Z;5;131.766915795657;48.4727674965553;275.456172590582;143.086795816174;82.5157235696224;58.0240366681891;29.7493466894132
66057;66;660570000;Z;5;68.0;38.0;140.0;86.0;31.0;23.0;14.0
66058;66;660580000;Z;5;273.271879128176;83.4344372408012;402.962390937223;279.667567205571;173.078750105672;133.957331319077;94.809531693941
66059;66;660590000;Z;5;388.537456438692;123.883989008976;491.015545230486;317.409229795138;200.378845203107;143.450086793278;94.1962115840453
66060;66;660600000;Z;5;28.5921308135571;18.4371093239164;40.8532050585653;36.7728185059652;26.6108970415387;27.6424499827573;8.15252505952779
66063;66;660630000;Z;5;39.6770475260657;19.1298478749647;49.331475911286;39.2840679227789;16.1076722791087;21.3184093531217;7.96190030765753
66064;66;660640000;Z;5;40.0;18.0;76.0;76.0;43.0;37.0;30.0
66065;66;660650101;H;4;575.436792759786;129.117527126697;458.513200205581;270.378324562042;118.943774745207;112.832513800295;95.5699060135418
66065;66;660650102;H;4;777.519052653427;180.890437250114;895.300837253246;613.820321429189;294.707671201353;215.446304055549;139.234882543126
66065;66;660650103;H;4;541.408302351589;118.840763135362;608.887638038194;359.70396270351;180.84365885745;129.086111296463;110.444087366861
66068;66;660680000;Z;5;21.7885276409724;6.94465069410494;20.8100773747237;16.8365895407514;6.9327133403094;5.9423257202652;4.951938100221
66069;66;660690000;Z;5;449.249859332623;166.32206866873;735.023261733973;510.963176761704;275.91039740044;215.126108524935;138.440615147268
66071;66;660710000;Z;5;398.884029279686;150.209713030786;444.372969197634;282.623794148375;104.762052471472;106.943970738136;78.4585441791976
66073;66;660730000;Z;5;22.8413793103448;3.80689655172414;39.0206896551724;22.8413793103448;4.75862068965517;8.56551724137931;10.4689655172414
66074;66;660740000;Z;5;50.5305039787798;30.3183023872679;62.657824933687;51.5411140583554;31.3289124668435;37.3925729442971;48.5092838196286
66075;66;660750000;Z;5;7.0;7.0;18.0;33.0;18.0;19.0;11.0
66078;66;660780000;Z;5;18.5309134489743;13.2075223662083;33.9311519487892;30.0048529996882;19.423662351256;27.9182095311112;13.4274577458292
66079;66;660790000;Z;5;19.2;16.32;29.76;30.72;20.16;26.88;19.2
66080;66;660800000;Z;5;23.0;5.0;31.0;19.0;5.0;11.0;3.0
66081;66;660810000;Z;5;8.85826771653543;7.8740157480315;36.4173228346457;22.6377952755906;3.93700787401575;5.90551181102362;8.85826771653543
66082;66;660820000;Z;5;57.8521903536692;30.3207123679547;106.73674404974;71.1023599711329;53.5142538214375;27.5248920551311;17.1389203007834
66083;66;660830000;Z;5;8.0;2.0;5.0;10.0;8.0;3.0;1.0
66084;66;660840000;Z;5;193.0;54.0;280.0;189.0;113.0;82.0;52.0
66085;66;660850000;Z;5;70.8846628170266;25.7160806784899;90.8441923972772;69.5515556673372;35.7351929736421;32.8437356671018;18.8552110862079
66088;66;660880101;H;4;761.518882013046;156.130340536794;563.893723148105;306.232873891275;164.32568930188;115.651555888336;85.0063765459029
66088;66;660880102;H;4;578.175607230805;161.290632427638;456.50168429416;294.209244121629;160.290737988435;135.937789910864;93.3278063453664
66088;66;660880103;D;4;62.8930200363818;15.2138761287465;56.8076586261749;29.420828610995;22.3173516134115;12.1742354085542;13.1891544513095
66089;66;660890000;Z;5;30.4241718942344;19.3104189563958;57.9312568691874;54.253081829874;26.6667690350228;36.7817503931349;22.9885939957093
66090;66;660900000;Z;5;10.0;1.0;11.0;8.0;1.0;6.0;6.0
66092;66;660920000;Z;5;18.0;12.0;14.0;9.0;2.0;3.0;5.0
66093;66;660930000;Z;5;323.352001590254;154.360212090466;405.298835296653;341.991757857399;201.841132053253;208.16075738631;131.666176533999
66094;66;660940000;Z;5;531.0;154.0;665.0;485.0;261.0;208.0;118.0
66096;66;660960000;Z;5;142.105056057111;56.7865557865563;220.973575788645;156.145245350725;92.4287300999626;86.6683991683998;45.8102174882999
66097;66;660970000;Z;5;30.0;8.0;27.0;18.0;16.0;13.0;3.0
66098;66;660980000;Z;5;16.0;9.0;50.0;45.0;27.0;23.0;12.0
66099;66;660990000;Z;5;34.9802478801689;16.9834933859494;69.9639976524303;59.9981208654842;22.9914030773709;18.9982572365222;18.9900448179368
66101;66;661010000;Z;5;290.611863615131;111.401214385799;471.759925268563;330.3288183092;196.647361046239;139.493694535264;86.2148528724892
66103;66;661030000;Z;5;132.0;43.0;100.0;79.0;41.0;18.0;18.0
66104;66;661040000;Z;5;148.046775604944;52.893899732411;231.05543859142;145.856673647249;63.642446531518;70.9853308687818;47.9970645504773
66106;66;661060000;Z;5;361.351387911974;152.817578160935;619.625569610984;405.108714245415;234.515078237913;190.704638292575;132.65937609277
66107;66;661070000;Z;5;202.519241939906;40.3648527836653;124.518616057648;140.938564777399;48.6793677283718;29.3461794130669;26.1432072842633
66108;66;661080000;Z;5;928.108199732049;217.133242085956;851.308655345719;487.193348941927;289.117577513214;224.070626513346;158.050154433511
66111;66;661110000;Z;5;27.0011197479374;11.0004561936041;24.9979471287814;23.0009538593541;11.0004561936041;10.0004147214583;7.99724210230224
66112;66;661120000;Z;5;35.9729806149428;11.6472399939548;57.2222010301894;38.268426146749;19.2003369290907;24.4202914233084;15.7784259913649
66113;66;661130000;Z;5;44.0;3.0;27.0;48.0;10.0;16.0;14.0
66114;66;661140000;Z;5;237.0;68.0;346.0;256.0;155.0;111.0;96.0
66115;66;661150000;Z;5;128.0;78.0;229.0;216.0;123.0;147.0;79.0
66116;66;661160000;Z;5;26.5714285714286;17.7142857142857;34.4444444444444;25.5873015873016;9.84126984126984;22.6349206349206;15.7460317460317
66118;66;661180000;Z;5;33.4954954954955;20.3003003003003;85.2612612612613;46.6906906906907;22.3303303303303;29.4354354354354;24.3603603603604
66119;66;661190000;Z;5;32.0;16.0;62.0;50.0;38.0;37.0;24.0
66121;66;661210000;Z;5;226.568511608151;69.9057480104972;263.626363515543;177.516050143567;99.7405022152905;83.6738286192441;42.2780810825511
66122;66;661220000;Z;5;7.61904761904762;7.61904761904762;9.52380952380952;12.3809523809524;4.76190476190476;3.80952380952381;5.71428571428571
66123;66;661230000;Z;5;30.597641756872;15.8145178821332;43.4215598813065;26.641940641049;12.8363479961727;6.90072467714847;6.90072467714847
66124;66;661240000;Z;5;133.273681210322;61.5717638121073;333.104729378466;290.533943860886;157.954297641319;195.168074307233;161.233926681511
66125;66;661250000;Z;5;72.0;25.0;95.0;68.0;18.0;18.0;17.0
66126;66;661260000;Z;5;46.5993644601423;15.2051421613929;77.1119027555991;54.9837112938362;28.0812743003287;26.3449220320055;27.3081970579501
66127;66;661270000;Z;5;146.368376787217;49.123633305299;213.537426408748;211.532380151388;109.275021026073;80.2018502943651;50.1261564339782
